Gene	SUN.A.6.7.1.D2	SUN.A.6.8.1.D3	SUN.A.6.9.1.D4	SUN.A.7.13.1.F3	SUN.A.7.14.1.F4	Min	Max	Median	Mean	Std
WDR52-AS1	0	0	0	0	0	0	0	0	0	0
WDR53	13	5	12	9	9	5	13	9	9.6	3.13049516849971
WDR54	76	63	53	59	50	50	76	59	60.2	10.1833196944808
WDR55	21	13	18	13	13	13	21	13	15.6	3.71483512420134
WDR59	6	6	9	9	3	3	9	6	6.6	2.50998007960223
WDR5B	31	28	26	22	29	22	31	28	27.2	3.42052627529741
WDR6	37	16	28	23	22	16	37	23	25.2	7.85493475466219
WDR60	33	32	36	26	40	26	40	33	33.4	5.17687164221791
WDR61	276	182	162	152	173	152	276	173	189	49.9299509312797
WDR62	0	0	0	0	0	0	0	0	0	0
WDR63	3	4	2	4	6	2	6	4	3.8	1.48323969741913
WDR64	0	0	0	0	0	0	0	0	0	0
WDR65	1	5	1	3	2	1	5	2	2.4	1.67332005306815
WDR66	5	5	3	3	3	3	5	3	3.8	1.09544511501033
WDR67	8	2	1	4	4	1	8	4	3.8	2.68328157299975
WDR7	8	4	6	12	6	4	12	6	7.2	3.03315017762062
WDR70	36	33	37	34	24	24	37	34	32.8	5.16720427310553
WDR72	0	0	0	0	0	0	0	0	0	0
WDR73	14	7	10	12	11	7	14	11	10.8	2.58843582110896
WDR74	14	4	10	9	9	4	14	9	9.2	3.56370593624109
WDR75	50	28	33	27	37	27	50	33	35	9.30053761886914
WDR76	5	2	4	7	4	2	7	4	4.4	1.81659021245849
WDR77	14	12	10	4	6	4	14	10	9.2	4.14728827066554
WDR78	3	7	8	5	6	3	8	6	5.8	1.92353840616713
WDR81	5	0	5	4	1	0	5	4	3	2.34520787991171
WDR82	60	35	44	57	46	35	60	46	48.4	10.1636607578175
WDR83	3	1	4	1	1	1	4	1	2	1.4142135623731
WDR83OS	851	578	619	559	608	559	851	608	643	118.686562002613
WDR89	13	9	12	12	8	8	13	12	10.8	2.16794833886788
WDR90	2	0	2	0	0	0	2	0	0.8	1.09544511501033
WDR91	7	3	5	8	8	3	8	7	6.2	2.16794833886788
WDR92	30	15	22	23	25	15	30	23	23	5.43139024560011
WDR93	0	0	0	0	0	0	0	0	0	0
WDR96	0	0	0	0	0	0	0	0	0	0
WDSUB1	16	8	6	10	14	6	16	10	10.8	4.14728827066554
WDTC1	2	1	1	1	0	0	2	1	1	0.707106781186548
WDYHV1	35	22	20	27	27	20	35	27	26.2	5.80517010948
WEE1	38	40	32	24	20	20	40	32	30.8	8.67179335547152
WEE2	0	0	0	0	0	0	0	0	0	0
WEE2-AS1	1	0	3	1	0	0	3	1	1	1.22474487139159
WFDC1	1	1	0	0	0	0	1	0	0.4	0.547722557505166
WFDC10B	0	0	0	0	2	0	2	0	0.4	0.894427190999916
WFDC11	0	0	0	0	0	0	0	0	0	0
WFDC13	0	0	0	0	0	0	0	0	0	0
WFDC2	0	0	0	0	2	0	2	0	0.4	0.894427190999916
WFDC3	15	21	8	6	7	6	21	8	11.4	6.42650760522385
WFDC8	0	0	2	1	2	0	2	1	1	1
WFDC9	0	0	0	0	0	0	0	0	0	0
WFIKKN2	0	0	0	0	0	0	0	0	0	0
WFS1	17	9	4	7	12	4	17	9	9.8	4.96990945591567
WHAMM	19	13	11	12	11	11	19	12	13.2	3.3466401061363
WHAMMP1	29	15	32	17	10	10	32	17	20.6	9.44986772394196
WHAMMP2	2	1	1	3	2	1	3	2	1.8	0.836660026534076
WHAMMP3	7	2	8	2	2	2	8	2	4.2	3.03315017762062
WHSC1	15	8	17	12	19	8	19	15	14.2	4.32434966208793
WHSC1L1	54	47	63	46	51	46	63	51	52.2	6.83373982530795
WIBG	48	27	38	29	30	27	48	30	34.4	8.67755725996666
WIPF1	13	2	9	8	5	2	13	8	7.4	4.15932686861708
WIPF2	18	19	13	11	11	11	19	13	14.4	3.84707681233427
WIPF3	4	2	5	4	3	2	5	4	3.6	1.14017542509914
WIPI1	80	55	42	38	30	30	80	42	49	19.5448202856921
WIPI2	33	23	19	28	14	14	33	23	23.4	7.43639697703128
WISP1	5	2	2	6	1	1	6	2	3.2	2.16794833886788
WISP2	6	3	13	7	8	3	13	7	7.4	3.64691650576209
WISP3	0	0	0	0	0	0	0	0	0	0
WIZ	5	3	1	6	2	1	6	3	3.4	2.07364413533277
WLS	23	17	20	10	13	10	23	17	16.6	5.22494019104525
WNK1	124	64	77	111	135	64	135	111	102.2	30.5073761572509
WNK3	7	7	5	6	2	2	7	6	5.4	2.07364413533277
WNK4	1	0	0	0	0	0	1	0	0.2	0.447213595499958
WNT10B	0	1	1	1	0	0	1	1	0.6	0.547722557505166
WNT11	0	0	0	0	0	0	0	0	0	0
WNT16	1	0	0	0	0	0	1	0	0.2	0.447213595499958
WNT2	0	0	0	1	1	0	1	0	0.4	0.547722557505166
WNT2B	1	0	1	0	0	0	1	0	0.4	0.547722557505166
WNT3	2	0	1	1	3	0	3	1	1.4	1.14017542509914
WNT4	0	1	1	0	0	0	1	0	0.4	0.547722557505166
WNT5A	8	7	3	2	3	2	8	3	4.6	2.70185121722126
WNT5B	2	3	4	4	4	2	4	4	3.4	0.894427190999916
WNT7B	11	3	15	12	9	3	15	11	10	4.47213595499958
WRAP53	10	5	7	1	9	1	10	7	6.4	3.57770876399966
WRAP73	9	6	1	0	1	0	9	1	3.4	3.91152144312159
WRB	275	185	178	161	199	161	275	185	199.6	44.31478308646
WRN	37	33	37	39	32	32	39	37	35.6	2.96647939483826
WRNIP1	21	16	13	16	13	13	21	16	15.8	3.27108544675922
WSB1	126	89	97	106	111	89	126	106	105.8	14.0960987510729
WSB2	154	128	132	83	75	75	154	128	114.4	33.9160728858752
WSCD1	0	0	0	0	0	0	0	0	0	0
WSCD2	0	0	0	0	1	0	1	0	0.2	0.447213595499958
WT1	7	8	1	3	1	1	8	3	4	3.3166247903554
WT1-AS	0	0	0	0	0	0	0	0	0	0
WTAP	59	34	45	38	25	25	59	38	40.2	12.7553910171347
WTAPP1	0	0	0	0	0	0	0	0	0	0
WTIP	3	5	4	1	1	1	5	3	2.8	1.78885438199983
WWC1	9	6	7	6	13	6	13	7	8.2	2.94957624075052
WWC2	30	33	33	31	31	30	33	31	31.6	1.34164078649987
WWC2-AS2	0	0	0	0	1	0	1	0	0.2	0.447213595499958
WWC3	16	16	17	17	20	16	20	17	17.2	1.6431676725155
WWOX	5	3	2	0	3	0	5	3	2.6	1.8165902124585
WWP1	14	11	18	9	12	9	18	12	12.8	3.42052627529741
WWP2	18	19	16	17	10	10	19	17	16	3.53553390593274
WWTR1	151	134	137	129	107	107	151	134	131.6	15.9937487788198
WWTR1-AS1	3	1	0	1	1	0	3	1	1.2	1.09544511501033
XAB2	2	0	0	1	0	0	2	0	0.6	0.894427190999916
XAF1	45	51	42	30	44	30	51	44	42.4	7.70064932327138
XAGE2	0	0	0	0	0	0	0	0	0	0
XBP1	114	88	76	79	63	63	114	79	84	19.0131533418315
XCL1	0	0	0	0	0	0	0	0	0	0
XDH	1	0	2	0	0	0	2	0	0.6	0.894427190999916
XG	3	0	1	1	1	0	3	1	1.2	1.09544511501033
XIAP	119	58	89	76	92	58	119	89	86.8	22.4432617950244
XIRP1	0	0	0	0	0	0	0	0	0	0
XIRP2	0	0	0	0	0	0	0	0	0	0
XIST	0	2	1	2	3	0	3	2	1.6	1.14017542509914
XK	1	0	1	0	1	0	1	1	0.6	0.547722557505166
XKR3	1	0	0	0	0	0	1	0	0.2	0.447213595499958
XKR5	4	4	3	7	2	2	7	4	4	1.87082869338697
XKR6	1	1	0	0	0	0	1	0	0.4	0.547722557505166
XKR8	2	2	0	0	1	0	2	1	1	1
XKR9	3	2	2	3	3	2	3	3	2.6	0.547722557505166
XKRX	0	0	0	0	0	0	0	0	0	0
XPA	39	24	26	16	35	16	39	26	28	9.13783344124853
XPC	35	25	20	42	24	20	42	25	29.2	9.03880523078133
XPNPEP1	113	61	60	45	79	45	113	61	71.6	26.0921444116807
XPNPEP2	3	0	0	1	2	0	3	1	1.2	1.30384048104053
XPNPEP3	63	38	47	33	46	33	63	46	45.4	11.4149025401008
XPO1	43	41	36	44	53	36	53	43	43.4	6.18869937870632
XPO4	11	4	14	12	13	4	14	12	10.8	3.96232255123179
XPO5	4	13	6	6	12	4	13	6	8.2	4.02492235949962
XPO6	8	7	14	9	8	7	14	8	9.2	2.77488738510232
XPO7	11	10	19	12	20	10	20	12	14.4	4.72228758124704
XPOT	98	81	85	92	96	81	98	92	90.4	7.23187389270582
XPR1	17	9	10	16	17	9	17	16	13.8	3.96232255123179
XRCC1	7	8	5	6	7	5	8	7	6.6	1.14017542509914
XRCC2	13	3	5	8	4	3	13	5	6.6	4.03732584763727
XRCC3	0	0	0	0	0	0	0	0	0	0
XRCC4	58	39	62	43	51	39	62	51	50.6	9.71081870904817
XRCC5	479	368	375	300	305	300	479	368	365.4	72.3346390051129
XRCC6	515	363	323	238	277	238	515	323	343.2	106.963545191808
XRCC6BP1	6	3	5	0	3	0	6	3	3.4	2.30217288664427
XRN1	80	55	38	48	32	32	80	48	50.6	18.676188047886
XRN2	278	193	182	152	179	152	278	182	196.8	47.8299069620671
XRRA1	6	7	3	4	5	3	7	5	5	1.58113883008419
XXYLT1	19	19	21	18	17	17	21	19	18.8	1.48323969741913
XYLB	3	1	1	0	2	0	3	1	1.4	1.14017542509914
XYLT1	1	4	2	1	1	1	4	1	1.8	1.30384048104053
XYLT2	27	7	16	7	15	7	27	15	14.4	8.23407554009556
YAE1D1	64	50	54	51	49	49	64	51	53.6	6.10737259384099
YAF2	38	23	29	21	22	21	38	23	26.6	7.09224929059886
YAP1	79	52	66	72	82	52	82	72	70.2	11.9247641486111
YARS	78	43	41	55	64	41	78	55	56.2	15.3525242224202
YARS2	16	9	10	17	10	9	17	10	12.4	3.78153408023781
YBEY	8	4	6	4	5	4	8	5	5.4	1.67332005306815
YBX1	540	373	437	391	375	373	540	391	423.2	70.2011395918898
YBX3	198	152	184	128	147	128	198	152	161.8	28.5517074795887
YBX3P1	0	0	0	0	0	0	0	0	0	0
YDJC	6	4	5	4	3	3	6	4	4.4	1.14017542509914
YEATS2	13	15	9	7	11	7	15	11	11	3.16227766016838
YEATS4	20	19	20	8	16	8	20	19	16.6	5.07937003968012
YES1	52	39	50	48	39	39	52	48	45.6	6.18869937870632
YIF1A	89	66	61	51	50	50	89	61	63.4	15.8208722894789
YIF1B	20	14	14	8	10	8	20	14	13.2	4.60434577328853
YIPF1	36	18	22	30	21	18	36	22	25.4	7.4027022093287
YIPF2	17	2	8	7	9	2	17	8	8.6	5.41294744108974
YIPF3	87	59	44	50	55	44	87	55	59	16.6282891483159
YIPF4	47	36	44	35	22	22	47	36	36.8	9.73139250056229
YIPF5	494	313	384	294	294	294	494	313	355.8	85.6808029840991
YIPF6	164	128	130	115	93	93	164	128	126	25.8553669476958
YIPF7	0	0	0	0	0	0	0	0	0	0
YJEFN3	2	0	1	0	2	0	2	1	1	1
YKT6	30	27	31	17	26	17	31	27	26.2	5.54075807087803
YLPM1	29	17	14	25	10	10	29	17	19	7.84219357067906
YME1L1	130	100	114	77	81	77	130	100	100.4	22.2777916320267
YOD1	8	4	4	7	11	4	11	7	6.8	2.94957624075052
YPEL1	6	3	7	10	7	3	10	7	6.6	2.50998007960223
YPEL2	21	8	13	10	14	8	21	13	13.2	4.96990945591567
YPEL3	36	16	15	50	34	15	50	34	30.2	14.7715943621533
YPEL4	1	0	0	0	0	0	1	0	0.2	0.447213595499958
YPEL5	334	232	244	214	255	214	334	244	255.8	46.2839064902694
YRDC	10	9	4	12	4	4	12	9	7.8	3.63318042491699
YTHDC1	85	70	72	79	83	70	85	79	77.8	6.61059755241536
YTHDC2	15	20	14	8	10	8	20	14	13.4	4.6690470119715
YTHDF1	20	17	16	18	15	15	20	17	17.2	1.92353840616713
YTHDF2	102	68	67	65	72	65	102	68	74.8	15.4175224987674
YTHDF3	35	19	33	33	26	19	35	33	29.2	6.64830805543787
YTHDF3-AS1	0	1	0	0	1	0	1	0	0.4	0.547722557505166
YWHAB	325	220	259	217	200	200	325	220	244.2	50.066955170052
YWHAE	601	436	448	366	384	366	601	436	447	92.6930418100517
YWHAG	284	187	171	132	148	132	284	171	184.4	59.534023885506
YWHAH	57	70	46	49	41	41	70	49	52.6	11.3269589917153
YWHAQ	129	90	86	91	87	86	129	90	96.6	18.2290976189168
YWHAZ	860	600	610	517	560	517	860	600	629.4	134.040292449696
YY1	52	26	25	39	32	25	52	32	34.8	11.1220501707194
YY1AP1	12	10	12	14	12	10	14	12	12	1.4142135623731
YY2	4	4	2	2	3	2	4	3	3	1
ZADH2	6	7	10	8	4	4	10	7	7	2.23606797749979
ZAK	49	38	39	45	51	38	51	45	44.4	5.81377674149945
ZBED1	31	23	33	37	30	23	37	31	30.8	5.11859355682789
ZBED2	0	0	0	0	0	0	0	0	0	0
ZBED3	4	0	2	0	0	0	4	0	1.2	1.78885438199983
ZBED3-AS1	1	3	0	0	0	0	3	0	0.8	1.30384048104053
ZBED4	9	10	9	8	7	7	10	9	8.6	1.14017542509914
ZBED5	39	29	29	28	34	28	39	29	31.8	4.65832587954085
ZBED5-AS1	50	21	47	27	27	21	50	27	34.4	13.145341380124
ZBED6	9	10	4	5	5	4	10	5	6.6	2.70185121722126
ZBED6CL	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ZBP1	6	2	1	2	4	1	6	2	3	2
ZBTB1	37	25	33	27	30	25	37	30	30.4	4.77493455452533
ZBTB10	19	13	12	11	11	11	19	12	13.2	3.3466401061363
ZBTB11	28	9	12	9	8	8	28	9	13.2	8.40832920383116
ZBTB11-AS1	5	2	7	9	2	2	9	5	5	3.08220700148449
ZBTB14	18	14	13	5	11	5	18	13	12.2	4.76445169982864
ZBTB16	0	0	0	0	0	0	0	0	0	0
ZBTB17	5	2	4	3	3	2	5	3	3.4	1.14017542509914
ZBTB18	1	5	4	1	3	1	5	3	2.8	1.78885438199983
ZBTB2	15	4	7	4	7	4	15	7	7.4	4.50555213042752
ZBTB20	28	6	18	17	19	6	28	18	17.6	7.82943165242535
ZBTB20-AS1	2	0	2	0	1	0	2	1	1	1
ZBTB21	11	11	4	7	7	4	11	7	8	3
ZBTB22	4	3	2	6	3	2	6	3	3.6	1.51657508881031
ZBTB24	19	13	21	18	12	12	21	18	16.6	3.91152144312159
ZBTB25	8	4	1	2	2	1	8	2	3.4	2.79284800875379
ZBTB26	0	0	0	0	0	0	0	0	0	0
ZBTB3	17	9	13	16	6	6	17	13	12.2	4.65832587954085
ZBTB32	0	0	0	0	0	0	0	0	0	0
ZBTB33	14	6	3	4	6	3	14	6	6.6	4.33589667773576
ZBTB34	8	0	2	2	2	0	8	2	2.8	3.03315017762062
ZBTB37	1	0	1	2	1	0	2	1	1	0.707106781186548
ZBTB38	98	69	81	64	83	64	98	81	79	13.2853302555864
ZBTB39	4	2	4	5	1	1	5	4	3.2	1.6431676725155
ZBTB4	54	32	30	27	47	27	54	32	38	11.8110118110177
ZBTB40	9	10	15	7	8	7	15	9	9.8	3.11448230047949
ZBTB41	37	16	41	17	19	16	41	19	26	12
ZBTB42	1	0	0	0	0	0	1	0	0.2	0.447213595499958
ZBTB43	59	34	52	56	42	34	59	52	48.6	10.3826778819339
ZBTB44	26	22	23	27	24	22	27	24	24.4	2.07364413533277
ZBTB45	4	0	3	0	0	0	4	0	1.4	1.94935886896179
ZBTB46	0	1	0	1	0	0	1	0	0.4	0.547722557505166
ZBTB47	17	8	8	12	11	8	17	11	11.2	3.70135110466435
ZBTB48	2	0	0	0	0	0	2	0	0.4	0.894427190999916
ZBTB49	4	5	4	0	1	0	5	4	2.8	2.16794833886788
ZBTB5	6	8	10	6	8	6	10	8	7.6	1.67332005306815
ZBTB6	11	5	12	9	11	5	12	11	9.6	2.79284800875379
ZBTB7A	12	5	15	7	23	5	23	12	12.4	7.12741187248218
ZBTB7B	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ZBTB7C	0	0	0	0	0	0	0	0	0	0
ZBTB8A	88	57	76	53	66	53	88	66	68	14.2653426176871
ZBTB8B	4	5	1	5	1	1	5	4	3.2	2.04939015319192
ZBTB8OS	215	155	176	155	174	155	215	174	175	24.5051015096857
ZBTB9	3	1	2	1	2	1	3	2	1.8	0.836660026534076
ZC2HC1A	58	52	41	35	42	35	58	42	45.6	9.23579991121506
ZC2HC1B	0	0	0	0	1	0	1	0	0.2	0.447213595499958
ZC2HC1C	2	1	2	0	2	0	2	2	1.4	0.894427190999916
ZC3H10	2	4	2	2	2	2	4	2	2.4	0.894427190999916
ZC3H11A	68	57	75	47	65	47	75	65	62.4	10.7610408418517
ZC3H12A	1	1	2	2	2	1	2	2	1.6	0.547722557505166
ZC3H12B	5	1	3	2	1	1	5	2	2.4	1.67332005306815
ZC3H12C	5	3	4	5	8	3	8	5	5	1.87082869338697
ZC3H12D	15	1	9	6	12	1	15	9	8.6	5.41294744108974
ZC3H13	152	95	123	100	89	89	152	100	111.8	25.8978763608138
ZC3H14	67	53	49	62	41	41	67	53	54.4	10.3344085462111
ZC3H15	277	216	178	181	181	178	277	181	206.6	42.3473729999867
ZC3H18	4	6	6	8	7	4	8	6	6.2	1.48323969741913
ZC3H3	2	0	0	1	1	0	2	1	0.8	0.836660026534076
ZC3H4	15	14	8	10	13	8	15	13	12	2.91547594742265
ZC3H6	18	20	20	12	15	12	20	18	17	3.46410161513775
ZC3H7A	28	23	31	26	26	23	31	26	26.8	2.94957624075052
ZC3H7B	7	8	13	10	12	7	13	10	10	2.54950975679639
ZC3H8	38	34	27	25	21	21	38	27	29	6.89202437604511
ZC3HAV1	41	34	33	18	29	18	41	33	31	8.45576726264388
ZC3HAV1L	2	0	2	1	1	0	2	1	1.2	0.836660026534076
ZC3HC1	30	27	16	16	15	15	30	16	20.8	7.12039324756716
ZC4H2	11	11	6	8	12	6	12	11	9.6	2.50998007960223
ZCCHC10	52	39	33	25	31	25	52	33	36	10.2469507659596
ZCCHC11	36	32	46	26	45	26	46	36	37	8.54400374531753
ZCCHC14	14	13	8	10	6	6	14	10	10.2	3.3466401061363
ZCCHC16	4	0	0	2	2	0	4	2	1.6	1.67332005306815
ZCCHC17	281	187	202	190	169	169	281	190	205.8	43.665776072343
ZCCHC18	1	0	0	2	1	0	2	1	0.8	0.836660026534076
ZCCHC2	7	5	6	5	6	5	7	6	5.8	0.836660026534076
ZCCHC24	48	24	33	22	30	22	48	30	31.4	10.285912696499
ZCCHC3	10	12	8	8	8	8	12	8	9.2	1.78885438199983
ZCCHC4	14	16	8	6	11	6	16	11	11	4.12310562561766
ZCCHC5	1	0	0	0	1	0	1	0	0.4	0.547722557505166
ZCCHC6	73	53	49	40	44	40	73	49	51.8	12.8335497817245
ZCCHC7	99	78	59	72	84	59	99	78	78.4	14.7749788493926
ZCCHC8	37	29	24	24	23	23	37	24	27.4	5.85662018573853
ZCCHC9	59	53	39	36	34	34	59	39	44.2	11.1220501707194
ZCRB1	449	323	346	319	330	319	449	330	353.4	54.4270153508347
ZCWPW1	11	5	9	6	7	5	11	7	7.6	2.40831891575846
ZCWPW2	12	5	10	9	11	5	12	10	9.4	2.70185121722126
ZDBF2	12	14	13	12	10	10	14	12	12.2	1.48323969741913
ZDHHC1	5	1	1	0	1	0	5	1	1.6	1.94935886896179
ZDHHC11	0	0	0	0	0	0	0	0	0	0
ZDHHC12	9	7	5	8	5	5	9	7	6.8	1.78885438199983
ZDHHC13	13	12	2	10	15	2	15	12	10.4	5.02991053598372
ZDHHC14	2	6	6	6	4	2	6	6	4.8	1.78885438199983
ZDHHC15	7	7	6	4	5	4	7	6	5.8	1.30384048104053
ZDHHC16	21	12	19	12	11	11	21	12	15	4.63680924774785
ZDHHC17	26	28	23	27	29	23	29	27	26.6	2.30217288664427
ZDHHC18	2	0	4	1	2	0	4	2	1.8	1.48323969741913
ZDHHC2	15	17	11	9	4	4	17	11	11.2	5.11859355682789
ZDHHC20	42	29	19	26	22	19	42	26	27.6	8.90505474435727
ZDHHC21	18	13	12	19	22	12	22	18	16.8	4.20713679359253
ZDHHC22	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ZDHHC23	1	0	0	1	0	0	1	0	0.4	0.547722557505166
ZDHHC24	6	3	1	2	6	1	6	3	3.6	2.30217288664427
ZDHHC3	45	27	50	41	32	27	50	41	39	9.40744386111339
ZDHHC4	105	77	87	84	96	77	105	87	89.8	10.8949529599719
ZDHHC5	30	21	25	23	12	12	30	23	22.2	6.61059755241536
ZDHHC6	48	38	41	37	47	37	48	41	42.2	5.06951674225463
ZDHHC7	10	3	11	4	6	3	11	6	6.8	3.56370593624109
ZDHHC8	2	2	1	1	1	1	2	1	1.4	0.547722557505166
ZDHHC8P1	4	2	4	6	6	2	6	4	4.4	1.67332005306815
ZDHHC9	52	50	37	66	41	37	66	50	49.2	11.2561094522042
ZEB1	147	106	137	95	77	77	147	106	112.4	29.1513293007369
ZEB1-AS1	2	3	2	2	1	1	3	2	2	0.707106781186548
ZEB2	36	16	28	18	20	16	36	20	23.6	8.29457654133109
ZEB2-AS1	1	0	0	0	0	0	1	0	0.2	0.447213595499958
ZER1	5	4	7	5	7	4	7	5	5.6	1.34164078649987
ZFAND1	82	64	54	63	64	54	82	64	65.4	10.18822850156
ZFAND2A	76	48	52	51	47	47	76	51	54.8	12.0291313069565
ZFAND2B	9	7	3	7	8	3	9	7	6.8	2.28035085019828
ZFAND3	12	14	17	11	11	11	17	12	13	2.54950975679639
ZFAND4	2	0	1	1	0	0	2	1	0.8	0.836660026534076
ZFAND5	69	62	55	62	59	55	69	62	61.4	5.12835256198323
ZFAND6	78	50	61	57	52	50	78	57	59.6	11.148990985735
ZFAS1	1919	1206	1380	1186	1289	1186	1919	1289	1396	302.255686464291
ZFAT	3	1	1	1	3	1	3	1	1.8	1.09544511501033
ZFC3H1	41	22	20	25	23	20	41	23	26.2	8.46758525200662
ZFHX2	0	0	0	2	1	0	2	0	0.6	0.894427190999916
ZFHX3	64	37	46	34	37	34	64	37	43.6	12.2596900450215
ZFHX4	20	14	12	15	18	12	20	15	15.8	3.19374388453426
ZFHX4-AS1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
ZFP1	10	6	3	0	6	0	10	6	5	3.74165738677394
ZFP112	9	5	4	4	5	4	9	5	5.4	2.07364413533277
ZFP14	19	14	9	3	7	3	19	9	10.4	6.22896460095897
ZFP2	1	1	1	0	1	0	1	1	0.8	0.447213595499958
ZFP28	4	3	1	0	1	0	4	1	1.8	1.6431676725155
ZFP3	5	3	1	2	1	1	5	2	2.4	1.67332005306815
ZFP30	16	10	14	7	14	7	16	14	12.2	3.63318042491699
ZFP36	8	2	5	4	4	2	8	4	4.6	2.19089023002066
ZFP36L1	54	34	41	39	65	34	65	41	46.6	12.6609636284131
ZFP36L2	33	25	30	41	43	25	43	33	34.4	7.53657747256671
ZFP37	2	1	4	3	3	1	4	3	2.6	1.14017542509914
ZFP41	6	1	5	5	6	1	6	5	4.6	2.07364413533277
ZFP42	6	5	3	4	7	3	7	5	5	1.58113883008419
ZFP57	0	2	1	2	1	0	2	1	1.2	0.836660026534076
ZFP62	13	16	14	6	8	6	16	13	11.4	4.2190046219458
ZFP64	31	9	18	25	28	9	31	25	22.2	8.81476034841561
ZFP69	0	2	0	3	1	0	3	1	1.2	1.30384048104053
ZFP69B	1	4	3	2	2	1	4	2	2.4	1.14017542509914
ZFP82	16	6	15	10	19	6	19	15	13.2	5.16720427310553
ZFP90	28	11	9	9	10	9	28	10	13.4	8.20365772079747
ZFP91	32	17	21	23	24	17	32	23	23.4	5.50454357780915
ZFPL1	19	7	13	6	13	6	19	13	11.6	5.27257053058563
ZFPM1	0	1	1	1	1	0	1	1	0.8	0.447213595499958
ZFPM2	16	8	6	9	11	6	16	9	10	3.80788655293195
ZFR	215	146	178	170	153	146	215	170	172.4	27.0425590505041
ZFR2	1	0	0	0	0	0	1	0	0.2	0.447213595499958
ZFX	55	40	43	44	46	40	55	44	45.6	5.68330889535313
ZFY	18	6	19	7	12	6	19	12	12.4	6.02494813255683
ZFYVE1	10	6	6	9	6	6	10	6	7.4	1.94935886896179
ZFYVE16	50	39	23	37	45	23	50	39	38.8	10.2078401241399
ZFYVE19	3	1	2	1	2	1	3	2	1.8	0.836660026534076
ZFYVE20	35	15	26	20	17	15	35	20	22.6	8.08084154033477
ZFYVE21	38	21	19	20	18	18	38	20	23.2	8.34865258589672
ZFYVE26	9	4	1	1	3	1	9	3	3.6	3.286335345031
ZFYVE27	4	0	3	1	3	0	4	3	2.2	1.6431676725155
ZFYVE28	2	2	1	2	0	0	2	2	1.4	0.894427190999916
ZFYVE9	11	16	9	10	10	9	16	10	11.2	2.77488738510232
ZG16	1	1	4	1	1	1	4	1	1.6	1.34164078649987
ZGLP1	1	1	0	0	0	0	1	0	0.4	0.547722557505166
ZGPAT	3	2	1	2	2	1	3	2	2	0.707106781186548
ZHX1	37	32	26	19	26	19	37	26	28	6.81909084849293
ZHX1-C8ORF76	3	0	2	1	1	0	3	1	1.4	1.14017542509914
ZHX2	9	11	5	4	11	4	11	9	8	3.3166247903554
ZHX3	30	17	24	17	20	17	30	20	21.6	5.50454357780915
ZIC1	0	0	0	0	0	0	0	0	0	0
ZIC2	0	0	0	0	0	0	0	0	0	0
ZIC4	0	0	0	0	0	0	0	0	0	0
ZIC5	0	0	0	0	0	0	0	0	0	0
ZIK1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ZIM3	0	1	1	2	1	0	2	1	1	0.707106781186548
ZKSCAN1	48	23	48	25	31	23	48	31	35	12.2270192606375
ZKSCAN2	4	3	2	3	0	0	4	3	2.4	1.51657508881031
ZKSCAN3	23	21	18	16	21	16	23	21	19.8	2.77488738510232
ZKSCAN4	0	2	3	3	5	0	5	3	2.6	1.8165902124585
ZKSCAN5	7	2	3	4	7	2	7	4	4.6	2.30217288664427
ZKSCAN7	5	6	9	7	4	4	9	6	6.2	1.92353840616713
ZKSCAN8	16	5	4	10	5	4	16	5	8	5.04975246918104
ZMAT1	1	2	1	5	2	1	5	2	2.2	1.6431676725155
ZMAT2	234	156	192	157	148	148	234	157	177.4	35.8998607239638
ZMAT3	172	123	134	106	114	106	172	123	129.8	25.7914714586043
ZMAT4	3	1	4	1	3	1	4	3	2.4	1.34164078649987
ZMAT5	13	7	6	3	0	0	13	6	5.8	4.86826457785523
ZMIZ1	56	39	42	31	39	31	56	39	41.4	9.12688336728371
ZMIZ1-AS1	4	1	4	2	0	0	4	2	2.2	1.78885438199983
ZMIZ2	1	4	1	4	2	1	4	2	2.4	1.51657508881031
ZMPSTE24	75	57	49	51	48	48	75	51	56	11.1803398874989
ZMYM1	26	16	12	12	16	12	26	16	16.4	5.72712842531054
ZMYM2	38	29	32	23	25	23	38	29	29.4	5.94138031100518
ZMYM3	8	3	3	9	6	3	9	6	5.8	2.77488738510232
ZMYM4	28	22	21	30	24	21	30	24	25	3.87298334620742
ZMYM5	30	22	23	22	18	18	30	22	23	4.35889894354067
ZMYM6	37	19	17	21	21	17	37	21	23	8
ZMYM6NB	130	109	95	140	148	95	148	130	124.4	21.9840851526735
ZMYND10	1	1	1	0	2	0	2	1	1	0.707106781186548
ZMYND11	47	42	46	39	50	39	50	46	44.8	4.32434966208793
ZMYND12	0	0	0	0	1	0	1	0	0.2	0.447213595499958
ZMYND15	0	0	1	0	0	0	1	0	0.2	0.447213595499958
ZMYND19	7	4	7	2	2	2	7	4	4.4	2.50998007960223
ZMYND8	29	39	18	35	23	18	39	29	28.8	8.55569985448298
ZNF10	8	7	4	3	7	3	8	7	5.8	2.16794833886788
ZNF100	4	4	2	6	5	2	6	4	4.2	1.48323969741913
