Gene	SUN+ALE.A.7.19.1.F9	SUN+ALE.A.7.20.1.F10	SUN+ALE.A.8.14.1.G11	Min	Max	Median	Mean	Std
RIMS4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RIN1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RIN2	44	73	62	44	73	62	59.6666666666667	14.6401275039985
RIN3	1	1	1	1	1	1	1	0
RING1	8	3	4	3	8	4	5	2.64575131106459
RINL	5	2	6	2	6	5	4.33333333333333	2.08166599946613
RINT1	24	21	18	18	24	21	21	3
RIOK1	47	46	41	41	47	46	44.6666666666667	3.21455025366432
RIOK2	46	41	36	36	46	41	41	5
RIOK3	81	80	78	78	81	80	79.6666666666667	1.52752523165195
RIPK1	7	5	3	3	7	5	5	2
RIPK2	12	11	9	9	12	11	10.6666666666667	1.52752523165195
RIPK3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RIPK4	2	2	4	2	4	2	2.66666666666667	1.15470053837925
RIPPLY2	0	0	0	0	0	0	0	0
RIPPLY3	6	12	6	6	12	6	8	3.46410161513775
RIT1	51	63	43	43	63	51	52.3333333333333	10.0664459136943
RLF	27	33	18	18	33	27	26	7.54983443527075
RLIM	20	19	31	19	31	20	23.3333333333333	6.65832811847939
RLN1	0	0	0	0	0	0	0	0
RLN2	0	0	0	0	0	0	0	0
RLTPR	0	0	0	0	0	0	0	0
RMDN1	40	53	46	40	53	46	46.3333333333333	6.50640709864771
RMDN2	14	23	8	8	23	14	15	7.54983443527075
RMDN3	11	8	6	6	11	8	8.33333333333333	2.51661147842358
RMI1	9	8	2	2	9	8	6.33333333333333	3.78593889720018
RMI2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RMND1	45	35	35	35	45	35	38.3333333333333	5.77350269189626
RMND5A	18	13	12	12	18	13	14.3333333333333	3.21455025366432
RMND5B	4	6	4	4	6	4	4.66666666666667	1.15470053837925
RNA45S5	59	72	74	59	74	72	68.3333333333333	8.14452781524708
RNASE1	14	12	18	12	18	14	14.6666666666667	3.05505046330389
RNASE13	0	0	0	0	0	0	0	0
RNASE4	152	152	110	110	152	152	138	24.2487113059643
RNASE6	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RNASEH1	50	54	45	45	54	50	49.6666666666667	4.50924975282289
RNASEH2A	6	2	3	2	6	3	3.66666666666667	2.08166599946613
RNASEH2B	8	18	9	8	18	9	11.6666666666667	5.5075705472861
RNASEH2B-AS1	0	0	0	0	0	0	0	0
RNASEH2C	9	10	19	9	19	10	12.6666666666667	5.5075705472861
RNASEK	45	61	48	45	61	48	51.3333333333333	8.50490054811538
RNASEL	19	19	16	16	19	19	18	1.73205080756888
RNASET2	9	11	7	7	11	9	9	2
RND1	0	0	0	0	0	0	0	0
RND2	2	5	4	2	5	4	3.66666666666667	1.52752523165195
RND3	131	136	137	131	137	136	134.666666666667	3.21455025366432
RNF10	34	28	30	28	34	30	30.6666666666667	3.05505046330389
RNF103	15	16	14	14	16	15	15	1
RNF103-CHMP3	0	0	0	0	0	0	0	0
RNF11	53	57	55	53	57	55	55	2
RNF111	14	20	13	13	20	14	15.6666666666667	3.78593889720018
RNF112	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RNF113A	16	27	24	16	27	24	22.3333333333333	5.68624070307733
RNF113B	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RNF114	13	15	7	7	15	13	11.6666666666667	4.16333199893227
RNF115	9	11	3	3	11	9	7.66666666666667	4.16333199893227
RNF121	28	39	38	28	39	38	35	6.08276253029822
RNF122	3	6	0	0	6	3	3	3
RNF123	5	6	7	5	7	6	6	1
RNF125	7	7	6	6	7	7	6.66666666666667	0.577350269189626
RNF126	4	8	7	4	8	7	6.33333333333333	2.08166599946613
RNF128	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RNF13	87	113	93	87	113	93	97.6666666666667	13.6137185711081
RNF130	12	18	16	12	18	16	15.3333333333333	3.05505046330389
RNF135	2	3	3	2	3	3	2.66666666666667	0.577350269189626
RNF138	17	12	6	6	17	12	11.6666666666667	5.5075705472861
RNF138P1	13	15	13	13	15	13	13.6666666666667	1.15470053837925
RNF139	13	12	9	9	13	12	11.3333333333333	2.08166599946613
RNF14	63	88	87	63	88	87	79.3333333333333	14.1539158303748
RNF141	59	74	57	57	74	59	63.3333333333333	9.29157324317757
RNF144A	2	4	1	1	4	2	2.33333333333333	1.52752523165195
RNF144A-AS1	2	10	5	2	10	5	5.66666666666667	4.04145188432738
RNF144B	1	1	1	1	1	1	1	0
RNF145	20	28	20	20	28	20	22.6666666666667	4.61880215351701
RNF146	30	31	35	30	35	31	32	2.64575131106459
RNF148	0	0	0	0	0	0	0	0
RNF149	8	10	8	8	10	8	8.66666666666667	1.15470053837925
RNF150	4	8	3	3	8	4	5	2.64575131106459
RNF151	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RNF152	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RNF157	9	7	4	4	9	7	6.66666666666667	2.51661147842358
RNF165	0	0	0	0	0	0	0	0
RNF166	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RNF167	7	12	6	6	12	7	8.33333333333333	3.21455025366432
RNF168	16	12	9	9	16	12	12.3333333333333	3.51188458428425
RNF169	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RNF170	26	36	29	26	36	29	30.3333333333333	5.13160143944688
RNF175	0	0	0	0	0	0	0	0
RNF180	8	5	3	3	8	5	5.33333333333333	2.51661147842358
RNF181	365	461	428	365	461	428	418	48.7749935930288
RNF182	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RNF183	0	0	0	0	0	0	0	0
RNF185	34	49	41	34	49	41	41.3333333333333	7.50555349946513
RNF187	31	42	24	24	42	31	32.3333333333333	9.07377172587747
RNF19A	22	33	26	22	33	26	27	5.56776436283002
RNF19B	6	6	3	3	6	6	5	1.73205080756888
RNF2	9	20	11	9	20	11	13.3333333333333	5.85946527708231
RNF20	46	64	33	33	64	46	47.6666666666667	15.5670592384475
RNF207	0	5	2	0	5	2	2.33333333333333	2.51661147842358
RNF208	2	1	1	1	2	1	1.33333333333333	0.577350269189626
RNF212	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RNF213	32	44	41	32	44	41	39	6.2449979983984
RNF214	8	16	3	3	16	8	9	6.557438524302
RNF215	0	0	0	0	0	0	0	0
RNF216	39	36	30	30	39	36	35	4.58257569495584
RNF216P1	27	26	29	26	29	27	27.3333333333333	1.52752523165195
RNF217	0	2	2	0	2	2	1.33333333333333	1.15470053837925
RNF219	17	30	16	16	30	17	21	7.81024967590665
RNF220	5	5	7	5	7	5	5.66666666666667	1.15470053837925
RNF222	0	5	0	0	5	0	1.66666666666667	2.88675134594813
RNF24	8	12	7	7	12	8	9	2.64575131106459
RNF25	7	6	3	3	7	6	5.33333333333333	2.08166599946613
RNF26	13	2	9	2	13	9	8	5.56776436283002
RNF31	4	8	1	1	8	4	4.33333333333333	3.51188458428425
RNF32	1	3	2	1	3	2	2	1
RNF34	40	38	50	38	50	40	42.6666666666667	6.42910050732864
RNF38	3	5	5	3	5	5	4.33333333333333	1.15470053837925
RNF39	0	0	0	0	0	0	0	0
RNF4	67	91	55	55	91	67	71	18.3303027798234
RNF40	7	6	10	6	10	7	7.66666666666667	2.08166599946613
RNF41	72	83	85	72	85	83	80	7
RNF43	0	0	0	0	0	0	0	0
RNF44	0	6	3	0	6	3	3	3
RNF5	3	7	1	1	7	3	3.66666666666667	3.05505046330389
RNF6	20	23	25	20	25	23	22.6666666666667	2.51661147842358
RNF7	238	236	217	217	238	236	230.333333333333	11.5902257671425
RNF8	19	21	17	17	21	19	19	2
RNFT1	14	18	19	14	19	18	17	2.64575131106459
RNFT2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
RNGTT	2	8	2	2	8	2	4	3.46410161513775
RNH1	141	145	154	141	154	145	146.666666666667	6.65832811847939
RNLS	7	7	7	7	7	7	7	0
RNMT	74	78	76	74	78	76	76	2
RNMTL1	4	6	5	4	6	5	5	1
RNPC3	26	37	20	20	37	26	27.6666666666667	8.62167810425171
RNPEP	21	16	14	14	21	16	17	3.60555127546399
RNPEPL1	0	0	3	0	3	0	1	1.73205080756888
RNPS1	27	33	32	27	33	32	30.6666666666667	3.21455025366432
ROBO1	7	6	5	5	7	6	6	1
ROBO3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ROBO4	0	0	0	0	0	0	0	0
ROCK1	39	26	21	21	39	26	28.6666666666667	9.29157324317757
ROCK1P1	0	0	0	0	0	0	0	0
ROCK2	44	36	25	25	44	36	35	9.53939201416946
ROGDI	3	1	0	0	3	1	1.33333333333333	1.52752523165195
ROM1	1	0	2	0	2	1	1	1
ROMO1	519	546	561	519	561	546	542	21.2837966537928
ROPN1B	0	0	0	0	0	0	0	0
ROPN1L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ROPN1L-AS1	0	0	0	0	0	0	0	0
ROR1	41	40	37	37	41	40	39.3333333333333	2.08166599946613
ROR2	0	4	0	0	4	0	1.33333333333333	2.3094010767585
RORA	13	17	10	10	17	13	13.3333333333333	3.51188458428425
RORB	0	0	0	0	0	0	0	0
RORC	0	0	0	0	0	0	0	0
ROS1	0	0	0	0	0	0	0	0
RP2	20	16	15	15	20	16	17	2.64575131106459
RP9	8	5	5	5	8	5	6	1.73205080756888
RP9P	12	10	5	5	12	10	9	3.60555127546399
RPA1	18	21	11	11	21	18	16.6666666666667	5.13160143944688
RPA2	58	95	72	58	95	72	75	18.6815416922694
RPA3	53	53	44	44	53	53	50	5.19615242270663
RPA4	0	0	0	0	0	0	0	0
RPAIN	154	153	165	153	165	154	157.333333333333	6.65832811847939
RPAP1	4	2	4	2	4	4	3.33333333333333	1.15470053837925
RPAP2	29	18	24	18	29	24	23.6666666666667	5.5075705472861
RPAP3	30	25	28	25	30	28	27.6666666666667	2.51661147842358
RPE	18	17	14	14	18	17	16.3333333333333	2.08166599946613
RPE65	0	0	0	0	0	0	0	0
RPF1	55	38	47	38	55	47	46.6666666666667	8.50490054811538
RPF2	75	82	71	71	82	75	76	5.56776436283002
RPGR	13	9	6	6	13	9	9.33333333333333	3.51188458428425
RPGRIP1	0	0	0	0	0	0	0	0
RPGRIP1L	38	29	25	25	38	29	30.6666666666667	6.65832811847939
RPH3AL	14	13	7	7	14	13	11.3333333333333	3.78593889720018
RPIA	3	3	2	2	3	3	2.66666666666667	0.577350269189626
RPL10	8558	9716	7990	7990	9716	8558	8754.66666666667	879.646140975639
RPL10A	2805	3134	2866	2805	3134	2866	2935	175.017142017575
RPL11	4540	4913	4414	4414	4913	4540	4622.33333333333	259.488599621127
RPL12	4405	4794	4594	4405	4794	4594	4597.66666666667	194.525919438345
RPL13	1244	2105	1130	1130	2105	1244	1493	533.063786051913
RPL13A	1100	1176	1122	1100	1176	1122	1132.66666666667	39.1066916694999
RPL13AP17	0	0	0	0	0	0	0	0
RPL13AP20	0	0	0	0	0	0	0	0
RPL13AP3	0	0	0	0	0	0	0	0
RPL13AP6	0	0	0	0	0	0	0	0
RPL13P5	0	0	0	0	0	0	0	0
RPL14	1897	1970	1680	1680	1970	1897	1849	150.840975865313
RPL15	7079	8338	7003	7003	8338	7079	7473.33333333333	749.786858602719
RPL17	466	496	482	466	496	482	481.333333333333	15.0111069989303
RPL17-C18orf32	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RPL18	318	475	381	318	475	381	391.333333333333	79.0084383678942
RPL18A	5473	5928	5197	5197	5928	5473	5532.66666666667	369.134573473325
RPL19	3938	4188	3583	3583	4188	3938	3903	304.014802271205
RPL19P12	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RPL21	89	121	104	89	121	104	104.666666666667	16.0104132780304
RPL21P28	4	6	7	4	7	6	5.66666666666667	1.52752523165195
RPL21P44	1	1	1	1	1	1	1	0
RPL22	1800	1891	1714	1714	1891	1800	1801.66666666667	88.5117694622209
RPL22L1	58	66	47	47	66	58	57	9.53939201416946
RPL23	1728	1884	1716	1716	1884	1728	1776	93.7229961108798
RPL23A	4017	4439	3922	3922	4439	4017	4126	275.196293579692
RPL23AP32	0	3	4	0	4	3	2.33333333333333	2.08166599946613
RPL23AP53	12	26	18	12	26	18	18.6666666666667	7.02376916856849
RPL23AP64	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RPL23AP7	3	3	5	3	5	3	3.66666666666667	1.15470053837925
RPL23AP82	14	18	15	14	18	15	15.6666666666667	2.08166599946613
RPL24	2348	2502	2227	2227	2502	2348	2359	137.829604947558
RPL26	4878	5420	5063	4878	5420	5063	5120.33333333333	275.511040311152
RPL26L1	194	210	201	194	210	201	201.666666666667	8.02080627701064
RPL27	2645	2985	2768	2645	2985	2768	2799.33333333333	172.152064563087
RPL27A	3084	3186	2950	2950	3186	3084	3073.33333333333	118.361029622648
RPL28	1719	1951	1359	1359	1951	1719	1676.33333333333	298.297390758507
RPL29	2224	2380	2266	2224	2380	2266	2290	80.7217442824423
RPL29P2	1	0	2	0	2	1	1	1
RPL3	10432	11864	12685	10432	12685	11864	11660.3333333333	1140.22468546043
RPL30	2409	2726	2324	2324	2726	2409	2486.33333333333	211.863950056005
RPL31	6760	7717	6613	6613	7717	6760	7030	599.482276635432
RPL31P11	0	0	0	0	0	0	0	0
RPL32	7171	8485	7155	7155	8485	7171	7603.66666666667	763.298980304136
RPL32P3	6	5	9	5	9	6	6.66666666666667	2.08166599946613
RPL34	9756	10687	9467	9467	10687	9756	9970	637.531959983184
RPL34-AS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RPL35	4946	5490	5004	4946	5490	5004	5146.66666666667	298.746269153831
RPL35A	4274	5180	4869	4274	5180	4869	4774.33333333333	460.358917947001
RPL36	3722	4443	3818	3722	4443	3818	3994.33333333333	391.510323405825
RPL36A	229	241	231	229	241	231	233.666666666667	6.42910050732864
RPL36A-HNRNPH2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RPL36AL	865	1013	928	865	1013	928	935.333333333333	74.272022547749
RPL37	2059	2339	2075	2059	2339	2075	2157.66666666667	157.242911869926
RPL37A	3013	3297	3050	3013	3297	3050	3120	154.39883419249
RPL38	1308	1498	1289	1289	1498	1308	1365	115.572488075666
RPL39	4182	4615	3969	3969	4615	4182	4255.33333333333	329.184345516814
RPL39L	7	5	7	5	7	7	6.33333333333333	1.15470053837925
RPL3L	0	0	0	0	0	0	0	0
RPL4	3059	3343	2684	2684	3343	3059	3028.66666666667	330.545508717534
RPL41	16302	18828	16780	16302	18828	16780	17303.3333333333	1341.85592867988
RPL5	1807	1947	1773	1773	1947	1807	1842.33333333333	92.2243640982866
RPL6	4662	5042	6234	4662	6234	5042	5312.66666666667	820.208103674509
RPL7	7412	9217	7778	7412	9217	7778	8135.66666666667	954.175211024335
RPL7A	3051	2503	2114	2114	3051	2503	2556	470.743029688173
RPL7L1	85	79	62	62	85	79	75.3333333333333	11.9303534454489
RPL8	1390	1588	1389	1389	1588	1390	1455.66666666667	114.605119141046
RPL9	2488	2748	2489	2488	2748	2489	2575	149.823229173583
RPLP0	7401	8074	7046	7046	8074	7401	7507	522.133124787156
RPLP0P2	6	7	8	6	8	7	7	1
RPLP1	18620	20769	18614	18614	20769	18620	19334.3333333333	1242.46140114425
RPLP2	3729	4519	3775	3729	4519	3775	4007.66666666667	443.424552019093
RPN1	62	61	58	58	62	61	60.3333333333333	2.08166599946613
RPN2	579	608	547	547	608	579	578	30.5122926047847
RPP14	36	35	29	29	36	35	33.3333333333333	3.78593889720018
RPP21	11	9	11	9	11	11	10.3333333333333	1.15470053837925
RPP25	7	2	3	2	7	3	4	2.64575131106459
RPP25L	12	14	14	12	14	14	13.3333333333333	1.15470053837925
RPP30	78	92	74	74	92	78	81.3333333333333	9.45163125250522
RPP38	22	32	33	22	33	32	29	6.08276253029822
RPP40	12	8	10	8	12	10	10	2
RPPH1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RPRD1A	8	12	15	8	15	12	11.6666666666667	3.51188458428425
RPRD1B	3	4	4	3	4	4	3.66666666666667	0.577350269189626
RPRD2	10	12	8	8	12	10	10	2
RPRML	1	3	12	1	12	3	5.33333333333333	5.85946527708232
RPS10	188	178	173	173	188	178	179.666666666667	7.63762615825973
RPS10P7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RPS11	2097	2296	2198	2097	2296	2198	2197	99.503768772846
RPS12	9250	9695	8795	8795	9695	9250	9246.66666666667	450.009259164001
RPS13	4793	5360	4860	4793	5360	4860	5004.33333333333	309.832750582203
RPS14	8506	9908	8355	8355	9908	8506	8923	856.369663171227
RPS14P3	8	4	6	4	8	6	6	2
RPS15	983	1961	1331	983	1961	1331	1425	495.729765093846
RPS15A	4390	4914	4418	4390	4914	4418	4574	294.781274846283
RPS15AP10	2	2	1	1	2	2	1.66666666666667	0.577350269189626
RPS16	2792	3108	3124	2792	3124	3108	3008	187.232475815495
RPS16P5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RPS17	3	5	4	3	5	4	4	1
RPS18	10344	11786	10142	10142	11786	10344	10757.3333333333	896.5586056323
RPS18P9	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RPS19	14062	16213	14573	14062	16213	14573	14949.3333333333	1123.79728302454
RPS19BP1	34	27	23	23	34	27	28	5.56776436283002
RPS2	740	785	659	659	785	740	728	63.8513899613783
RPS20	2953	3173	2849	2849	3173	2953	2991.66666666667	165.424705933949
RPS21	2214	1608	1412	1412	2214	1608	1744.66666666667	418.102060905389
RPS23	9349	10783	7850	7850	10783	9349	9327.33333333333	1466.62003713754
RPS24	2316	2765	2421	2316	2765	2421	2500.66666666667	234.862371045967
RPS25	3266	3685	3222	3222	3685	3266	3391	255.560169040483
RPS26	695	779	662	662	779	695	712	60.3241245274227
RPS26P11	0	0	0	0	0	0	0	0
RPS27	8775	9939	9006	8775	9939	9006	9240	616.271855596213
RPS27A	5050	5723	5152	5050	5723	5152	5308.33333333333	362.715223465094
RPS27L	1949	2294	2132	1949	2294	2132	2125	172.606488869915
RPS28	4877	5460	4874	4874	5460	4877	5070.33333333333	337.464566041138
RPS29	3150	3737	3445	3150	3737	3445	3444	293.501277680354
RPS2P32	0	0	0	0	0	0	0	0
RPS3	4430	4717	4477	4430	4717	4477	4541.33333333333	153.936133943052
RPS3A	4925	5721	5175	4925	5721	5175	5273.66666666667	407.069199686409
RPS4X	5094	4879	4138	4138	5094	4879	4703.66666666667	501.537967987802
RPS4Y1	1541	1640	1468	1468	1640	1541	1549.66666666667	86.3268980870582
RPS5	3363	3610	3299	3299	3610	3363	3424	164.228499353797
RPS6	9886	11168	9713	9713	11168	9886	10255.6666666667	794.824718622498
RPS6KA1	0	0	0	0	0	0	0	0
RPS6KA2	50	56	43	43	56	50	49.6666666666667	6.50640709864771
RPS6KA2-IT1	0	0	0	0	0	0	0	0
RPS6KA3	17	23	12	12	23	17	17.3333333333333	5.5075705472861
RPS6KA4	1	3	2	1	3	2	2	1
RPS6KA5	1	3	1	1	3	1	1.66666666666667	1.15470053837925
RPS6KA6	4	3	1	1	4	3	2.66666666666667	1.52752523165195
RPS6KB1	9	13	9	9	13	9	10.3333333333333	2.3094010767585
RPS6KB2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
RPS6KC1	2	5	8	2	8	5	5	3
RPS6KL1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RPS7	2174	2541	2237	2174	2541	2237	2317.33333333333	196.24559443038
RPS8	4257	4698	4350	4257	4698	4350	4435	232.462900265827
RPS9	655	900	831	655	900	831	795.333333333333	126.334212837748
RPSA	0	2	1	0	2	1	1	1
RPSAP52	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RPSAP58	0	0	0	0	0	0	0	0
RPSAP9	0	3	3	0	3	3	2	1.73205080756888
RPTOR	0	0	0	0	0	0	0	0
RPUSD1	3	3	4	3	4	3	3.33333333333333	0.577350269189626
RPUSD2	3	0	4	0	4	3	2.33333333333333	2.08166599946613
RPUSD3	11	5	6	5	11	6	7.33333333333333	3.21455025366432
RPUSD4	23	18	9	9	23	18	16.6666666666667	7.09459888459759
RQCD1	12	17	21	12	21	17	16.6666666666667	4.50924975282289
RRAD	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RRAGA	36	30	37	30	37	36	34.3333333333333	3.78593889720018
RRAGB	17	33	30	17	33	30	26.6666666666667	8.50490054811538
RRAGC	11	23	21	11	23	21	18.3333333333333	6.42910050732864
RRAGD	7	5	4	4	7	5	5.33333333333333	1.52752523165195
RRAS	49	54	58	49	58	54	53.6666666666667	4.50924975282289
RRAS2	9	15	7	7	15	9	10.3333333333333	4.16333199893227
RRBP1	127	154	140	127	154	140	140.333333333333	13.5030860670194
RREB1	10	5	5	5	10	5	6.66666666666667	2.88675134594813
RRM1	32	38	33	32	38	33	34.3333333333333	3.21455025366432
RRM2	9	16	3	3	16	9	9.33333333333333	6.50640709864771
RRM2B	84	90	83	83	90	84	85.6666666666667	3.78593889720018
RRN3	22	21	20	20	22	21	21	1
RRN3P1	0	0	0	0	0	0	0	0
RRN3P2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
RRN3P3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RRNAD1	7	1	5	1	7	5	4.33333333333333	3.05505046330389
RRP1	2	1	0	0	2	1	1	1
RRP12	6	3	11	3	11	6	6.66666666666667	4.04145188432738
RRP15	40	49	45	40	49	45	44.6666666666667	4.50924975282289
RRP1B	6	13	9	6	13	9	9.33333333333333	3.51188458428425
RRP36	9	14	10	9	14	10	11	2.64575131106459
RRP7A	18	29	24	18	29	24	23.6666666666667	5.5075705472861
RRP7B	3	4	2	2	4	3	3	1
RRP8	10	10	7	7	10	10	9	1.73205080756888
RRP9	3	2	2	2	3	2	2.33333333333333	0.577350269189626
RRS1	4	3	2	2	4	3	3	1
RSAD1	3	5	2	2	5	3	3.33333333333333	1.52752523165195
RSAD2	2	4	1	1	4	2	2.33333333333333	1.52752523165195
RSBN1	15	13	10	10	15	13	12.6666666666667	2.51661147842358
RSBN1L	7	9	2	2	9	7	6	3.60555127546399
RSBN1L-AS1	3	9	7	3	9	7	6.33333333333333	3.05505046330389
RSC1A1	0	0	0	0	0	0	0	0
RSF1	56	49	51	49	56	51	52	3.60555127546399
RSG1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RSL1D1	441	543	422	422	543	441	468.666666666667	65.0717552655016
RSL24D1	464	538	438	438	538	464	480	51.8844870842914
RSPH1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RSPH3	5	3	0	0	5	3	2.66666666666667	2.51661147842358
RSPH4A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RSPH9	2	1	3	1	3	2	2	1
RSPO1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RSPO2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RSPO3	0	0	0	0	0	0	0	0
RSPRY1	11	19	13	11	19	13	14.3333333333333	4.16333199893227
RSRC1	45	72	64	45	72	64	60.3333333333333	13.8684293751431
RSRC2	84	99	96	84	99	96	93	7.93725393319377
RSU1	287	327	261	261	327	287	291.666666666667	33.2465537061112
RSU1P2	0	0	0	0	0	0	0	0
RTBDN	3	0	2	0	3	2	1.66666666666667	1.52752523165195
RTCA	34	31	35	31	35	34	33.3333333333333	2.08166599946613
RTCB	108	103	91	91	108	103	100.666666666667	8.73689494805411
RTDR1	0	0	0	0	0	0	0	0
RTEL1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RTEL1-TNFRSF6B	0	0	0	0	0	0	0	0
RTF1	56	73	40	40	73	56	56.3333333333333	16.5025250593154
RTFDC1	169	215	182	169	215	182	188.666666666667	23.7135685491099
RTKN	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RTKN2	1	7	5	1	7	5	4.33333333333333	3.05505046330389
RTL1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RTN1	0	0	0	0	0	0	0	0
RTN2	1	1	1	1	1	1	1	0
RTN3	103	114	100	100	114	103	105.666666666667	7.37111479583199
RTN4	176	185	184	176	185	184	181.666666666667	4.93288286231625
RTN4IP1	2	11	5	2	11	5	6	4.58257569495584
RTN4R	0	0	0	0	0	0	0	0
RTN4RL2	0	0	0	0	0	0	0	0
RTP1	0	0	0	0	0	0	0	0
RTP4	2	4	3	2	4	3	3	1
RTTN	3	0	0	0	3	0	1	1.73205080756888
RUFY1	25	14	17	14	25	17	18.6666666666667	5.68624070307733
RUFY2	13	23	23	13	23	23	19.6666666666667	5.77350269189626
RUFY3	28	31	32	28	32	31	30.3333333333333	2.08166599946613
RUNDC1	7	21	19	7	21	19	15.6666666666667	7.57187779440036
RUNDC3A	0	0	0	0	0	0	0	0
RUNDC3B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RUNX1	42	40	29	29	42	40	37	7
RUNX1-IT1	0	0	0	0	0	0	0	0
RUNX1T1	18	21	24	18	24	21	21	3
RUNX2	7	18	9	7	18	9	11.3333333333333	5.85946527708231
RUNX3	0	0	0	0	0	0	0	0
RUSC1	6	9	2	2	9	6	5.66666666666667	3.51188458428425
RUSC1-AS1	0	0	0	0	0	0	0	0
RUSC2	16	20	16	16	20	16	17.3333333333333	2.3094010767585
RUVBL1	34	27	24	24	34	27	28.3333333333333	5.13160143944688
RUVBL2	19	19	18	18	19	19	18.6666666666667	0.577350269189626
RWDD1	270	271	279	270	279	271	273.333333333333	4.93288286231625
RWDD2A	36	31	33	31	36	33	33.3333333333333	2.51661147842358
RWDD2B	27	40	35	27	40	35	34	6.557438524302
RWDD3	40	51	44	40	51	44	45	5.56776436283002
RWDD4	15	7	23	7	23	15	15	8
RXFP1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RXFP2	0	0	0	0	0	0	0	0
RXRA	1	6	2	1	6	2	3	2.64575131106459
RXRB	4	7	5	4	7	5	5.33333333333333	1.52752523165195
RYBP	11	17	18	11	18	17	15.3333333333333	3.78593889720018
RYK	24	30	23	23	30	24	25.6666666666667	3.78593889720018
RYR1	0	0	0	0	0	0	0	0
RYR3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
S100A1	0	0	0	0	0	0	0	0
S100A10	1401	1531	1373	1373	1531	1401	1435	84.308955633432
S100A11	1805	2196	2263	1805	2263	2196	2088	247.364104105669
S100A12	0	0	0	0	0	0	0	0
S100A13	431	412	391	391	431	412	411.333333333333	20.0083315979452
S100A14	0	0	0	0	0	0	0	0
S100A16	206	199	192	192	206	199	199	7
S100A2	6	7	1	1	7	6	4.66666666666667	3.21455025366432
S100A3	2	7	4	2	7	4	4.33333333333333	2.51661147842358
S100A4	579	693	627	579	693	627	633	57.2363520850167
S100A5	0	2	0	0	2	0	0.666666666666667	1.15470053837925
S100A6	7485	8039	7393	7393	8039	7485	7639	349.450997995427
S100A7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
S100A8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
S100A9	0	0	0	0	0	0	0	0
S100B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
S100G	0	0	0	0	0	0	0	0
S100P	0	0	1	0	1	0	0.333333333333333	0.577350269189626
S100PBP	19	28	16	16	28	19	21	6.2449979983984
S100Z	1	0	0	0	1	0	0.333333333333333	0.577350269189626
S1PR1	1	3	0	0	3	1	1.33333333333333	1.52752523165195
S1PR2	50	49	52	49	52	50	50.3333333333333	1.52752523165195
S1PR3	9	9	6	6	9	9	8	1.73205080756888
S1PR4	0	0	0	0	0	0	0	0
S1PR5	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SAA1	3	24	2	2	24	3	9.66666666666667	12.4230967690561
SAA2	1	1	3	1	3	1	1.66666666666667	1.15470053837925
SAAL1	6	0	5	0	6	5	3.66666666666667	3.21455025366432
