Gene	TRS+DOM.A.4.15.1.B9	TRS+DOM.A.4.16.1.B10	TRS+DOM.A.5.12.1.C8	Min	Max	Median	Mean	Std
TXNRD3	9	5	2	2	9	5	5.33333333333333	3.51188458428425
TXNRD3NB	0	0	0	0	0	0	0	0
TYK2	22	7	1	1	22	7	10	10.816653826392
TYMP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TYMS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TYR	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TYRO3	5	1	0	0	5	1	2	2.64575131106459
TYROBP	0	0	0	0	0	0	0	0
TYRP1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TYSND1	10	5	1	1	10	5	5.33333333333333	4.50924975282289
TYW1	83	18	10	10	83	18	37	40.0374824383352
TYW1B	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TYW3	342	46	22	22	342	46	136.666666666667	178.228317989407
TYW5	101	19	12	12	101	19	44	49.4873721266345
U2AF1	280	53	17	17	280	53	116.666666666667	142.591491097237
U2AF1L4	100	19	4	4	100	19	41	51.6430053347014
U2AF2	30	7	1	1	30	7	12.6666666666667	15.3079500042734
U2SURP	864	132	67	67	864	132	354.333333333333	442.579183122448
UACA	3080	515	205	205	3080	515	1266.66666666667	1578.02355284493
UAP1	824	135	65	65	824	135	341.333333333333	419.464340955621
UAP1L1	46	11	1	1	46	11	19.3333333333333	23.629078131263
UBA1	184	44	15	15	184	44	81	90.3714556704715
UBA2	138	39	17	17	138	39	64.6666666666667	64.4541180479055
UBA3	647	105	47	47	647	105	266.333333333333	330.940075139493
UBA5	134	33	9	9	134	33	58.6666666666667	66.3350083540609
UBA52	15623	2726	1111	1111	15623	2726	6486.66666666667	7953.39527078425
UBA6	129	33	17	17	129	33	59.6666666666667	60.5750223552029
UBA7	52	8	2	2	52	8	20.6666666666667	27.3007936392577
UBAC1	37	8	1	1	37	8	15.3333333333333	19.0875177362939
UBAC2	148	23	9	9	148	23	60	76.5310394545899
UBAC2-AS1	8	0	0	0	8	0	2.66666666666667	4.61880215351701
UBALD1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
UBALD2	17	4	3	3	17	4	8	7.81024967590665
UBAP1	62	19	7	7	62	19	29.3333333333333	28.9194283023253
UBAP1L	0	0	0	0	0	0	0	0
UBAP2	152	29	7	7	152	29	62.6666666666667	78.1430312525265
UBAP2L	314	48	21	21	314	48	127.666666666667	161.933113764089
UBASH3B	32	12	4	4	32	12	16	14.422205101856
UBB	13890	2187	844	844	13890	2187	5640.33333333333	7175.90846745786
UBC	17054	2804	1055	1055	17054	2804	6971	8775.8143211898
UBD	0	0	0	0	0	0	0	0
UBE2A	498	81	37	37	498	81	205.333333333333	254.409774445349
UBE2B	705	152	46	46	705	152	301	353.865793769333
UBE2C	2	0	1	0	2	1	1	1
UBE2D1	54	6	8	6	54	8	22.6666666666667	27.1538824725551
UBE2D2	198	35	15	15	198	35	82.6666666666667	100.380941086111
UBE2D3	1356	223	85	85	1356	223	554.666666666667	697.396826300015
UBE2D4	68	16	1	1	68	16	28.3333333333333	35.1615320106126
UBE2E1	168	47	21	21	168	47	78.6666666666667	78.4495591659592
UBE2E2	666	105	52	52	666	105	274.333333333333	340.226885083077
UBE2E3	183	19	18	18	183	19	73.3333333333333	94.9754354206041
UBE2F	169	26	17	17	169	26	70.6666666666667	85.2779768365393
UBE2F-SCLY	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UBE2G1	72	19	2	2	72	19	31	36.5102725270574
UBE2G2	265	55	24	24	265	55	114.666666666667	131.111911485316
UBE2H	160	63	16	16	160	63	79.6666666666667	73.432508695627
UBE2I	378	79	25	25	378	79	160.666666666667	190.142928696634
UBE2J1	155	21	18	18	155	21	64.6666666666667	78.2453406493533
UBE2J2	26	9	3	3	26	9	12.6666666666667	11.9303534454489
UBE2K	263	55	20	20	263	55	112.666666666667	131.363363740936
UBE2L3	2348	380	153	153	2348	380	960.333333333333	1207.10245353629
UBE2L6	502	82	40	40	502	82	208	255.476026272525
UBE2M	17	4	2	2	17	4	7.66666666666667	8.14452781524708
UBE2MP1	0	0	0	0	0	0	0	0
UBE2N	1241	205	73	73	1241	205	506.333333333333	639.654073178099
UBE2O	23	2	2	2	23	2	9	12.1243556529821
UBE2Q1	150	30	9	9	150	30	63	76.0723339986358
UBE2Q2	122	37	10	10	122	37	56.3333333333333	58.44940832321
UBE2Q2P1	79	22	6	6	79	22	35.6666666666667	38.3709959908957
UBE2Q2P2	1	1	1	1	1	1	1	0
UBE2Q2P3	17	2	1	1	17	2	6.66666666666667	8.9628864398325
UBE2QL1	4	0	1	0	4	1	1.66666666666667	2.08166599946613
UBE2R2	226	45	28	28	226	45	99.6666666666667	109.737565734498
UBE2S	9	3	0	0	9	3	4	4.58257569495584
UBE2T	69	10	3	3	69	10	27.3333333333333	36.2537354397217
UBE2U	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UBE2V1	97	20	8	8	97	20	41.6666666666667	48.294237061303
UBE2V2	2241	373	137	137	2241	373	917	1152.67341428524
UBE2W	627	121	43	43	627	121	263.666666666667	317.063610862763
UBE2Z	189	54	23	23	189	54	88.6666666666667	88.2628649735172
UBE3A	154	30	19	19	154	30	67.6666666666667	74.9688824335359
UBE3B	90	17	10	10	90	17	39	44.3057558337514
UBE3C	146	27	8	8	146	27	60.3333333333333	74.7952761431718
UBE3D	52	15	3	3	52	15	23.3333333333333	25.5408170059874
UBE4A	215	48	25	25	215	48	96	103.696673042099
UBE4B	106	16	9	9	106	16	43.6666666666667	54.0955943985583
UBFD1	137	35	11	11	137	35	61	66.9029147347109
UBIAD1	108	18	10	10	108	18	45.3333333333333	54.41813423238
UBL3	98	22	10	10	98	22	43.3333333333333	47.7214137817954
UBL4A	80	18	4	4	80	18	34	40.4474968323134
UBL5	4413	801	297	297	4413	801	1837	2245.06926396492
UBL7	85	19	4	4	85	19	36	43.0929228528305
UBL7-AS1	39	10	2	2	39	10	17	19.4679223339318
UBLCP1	320	60	18	18	320	60	132.666666666667	163.588915679924
UBN1	148	39	5	5	148	39	64	74.706090782479
UBN2	94	23	10	10	94	23	42.3333333333333	45.2143045211727
UBOX5	48	13	2	2	48	13	21	24.0208242989286
UBOX5-AS1	0	0	0	0	0	0	0	0
UBP1	70	19	2	2	70	19	30.3333333333333	35.3883219909243
UBQLN1	127	25	7	7	127	25	53	64.7147587494538
UBQLN2	75	15	3	3	75	15	31	38.5746030439718
UBQLN4	22	5	0	0	22	5	9	11.5325625946708
UBQLNL	2	2	0	0	2	2	1.33333333333333	1.15470053837925
UBR1	103	27	21	21	103	27	50.3333333333333	45.7092259104585
UBR2	206	45	19	19	206	45	90	101.29659421718
UBR3	48	12	11	11	48	12	23.6666666666667	21.0792156716832
UBR4	146	40	16	16	146	40	67.3333333333333	69.1761037738707
UBR5	119	51	14	14	119	51	61.3333333333333	53.2572373798466
UBR7	39	5	4	4	39	5	16	19.9248588451713
UBTD1	33	4	1	1	33	4	12.6666666666667	17.6729548557488
UBTD2	67	22	4	4	67	22	31	32.4499614791759
UBTF	134	27	10	10	134	27	57	67.2235077930332
UBXN1	237	61	24	24	237	61	107.333333333333	113.808318383734
UBXN10	0	0	0	0	0	0	0	0
UBXN11	12	3	1	1	12	3	5.33333333333333	5.85946527708232
UBXN2A	110	12	5	5	110	12	42.3333333333333	58.7054795852426
UBXN2B	95	26	7	7	95	26	42.6666666666667	46.306946923041
UBXN4	1057	172	68	68	1057	172	432.333333333333	543.470637047976
UBXN6	95	17	8	8	95	17	40	47.8434948556227
UBXN7	74	13	5	5	74	13	30.6666666666667	37.7403409276246
UBXN8	185	27	9	9	185	27	73.6666666666667	96.8366321870672
UCA1	0	0	0	0	0	0	0	0
UCHL1	2084	410	116	116	2084	410	870	1061.58183857864
UCHL1-AS1	0	0	0	0	0	0	0	0
UCHL3	295	56	21	21	295	56	124	149.12075643585
UCHL5	159	37	16	16	159	37	70.6666666666667	77.216146843347
UCK1	23	5	1	1	23	5	9.66666666666667	11.7189305541646
UCK2	160	34	9	9	160	34	67.6666666666667	80.9341295952044
UCKL1	38	7	4	4	38	7	16.3333333333333	18.8237438713273
UCKL1-AS1	24	6	0	0	24	6	10	12.4899959967968
UCMA	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UCN	1	1	0	0	1	1	0.666666666666667	0.577350269189626
UCN2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
UCP1	0	0	0	0	0	0	0	0
UCP2	10	3	1	1	10	3	4.66666666666667	4.72581562625261
UCP3	0	0	0	0	0	0	0	0
UEVLD	60	8	6	6	60	8	24.6666666666667	30.6159000085468
UFC1	1863	319	140	140	1863	319	774	947.338904510946
UFD1L	721	130	41	41	721	130	297.333333333333	369.594823196069
UFL1	405	79	34	34	405	79	172.666666666667	202.460695774102
UFM1	1989	399	101	101	1989	399	829.666666666667	1015.00804594512
UFSP1	3	2	0	0	3	2	1.66666666666667	1.52752523165195
UFSP2	339	41	25	25	339	41	135	176.850219112106
UG0898H09	4	0	0	0	4	0	1.33333333333333	2.3094010767585
UGCG	33	6	1	1	33	6	13.3333333333333	17.2143351115671
UGDH	448	93	31	31	448	93	190.666666666667	225.002962943454
UGDH-AS1	165	53	12	12	165	53	76.6666666666667	79.1980639494005
UGGT1	397	103	33	33	397	103	177.666666666667	193.145886141366
UGGT2	472	77	33	33	472	77	194	241.758143606374
UGP2	1045	162	74	74	1045	162	427	537.009310906245
UGT2A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UGT2A3	0	0	0	0	0	0	0	0
UGT2B15	1	0	1	0	1	1	0.666666666666667	0.577350269189626
UGT2B7	2	0	0	0	2	0	0.666666666666667	1.15470053837925
UGT3A2	0	0	0	0	0	0	0	0
UGT8	0	0	0	0	0	0	0	0
UHMK1	225	53	19	19	225	53	99	110.435501538228
UHRF1	8	1	0	0	8	1	3	4.35889894354067
UHRF1BP1	51	13	6	6	51	13	23.3333333333333	24.214320831552
UHRF1BP1L	123	17	7	7	123	17	49	64.2806347199528
UHRF2	43	17	5	5	43	17	21.6666666666667	19.4250697124446
UIMC1	102	21	4	4	102	21	42.3333333333333	52.3672925912094
ULBP1	20	5	2	2	20	5	9	9.64365076099295
ULBP2	99	12	5	5	99	12	38.6666666666667	52.3672925912094
ULBP3	0	0	0	0	0	0	0	0
ULK1	18	9	3	3	18	9	10	7.54983443527075
ULK2	39	11	4	4	39	11	18	18.5202591774521
ULK3	13	4	1	1	13	4	6	6.2449979983984
ULK4	56	8	4	4	56	8	22.6666666666667	28.9367125522809
ULK4P3	0	0	0	0	0	0	0	0
UMPS	247	43	16	16	247	43	102	126.297268379011
UNC119	30	4	6	4	30	6	13.3333333333333	14.4683562761405
UNC119B	64	11	11	11	64	11	28.6666666666667	30.5995642670502
UNC13A	1	2	1	1	2	1	1.33333333333333	0.577350269189626
UNC13B	23	5	3	3	23	5	10.3333333333333	11.0151410945722
UNC13D	0	0	0	0	0	0	0	0
UNC45A	49	18	5	5	49	18	24	22.6053091109146
UNC50	149	41	7	7	149	41	65.6666666666667	74.1440040281973
UNC5B	286	59	26	26	286	59	123.666666666667	141.549755680938
UNC5B-AS1	87	20	4	4	87	20	37	44.034077712608
UNC5C	1	1	0	0	1	1	0.666666666666667	0.577350269189626
UNC5CL	0	0	0	0	0	0	0	0
UNC79	1	1	0	0	1	1	0.666666666666667	0.577350269189626
UNC80	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UNC93B1	26	7	2	2	26	7	11.6666666666667	12.6622799421484
UNG	35	5	4	4	35	5	14.6666666666667	17.6162803489651
UNK	22	2	0	0	22	2	8	12.1655250605964
UNKL	25	5	1	1	25	5	10.3333333333333	12.8582010146573
UNQ6975	3	0	0	0	3	0	1	1.73205080756888
UOX	0	0	0	0	0	0	0	0
UPF1	55	14	3	3	55	14	24	27.4043792120894
UPF2	479	81	32	32	479	81	197.333333333333	245.157772329032
UPF3A	416	70	23	23	416	70	169.666666666667	214.621372033014
UPF3B	59	13	3	3	59	13	25	29.8663690461362
UPK1A	16	7	1	1	16	7	8	7.54983443527075
UPK1A-AS1	11	1	0	0	11	1	4	6.08276253029822
UPK1B	22	2	1	1	22	2	8.33333333333333	11.8462370959446
UPK2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UPK3B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UPK3BL	13	2	1	1	13	2	5.33333333333333	6.65832811847939
UPP1	171	33	13	13	171	33	72.3333333333333	86.0310021639486
UPP2	0	0	0	0	0	0	0	0
UPRT	86	13	4	4	86	13	34.3333333333333	44.9703606093317
UQCC	57	13	6	6	57	13	25.3333333333333	27.6465790529919
UQCR10	4677	759	287	287	4677	759	1907.66666666667	2409.8965399646
UQCR11	2098	377	128	128	2098	377	867.666666666667	1072.74896100315
UQCRB	7419	1269	469	469	7419	1269	3052.33333333333	3802.74024005497
UQCRBP1	0	0	0	0	0	0	0	0
UQCRC1	300	64	27	27	300	64	130.333333333333	148.09568978648
UQCRC2	1164	230	57	57	1164	230	483.666666666667	595.50174922777
UQCRFS1	335	53	24	24	335	53	137.333333333333	171.797361252533
UQCRH	2789	451	176	176	2789	451	1138.66666666667	1435.829493127
UQCRHL	7	2	0	0	7	2	3	3.60555127546399
UQCRQ	8506	1480	557	557	8506	1480	3514.33333333333	4347.47447759424
URB1	33	12	1	1	33	12	15.3333333333333	16.2583311976763
URB2	16	6	2	2	16	6	8	7.21110255092798
URGCP	75	13	4	4	75	13	30.6666666666667	38.6566078870525
URI1	152	34	9	9	152	34	65	76.3740793725201
URM1	69	8	4	4	69	8	27	36.428011200174
UROD	1207	195	84	84	1207	195	495.333333333333	618.815265918136
UROS	93	24	10	10	93	24	42.3333333333333	44.4334708675041
USB1	74	13	6	6	74	13	31	37.4032084185301
USE1	207	55	20	20	207	55	94	99.4132787911152
USF1	100	18	12	12	100	18	43.3333333333333	49.1663841799795
USF2	33	9	5	5	33	9	15.6666666666667	15.1437555888007
USH2A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USMG5	5528	889	391	391	5528	889	2269.33333333333	2833.05177032354
USO1	506	120	50	50	506	120	225.333333333333	245.571442422227
USP1	127	27	18	18	127	27	57.3333333333333	60.5006887013142
USP10	148	36	11	11	148	36	65	72.9588925354545
USP11	91	16	7	7	91	16	38	46.1194102304008
USP12	47	18	2	2	47	18	22.3333333333333	22.8108161479008
USP13	38	11	3	3	38	11	17.3333333333333	18.3393929379719
USP14	150	43	15	15	150	43	69.3333333333333	71.2483917947159
USP15	534	79	36	36	534	79	216.333333333333	275.946250804995
USP16	559	95	38	38	559	95	230.666666666667	285.769720812638
USP17L2	0	0	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0
USP18	1	2	0	0	2	1	1	1
USP19	13	4	1	1	13	4	6	6.2449979983984
USP2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USP2-AS1	0	0	0	0	0	0	0	0
USP20	7	1	0	0	7	1	2.66666666666667	3.78593889720018
USP21	16	3	3	3	16	3	7.33333333333333	7.50555349946513
USP22	441	107	38	38	441	107	195.333333333333	215.532673470482
USP24	38	12	3	3	38	12	17.6666666666667	18.1750745069541
USP25	51	17	9	9	51	17	25.6666666666667	22.300971578237
USP27X	6	2	2	2	6	2	3.33333333333333	2.3094010767585
USP27X-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USP28	50	7	5	5	50	7	20.6666666666667	25.4230866208911
USP29	0	1	0	0	1	0	0.333333333333333	0.577350269189626
USP3	146	35	21	21	146	35	67.3333333333333	68.4860083033997
USP3-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
USP30	24	1	5	1	24	5	10	12.2882057274445
USP30-AS1	0	0	0	0	0	0	0	0
USP31	25	4	2	2	25	4	10.3333333333333	12.7410099024109
USP32	23	12	5	5	23	12	13.3333333333333	9.07377172587747
USP32P1	3	1	2	1	3	2	2	1
USP32P2	3	0	0	0	3	0	1	1.73205080756888
USP33	296	72	19	19	296	72	129	147.034009671232
USP34	325	85	35	35	325	85	148.333333333333	155.02687938978
USP35	6	6	1	1	6	6	4.33333333333333	2.88675134594813
USP36	27	9	0	0	27	9	12	13.7477270848675
USP37	60	10	3	3	60	10	24.3333333333333	31.0859024854247
USP38	38	11	1	1	38	11	16.6666666666667	19.1398362932741
USP39	164	29	14	14	164	29	69	82.6135582092915
USP4	215	39	13	13	215	39	89	109.890854942529
USP40	97	23	12	12	97	23	44	46.2276973253049
USP42	29	6	0	0	29	6	11.6666666666667	15.3079500042734
USP44	2	2	2	2	2	2	2	0
USP45	34	5	1	1	34	5	13.3333333333333	18.0092568789868
USP46	71	13	10	10	71	13	31.3333333333333	34.3850742813409
USP47	338	55	31	31	338	55	141.333333333333	170.740543906049
USP48	149	41	14	14	149	41	68	71.4352853987439
USP49	5	0	0	0	5	0	1.66666666666667	2.88675134594813
USP5	26	9	2	2	26	9	12.3333333333333	12.3423390543824
USP50	0	0	0	0	0	0	0	0
USP51	3	0	0	0	3	0	1	1.73205080756888
USP53	262	41	25	25	262	41	109.333333333333	132.455023813117
USP54	60	24	6	6	60	24	30	27.495454169735
USP6	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USP6NL	5	1	1	1	5	1	2.33333333333333	2.3094010767585
USP7	168	50	15	15	168	50	77.6666666666667	80.1644143827754
USP8	672	131	55	55	672	131	286	336.43870169765
USP9X	323	73	24	24	323	73	140	160.365208196791
USP9Y	62	12	3	3	62	12	25.6666666666667	31.785741037977
USPL1	100	19	2	2	100	19	40.3333333333333	52.3672925912094
UST	55	11	8	8	55	11	24.6666666666667	26.3122278291545
UTP11L	954	150	48	48	954	150	384	496.262027562053
UTP14A	226	32	17	17	226	32	91.6666666666667	116.577585038177
UTP14C	135	28	21	21	135	28	61.3333333333333	63.8931399551887
UTP15	90	12	2	2	90	12	34.6666666666667	48.1802172404124
UTP18	54	11	4	4	54	11	23	27.0739727413618
UTP20	48	11	3	3	48	11	20.6666666666667	24.0069434400411
UTP23	241	55	13	13	241	55	103	121.34249049694
UTP3	196	33	12	12	196	33	80.3333333333333	100.71908127725
UTP6	357	90	22	22	357	90	156.333333333333	177.077195972077
UTRN	480	112	47	47	480	112	213	233.501605990194
UTS2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UTS2B	18	3	1	1	18	3	7.33333333333333	9.29157324317757
UTY	14	4	0	0	14	4	6	7.21110255092798
UVRAG	58	10	3	3	58	10	23.6666666666667	29.9388265189759
UVSSA	32	7	2	2	32	7	13.6666666666667	16.0727512683216
UXS1	58	14	7	7	58	14	26.3333333333333	27.6465790529919
UXT	498	71	48	48	498	71	205.666666666667	253.42914854715
VAC14	14	3	2	2	14	3	6.33333333333333	6.65832811847939
VAC14-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
VAMP1	25	5	3	3	25	5	11	12.1655250605964
VAMP2	50	13	2	2	50	13	21.6666666666667	25.1462389500564
VAMP3	777	123	60	60	777	123	320	397.025188117832
VAMP4	85	16	2	2	85	16	34.3333333333333	44.4334708675041
VAMP5	493	75	23	23	493	75	197	257.658688966625
VAMP7	257	32	17	17	257	32	102	134.443296597488
VAMP8	10	3	3	3	10	3	5.33333333333333	4.04145188432738
VANGL1	34	6	0	0	34	6	13.3333333333333	18.1475434517549
VANGL2	5	0	0	0	5	0	1.66666666666667	2.88675134594813
VAPA	809	140	63	63	809	140	337.333333333333	410.285672834591
VAPB	78	24	12	12	78	24	38	35.1567916624939
VARS	16	1	4	1	16	4	7	7.93725393319377
VARS2	8	1	1	1	8	1	3.33333333333333	4.04145188432738
VASH1	20	2	3	2	20	3	8.33333333333333	10.1159939369957
VASH2	2	1	0	0	2	1	1	1
VASN	204	48	16	16	204	48	89.3333333333333	100.584955800226
VASP	92	16	7	7	92	16	38.3333333333333	46.6940395910799
VAT1	175	68	14	14	175	68	85.6666666666667	81.9410357106458
VAT1L	0	0	0	0	0	0	0	0
VAV1	0	0	0	0	0	0	0	0
VAV2	4	0	1	0	4	1	1.66666666666667	2.08166599946613
VAV3	0	0	0	0	0	0	0	0
VAX2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
VBP1	461	73	42	42	461	73	192	233.475908821446
VCAM1	259	43	26	26	259	43	109.333333333333	129.893546157357
VCAN	4926	1119	504	504	4926	1119	2183	2395.32732627505
VCL	1020	224	87	87	1020	224	443.666666666667	503.797909218898
VCP	206	48	19	19	206	48	91	100.642933184601
VCPIP1	75	18	6	6	75	18	33	36.8646171823335
VCX3B	0	0	0	0	0	0	0	0
VDAC1	1762	330	134	134	1762	330	742	888.76543587158
VDAC2	639	114	49	49	639	114	267.333333333333	323.509402233279
VDAC3	1008	168	68	68	1008	168	414.666666666667	516.268663907982
VDR	59	17	2	2	59	17	26	29.5465734053883
VEGFA	327	90	32	32	327	90	149.666666666667	156.289261733919
VEGFB	205	64	16	16	205	64	95	98.2395032560731
VEGFC	54	14	5	5	54	14	24.3333333333333	26.0832002126528
VENTX	18	4	0	0	18	4	7.33333333333333	9.45163125250522
VEPH1	1660	288	121	121	1660	288	689.666666666667	844.471629679371
VEZF1	79	19	16	16	79	19	38	35.5387112878337
VEZT	261	58	33	33	261	58	117.333333333333	125.045325115869
VGLL3	423	101	61	61	423	101	195	198.464102547539
VGLL4	74	8	3	3	74	8	28.3333333333333	39.6274315762873
VHL	234	61	26	26	234	61	107	111.368756839609
VILL	0	1	1	0	1	1	0.666666666666667	0.577350269189626
VIM	25189	2691	1202	1202	25189	2691	9694	13439.7004802934
VIMP	885	168	52	52	885	168	368.333333333333	451.189908279577
VIP	2	1	0	0	2	1	1	1
VIPAS39	107	25	9	9	107	25	47	52.5737577123797
VIPR1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
VIPR2	14	4	0	0	14	4	6	7.21110255092798
VIT	62	15	2	2	62	15	26.3333333333333	31.5647482697603
VKORC1	1068	218	70	70	1068	218	452	538.579613427764
VKORC1L1	41	5	5	5	41	5	17	20.7846096908265
VLDLR	67	17	6	6	67	17	30	32.5115364140177
VMA21	167	44	17	17	167	44	76	79.9562380305627
VMAC	1	0	1	0	1	1	0.666666666666667	0.577350269189626
VMO1	0	0	0	0	0	0	0	0
VMP1	1030	167	70	70	1030	167	422.333333333333	528.484941444251
VN1R1	3	0	0	0	3	0	1	1.73205080756888
VN1R2	5	1	0	0	5	1	2	2.64575131106459
VN1R5	0	0	0	0	0	0	0	0
VNN1	7	3	3	3	7	3	4.33333333333333	2.3094010767585
VNN2	3	0	1	0	3	1	1.33333333333333	1.52752523165195
VNN3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
VOPP1	169	48	32	32	169	48	83	74.90660852021
VPRBP	10	0	1	0	10	1	3.66666666666667	5.5075705472861
VPS11	135	25	12	12	135	25	57.3333333333333	67.5746500792519
VPS13A	154	29	14	14	154	29	65.6666666666667	76.8656837173347
VPS13B	174	42	13	13	174	42	76.3333333333333	85.8156939803748
VPS13C	496	97	42	42	496	97	211.666666666667	247.770727353603
VPS13D	70	14	8	8	70	14	30.6666666666667	34.1955162752858
VPS16	67	15	7	7	67	15	29.6666666666667	32.5781112609883
VPS18	13	6	0	0	13	6	6.33333333333333	6.50640709864771
VPS25	951	158	64	64	951	158	391	487.246344265403
VPS26A	532	80	39	39	532	80	217	273.56717639366
VPS26B	173	33	15	15	173	33	73.6666666666667	86.4947011864503
VPS28	1431	256	95	95	1431	256	594	729.319545878211
VPS29	2279	347	124	124	2279	347	916.666666666667	1185.07229034069
VPS33A	113	25	14	14	113	25	50.6666666666667	54.2617114854787
VPS33B	23	4	1	1	23	4	9.33333333333333	11.9303534454489
VPS35	890	182	44	44	890	182	372	453.87663522151
VPS36	434	78	29	29	434	78	180.333333333333	221.043736245417
VPS37A	150	22	15	15	150	22	62.3333333333333	76.0021929508178
VPS37B	9	3	1	1	9	3	4.33333333333333	4.16333199893227
VPS37C	7	2	1	1	7	2	3.33333333333333	3.21455025366432
VPS37D	1	1	0	0	1	1	0.666666666666667	0.577350269189626
VPS39	306	87	26	26	306	87	139.666666666667	147.242430478899
VPS41	573	94	50	50	573	94	239	290.087917707718
VPS45	217	20	18	18	217	20	85	114.31972708155
VPS4A	44	7	6	6	44	7	19	21.6564078277077
VPS4B	599	112	36	36	599	112	249	305.481587006484
VPS51	55	12	9	9	55	12	25.3333333333333	25.7358375292768
VPS52	47	15	6	6	47	15	22.6666666666667	21.548395145192
VPS53	185	50	13	13	185	50	82.6666666666667	90.5336033378399
VPS54	16	5	3	3	16	5	8	7
VPS72	96	18	5	5	96	18	39.6666666666667	49.2172056636024
VPS8	68	18	7	7	68	18	31	32.5115364140177
VPS9D1	6	2	0	0	6	2	2.66666666666667	3.05505046330389
VRK1	161	31	6	6	161	31	66	83.2165848854662
VRK2	33	7	2	2	33	7	14	16.6433169770932
VRK3	59	10	3	3	59	10	24	30.5122926047847
VRTN	0	0	0	0	0	0	0	0
VSIG1	51	13	3	3	51	13	22.3333333333333	25.3245598842968
VSIG10	34	10	4	4	34	10	16	15.8745078663875
VSIG10L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VSIG4	0	0	0	0	0	0	0	0
VSNL1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
VSTM2L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
VSTM4	91	26	4	4	91	26	40.3333333333333	45.2364160089339
VSX1	0	0	0	0	0	0	0	0
VTA1	751	115	51	51	751	115	305.666666666667	386.99526267557
VTCN1	0	0	0	0	0	0	0	0
VTI1A	121	19	12	12	121	19	50.6666666666667	61.0109279828895
VTI1B	258	54	23	23	258	54	111.666666666667	127.672758775446
VTN	10	4	1	1	10	4	5	4.58257569495584
VWA1	10	4	2	2	10	4	5.33333333333333	4.16333199893227
VWA2	3	0	0	0	3	0	1	1.73205080756888
VWA3A	0	0	0	0	0	0	0	0
VWA3B	0	0	0	0	0	0	0	0
VWA5A	68	11	6	6	68	11	28.3333333333333	34.4431899413125
VWA8	29	6	2	2	29	6	12.3333333333333	14.5716619962629
VWA8-AS1	0	0	0	0	0	0	0	0
VWA9	220	33	5	5	220	33	86	116.888836079414
VWCE	0	1	0	0	1	0	0.333333333333333	0.577350269189626
VWDE	1	0	0	0	1	0	0.333333333333333	0.577350269189626
VWF	0	1	0	0	1	0	0.333333333333333	0.577350269189626
WAC	252	58	27	27	252	58	112.333333333333	121.943976207656
WAC-AS1	525	128	44	44	525	128	232.333333333333	256.913085173436
WAPAL	159	46	11	11	159	46	72	77.3498545570708
WARS	2436	400	139	139	2436	400	991.666666666667	1257.61851661517
WARS2	123	17	10	10	123	17	50	63.3166644731069
WAS	0	0	0	0	0	0	0	0
WASF1	35	4	1	1	35	4	13.3333333333333	18.8237438713273
WASF2	651	125	43	43	651	125	273	329.915140604368
WASF3	49	15	4	4	49	15	22.6666666666667	23.4591844132172
WASH1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
WASH2P	0	0	0	0	0	0	0	0
WASH3P	0	0	0	0	0	0	0	0
WASH5P	1	0	0	0	1	0	0.333333333333333	0.577350269189626
WASL	237	45	22	22	237	45	101.333333333333	118.052248319688
WBP1	0	0	0	0	0	0	0	0
WBP11	238	46	16	16	238	46	100	120.449159399308
WBP11P1	0	0	0	0	0	0	0	0
WBP1L	213	46	12	12	213	46	90.3333333333333	107.584075649388
WBP2	44	11	5	5	44	11	20	21
WBP2NL	0	0	0	0	0	0	0	0
WBP4	427	80	37	37	427	80	181.333333333333	213.837165463194
WBP5	4645	683	272	272	4645	683	1866.66666666667	2414.86693905344
WBSCR16	47	8	1	1	47	8	18.6666666666667	24.7857485933617
WBSCR17	0	0	0	0	0	0	0	0
WBSCR22	219	41	12	12	219	41	90.6666666666667	112.081815355272
