Gene	TRS+LOP.A.4.10.1.B4	TRS+LOP.A.4.11.1.B5	TRS+LOP.A.4.12.1.B6	Min	Max	Median	Mean	Std
UPF2	90	70	86	70	90	86	82	10.5830052442584
UPF3A	69	59	77	59	77	69	68.3333333333333	9.01849950564579
UPF3B	10	10	6	6	10	10	8.66666666666667	2.3094010767585
UPK1A	1	2	1	1	2	1	1.33333333333333	0.577350269189626
UPK1A-AS1	0	3	1	0	3	1	1.33333333333333	1.52752523165195
UPK1B	3	4	5	3	5	4	4	1
UPK2	0	0	0	0	0	0	0	0
UPK3B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
UPK3BL	3	3	2	2	3	3	2.66666666666667	0.577350269189626
UPP1	28	19	23	19	28	23	23.3333333333333	4.50924975282289
UPP2	0	0	0	0	0	0	0	0
UPRT	12	13	5	5	13	12	10	4.35889894354067
UQCC	8	9	15	8	15	9	10.6666666666667	3.78593889720018
UQCR10	796	638	636	636	796	638	690	91.804139340228
UQCR11	380	305	298	298	380	305	327.666666666667	45.4569393309023
UQCRB	1306	1077	1510	1077	1510	1306	1297.66666666667	216.620251438626
UQCRBP1	0	0	0	0	0	0	0	0
UQCRC1	57	52	45	45	57	52	51.3333333333333	6.02771377334171
UQCRC2	199	148	182	148	199	182	176.333333333333	25.9679289380831
UQCRFS1	83	48	48	48	83	48	59.6666666666667	20.2072594216369
UQCRH	519	415	411	411	519	415	448.333333333333	61.2318000170935
UQCRHL	0	1	1	0	1	1	0.666666666666667	0.577350269189626
UQCRQ	1521	1268	1299	1268	1521	1299	1362.66666666667	137.993961220531
URB1	6	11	12	6	12	11	9.66666666666667	3.21455025366432
URB2	9	3	4	3	9	4	5.33333333333333	3.21455025366432
URGCP	17	6	5	5	17	6	9.33333333333333	6.65832811847939
URI1	35	27	33	27	35	33	31.6666666666667	4.16333199893227
URM1	11	9	14	9	14	11	11.3333333333333	2.51661147842358
UROD	238	156	172	156	238	172	188.666666666667	43.4664621672081
UROS	24	17	18	17	24	18	19.6666666666667	3.78593889720018
USB1	22	14	9	9	22	14	15	6.557438524302
USE1	39	43	23	23	43	39	35	10.5830052442584
USF1	19	17	11	11	19	17	15.6666666666667	4.16333199893227
USF2	6	9	5	5	9	6	6.66666666666667	2.08166599946613
USH2A	0	1	0	0	1	0	0.333333333333333	0.577350269189626
USMG5	1048	840	812	812	1048	840	900	128.93409169029
USO1	139	95	111	95	139	111	115	22.2710574513201
USP1	29	23	27	23	29	27	26.3333333333333	3.05505046330389
USP10	34	34	32	32	34	34	33.3333333333333	1.15470053837925
USP11	14	18	16	14	18	16	16	2
USP12	19	13	7	7	19	13	13	6
USP13	12	4	4	4	12	4	6.66666666666667	4.61880215351701
USP14	44	26	27	26	44	27	32.3333333333333	10.1159939369957
USP15	113	81	93	81	113	93	95.6666666666667	16.1658075373095
USP16	104	92	85	85	104	92	93.6666666666667	9.60902353693305
USP17L2	0	0	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0
USP18	2	2	2	2	2	2	2	0
USP19	8	3	3	3	8	3	4.66666666666667	2.88675134594813
USP2	0	0	0	0	0	0	0	0
USP2-AS1	0	0	0	0	0	0	0	0
USP20	3	1	1	1	3	1	1.66666666666667	1.15470053837925
USP21	6	6	8	6	8	6	6.66666666666667	1.15470053837925
USP22	99	113	98	98	113	99	103.333333333333	8.38649708360608
USP24	11	9	14	9	14	11	11.3333333333333	2.51661147842358
USP25	15	13	5	5	15	13	11	5.29150262212918
USP27X	0	0	1	0	1	0	0.333333333333333	0.577350269189626
USP27X-AS1	3	0	1	0	3	1	1.33333333333333	1.52752523165195
USP28	11	5	8	5	11	8	8	3
USP29	0	1	0	0	1	0	0.333333333333333	0.577350269189626
USP3	30	21	20	20	30	21	23.6666666666667	5.5075705472861
USP3-AS1	0	2	1	0	2	1	1	1
USP30	6	6	3	3	6	6	5	1.73205080756888
USP30-AS1	0	0	0	0	0	0	0	0
USP31	5	6	3	3	6	5	4.66666666666667	1.52752523165195
USP32	8	10	11	8	11	10	9.66666666666667	1.52752523165195
USP32P1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USP32P2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
USP33	71	57	54	54	71	57	60.6666666666667	9.07377172587747
USP34	98	61	62	61	98	62	73.6666666666667	21.0792156716832
USP35	1	2	1	1	2	1	1.33333333333333	0.577350269189626
USP36	6	3	1	1	6	3	3.33333333333333	2.51661147842358
USP37	11	6	10	6	11	10	9	2.64575131106459
USP38	9	12	14	9	14	12	11.6666666666667	2.51661147842358
USP39	28	20	22	20	28	22	23.3333333333333	4.16333199893227
USP4	47	30	32	30	47	32	36.3333333333333	9.29157324317757
USP40	25	17	22	17	25	22	21.3333333333333	4.04145188432738
USP42	4	9	6	4	9	6	6.33333333333333	2.51661147842358
USP44	1	1	0	0	1	1	0.666666666666667	0.577350269189626
USP45	8	6	7	6	8	7	7	1
USP46	20	10	12	10	20	12	14	5.29150262212918
USP47	71	55	66	55	71	66	64	8.18535277187245
USP48	35	24	34	24	35	34	31	6.08276253029822
USP49	1	2	0	0	2	1	1	1
USP5	3	5	3	3	5	3	3.66666666666667	1.15470053837925
USP50	0	0	2	0	2	0	0.666666666666667	1.15470053837925
USP51	0	0	0	0	0	0	0	0
USP53	53	38	46	38	53	46	45.6666666666667	7.50555349946513
USP54	11	12	10	10	12	11	11	1
USP6	0	0	2	0	2	0	0.666666666666667	1.15470053837925
USP6NL	2	0	4	0	4	2	2	2
USP7	37	33	49	33	49	37	39.6666666666667	8.32666399786453
USP8	119	87	100	87	119	100	102	16.0934769394311
USP9X	92	63	65	63	92	65	73.3333333333333	16.1967074843418
USP9Y	6	13	9	6	13	9	9.33333333333333	3.51188458428425
USPL1	19	9	10	9	19	10	12.6666666666667	5.5075705472861
UST	22	5	10	5	22	10	12.3333333333333	8.73689494805411
UTP11L	166	154	129	129	166	154	149.666666666667	18.8767935130237
UTP14A	35	31	33	31	35	33	33	2
UTP14C	36	36	23	23	36	36	31.6666666666667	7.50555349946513
UTP15	13	8	9	8	13	9	10	2.64575131106459
UTP18	10	10	5	5	10	10	8.33333333333333	2.88675134594813
UTP20	12	5	18	5	18	12	11.6666666666667	6.50640709864771
UTP23	68	43	42	42	68	43	51	14.7309198626562
UTP3	47	27	35	27	47	35	36.3333333333333	10.0664459136943
UTP6	60	54	64	54	64	60	59.3333333333333	5.03322295684717
UTRN	132	92	115	92	132	115	113	20.0748598998847
UTS2	0	0	0	0	0	0	0	0
UTS2B	5	0	3	0	5	3	2.66666666666667	2.51661147842358
UTY	5	3	2	2	5	3	3.33333333333333	1.52752523165195
UVRAG	12	14	9	9	14	12	11.6666666666667	2.51661147842358
UVSSA	8	7	3	3	8	7	6	2.64575131106459
UXS1	15	12	12	12	15	12	13	1.73205080756888
UXT	87	66	92	66	92	87	81.6666666666667	13.7961347243833
VAC14	3	3	1	1	3	3	2.33333333333333	1.15470053837925
VAC14-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
VAMP1	6	1	3	1	6	3	3.33333333333333	2.51661147842358
VAMP2	13	10	9	9	13	10	10.6666666666667	2.08166599946613
VAMP3	146	121	110	110	146	121	125.666666666667	18.4481254693623
VAMP4	20	14	9	9	20	14	14.3333333333333	5.5075705472861
VAMP5	84	60	76	60	84	76	73.3333333333333	12.2202018532156
VAMP7	46	37	45	37	46	45	42.6666666666667	4.93288286231625
VAMP8	3	1	0	0	3	1	1.33333333333333	1.52752523165195
VANGL1	1	8	4	1	8	4	4.33333333333333	3.51188458428425
VANGL2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VAPA	151	130	105	105	151	130	128.666666666667	23.0289672658878
VAPB	28	23	20	20	28	23	23.6666666666667	4.04145188432738
VARS	3	4	4	3	4	4	3.66666666666667	0.577350269189626
VARS2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
VASH1	8	8	6	6	8	8	7.33333333333333	1.15470053837925
VASH2	0	0	0	0	0	0	0	0
VASN	37	28	40	28	40	37	35	6.2449979983984
VASP	19	23	18	18	23	19	20	2.64575131106459
VAT1	64	42	47	42	64	47	51	11.5325625946708
VAT1L	0	0	0	0	0	0	0	0
VAV1	0	0	0	0	0	0	0	0
VAV2	0	3	0	0	3	0	1	1.73205080756888
VAV3	0	0	0	0	0	0	0	0
VAX2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
VBP1	71	67	66	66	71	67	68	2.64575131106459
VCAM1	48	43	43	43	48	43	44.6666666666667	2.88675134594813
VCAN	1093	957	963	957	1093	963	1004.33333333333	76.8461666794989
VCL	220	168	210	168	220	210	199.333333333333	27.5922694487665
VCP	40	41	37	37	41	40	39.3333333333333	2.08166599946613
VCPIP1	10	18	18	10	18	18	15.3333333333333	4.61880215351701
VCX3B	0	0	0	0	0	0	0	0
VDAC1	317	236	258	236	317	258	270.333333333333	41.8847625435949
VDAC2	127	106	95	95	127	106	109.333333333333	16.2583311976763
VDAC3	171	120	139	120	171	139	143.333333333333	25.7746645629644
VDR	10	19	11	10	19	11	13.3333333333333	4.93288286231625
VEGFA	110	93	93	93	110	93	98.6666666666667	9.81495457622364
VEGFB	60	54	59	54	60	59	57.6666666666667	3.21455025366432
VEGFC	16	12	15	12	16	15	14.3333333333333	2.08166599946613
VENTX	2	3	6	2	6	3	3.66666666666667	2.08166599946613
VEPH1	259	221	230	221	259	230	236.666666666667	19.8578280114753
VEZF1	18	11	24	11	24	18	17.6666666666667	6.50640709864771
VEZT	60	45	37	37	60	45	47.3333333333333	11.6761865920913
VGLL3	129	123	107	107	129	123	119.666666666667	11.3724814061547
VGLL4	10	10	12	10	12	10	10.6666666666667	1.15470053837925
VHL	58	48	51	48	58	51	52.3333333333333	5.13160143944688
VILL	0	0	0	0	0	0	0	0
VIM	3149	2705	3259	2705	3259	3149	3037.66666666667	293.300755766727
VIMP	165	133	136	133	165	136	144.666666666667	17.6729548557488
VIP	0	2	0	0	2	0	0.666666666666667	1.15470053837925
VIPAS39	20	17	18	17	20	18	18.3333333333333	1.52752523165195
VIPR1	0	0	0	0	0	0	0	0
VIPR2	2	3	3	2	3	3	2.66666666666667	0.577350269189626
VIT	13	9	8	8	13	9	10	2.64575131106459
VKORC1	236	167	175	167	236	175	192.666666666667	37.7403409276246
VKORC1L1	10	5	7	5	10	7	7.33333333333333	2.51661147842358
VLDLR	23	28	23	23	28	23	24.6666666666667	2.88675134594813
VMA21	32	34	35	32	35	34	33.6666666666667	1.52752523165195
VMAC	1	1	1	1	1	1	1	0
VMO1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VMP1	168	110	128	110	168	128	135.333333333333	29.6872587709498
VN1R1	0	0	0	0	0	0	0	0
VN1R2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
VN1R5	0	0	0	0	0	0	0	0
VNN1	3	2	2	2	3	2	2.33333333333333	0.577350269189626
VNN2	1	3	1	1	3	1	1.66666666666667	1.15470053837925
VNN3	0	0	0	0	0	0	0	0
VOPP1	50	52	43	43	52	50	48.3333333333333	4.72581562625261
VPRBP	1	2	1	1	2	1	1.33333333333333	0.577350269189626
VPS11	26	20	18	18	26	20	21.3333333333333	4.16333199893227
VPS13A	31	34	30	30	34	31	31.6666666666667	2.08166599946613
VPS13B	51	36	33	33	51	36	40	9.64365076099295
VPS13C	91	85	80	80	91	85	85.3333333333333	5.5075705472861
VPS13D	21	11	11	11	21	11	14.3333333333333	5.77350269189626
VPS16	15	15	15	15	15	15	15	0
VPS18	3	5	3	3	5	3	3.66666666666667	1.15470053837925
VPS25	157	130	125	125	157	130	137.333333333333	17.2143351115671
VPS26A	108	89	66	66	108	89	87.6666666666667	21.0317220724631
VPS26B	34	27	19	19	34	27	26.6666666666667	7.50555349946513
VPS28	267	190	204	190	267	204	220.333333333333	41.0162569395762
VPS29	369	271	292	271	369	292	310.666666666667	51.597803570824
VPS33A	28	15	20	15	28	20	21	6.557438524302
VPS33B	9	6	2	2	9	6	5.66666666666667	3.51188458428425
VPS35	152	129	128	128	152	129	136.333333333333	13.5769412362775
VPS36	77	63	78	63	78	77	72.6666666666667	8.38649708360608
VPS37A	16	22	20	16	22	20	19.3333333333333	3.05505046330389
VPS37B	3	0	1	0	3	1	1.33333333333333	1.52752523165195
VPS37C	1	0	1	0	1	1	0.666666666666667	0.577350269189626
VPS37D	1	0	1	0	1	1	0.666666666666667	0.577350269189626
VPS39	51	56	49	49	56	51	52	3.60555127546399
VPS41	123	75	88	75	123	88	95.3333333333333	24.8260615751539
VPS45	38	36	37	36	38	37	37	1
VPS4A	5	10	6	5	10	6	7	2.64575131106459
VPS4B	140	99	102	99	140	102	113.666666666667	22.8546129552293
VPS51	9	11	13	9	13	11	11	2
VPS52	15	7	14	7	15	14	12	4.35889894354067
VPS53	39	40	29	29	40	39	36	6.08276253029822
VPS54	5	6	6	5	6	6	5.66666666666667	0.577350269189626
VPS72	20	9	15	9	20	15	14.6666666666667	5.5075705472861
VPS8	12	19	10	10	19	12	13.6666666666667	4.72581562625261
VPS9D1	1	3	0	0	3	1	1.33333333333333	1.52752523165195
VRK1	19	24	19	19	24	19	20.6666666666667	2.88675134594813
VRK2	12	1	4	1	12	4	5.66666666666667	5.68624070307733
VRK3	12	11	10	10	12	11	11	1
VRTN	0	0	0	0	0	0	0	0
VSIG1	13	11	14	11	14	13	12.6666666666667	1.52752523165195
VSIG10	15	6	7	6	15	7	9.33333333333333	4.93288286231625
VSIG10L	0	0	0	0	0	0	0	0
VSIG4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
VSNL1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
VSTM2L	0	0	0	0	0	0	0	0
VSTM4	21	13	16	13	21	16	16.6666666666667	4.04145188432738
VSX1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VTA1	138	86	96	86	138	96	106.666666666667	27.5922694487665
VTCN1	0	0	0	0	0	0	0	0
VTI1A	17	17	10	10	17	17	14.6666666666667	4.04145188432738
VTI1B	55	41	33	33	55	41	43	11.13552872566
VTN	1	1	5	1	5	1	2.33333333333333	2.3094010767585
VWA1	4	2	4	2	4	4	3.33333333333333	1.15470053837925
VWA2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VWA3A	0	0	0	0	0	0	0	0
VWA3B	0	0	0	0	0	0	0	0
VWA5A	19	7	7	7	19	7	11	6.92820323027551
VWA8	4	7	4	4	7	4	5	1.73205080756888
VWA8-AS1	0	0	0	0	0	0	0	0
VWA9	39	29	39	29	39	39	35.6666666666667	5.77350269189626
VWCE	0	0	0	0	0	0	0	0
VWDE	0	0	0	0	0	0	0	0
VWF	0	0	1	0	1	0	0.333333333333333	0.577350269189626
WAC	71	58	56	56	71	58	61.6666666666667	8.14452781524708
WAC-AS1	120	94	93	93	120	94	102.333333333333	15.3079500042734
WAPAL	28	37	24	24	37	28	29.6666666666667	6.65832811847939
WARS	421	334	328	328	421	334	361	52.0480547186924
WARS2	23	17	17	17	23	17	19	3.46410161513775
WAS	0	0	0	0	0	0	0	0
WASF1	8	4	3	3	8	4	5	2.64575131106459
WASF2	145	87	94	87	145	94	108.666666666667	31.6596483450675
WASF3	15	10	25	10	25	15	16.6666666666667	7.63762615825973
WASH1	0	0	0	0	0	0	0	0
WASH2P	0	0	1	0	1	0	0.333333333333333	0.577350269189626
WASH3P	0	0	0	0	0	0	0	0
WASH5P	0	0	0	0	0	0	0	0
WASL	57	24	40	24	57	40	40.3333333333333	16.5025250593154
WBP1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
WBP11	48	35	47	35	48	47	43.3333333333333	7.23417813807024
WBP11P1	0	0	0	0	0	0	0	0
WBP1L	53	46	44	44	53	46	47.6666666666667	4.72581562625261
WBP2	12	4	6	4	12	6	7.33333333333333	4.16333199893227
WBP2NL	0	0	0	0	0	0	0	0
WBP4	69	48	52	48	69	52	56.3333333333333	11.1504857891185
WBP5	770	571	624	571	770	624	655	103.058235963944
WBSCR16	9	5	7	5	9	7	7	2
WBSCR17	0	0	0	0	0	0	0	0
WBSCR22	38	42	38	38	42	38	39.3333333333333	2.3094010767585
WBSCR27	0	0	1	0	1	0	0.333333333333333	0.577350269189626
WDFY1	36	29	20	20	36	29	28.3333333333333	8.02080627701064
WDFY2	1	2	2	1	2	2	1.66666666666667	0.577350269189626
WDFY3	24	24	24	24	24	24	24	0
WDFY3-AS2	3	1	1	1	3	1	1.66666666666667	1.15470053837925
WDHD1	5	15	6	5	15	6	8.66666666666667	5.5075705472861
WDPCP	10	10	9	9	10	10	9.66666666666667	0.577350269189626
WDR1	94	78	73	73	94	78	81.6666666666667	10.9696551146029
WDR11	24	24	21	21	24	24	23	1.73205080756888
WDR11-AS1	4	3	5	3	5	4	4	1
WDR12	34	23	25	23	34	25	27.3333333333333	5.85946527708232
WDR13	14	17	12	12	17	14	14.3333333333333	2.51661147842358
WDR16	0	0	0	0	0	0	0	0
WDR17	4	3	7	3	7	4	4.66666666666667	2.08166599946613
WDR18	3	2	10	2	10	3	5	4.35889894354067
WDR19	8	13	9	8	13	9	10	2.64575131106459
WDR20	30	24	14	14	30	24	22.6666666666667	8.08290376865476
WDR24	2	0	1	0	2	1	1	1
WDR25	6	3	4	3	6	4	4.33333333333333	1.52752523165195
WDR26	48	41	43	41	48	43	44	3.60555127546399
WDR27	4	2	3	2	4	3	3	1
WDR3	20	33	22	20	33	22	25	7
WDR31	3	4	4	3	4	4	3.66666666666667	0.577350269189626
WDR33	70	50	40	40	70	50	53.3333333333333	15.2752523165195
WDR34	4	6	4	4	6	4	4.66666666666667	1.15470053837925
WDR35	11	11	9	9	11	11	10.3333333333333	1.15470053837925
WDR36	36	30	42	30	42	36	36	6
WDR37	14	3	4	3	14	4	7	6.08276253029822
WDR38	0	0	0	0	0	0	0	0
WDR4	2	4	3	2	4	3	3	1
WDR41	94	61	86	61	94	86	80.3333333333333	17.2143351115671
WDR43	42	37	24	24	42	37	34.3333333333333	9.29157324317757
WDR44	16	13	14	13	16	14	14.3333333333333	1.52752523165195
WDR45	27	17	31	17	31	27	25	7.21110255092798
WDR45B	34	32	36	32	36	34	34	2
WDR46	17	10	17	10	17	17	14.6666666666667	4.04145188432738
WDR47	4	10	5	4	10	5	6.33333333333333	3.21455025366432
WDR48	48	38	37	37	48	38	41	6.08276253029822
WDR5	4	1	2	1	4	2	2.33333333333333	1.52752523165195
WDR52	8	2	4	2	8	4	4.66666666666667	3.05505046330389
WDR52-AS1	0	0	0	0	0	0	0	0
WDR53	18	14	4	4	18	14	12	7.21110255092798
WDR54	62	33	40	33	62	40	45	15.1327459504216
WDR55	20	16	17	16	20	17	17.6666666666667	2.08166599946613
WDR59	8	8	6	6	8	8	7.33333333333333	1.15470053837925
WDR5B	20	23	25	20	25	23	22.6666666666667	2.51661147842358
WDR6	29	27	24	24	29	27	26.6666666666667	2.51661147842358
WDR60	29	22	27	22	29	27	26	3.60555127546399
WDR61	142	135	125	125	142	135	134	8.54400374531753
WDR62	0	0	0	0	0	0	0	0
WDR63	2	4	4	2	4	4	3.33333333333333	1.15470053837925
WDR64	0	1	0	0	1	0	0.333333333333333	0.577350269189626
WDR65	0	2	2	0	2	2	1.33333333333333	1.15470053837925
WDR66	2	3	5	2	5	3	3.33333333333333	1.52752523165195
WDR67	4	5	5	4	5	5	4.66666666666667	0.577350269189626
WDR7	7	7	6	6	7	7	6.66666666666667	0.577350269189626
WDR70	34	28	28	28	34	28	30	3.46410161513775
WDR72	0	0	0	0	0	0	0	0
WDR73	20	10	10	10	20	10	13.3333333333333	5.77350269189626
WDR74	5	9	10	5	10	9	8	2.64575131106459
WDR75	35	33	35	33	35	35	34.3333333333333	1.15470053837925
WDR76	6	4	3	3	6	4	4.33333333333333	1.52752523165195
WDR77	11	6	10	6	11	10	9	2.64575131106459
WDR78	3	2	1	1	3	2	2	1
WDR81	0	5	3	0	5	3	2.66666666666667	2.51661147842358
WDR82	54	40	45	40	54	45	46.3333333333333	7.09459888459759
WDR83	1	2	0	0	2	1	1	1
WDR83OS	583	439	511	439	583	511	511	72
WDR89	10	12	9	9	12	10	10.3333333333333	1.52752523165195
WDR90	2	0	1	0	2	1	1	1
WDR91	10	5	3	3	10	5	6	3.60555127546399
WDR92	19	20	20	19	20	20	19.6666666666667	0.577350269189626
WDR93	1	0	0	0	1	0	0.333333333333333	0.577350269189626
WDR96	0	1	0	0	1	0	0.333333333333333	0.577350269189626
WDSUB1	13	9	10	9	13	10	10.6666666666667	2.08166599946613
WDTC1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
WDYHV1	25	13	15	13	25	15	17.6666666666667	6.42910050732864
WEE1	24	27	29	24	29	27	26.6666666666667	2.51661147842358
WEE2	0	0	0	0	0	0	0	0
WEE2-AS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
WFDC1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
WFDC10B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
WFDC11	1	0	0	0	1	0	0.333333333333333	0.577350269189626
WFDC13	0	0	0	0	0	0	0	0
WFDC2	0	0	0	0	0	0	0	0
WFDC3	14	9	13	9	14	13	12	2.64575131106459
WFDC8	3	0	1	0	3	1	1.33333333333333	1.52752523165195
WFDC9	0	0	0	0	0	0	0	0
WFIKKN2	0	0	0	0	0	0	0	0
WFS1	9	12	11	9	12	11	10.6666666666667	1.52752523165195
WHAMM	9	9	16	9	16	9	11.3333333333333	4.04145188432738
WHAMMP1	23	29	31	23	31	29	27.6666666666667	4.16333199893227
WHAMMP2	5	1	1	1	5	1	2.33333333333333	2.3094010767585
WHAMMP3	4	2	4	2	4	4	3.33333333333333	1.15470053837925
WHSC1	12	9	8	8	12	9	9.66666666666667	2.08166599946613
WHSC1L1	54	41	44	41	54	44	46.3333333333333	6.80685928555405
WIBG	34	26	27	26	34	27	29	4.35889894354067
WIPF1	10	4	12	4	12	10	8.66666666666667	4.16333199893227
WIPF2	10	11	10	10	11	10	10.3333333333333	0.577350269189626
WIPF3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
WIPI1	72	38	46	38	72	46	52	17.7763888346312
WIPI2	27	18	14	14	27	18	19.6666666666667	6.65832811847939
WISP1	1	5	3	1	5	3	3	2
WISP2	6	7	11	6	11	7	8	2.64575131106459
WISP3	0	0	0	0	0	0	0	0
WIZ	6	2	5	2	6	5	4.33333333333333	2.08166599946613
WLS	15	18	20	15	20	18	17.6666666666667	2.51661147842358
WNK1	98	78	92	78	98	92	89.3333333333333	10.2632028788938
WNK3	5	3	4	3	5	4	4	1
WNK4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
WNT10B	0	0	0	0	0	0	0	0
WNT11	0	0	0	0	0	0	0	0
WNT16	0	0	0	0	0	0	0	0
WNT2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
WNT2B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
WNT3	0	0	0	0	0	0	0	0
WNT4	0	0	0	0	0	0	0	0
WNT5A	3	4	3	3	4	3	3.33333333333333	0.577350269189626
WNT5B	6	4	5	4	6	5	5	1
WNT7B	12	18	8	8	18	12	12.6666666666667	5.03322295684717
WRAP53	6	4	5	4	6	5	5	1
WRAP73	1	4	0	0	4	1	1.66666666666667	2.08166599946613
WRB	192	139	145	139	192	145	158.666666666667	29.022979401387
WRN	28	32	39	28	39	32	33	5.56776436283002
WRNIP1	22	19	13	13	22	19	18	4.58257569495584
WSB1	101	63	71	63	101	71	78.3333333333333	20.0333056017556
WSB2	102	87	89	87	102	89	92.6666666666667	8.14452781524708
WSCD1	0	0	0	0	0	0	0	0
WSCD2	0	0	0	0	0	0	0	0
WT1	3	5	5	3	5	5	4.33333333333333	1.15470053837925
WT1-AS	0	0	0	0	0	0	0	0
WTAP	43	26	37	26	43	37	35.3333333333333	8.62167810425171
WTAPP1	0	0	0	0	0	0	0	0
WTIP	3	1	3	1	3	3	2.33333333333333	1.15470053837925
WWC1	9	9	5	5	9	9	7.66666666666667	2.3094010767585
WWC2	26	25	22	22	26	25	24.3333333333333	2.08166599946613
WWC2-AS2	0	0	0	0	0	0	0	0
WWC3	12	17	10	10	17	12	13	3.60555127546399
WWOX	4	3	2	2	4	3	3	1
WWP1	7	11	14	7	14	11	10.6666666666667	3.51188458428425
WWP2	8	11	8	8	11	8	9	1.73205080756888
WWTR1	165	108	133	108	165	133	135.333333333333	28.5715476187996
WWTR1-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
XAB2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
XAF1	42	35	39	35	42	39	38.6666666666667	3.51188458428425
XAGE2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
XBP1	85	80	82	80	85	82	82.3333333333333	2.51661147842358
XCL1	0	0	0	0	0	0	0	0
XDH	0	0	1	0	1	0	0.333333333333333	0.577350269189626
XG	0	1	2	0	2	1	1	1
XIAP	94	80	68	68	94	80	80.6666666666667	13.0128141972954
XIRP1	0	0	0	0	0	0	0	0
XIRP2	0	0	0	0	0	0	0	0
XIST	0	3	1	0	3	1	1.33333333333333	1.52752523165195
XK	0	0	1	0	1	0	0.333333333333333	0.577350269189626
XKR3	0	0	0	0	0	0	0	0
XKR5	4	1	2	1	4	2	2.33333333333333	1.52752523165195
XKR6	1	1	0	0	1	1	0.666666666666667	0.577350269189626
XKR8	2	3	2	2	3	2	2.33333333333333	0.577350269189626
XKR9	1	2	1	1	2	1	1.33333333333333	0.577350269189626
XKRX	0	0	0	0	0	0	0	0
XPA	25	18	15	15	25	18	19.3333333333333	5.13160143944688
XPC	34	26	23	23	34	26	27.6666666666667	5.68624070307733
XPNPEP1	66	66	52	52	66	66	61.3333333333333	8.08290376865476
XPNPEP2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
XPNPEP3	46	36	47	36	47	46	43	6.08276253029822
XPO1	37	41	31	31	41	37	36.3333333333333	5.03322295684717
XPO4	11	11	5	5	11	11	9	3.46410161513775
XPO5	10	9	12	9	12	10	10.3333333333333	1.52752523165195
XPO6	19	10	9	9	19	10	12.6666666666667	5.5075705472861
XPO7	24	7	16	7	24	16	15.6666666666667	8.50490054811538
XPOT	88	88	77	77	88	88	84.3333333333333	6.35085296108588
XPR1	14	14	13	13	14	14	13.6666666666667	0.577350269189626
XRCC1	13	7	9	7	13	9	9.66666666666667	3.05505046330389
XRCC2	3	1	8	1	8	3	4	3.60555127546399
XRCC3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
XRCC4	62	30	33	30	62	33	41.6666666666667	17.6729548557487
XRCC5	426	302	344	302	426	344	357.333333333333	63.0661028868388
XRCC6	322	246	269	246	322	269	279	38.9743505398102
XRCC6BP1	1	0	4	0	4	1	1.66666666666667	2.08166599946613
XRN1	45	37	57	37	57	45	46.3333333333333	10.0664459136943
XRN2	207	139	183	139	207	183	176.333333333333	34.4867124170068
XRRA1	3	2	1	1	3	2	2	1
XXYLT1	24	23	10	10	24	23	19	7.81024967590665
XYLB	3	2	3	2	3	3	2.66666666666667	0.577350269189626
XYLT1	3	3	4	3	4	3	3.33333333333333	0.577350269189626
XYLT2	22	10	12	10	22	12	14.6666666666667	6.42910050732864
YAE1D1	51	42	45	42	51	45	46	4.58257569495584
YAF2	24	19	19	19	24	19	20.6666666666667	2.88675134594813
YAP1	72	81	57	57	81	72	70	12.1243556529821
YARS	56	44	56	44	56	56	52	6.92820323027551
YARS2	10	11	8	8	11	10	9.66666666666667	1.52752523165195
YBEY	10	4	11	4	11	10	8.33333333333333	3.78593889720018
YBX1	446	397	357	357	446	397	400	44.5757781760453
YBX3	171	164	133	133	171	164	156	20.2237484161567
YBX3P1	0	0	0	0	0	0	0	0
YDJC	4	1	3	1	4	3	2.66666666666667	1.52752523165195
