Gene	SUN+LOP.A.7.15.1.F5	SUN+LOP.A.7.16.1.F6	SUN+LOP.A.8.12.1.G9	Min	Max	Median	Mean	Std
SMR3A	0	0	0	0	0	0	0	0
SMS	41	24	2	2	41	24	22.3333333333333	19.55334583475
SMTN	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SMTNL2	0	0	0	0	0	0	0	0
SMU1	96	73	21	21	96	73	63.3333333333333	38.4230833397495
SMUG1	25	31	10	10	31	25	22	10.816653826392
SMURF1	14	5	2	2	14	5	7	6.2449979983984
SMURF2	12	15	5	5	15	12	10.6666666666667	5.13160143944688
SMYD2	16	4	1	1	16	4	7	7.93725393319377
SMYD3	17	17	4	4	17	17	12.6666666666667	7.50555349946513
SMYD4	10	11	1	1	11	10	7.33333333333333	5.5075705472861
SMYD5	8	3	1	1	8	3	4	3.60555127546399
SNAI1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SNAI2	18	10	3	3	18	10	10.3333333333333	7.50555349946513
SNAI3	0	0	0	0	0	0	0	0
SNAI3-AS1	2	1	0	0	2	1	1	1
SNAP23	112	70	13	13	112	70	65	49.6890329952194
SNAP25	0	0	0	0	0	0	0	0
SNAP29	34	18	4	4	34	18	18.6666666666667	15.0111069989303
SNAP47	7	3	1	1	7	3	3.66666666666667	3.05505046330389
SNAP91	0	0	0	0	0	0	0	0
SNAPC1	44	25	5	5	44	25	24.6666666666667	19.5021366350801
SNAPC2	0	7	0	0	7	0	2.33333333333333	4.04145188432738
SNAPC3	18	13	1	1	18	13	10.6666666666667	8.7368949480541
SNAPC4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SNAPC5	12	3	0	0	12	3	5	6.2449979983984
SNAPIN	30	26	5	5	30	26	20.3333333333333	13.4288247189891
SNCA	2	1	0	0	2	1	1	1
SNCAIP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SNCB	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SNCG	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SND1	43	24	7	7	43	24	24.6666666666667	18.0092568789868
SND1-IT1	7	0	1	0	7	1	2.66666666666667	3.78593889720018
SNED1	2	0	1	0	2	1	1	1
SNF8	78	38	10	10	78	38	42	34.1760149812701
SNHG1	8	10	3	3	10	8	7	3.60555127546399
SNHG10	7	5	2	2	7	5	4.66666666666667	2.51661147842358
SNHG11	5	2	0	0	5	2	2.33333333333333	2.51661147842358
SNHG12	3	3	1	1	3	3	2.33333333333333	1.15470053837925
SNHG15	18	11	3	3	18	11	10.6666666666667	7.50555349946513
SNHG16	413	277	65	65	413	277	251.666666666667	175.377687672444
SNHG17	91	55	10	10	91	55	52	40.5832477754061
SNHG3	18	14	5	5	18	14	12.3333333333333	6.65832811847939
SNHG4	0	3	1	0	3	1	1.33333333333333	1.52752523165195
SNHG5	2073	1343	279	279	2073	1343	1231.66666666667	902.16702075244
SNHG6	161	151	48	48	161	151	120	62.5539766921337
SNHG7	20	9	3	3	20	9	10.6666666666667	8.62167810425171
SNHG8	77	57	16	16	77	57	50	31.0966236109324
SNIP1	12	8	3	3	12	8	7.66666666666667	4.50924975282289
SNN	6	3	0	0	6	3	3	3
SNPH	3	0	0	0	3	0	1	1.73205080756888
SNRK	8	2	0	0	8	2	3.33333333333333	4.16333199893227
SNRK-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SNRNP200	62	41	4	4	62	41	35.6666666666667	29.365512652316
SNRNP25	17	9	3	3	17	9	9.66666666666667	7.02376916856849
SNRNP27	127	93	14	14	127	93	78	57.974132162543
SNRNP35	15	13	1	1	15	13	9.66666666666667	7.57187779440036
SNRNP40	18	11	6	6	18	11	11.6666666666667	6.02771377334171
SNRNP48	16	4	0	0	16	4	6.66666666666667	8.32666399786453
SNRNP70	6	5	1	1	6	5	4	2.64575131106459
SNRPA	3	2	0	0	3	2	1.66666666666667	1.52752523165195
SNRPA1	27	14	6	6	27	14	15.6666666666667	10.5987420637231
SNRPB	27	2	1	1	27	2	10	14.7309198626562
SNRPB2	210	154	29	29	210	154	131	92.6660671443436
SNRPC	297	203	27	27	297	203	175.666666666667	137.059597742491
SNRPD1	201	121	28	28	201	121	116.666666666667	86.5813682805564
SNRPD2	1018	753	145	145	1018	753	638.666666666667	447.589469640801
SNRPD3	3	0	0	0	3	0	1	1.73205080756888
SNRPE	311	240	67	67	311	240	206	125.502988012238
SNRPF	159	132	35	35	159	132	108.666666666667	65.2099174461472
SNRPG	439	304	61	61	439	304	268	191.554169884135
SNRPN	1	2	0	0	2	1	1	1
SNTA1	5	3	1	1	5	3	3	2
SNTB1	5	2	0	0	5	2	2.33333333333333	2.51661147842358
SNTB2	30	15	4	4	30	15	16.3333333333333	13.0511813003013
SNTG2	0	0	0	0	0	0	0	0
SNTN	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SNUPN	38	30	8	8	38	30	25.3333333333333	15.5349069303081
SNURF	0	0	0	0	0	0	0	0
SNW1	142	69	18	18	142	69	76.3333333333333	62.3244200400881
SNX1	23	11	3	3	23	11	12.3333333333333	10.0664459136943
SNX10	0	0	0	0	0	0	0	0
SNX11	20	12	0	0	20	12	10.6666666666667	10.0664459136943
SNX12	18	7	4	4	18	7	9.66666666666667	7.37111479583199
SNX13	14	13	6	6	14	13	11	4.35889894354067
SNX14	20	14	3	3	20	14	12.3333333333333	8.62167810425171
SNX15	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SNX16	3	6	0	0	6	3	3	3
SNX17	13	21	4	4	21	13	12.6666666666667	8.50490054811538
SNX18	17	11	2	2	17	11	10	7.54983443527075
SNX19	24	13	5	5	24	13	14	9.53939201416946
SNX2	139	100	21	21	139	100	86.6666666666667	60.1193257890783
SNX20	0	0	0	0	0	0	0	0
SNX21	8	5	1	1	8	5	4.66666666666667	3.51188458428425
SNX22	5	4	0	0	5	4	3	2.64575131106459
SNX24	30	14	4	4	30	14	16	13.114877048604
SNX25	3	3	1	1	3	3	2.33333333333333	1.15470053837925
SNX27	23	16	4	4	23	16	14.3333333333333	9.60902353693305
SNX29	12	4	3	3	12	4	6.33333333333333	4.93288286231625
SNX29P1	0	0	0	0	0	0	0	0
SNX3	124	93	13	13	124	93	76.6666666666667	57.2741943054054
SNX30	18	15	3	3	18	15	12	7.93725393319377
SNX31	0	0	0	0	0	0	0	0
SNX32	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SNX33	13	10	1	1	13	10	8	6.2449979983984
SNX4	20	15	3	3	20	15	12.6666666666667	8.7368949480541
SNX5	62	29	10	10	62	29	33.6666666666667	26.3122278291545
SNX6	167	136	25	25	167	136	109.333333333333	74.6614581516684
SNX7	24	11	3	3	24	11	12.6666666666667	10.5987420637231
SNX8	2	2	0	0	2	2	1.33333333333333	1.15470053837925
SNX9	58	32	2	2	58	32	30.6666666666667	28.0237994093116
SOAT1	31	21	4	4	31	21	18.6666666666667	13.6503968196288
SOBP	3	0	0	0	3	0	1	1.73205080756888
SOCS1	0	0	0	0	0	0	0	0
SOCS2	0	0	0	0	0	0	0	0
SOCS2-AS1	0	0	0	0	0	0	0	0
SOCS3	3	2	0	0	3	2	1.66666666666667	1.52752523165195
SOCS4	17	15	5	5	17	15	12.3333333333333	6.42910050732864
SOCS5	13	12	1	1	13	12	8.66666666666667	6.65832811847939
SOCS6	11	11	2	2	11	11	8	5.19615242270663
SOCS7	8	4	1	1	8	4	4.33333333333333	3.51188458428425
SOD1	544	379	85	85	544	379	336	232.501612897631
SOD2	63	42	6	6	63	42	37	28.8270706107991
SOD3	4	2	0	0	4	2	2	2
SOGA1	0	0	0	0	0	0	0	0
SOGA2	5	1	1	1	5	1	2.33333333333333	2.3094010767585
SOGA3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SON	439	320	41	41	439	320	266.666666666667	204.289826798432
SORBS1	2	1	0	0	2	1	1	1
SORBS2	57	43	9	9	57	43	36.3333333333333	24.6846781087648
SORBS3	8	5	1	1	8	5	4.66666666666667	3.51188458428425
SORCS1	0	0	0	0	0	0	0	0
SORCS2	2	1	0	0	2	1	1	1
SORD	14	8	0	0	14	8	7.33333333333333	7.02376916856849
SORL1	0	0	0	0	0	0	0	0
SORT1	26	10	3	3	26	10	13	11.7898261225516
SOS1	15	8	3	3	15	8	8.66666666666667	6.02771377334171
SOS2	16	8	2	2	16	8	8.66666666666667	7.02376916856849
SOST	0	0	0	0	0	0	0	0
SOSTDC1	0	0	0	0	0	0	0	0
SOWAHA	0	0	0	0	0	0	0	0
SOWAHB	0	0	0	0	0	0	0	0
SOWAHC	10	2	1	1	10	2	4.33333333333333	4.93288286231625
SOWAHD	0	0	0	0	0	0	0	0
SOX11	0	0	0	0	0	0	0	0
SOX12	7	2	1	1	7	2	3.33333333333333	3.21455025366432
SOX13	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SOX15	0	0	0	0	0	0	0	0
SOX17	2	0	1	0	2	1	1	1
SOX18	0	0	0	0	0	0	0	0
SOX2	0	0	0	0	0	0	0	0
SOX2-OT	0	0	0	0	0	0	0	0
SOX30	0	0	0	0	0	0	0	0
SOX4	273	194	31	31	273	194	166	123.405834546021
SOX5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SOX6	1	5	1	1	5	1	2.33333333333333	2.3094010767585
SOX7	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SOX8	0	0	0	0	0	0	0	0
SOX9	13	8	1	1	13	8	7.33333333333333	6.02771377334171
SP1	17	7	5	5	17	7	9.66666666666667	6.42910050732864
SP100	57	40	4	4	57	40	33.6666666666667	27.0616579930597
SP110	20	6	4	4	20	6	10	8.71779788708135
SP140	0	0	0	0	0	0	0	0
SP140L	14	14	1	1	14	14	9.66666666666667	7.50555349946513
SP2	1	2	2	1	2	2	1.66666666666667	0.577350269189626
SP3	15	11	2	2	15	11	9.33333333333333	6.65832811847939
SP4	6	7	1	1	7	6	4.66666666666667	3.21455025366432
SP6	0	0	0	0	0	0	0	0
SPA17	13	7	3	3	13	7	7.66666666666667	5.03322295684717
SPAG1	2	3	0	0	3	2	1.66666666666667	1.52752523165195
SPAG16	28	18	5	5	28	18	17	11.5325625946708
SPAG17	0	0	0	0	0	0	0	0
SPAG4	27	13	1	1	27	13	13.6666666666667	13.0128141972954
SPAG5	1	1	1	1	1	1	1	0
SPAG5-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SPAG6	0	0	0	0	0	0	0	0
SPAG7	14	14	6	6	14	14	11.3333333333333	4.61880215351701
SPAG8	0	0	0	0	0	0	0	0
SPAG9	46	20	8	8	46	20	24.6666666666667	19.4250697124446
SPANXA2-OT1	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0
SPARC	13266	9413	1944	1944	13266	9413	8207.66666666667	5756.43486311913
SPARCL1	7	6	4	4	7	6	5.66666666666667	1.52752523165195
SPAST	14	14	1	1	14	14	9.66666666666667	7.50555349946513
SPATA12	0	0	0	0	0	0	0	0
SPATA13	15	14	2	2	15	14	10.3333333333333	7.23417813807024
SPATA13-AS1	0	0	0	0	0	0	0	0
SPATA16	0	0	0	0	0	0	0	0
SPATA17	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SPATA18	14	9	1	1	14	9	8	6.557438524302
SPATA2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SPATA20	7	4	1	1	7	4	4	3
SPATA21	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SPATA22	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SPATA24	2	3	1	1	3	2	2	1
SPATA25	0	0	0	0	0	0	0	0
SPATA2L	0	0	0	0	0	0	0	0
SPATA4	0	2	0	0	2	0	0.666666666666667	1.15470053837925
SPATA41	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SPATA42	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SPATA5	18	7	1	1	18	7	8.66666666666667	8.62167810425171
SPATA5L1	1	1	1	1	1	1	1	0
SPATA6	8	2	1	1	8	2	3.66666666666667	3.78593889720018
SPATA6L	3	0	0	0	3	0	1	1.73205080756888
SPATA7	13	4	2	2	13	4	6.33333333333333	5.85946527708232
SPATA9	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SPATC1L	0	0	0	0	0	0	0	0
SPATS2	37	19	5	5	37	19	20.3333333333333	16.0416125540213
SPATS2L	73	62	16	16	73	62	50.3333333333333	30.2379452564709
SPC24	0	0	0	0	0	0	0	0
SPC25	2	4	1	1	4	2	2.33333333333333	1.52752523165195
SPCS1	474	350	73	73	474	350	299	205.307087067154
SPCS2	407	244	58	58	407	244	236.333333333333	174.626267592631
SPCS3	96	57	6	6	96	57	53	45.133136385587
SPDEF	0	0	0	0	0	0	0	0
SPDL1	18	9	6	6	18	9	11	6.2449979983984
SPDYA	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SPDYE1	0	0	0	0	0	0	0	0
SPDYE3	0	0	0	0	0	0	0	0
SPDYE5	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SPDYE6	0	0	0	0	0	0	0	0
SPDYE7P	11	7	1	1	11	7	6.33333333333333	5.03322295684717
SPDYE8P	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SPECC1	31	15	2	2	31	15	16	14.5258390463339
SPECC1L	12	9	0	0	12	9	7	6.2449979983984
SPECC1L-ADORA2A	1	1	1	1	1	1	1	0
SPEF1	0	0	0	0	0	0	0	0
SPEF2	5	3	0	0	5	3	2.66666666666667	2.51661147842358
SPEG	3	1	1	1	3	1	1.66666666666667	1.15470053837925
SPEN	27	13	7	7	27	13	15.6666666666667	10.2632028788938
SPESP1	19	20	3	3	20	19	14	9.53939201416946
SPG11	12	6	2	2	12	6	6.66666666666667	5.03322295684717
SPG20	123	77	15	15	123	77	71.6666666666667	54.1971708978737
SPG20OS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SPG21	32	27	7	7	32	27	22	13.228756555323
SPG7	9	7	1	1	9	7	5.66666666666667	4.16333199893227
SPHK1	14	8	2	2	14	8	8	6
SPHK2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SPI1	0	0	0	0	0	0	0	0
SPIB	8	4	0	0	8	4	4	4
SPIC	0	0	0	0	0	0	0	0
SPICE1	7	9	0	0	9	7	5.33333333333333	4.72581562625261
SPIDR	45	25	2	2	45	25	24	21.51743479135
SPIN1	27	18	3	3	27	18	16	12.1243556529821
SPIN2A	0	0	0	0	0	0	0	0
SPIN2B	0	0	0	0	0	0	0	0
SPIN3	3	0	1	0	3	1	1.33333333333333	1.52752523165195
SPIN4	3	0	0	0	3	0	1	1.73205080756888
SPINK1	16	17	0	0	17	16	11	9.53939201416946
SPINK13	0	0	0	0	0	0	0	0
SPINK2	0	0	0	0	0	0	0	0
SPINK5	0	0	0	0	0	0	0	0
SPINK6	0	0	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0	0	0
SPINT1	0	0	0	0	0	0	0	0
SPINT2	0	3	0	0	3	0	1	1.73205080756888
SPIRE1	100	30	9	9	100	30	46.3333333333333	47.6480149988783
SPIRE2	2	2	0	0	2	2	1.33333333333333	1.15470053837925
SPN	11	13	2	2	13	11	8.66666666666667	5.85946527708231
SPNS1	12	8	2	2	12	8	7.33333333333333	5.03322295684717
SPOCD1	0	0	0	0	0	0	0	0
SPOCK1	255	166	46	46	255	166	155.666666666667	104.882473909292
SPOCK2	0	0	0	0	0	0	0	0
SPOCK3	0	0	0	0	0	0	0	0
SPON1	3	3	1	1	3	3	2.33333333333333	1.15470053837925
SPON2	5	1	2	1	5	2	2.66666666666667	2.08166599946613
SPOP	49	32	10	10	49	32	30.3333333333333	19.55334583475
SPOPL	11	5	4	4	11	5	6.66666666666667	3.78593889720018
SPP1	12	3	1	1	12	3	5.33333333333333	5.85946527708232
SPPL2A	8	4	0	0	8	4	4	4
SPPL2B	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SPPL3	21	15	1	1	21	15	12.3333333333333	10.2632028788938
SPR	14	4	2	2	14	4	6.66666666666667	6.42910050732864
SPRED1	24	11	4	4	24	11	13	10.1488915650922
SPRED2	6	6	0	0	6	6	4	3.46410161513775
SPRED3	9	5	0	0	9	5	4.66666666666667	4.50924975282289
SPRN	0	0	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0	0	0
SPRTN	8	9	2	2	9	8	6.33333333333333	3.78593889720018
SPRY1	10	5	2	2	10	5	5.66666666666667	4.04145188432738
SPRY2	11	3	3	3	11	3	5.66666666666667	4.61880215351701
SPRY3	0	0	0	0	0	0	0	0
SPRY4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SPRYD3	26	12	4	4	26	12	14	11.13552872566
SPRYD4	12	15	3	3	15	12	10	6.2449979983984
SPRYD7	10	12	2	2	12	10	8	5.29150262212918
SPSB1	1	3	1	1	3	1	1.66666666666667	1.15470053837925
SPSB2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
SPSB3	3	4	1	1	4	3	2.66666666666667	1.52752523165195
SPTAN1	87	45	14	14	87	45	48.6666666666667	36.6378674779706
SPTB	0	0	0	0	0	0	0	0
SPTBN1	164	107	20	20	164	107	97	72.5189630372636
SPTBN2	0	0	0	0	0	0	0	0
SPTBN4	0	0	0	0	0	0	0	0
SPTBN5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SPTLC1	121	82	15	15	121	82	72.6666666666667	53.6128094146663
SPTLC2	13	15	5	5	15	13	11	5.29150262212918
SPTLC3	2	1	0	0	2	1	1	1
SPTSSA	152	107	20	20	152	107	93	67.1043962792305
SPTY2D1	31	25	1	1	31	25	19	15.8745078663875
SPTY2D1-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SQLE	24	13	2	2	24	13	13	11
SQRDL	16	10	3	3	16	10	9.66666666666667	6.50640709864771
SQSTM1	172	96	35	35	172	96	101	68.6367248635889
SRA1	54	38	6	6	54	38	32.6666666666667	24.4404037064311
SRBD1	33	15	2	2	33	15	16.6666666666667	15.5670592384475
SRC	0	0	0	0	0	0	0	0
SRCAP	0	0	0	0	0	0	0	0
SRCIN1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SRCRB4D	0	0	0	0	0	0	0	0
SRD5A1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
SRD5A1P1	0	0	0	0	0	0	0	0
SRD5A2	0	0	0	0	0	0	0	0
SRD5A3	3	13	1	1	13	3	5.66666666666667	6.42910050732864
SRD5A3-AS1	0	0	0	0	0	0	0	0
SREBF1	0	2	1	0	2	1	1	1
SREBF2	0	0	0	0	0	0	0	0
SREK1	61	34	9	9	61	34	34.6666666666667	26.006409466386
SREK1IP1	64	43	10	10	64	43	39	27.2213151776324
SRF	8	2	0	0	8	2	3.33333333333333	4.16333199893227
SRFBP1	38	29	4	4	38	29	23.6666666666667	17.6162803489651
SRGAP1	22	11	3	3	22	11	12	9.53939201416946
SRGAP2	3	4	0	0	4	3	2.33333333333333	2.08166599946613
SRGAP2C	38	24	7	7	38	24	23	15.52417469626
SRGAP2D	0	0	0	0	0	0	0	0
SRGAP3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SRGAP3-AS3	0	0	0	0	0	0	0	0
SRGN	364	246	63	63	364	246	224.333333333333	151.665201458124
SRI	64	50	11	11	64	50	41.6666666666667	27.4651294068194
SRL	3	2	0	0	3	2	1.66666666666667	1.52752523165195
SRM	13	8	1	1	13	8	7.33333333333333	6.02771377334171
SRP14	1044	810	185	185	1044	810	679.666666666667	444.083700819264
SRP14-AS1	11	11	2	2	11	11	8	5.19615242270663
SRP19	206	145	30	30	206	145	127	89.3700173436259
SRP54	145	70	18	18	145	70	77.6666666666667	63.846169292553
SRP68	28	16	7	7	28	16	17	10.5356537528527
SRP72	146	109	23	23	146	109	92.6666666666667	63.1057313826037
SRP9	636	501	121	121	636	501	419.333333333333	267.036202289752
SRPK1	36	21	8	8	36	21	21.6666666666667	14.0118997046558
SRPK2	36	21	2	2	36	21	19.6666666666667	17.0391705588427
SRPK3	0	0	0	0	0	0	0	0
SRPR	160	112	20	20	160	112	97.3333333333333	71.1430483837552
SRPRB	65	37	12	12	65	37	38	26.5141471671257
SRPX	87	43	11	11	87	43	47	38.1575680566778
SRPX2	33	27	8	8	33	27	22.6666666666667	13.0511813003013
SRR	4	3	4	3	4	4	3.66666666666667	0.577350269189626
SRRD	4	2	1	1	4	2	2.33333333333333	1.52752523165195
SRRM1	163	105	27	27	163	105	98.3333333333333	68.2446579105891
SRRM2	55	23	11	11	55	23	29.6666666666667	22.7449628123093
SRRM2-AS1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SRRM3	0	0	0	0	0	0	0	0
SRRM4	0	0	0	0	0	0	0	0
SRRM5	0	0	0	0	0	0	0	0
SRRT	9	6	1	1	9	6	5.33333333333333	4.04145188432738
SRSF1	32	20	5	5	32	20	19	13.5277492584687
SRSF10	138	110	18	18	138	110	88.6666666666667	62.7800392906323
SRSF11	107	40	18	18	107	40	55	46.357307945997
SRSF12	0	0	0	0	0	0	0	0
SRSF2	26	25	6	6	26	25	19	11.2694276695846
SRSF3	238	144	38	38	238	144	140	100.059982010792
SRSF4	28	19	2	2	28	19	16.3333333333333	13.2035348802256
SRSF5	220	133	27	27	220	133	126.666666666667	96.6557465096273
SRSF6	60	52	15	15	60	52	42.3333333333333	24.0069434400411
SRSF7	170	110	25	25	170	110	101.666666666667	72.8583099813146
SRSF8	26	28	5	5	28	26	19.6666666666667	12.7410099024109
SRSF9	3	0	0	0	3	0	1	1.73205080756888
SRXN1	15	7	1	1	15	7	7.66666666666667	7.02376916856849
SS18	67	28	6	6	67	28	33.6666666666667	30.8922859842604
SS18L1	5	3	0	0	5	3	2.66666666666667	2.51661147842358
SS18L2	67	36	10	10	67	36	37.6666666666667	28.5365263010993
SSB	346	257	38	38	346	257	213.666666666667	158.506571893197
SSBP1	380	254	61	61	380	254	231.666666666667	160.668395564695
SSBP2	28	35	7	7	35	28	23.3333333333333	14.5716619962629
SSBP3	14	4	1	1	14	4	6.33333333333333	6.80685928555405
SSBP4	8	1	0	0	8	1	3	4.35889894354067
SSC5D	4	2	1	1	4	2	2.33333333333333	1.52752523165195
SSFA2	25	15	2	2	25	15	14	11.5325625946708
SSH1	26	17	3	3	26	17	15.3333333333333	11.5902257671425
SSH2	1	3	0	0	3	1	1.33333333333333	1.52752523165195
SSH3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SSMEM1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SSNA1	6	6	2	2	6	6	4.66666666666667	2.3094010767585
SSPN	60	41	4	4	60	41	35	28.4780617317963
SSPO	0	0	0	0	0	0	0	0
SSR1	406	298	55	55	406	298	253	179.774859198944
SSR2	876	550	114	114	876	550	513.333333333333	382.320982073092
SSR3	586	421	86	86	586	421	364.333333333333	254.771139129481
SSR4	1020	773	183	183	1020	773	658.666666666667	430.053872594276
SSR4P1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SSRP1	25	13	4	4	25	13	14	10.5356537528527
SSSCA1	19	14	3	3	19	14	12	8.18535277187245
SSSCA1-AS1	0	0	0	0	0	0	0	0
SSTR1	0	0	0	0	0	0	0	0
SSTR2	5	2	0	0	5	2	2.33333333333333	2.51661147842358
SSTR5-AS1	0	0	0	0	0	0	0	0
SSU72	74	41	5	5	74	41	40	34.5108678534748
SSUH2	0	0	0	0	0	0	0	0
SSX2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SSX2B	0	0	0	0	0	0	0	0
SSX2IP	11	8	0	0	11	8	6.33333333333333	5.68624070307733
SSX5	0	0	0	0	0	0	0	0
ST13	194	95	19	19	194	95	102.666666666667	87.751543196307
ST18	0	0	0	0	0	0	0	0
ST20	4	1	1	1	4	1	2	1.73205080756888
ST20-MTHFS	0	0	0	0	0	0	0	0
ST3GAL1	17	15	4	4	17	15	12	7
ST3GAL2	23	5	1	1	23	5	9.66666666666667	11.7189305541646
ST3GAL3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
ST3GAL4	1	2	0	0	2	1	1	1
ST3GAL4-AS1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
ST3GAL5	7	1	0	0	7	1	2.66666666666667	3.78593889720018
ST3GAL6	7	6	1	1	7	6	4.66666666666667	3.21455025366432
ST3GAL6-AS1	0	0	0	0	0	0	0	0
ST5	16	13	4	4	16	13	11	6.2449979983984
ST6GAL1	20	8	3	3	20	8	10.3333333333333	8.7368949480541
ST6GAL2	2	3	2	2	3	2	2.33333333333333	0.577350269189626
ST6GALNAC2	0	0	0	0	0	0	0	0
ST6GALNAC3	0	0	0	0	0	0	0	0
ST6GALNAC4	4	4	0	0	4	4	2.66666666666667	2.3094010767585
ST6GALNAC5	0	0	0	0	0	0	0	0
ST6GALNAC6	10	5	1	1	10	5	5.33333333333333	4.50924975282289
ST7	13	8	7	7	13	8	9.33333333333333	3.21455025366432
ST7-AS1	0	0	0	0	0	0	0	0
ST7-AS2	0	0	0	0	0	0	0	0
ST7-OT3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ST7-OT4	0	0	0	0	0	0	0	0
ST7L	5	4	0	0	5	4	3	2.64575131106459
ST8SIA1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
ST8SIA2	0	0	0	0	0	0	0	0
ST8SIA3	0	0	0	0	0	0	0	0
ST8SIA4	9	4	3	3	9	4	5.33333333333333	3.21455025366432
ST8SIA5	0	0	0	0	0	0	0	0
ST8SIA6	0	0	0	0	0	0	0	0
ST8SIA6-AS1	2	1	0	0	2	1	1	1
STAB1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STAB2	0	0	0	0	0	0	0	0
STAC	2	2	1	1	2	2	1.66666666666667	0.577350269189626
STAC2	8	3	2	2	8	3	4.33333333333333	3.21455025366432
STAC3	0	0	0	0	0	0	0	0
STAG1	6	10	1	1	10	6	5.66666666666667	4.50924975282289
STAG2	46	24	9	9	46	24	26.3333333333333	18.6100331362771
STAG3	0	0	0	0	0	0	0	0
STAG3L1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
STAG3L2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
STAG3L3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STAG3L4	12	8	1	1	12	8	7	5.56776436283002
STAG3L5P	0	0	0	0	0	0	0	0
STAG3L5P-PVRIG2P-PILRB	0	0	0	0	0	0	0	0
STAM	53	31	5	5	53	31	29.6666666666667	24.0277617212535
STAM2	30	39	6	6	39	30	25	17.058722109232
STAMBP	73	46	11	11	73	46	43.3333333333333	31.0859024854247
STAMBPL1	3	3	0	0	3	3	2	1.73205080756888
STAP1	0	0	0	0	0	0	0	0
STAP2	1	5	1	1	5	1	2.33333333333333	2.3094010767585
STAR	1	2	0	0	2	1	1	1
STARD10	10	2	0	0	10	2	4	5.29150262212918
STARD13	9	10	0	0	10	9	6.33333333333333	5.5075705472861
STARD13-AS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STARD3	5	4	0	0	5	4	3	2.64575131106459
STARD3NL	33	21	3	3	33	21	19	15.0996688705415
STARD4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STARD4-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
STARD5	57	38	7	7	57	38	34	25.2388589282479
STARD6	0	0	0	0	0	0	0	0
STARD7	38	26	6	6	38	26	23.3333333333333	16.1658075373095
STARD8	0	0	0	0	0	0	0	0
STARD9	2	0	0	0	2	0	0.666666666666667	1.15470053837925
STAT1	98	54	22	22	98	54	58	38.1575680566778
STAT2	65	43	13	13	65	43	40.3333333333333	26.1023626006025
STAT3	55	43	6	6	55	43	34.6666666666667	25.5408170059874
