Gene	DTP.A.7.9.1.E11	DTP.A.7.10.1.E12	DTP.A.8.5.1.G3	Min	Max	Median	Mean	Std
RGR	0	0	0	0	0	0	0	0
RGS10	77	30	42	30	77	42	49.6666666666667	24.4199372098565
RGS11	3	2	0	0	3	2	1.66666666666667	1.52752523165195
RGS12	5	3	3	3	5	3	3.66666666666667	1.15470053837925
RGS14	0	2	0	0	2	0	0.666666666666667	1.15470053837925
RGS16	6	1	1	1	6	1	2.66666666666667	2.88675134594813
RGS17	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RGS18	0	0	0	0	0	0	0	0
RGS19	0	1	2	0	2	1	1	1
RGS2	26	15	12	12	26	15	17.6666666666667	7.37111479583199
RGS20	4	1	7	1	7	4	4	3
RGS22	0	0	0	0	0	0	0	0
RGS3	60	17	36	17	60	36	37.6666666666667	21.548395145192
RGS4	135	59	63	59	135	63	85.6666666666667	42.7707064862545
RGS5	144	66	66	66	144	66	92	45.0333209967908
RGS7	0	0	0	0	0	0	0	0
RGS7BP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RGS9	3	0	1	0	3	1	1.33333333333333	1.52752523165195
RGS9BP	0	0	0	0	0	0	0	0
RHBDD1	35	12	19	12	35	19	22	11.7898261225516
RHBDD2	27	8	13	8	27	13	16	9.8488578017961
RHBDD3	6	1	2	1	6	2	3	2.64575131106459
RHBDF1	17	8	7	7	17	8	10.6666666666667	5.5075705472861
RHBDF2	3	1	1	1	3	1	1.66666666666667	1.15470053837925
RHBDL1	0	0	0	0	0	0	0	0
RHBDL2	10	4	11	4	11	10	8.33333333333333	3.78593889720018
RHBDL3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RHBG	2	1	0	0	2	1	1	1
RHCE	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RHD	13	7	2	2	13	7	7.33333333333333	5.5075705472861
RHEB	91	48	45	45	91	48	61.3333333333333	25.7358375292768
RHEBL1	0	1	2	0	2	1	1	1
RHNO1	81	40	33	33	81	40	51.3333333333333	25.9293913027925
RHOA	2041	781	952	781	2041	952	1258	683.466897515893
RHOB	36	19	20	19	36	20	25	9.53939201416946
RHOBTB1	20	14	7	7	20	14	13.6666666666667	6.50640709864771
RHOBTB2	12	3	3	3	12	3	6	5.19615242270663
RHOBTB3	229	105	100	100	229	105	144.666666666667	73.0775843424872
RHOC	498	209	282	209	498	282	329.666666666667	150.280848192088
RHOD	21	5	8	5	21	8	11.3333333333333	8.50490054811538
RHOF	8	2	1	1	8	2	3.66666666666667	3.78593889720018
RHOG	13	9	8	8	13	9	10	2.64575131106459
RHOH	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RHOJ	47	13	16	13	47	16	25.3333333333333	18.8237438713273
RHOQ	97	46	54	46	97	54	65.6666666666667	27.4286954362276
RHOT1	24	9	14	9	24	14	15.6666666666667	7.63762615825973
RHOT2	3	2	2	2	3	2	2.33333333333333	0.577350269189626
RHOU	1	4	0	0	4	1	1.66666666666667	2.08166599946613
RHOXF1	0	0	0	0	0	0	0	0
RHPN1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RHPN1-AS1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
RHPN2	6	6	2	2	6	6	4.66666666666667	2.3094010767585
RIBC1	1	1	1	1	1	1	1	0
RIBC2	0	0	0	0	0	0	0	0
RIC3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RIC8A	56	28	22	22	56	28	35.3333333333333	18.1475434517549
RIC8B	7	3	3	3	7	3	4.33333333333333	2.3094010767585
RICTOR	26	8	15	8	26	15	16.3333333333333	9.07377172587747
RIF1	95	35	33	33	95	35	54.3333333333333	35.2325606979302
RIIAD1	1	1	1	1	1	1	1	0
RILP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RILPL1	13	6	9	6	13	9	9.33333333333333	3.51188458428425
RILPL2	16	5	10	5	16	10	10.3333333333333	5.5075705472861
RIMKLA	3	0	1	0	3	1	1.33333333333333	1.52752523165195
RIMKLB	25	8	7	7	25	8	13.3333333333333	10.1159939369957
RIMS1	1	0	2	0	2	1	1	1
RIMS2	0	2	1	0	2	1	1	1
RIMS3	18	4	2	2	18	4	8	8.71779788708135
RIMS4	0	0	0	0	0	0	0	0
RIN1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RIN2	99	65	86	65	99	86	83.3333333333333	17.156145643277
RIN3	2	1	1	1	2	1	1.33333333333333	0.577350269189626
RING1	7	4	5	4	7	5	5.33333333333333	1.52752523165195
RINL	12	3	3	3	12	3	6	5.19615242270663
RINT1	29	19	16	16	29	19	21.3333333333333	6.80685928555405
RIOK1	114	39	53	39	114	53	68.6666666666667	39.8789836045671
RIOK2	90	37	65	37	90	65	64	26.5141471671257
RIOK3	183	82	96	82	183	96	120.333333333333	54.7205019470156
RIPK1	14	2	5	2	14	5	7	6.2449979983984
RIPK2	18	11	15	11	18	15	14.6666666666667	3.51188458428425
RIPK3	0	0	0	0	0	0	0	0
RIPK4	7	6	1	1	7	6	4.66666666666667	3.21455025366432
RIPPLY2	0	0	0	0	0	0	0	0
RIPPLY3	13	2	3	2	13	3	6	6.08276253029822
RIT1	108	41	54	41	108	54	67.6666666666667	35.5293306063221
RLF	67	33	21	21	67	33	40.3333333333333	23.8607068908977
RLIM	47	21	20	20	47	21	29.3333333333333	15.3079500042734
RLN1	0	0	0	0	0	0	0	0
RLN2	0	0	0	0	0	0	0	0
RLTPR	0	0	0	0	0	0	0	0
RMDN1	112	44	55	44	112	55	70.3333333333333	36.5011415346607
RMDN2	23	9	12	9	23	12	14.6666666666667	7.37111479583199
RMDN3	11	4	9	4	11	9	8	3.60555127546399
RMI1	30	11	4	4	30	11	15	13.4536240470737
RMI2	0	0	0	0	0	0	0	0
RMND1	86	34	41	34	86	41	53.6666666666667	28.2193786843958
RMND5A	19	16	20	16	20	19	18.3333333333333	2.08166599946613
RMND5B	7	2	6	2	7	6	5	2.64575131106459
RNA45S5	130	38	55	38	130	55	74.3333333333333	48.9523577913601
RNASE1	22	17	19	17	22	19	19.3333333333333	2.51661147842358
RNASE13	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RNASE4	264	102	130	102	264	130	165.333333333333	86.5871430024882
RNASE6	0	0	0	0	0	0	0	0
RNASEH1	102	51	43	43	102	51	65.3333333333333	32.0052079095471
RNASEH2A	5	3	5	3	5	5	4.33333333333333	1.15470053837925
RNASEH2B	13	3	6	3	13	6	7.33333333333333	5.13160143944688
RNASEH2B-AS1	0	0	0	0	0	0	0	0
RNASEH2C	36	13	20	13	36	20	23	11.7898261225516
RNASEK	85	28	33	28	85	33	48.6666666666667	31.5647482697603
RNASEL	26	11	15	11	26	15	17.3333333333333	7.76745346515403
RNASET2	18	3	6	3	18	6	9	7.93725393319377
RND1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RND2	9	3	0	0	9	3	4	4.58257569495584
RND3	291	123	150	123	291	150	188	90.2164064901723
RNF10	63	34	25	25	63	34	40.6666666666667	19.8578280114753
RNF103	17	12	18	12	18	17	15.6666666666667	3.21455025366432
RNF103-CHMP3	0	0	0	0	0	0	0	0
RNF11	127	62	59	59	127	62	82.6666666666667	38.4230833397495
RNF111	20	6	12	6	20	12	12.6666666666667	7.02376916856849
RNF112	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RNF113A	48	19	37	19	48	37	34.6666666666667	14.6401275039985
RNF113B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RNF114	20	9	13	9	20	13	14	5.56776436283002
RNF115	14	6	11	6	14	11	10.3333333333333	4.04145188432738
RNF121	93	40	32	32	93	40	55	33.1511689085016
RNF122	4	0	2	0	4	2	2	2
RNF123	14	5	3	3	14	5	7.33333333333333	5.85946527708232
RNF125	22	2	7	2	22	7	10.3333333333333	10.4083299973307
RNF126	8	5	6	5	8	6	6.33333333333333	1.52752523165195
RNF128	0	0	0	0	0	0	0	0
RNF13	180	67	90	67	180	90	112.333333333333	59.7187854308285
RNF130	38	14	15	14	38	15	22.3333333333333	13.5769412362775
RNF135	6	3	5	3	6	5	4.66666666666667	1.52752523165195
RNF138	19	14	13	13	19	14	15.3333333333333	3.21455025366432
RNF138P1	33	14	10	10	33	14	19	12.2882057274445
RNF139	17	16	17	16	17	17	16.6666666666667	0.577350269189626
RNF14	165	62	86	62	165	86	104.333333333333	53.8918670425634
RNF141	96	42	51	42	96	51	63	28.9309522829789
RNF144A	4	2	4	2	4	4	3.33333333333333	1.15470053837925
RNF144A-AS1	7	6	1	1	7	6	4.66666666666667	3.21455025366432
RNF144B	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RNF145	44	18	19	18	44	19	27	14.7309198626562
RNF146	63	30	25	25	63	30	39.3333333333333	20.6478408879314
RNF148	0	0	0	0	0	0	0	0
RNF149	14	2	16	2	16	14	10.6666666666667	7.57187779440036
RNF150	7	3	3	3	7	3	4.33333333333333	2.3094010767585
RNF151	0	0	0	0	0	0	0	0
RNF152	3	0	0	0	3	0	1	1.73205080756888
RNF157	12	4	2	2	12	4	6	5.29150262212918
RNF165	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RNF166	5	0	1	0	5	1	2	2.64575131106459
RNF167	25	10	10	10	25	10	15	8.66025403784439
RNF168	36	23	18	18	36	23	25.6666666666667	9.29157324317757
RNF169	4	1	5	1	5	4	3.33333333333333	2.08166599946613
RNF170	74	33	25	25	74	33	44	26.2868788561898
RNF175	0	0	0	0	0	0	0	0
RNF180	14	3	4	3	14	4	7	6.08276253029822
RNF181	751	330	494	330	751	494	525	212.205089477138
RNF182	2	0	1	0	2	1	1	1
RNF183	0	0	0	0	0	0	0	0
RNF185	95	34	53	34	95	53	60.6666666666667	31.2143129562919
RNF187	65	15	31	15	65	31	37	25.5342906696074
RNF19A	55	12	31	12	55	31	32.6666666666667	21.548395145192
RNF19B	7	3	5	3	7	5	5	2
RNF2	25	11	14	11	25	14	16.6666666666667	7.37111479583199
RNF20	120	41	59	41	120	59	73.3333333333333	41.4045086111807
RNF207	5	3	0	0	5	3	2.66666666666667	2.51661147842358
RNF208	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RNF212	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RNF213	106	46	43	43	106	46	65	35.5387112878337
RNF214	21	8	20	8	21	20	16.3333333333333	7.23417813807024
RNF215	2	0	1	0	2	1	1	1
RNF216	74	22	29	22	74	29	41.6666666666667	28.2193786843958
RNF216P1	65	25	34	25	65	34	41.3333333333333	20.9841209807162
RNF217	2	1	2	1	2	2	1.66666666666667	0.577350269189626
RNF219	45	19	23	19	45	23	29	14
RNF220	8	3	7	3	8	7	6	2.64575131106459
RNF222	4	4	1	1	4	4	3	1.73205080756888
RNF24	20	12	15	12	20	15	15.6666666666667	4.04145188432738
RNF25	10	4	7	4	10	7	7	3
RNF26	9	7	6	6	9	7	7.33333333333333	1.52752523165195
RNF31	3	0	2	0	3	2	1.66666666666667	1.52752523165195
RNF32	2	1	0	0	2	1	1	1
RNF34	49	31	34	31	49	34	38	9.64365076099295
RNF38	6	4	2	2	6	4	4	2
RNF39	0	0	0	0	0	0	0	0
RNF4	152	58	65	58	152	65	91.6666666666667	52.3672925912094
RNF40	7	9	8	7	9	8	8	1
RNF41	199	70	66	66	199	70	111.666666666667	75.6593241665119
RNF43	0	0	0	0	0	0	0	0
RNF44	3	1	3	1	3	3	2.33333333333333	1.15470053837925
RNF5	11	5	4	4	11	5	6.66666666666667	3.78593889720018
RNF6	56	18	17	17	56	18	30.3333333333333	22.2336081942031
RNF7	414	182	243	182	414	243	279.666666666667	120.267756831718
RNF8	35	9	18	9	35	18	20.6666666666667	13.2035348802256
RNFT1	24	18	16	16	24	18	19.3333333333333	4.16333199893227
RNFT2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
RNGTT	22	7	7	7	22	7	12	8.66025403784439
RNH1	289	116	147	116	289	147	184	92.2442410126508
RNLS	15	7	9	7	15	9	10.3333333333333	4.16333199893227
RNMT	154	54	94	54	154	94	100.666666666667	50.3322295684717
RNMTL1	14	3	6	3	14	6	7.66666666666667	5.68624070307733
RNPC3	56	22	23	22	56	23	33.6666666666667	19.3476958145753
RNPEP	61	29	38	29	61	38	42.6666666666667	16.5025250593154
RNPEPL1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
RNPS1	76	24	29	24	76	29	43	28.6879765755621
ROBO1	19	10	9	9	19	10	12.6666666666667	5.5075705472861
ROBO3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
ROBO4	0	0	0	0	0	0	0	0
ROCK1	75	25	21	21	75	25	40.3333333333333	30.0887575903914
ROCK1P1	0	0	0	0	0	0	0	0
ROCK2	87	30	29	29	87	30	48.6666666666667	33.2014055927356
ROGDI	5	2	0	0	5	2	2.33333333333333	2.51661147842358
ROM1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ROMO1	1122	487	597	487	1122	597	735.333333333333	339.349868621359
ROPN1B	0	0	0	0	0	0	0	0
ROPN1L	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ROPN1L-AS1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
ROR1	81	44	28	28	81	44	51	27.1845544381364
ROR2	7	1	0	0	7	1	2.66666666666667	3.78593889720018
RORA	27	13	6	6	27	13	15.3333333333333	10.6926766215636
RORB	0	0	0	0	0	0	0	0
RORC	0	0	0	0	0	0	0	0
ROS1	0	0	0	0	0	0	0	0
RP2	50	18	14	14	50	18	27.3333333333333	19.731531449265
RP9	5	3	4	3	5	4	4	1
RP9P	18	6	2	2	18	6	8.66666666666667	8.32666399786453
RPA1	40	8	6	6	40	8	18	19.0787840283389
RPA2	125	59	59	59	125	59	81	38.1051177665153
RPA3	115	32	64	32	115	64	70.3333333333333	41.8608807042247
RPA4	0	0	0	0	0	0	0	0
RPAIN	281	115	153	115	281	153	183	86.9712596206356
RPAP1	4	4	3	3	4	4	3.66666666666667	0.577350269189626
RPAP2	45	14	23	14	45	23	27.3333333333333	15.9478316185409
RPAP3	59	19	28	19	59	28	35.3333333333333	20.9841209807162
RPE	47	23	22	22	47	23	30.6666666666667	14.1539158303748
RPE65	0	0	0	0	0	0	0	0
RPF1	76	32	34	32	76	34	47.3333333333333	24.8461935381123
RPF2	140	46	69	46	140	69	85	49
RPGR	19	6	6	6	19	6	10.3333333333333	7.50555349946513
RPGRIP1	0	0	0	0	0	0	0	0
RPGRIP1L	67	23	24	23	67	24	38	25.1197133741609
RPH3AL	21	8	10	8	21	10	13	7
RPIA	9	4	2	2	9	4	5	3.60555127546399
RPL10	16803	6315	8805	6315	16803	8805	10641	5479.75437405729
RPL10A	5492	2032	3157	2032	5492	3157	3560.33333333333	1764.91029044916
RPL11	8900	3170	5053	3170	8900	5053	5707.66666666667	2920.55925009806
RPL12	8738	3127	5397	3127	8738	5397	5754	2822.48418950399
RPL13	2333	824	1254	824	2333	1254	1470.33333333333	777.412588869857
RPL13A	2159	785	1212	785	2159	1212	1385.33333333333	703.208598733927
RPL13AP17	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RPL13AP20	0	0	0	0	0	0	0	0
RPL13AP3	0	0	0	0	0	0	0	0
RPL13AP6	0	0	0	0	0	0	0	0
RPL13P5	2	2	0	0	2	2	1.33333333333333	1.15470053837925
RPL14	3518	1051	1750	1051	3518	1750	2106.33333333333	1271.5157621254
RPL15	13699	5634	7865	5634	13699	7865	9066	4164.4755972391
RPL17	1108	329	580	329	1108	580	672.333333333333	397.62335612151
RPL17-C18orf32	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RPL18	1250	261	651	261	1250	651	720.666666666667	498.166973346621
RPL18A	10750	4544	6036	4544	10750	6036	7110	3239.40056183239
RPL19	7583	2759	4045	2759	7583	4045	4795.66666666667	2498.07312409652
RPL19P12	0	0	0	0	0	0	0	0
RPL21	232	90	148	90	232	148	156.666666666667	71.3956114430946
RPL21P28	17	10	7	7	17	10	11.3333333333333	5.13160143944688
RPL21P44	1	2	2	1	2	2	1.66666666666667	0.577350269189626
RPL22	3652	1256	1944	1256	3652	1944	2284	1233.65473289734
RPL22L1	129	36	65	36	129	65	76.6666666666667	47.5850116458253
RPL23	3422	1201	2038	1201	3422	2038	2220.33333333333	1121.67033184146
RPL23A	7963	3096	4488	3096	7963	4488	5182.33333333333	2506.69031460476
RPL23AP32	3	2	1	1	3	2	2	1
RPL23AP53	49	24	15	15	49	24	29.3333333333333	17.6162803489651
RPL23AP64	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RPL23AP7	13	5	7	5	13	7	8.33333333333333	4.16333199893227
RPL23AP82	49	7	25	7	49	25	27	21.0713075057055
RPL24	4556	1311	2572	1311	4556	2572	2813	1635.86888227633
RPL26	10151	3382	5825	3382	10151	5825	6452.66666666667	3427.87315012288
RPL26L1	405	141	231	141	405	231	259	134.208792558461
RPL27	5806	1974	3082	1974	5806	3082	3620.66666666667	1971.97295451366
RPL27A	6297	2055	3423	2055	6297	3423	3925	2165.0967645812
RPL28	3824	1869	1583	1583	3824	1869	2425.33333333333	1219.69272086593
RPL29	4385	1670	2504	1670	4385	2504	2853	1390.7397312222
RPL29P2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RPL3	21581	8818	11734	8818	21581	11734	14044.3333333333	6687.80773746774
RPL30	5324	1645	2764	1645	5324	2764	3244.33333333333	1885.94812583309
RPL31	13162	4828	8010	4828	13162	8010	8666.66666666667	4205.62686568047
RPL31P11	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RPL32	14830	5365	8301	5365	14830	8301	9498.66666666667	4844.82820472856
RPL32P3	8	6	7	6	8	7	7	1
RPL34	18867	7673	11509	7673	18867	11509	12683	5688.59525717905
RPL34-AS1	4	3	1	1	4	3	2.66666666666667	1.52752523165195
RPL35	9504	3632	5346	3632	9504	5346	6160.66666666667	3019.57899935295
RPL35A	8832	3368	4914	3368	8832	4914	5704.66666666667	2816.5030327222
RPL36	7964	2891	4336	2891	7964	4336	5063.66666666667	2613.60982806029
RPL36A	452	130	277	130	452	277	286.333333333333	161.202770861215
RPL36A-HNRNPH2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RPL36AL	1912	718	1036	718	1912	1036	1222	618.349415783665
RPL37	4337	1387	2397	1387	4337	2397	2707	1499.2331373072
RPL37A	5930	2059	3269	2059	5930	3269	3752.66666666667	1980.30561614447
RPL38	2679	886	1520	886	2679	1520	1695	909.219995380656
RPL39	8283	2815	4849	2815	8283	4849	5315.66666666667	2763.7093431353
RPL39L	16	8	5	5	16	8	9.66666666666667	5.68624070307733
RPL3L	0	0	0	0	0	0	0	0
RPL4	5897	2204	3066	2204	5897	3066	3722.33333333333	1932.00474464566
RPL41	33022	13031	19360	13031	33022	19360	21804.3333333333	10217.1960113004
RPL5	3675	1211	2089	1211	3675	2089	2325	1248.83785977204
RPL6	8526	2951	4927	2951	8526	4927	5468	2826.59990094106
RPL7	15133	5990	8658	5990	15133	8658	9927	4701.74254931084
RPL7A	5210	1472	2735	1472	5210	2735	3139	1901.46601336968
RPL7L1	146	58	74	58	146	74	92.6666666666667	46.8757222166585
RPL8	2908	1017	1611	1017	2908	1611	1845.33333333333	967.033780864626
RPL9	5247	1734	2765	1734	5247	2765	3248.66666666667	1805.75256702942
RPLP0	15263	5631	7694	5631	15263	7694	9529.33333333333	5071.50789542256
RPLP0P2	10	8	5	5	10	8	7.66666666666667	2.51661147842358
RPLP1	37781	14024	22113	14024	37781	22113	24639.3333333333	12078.308339057
RPLP2	7737	2276	4410	2276	7737	4410	4807.66666666667	2752.13268817718
RPN1	94	71	57	57	94	71	74	18.6815416922694
RPN2	1075	471	515	471	1075	515	687	336.737286322736
RPP14	65	24	34	24	65	34	41	21.3775583264319
RPP21	12	5	7	5	12	7	8	3.60555127546399
RPP25	12	3	3	3	12	3	6	5.19615242270663
RPP25L	26	7	16	7	26	16	16.3333333333333	9.50438495292217
RPP30	179	63	87	63	179	87	109.666666666667	61.2318000170935
RPP38	42	11	29	11	42	29	27.3333333333333	15.5670592384475
RPP40	27	15	15	15	27	15	19	6.92820323027551
RPPH1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
RPRD1A	24	13	6	6	24	13	14.3333333333333	9.07377172587747
RPRD1B	11	7	8	7	11	8	8.66666666666667	2.08166599946613
RPRD2	25	12	15	12	25	15	17.3333333333333	6.80685928555405
RPRML	19	5	3	3	19	5	9	8.71779788708135
RPS10	345	116	217	116	345	217	226	114.764977236089
RPS10P7	0	0	0	0	0	0	0	0
RPS11	4384	1477	2470	1477	4384	2470	2777	1477.61598529523
RPS12	18224	5522	12714	5522	18224	12714	12153.3333333333	6369.53383956262
RPS13	9595	3634	5636	3634	9595	5636	6288.33333333333	3033.5679213318
RPS14	16935	7619	10063	7619	16935	10063	11539	4830.20662083932
RPS14P3	7	3	3	3	7	3	4.33333333333333	2.3094010767585
RPS15	2722	846	1294	846	2722	1294	1620.66666666667	979.733297042278
RPS15A	9284	3079	5594	3079	9284	5594	5985.66666666667	3120.9867563534
RPS15AP10	2	1	0	0	2	1	1	1
RPS16	5708	2000	2869	2000	5708	2869	3525.66666666667	1939.25870716966
RPS16P5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RPS17	4	2	13	2	13	4	6.33333333333333	5.85946527708232
RPS18	20881	8539	11947	8539	20881	11947	13789	6373.85001392408
RPS18P9	3	1	1	1	3	1	1.66666666666667	1.15470053837925
RPS19	28583	12532	16865	12532	28583	16865	19326.6666666667	8303.8245606066
RPS19BP1	46	24	29	24	46	29	33	11.5325625946708
RPS2	1322	565	724	565	1322	724	870.333333333333	399.152017824454
RPS20	5693	1852	3226	1852	5693	3226	3590.33333333333	1946.24621601002
RPS21	2893	961	1543	961	2893	1543	1799	991.114524159544
RPS23	10938	6944	11288	6944	11288	10938	9723.33333333333	2413.32661140869
RPS24	5517	1866	2766	1866	5517	2766	3383	1902.09542347381
RPS25	6582	2388	3651	2388	6582	3651	4207	2151.57175106944
RPS26	1447	530	771	530	1447	771	916	475.385107044804
RPS26P11	0	0	0	0	0	0	0	0
RPS27	17537	6881	10408	6881	17537	10408	11608.6666666667	5428.51584996611
RPS27A	10337	3172	6267	3172	10337	6267	6592	3593.5393416519
RPS27L	3800	1643	2309	1643	3800	2309	2584	1104.48223163616
RPS28	10692	3507	7004	3507	10692	7004	7067.66666666667	3592.9230903727
RPS29	6581	2244	3832	2244	6581	3832	4219	2194.2467955998
RPS2P32	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RPS3	9235	3216	4436	3216	9235	4436	5629	3181.90618969196
RPS3A	10171	3712	5664	3712	10171	5664	6515.66666666667	3312.65336751875
RPS4X	9490	3416	5362	3416	9490	5362	6089.33333333333	3101.63333315422
RPS4Y1	2734	1158	1595	1158	2734	1595	1829	813.640584041873
RPS5	6788	2829	3968	2829	6788	3968	4528.33333333333	2038.11195309123
RPS6	19690	7856	11244	7856	19690	11244	12930	6094.49226761344
RPS6KA1	0	0	0	0	0	0	0	0
RPS6KA2	87	47	36	36	87	47	56.6666666666667	26.8390263112009
RPS6KA2-IT1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RPS6KA3	39	23	11	11	39	23	24.3333333333333	14.047538337137
RPS6KA4	3	0	1	0	3	1	1.33333333333333	1.52752523165195
RPS6KA5	4	0	0	0	4	0	1.33333333333333	2.3094010767585
RPS6KA6	13	3	4	3	13	4	6.66666666666667	5.5075705472861
RPS6KB1	34	11	14	11	34	14	19.6666666666667	12.5033328890074
RPS6KB2	3	0	0	0	3	0	1	1.73205080756888
RPS6KC1	21	11	3	3	21	11	11.6666666666667	9.01849950564579
RPS6KL1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RPS7	4590	1729	2545	1729	4590	2545	2954.66666666667	1473.8386388385
RPS8	8725	2978	4713	2978	8725	4713	5472	2947.72166257264
RPS9	2851	920	1869	920	2851	1869	1880	965.546995231201
RPSA	6	1	0	0	6	1	2.33333333333333	3.21455025366432
RPSAP52	4	2	0	0	4	2	2	2
RPSAP58	0	0	0	0	0	0	0	0
RPSAP9	7	2	2	2	7	2	3.66666666666667	2.88675134594813
RPTOR	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RPUSD1	5	1	2	1	5	2	2.66666666666667	2.08166599946613
RPUSD2	6	3	1	1	6	3	3.33333333333333	2.51661147842358
RPUSD3	9	0	4	0	9	4	4.33333333333333	4.50924975282289
RPUSD4	32	14	9	9	32	14	18.3333333333333	12.0968315410827
RQCD1	34	12	20	12	34	20	22	11.13552872566
RRAD	0	0	1	0	1	0	0.333333333333333	0.577350269189626
RRAGA	59	29	38	29	59	38	42	15.3948043183407
RRAGB	45	24	29	24	45	29	32.6666666666667	10.9696551146029
RRAGC	35	21	11	11	35	21	22.3333333333333	12.0554275466834
RRAGD	9	4	7	4	9	7	6.66666666666667	2.51661147842358
RRAS	108	39	66	39	108	66	71	34.7706773014274
RRAS2	24	18	10	10	24	18	17.3333333333333	7.02376916856849
RRBP1	371	106	138	106	371	138	205	144.647848238403
RREB1	17	10	9	9	17	10	12	4.35889894354067
RRM1	61	27	35	27	61	35	41	17.7763888346312
RRM2	7	5	4	4	7	5	5.33333333333333	1.52752523165195
RRM2B	181	57	86	57	181	86	108	64.8613906727261
RRN3	34	13	13	13	34	13	20	12.1243556529821
RRN3P1	0	0	0	0	0	0	0	0
RRN3P2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
RRN3P3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
RRNAD1	13	2	9	2	13	9	8	5.56776436283002
RRP1	6	2	0	0	6	2	2.66666666666667	3.05505046330389
RRP12	4	4	5	4	5	4	4.33333333333333	0.577350269189626
RRP15	96	41	42	41	96	42	59.6666666666667	31.4695620136877
RRP1B	21	12	15	12	21	15	16	4.58257569495584
RRP36	24	11	14	11	24	14	16.3333333333333	6.80685928555405
RRP7A	46	25	9	9	46	25	26.6666666666667	18.5562208796224
RRP7B	2	1	2	1	2	2	1.66666666666667	0.577350269189626
RRP8	10	3	2	2	10	3	5	4.35889894354067
RRP9	11	4	0	0	11	4	5	5.56776436283002
RRS1	9	1	9	1	9	9	6.33333333333333	4.61880215351701
RSAD1	7	1	4	1	7	4	4	3
RSAD2	10	1	1	1	10	1	4	5.19615242270663
RSBN1	34	8	15	8	34	15	19	13.4536240470737
RSBN1L	12	3	12	3	12	12	9	5.19615242270663
RSBN1L-AS1	9	6	5	5	9	6	6.66666666666667	2.08166599946613
RSC1A1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RSF1	112	40	69	40	112	69	73.6666666666667	36.226141573915
RSG1	0	0	0	0	0	0	0	0
RSL1D1	1041	399	529	399	1041	529	656.333333333333	339.413219149363
RSL24D1	858	331	523	331	858	523	570.666666666667	266.713954140636
RSPH1	0	0	0	0	0	0	0	0
RSPH3	16	0	4	0	16	4	6.66666666666667	8.32666399786453
RSPH4A	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RSPH9	1	2	2	1	2	2	1.66666666666667	0.577350269189626
RSPO1	1	2	0	0	2	1	1	1
RSPO2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
RSPO3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
RSPRY1	29	11	14	11	29	14	18	9.64365076099295
RSRC1	127	56	74	56	127	74	85.6666666666667	36.909799963334
RSRC2	175	59	92	59	175	92	108.666666666667	59.7689997685534
RSU1	630	295	301	295	630	301	408.666666666667	191.703764525722
RSU1P2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
RTBDN	2	2	1	1	2	2	1.66666666666667	0.577350269189626
RTCA	60	37	20	20	60	37	39	20.0748598998847
RTCB	199	80	82	80	199	82	120.333333333333	68.1346705674382
RTDR1	0	0	0	0	0	0	0	0
