Gene	LOP.A.4.8.1.B2	LOP.A.4.9.1.B3	LOP.A.8.11.1.G8	Min	Max	Median	Mean	Std
SLC30A4	6	3	5	3	6	5	4.66666666666667	1.52752523165195
SLC30A5	41	22	24	22	41	24	29	10.4403065089106
SLC30A6	23	29	23	23	29	23	25	3.46410161513775
SLC30A7	69	59	53	53	69	59	60.3333333333333	8.08290376865476
SLC30A8	1	1	1	1	1	1	1	0
SLC30A9	35	30	43	30	43	35	36	6.557438524302
SLC31A1	93	87	98	87	98	93	92.6666666666667	5.5075705472861
SLC31A2	18	9	19	9	19	18	15.3333333333333	5.5075705472861
SLC33A1	36	20	26	20	36	26	27.3333333333333	8.08290376865476
SLC34A2	0	0	0	0	0	0	0	0
SLC34A3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLC35A1	52	31	56	31	56	52	46.3333333333333	13.4288247189891
SLC35A2	10	3	7	3	10	7	6.66666666666667	3.51188458428425
SLC35A3	39	30	39	30	39	39	36	5.19615242270663
SLC35A4	46	33	45	33	46	45	41.3333333333333	7.23417813807024
SLC35A5	34	37	29	29	37	34	33.3333333333333	4.04145188432738
SLC35B1	53	48	48	48	53	48	49.6666666666667	2.88675134594813
SLC35B2	24	5	14	5	24	14	14.3333333333333	9.50438495292217
SLC35B3	36	22	22	22	36	22	26.6666666666667	8.08290376865476
SLC35B4	24	19	13	13	24	19	18.6666666666667	5.5075705472861
SLC35C1	5	8	5	5	8	5	6	1.73205080756888
SLC35C2	15	7	8	7	15	8	10	4.35889894354067
SLC35D1	13	8	7	7	13	8	9.33333333333333	3.21455025366432
SLC35D2	2	3	3	2	3	3	2.66666666666667	0.577350269189626
SLC35E1	61	32	46	32	61	46	46.3333333333333	14.5028732785381
SLC35E2	18	16	18	16	18	18	17.3333333333333	1.15470053837925
SLC35E2B	1	2	2	1	2	2	1.66666666666667	0.577350269189626
SLC35E3	11	7	18	7	18	11	12	5.56776436283002
SLC35E4	2	1	0	0	2	1	1	1
SLC35F1	1	2	5	1	5	2	2.66666666666667	2.08166599946613
SLC35F2	3	4	1	1	4	3	2.66666666666667	1.52752523165195
SLC35F5	12	9	8	8	12	9	9.66666666666667	2.08166599946613
SLC35F6	48	47	45	45	48	47	46.6666666666667	1.52752523165195
SLC35G1	0	0	0	0	0	0	0	0
SLC35G2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
SLC35G3	0	0	0	0	0	0	0	0
SLC35G5	0	0	0	0	0	0	0	0
SLC36A1	10	3	2	2	10	3	5	4.35889894354067
SLC36A2	6	10	5	5	10	6	7	2.64575131106459
SLC36A3	0	0	0	0	0	0	0	0
SLC36A4	3	7	3	3	7	3	4.33333333333333	2.3094010767585
SLC37A1	0	0	0	0	0	0	0	0
SLC37A2	0	0	0	0	0	0	0	0
SLC37A3	14	9	13	9	14	13	12	2.64575131106459
SLC37A4	6	7	7	6	7	7	6.66666666666667	0.577350269189626
SLC38A1	110	68	102	68	110	102	93.3333333333333	22.300971578237
SLC38A10	14	16	17	14	17	16	15.6666666666667	1.52752523165195
SLC38A11	0	0	0	0	0	0	0	0
SLC38A2	328	252	256	252	328	256	278.666666666667	42.7707064862545
SLC38A3	0	0	0	0	0	0	0	0
SLC38A4	2	1	1	1	2	1	1.33333333333333	0.577350269189626
SLC38A5	0	0	0	0	0	0	0	0
SLC38A6	29	23	32	23	32	29	28	4.58257569495584
SLC38A7	5	5	8	5	8	5	6	1.73205080756888
SLC38A9	8	10	19	8	19	10	12.3333333333333	5.85946527708231
SLC39A1	33	16	25	16	33	25	24.6666666666667	8.50490054811538
SLC39A10	35	34	36	34	36	35	35	1
SLC39A11	5	6	6	5	6	6	5.66666666666667	0.577350269189626
SLC39A12	0	0	0	0	0	0	0	0
SLC39A13	10	11	16	10	16	11	12.3333333333333	3.21455025366432
SLC39A14	65	49	64	49	65	64	59.3333333333333	8.9628864398325
SLC39A2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC39A3	30	22	27	22	30	27	26.3333333333333	4.04145188432738
SLC39A4	2	1	0	0	2	1	1	1
SLC39A6	50	34	35	34	50	35	39.6666666666667	8.9628864398325
SLC39A7	48	33	40	33	48	40	40.3333333333333	7.50555349946513
SLC39A8	2	1	1	1	2	1	1.33333333333333	0.577350269189626
SLC39A9	57	52	54	52	57	54	54.3333333333333	2.51661147842358
SLC3A1	0	0	0	0	0	0	0	0
SLC3A2	39	33	48	33	48	39	40	7.54983443527075
SLC40A1	108	67	74	67	108	74	83	21.9317121994613
SLC41A1	10	1	12	1	12	10	7.66666666666667	5.85946527708232
SLC41A2	10	6	3	3	10	6	6.33333333333333	3.51188458428425
SLC41A3	13	9	10	9	13	10	10.6666666666667	2.08166599946613
SLC43A1	1	0	2	0	2	1	1	1
SLC43A2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC43A3	5	5	5	5	5	5	5	0
SLC44A1	28	31	21	21	31	28	26.6666666666667	5.13160143944688
SLC44A2	30	14	12	12	30	14	18.6666666666667	9.8657657246325
SLC44A3	1	3	0	0	3	1	1.33333333333333	1.52752523165195
SLC44A4	2	0	1	0	2	1	1	1
SLC44A5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC45A1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SLC45A2	0	0	0	0	0	0	0	0
SLC45A3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SLC45A4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC46A1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC46A2	0	0	0	0	0	0	0	0
SLC46A3	14	10	9	9	14	10	11	2.64575131106459
SLC47A1	0	0	0	0	0	0	0	0
SLC47A2	0	3	0	0	3	0	1	1.73205080756888
SLC48A1	12	17	13	12	17	13	14	2.64575131106459
SLC4A1	1	1	1	1	1	1	1	0
SLC4A10	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC4A11	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SLC4A1AP	36	29	25	25	36	29	30	5.56776436283002
SLC4A2	8	4	7	4	8	7	6.33333333333333	2.08166599946613
SLC4A3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SLC4A4	3	11	2	2	11	3	5.33333333333333	4.93288286231625
SLC4A5	12	11	12	11	12	12	11.6666666666667	0.577350269189626
SLC4A7	83	73	58	58	83	73	71.3333333333333	12.5830573921179
SLC4A8	75	64	83	64	83	75	74	9.53939201416946
SLC4A9	0	0	0	0	0	0	0	0
SLC50A1	28	21	36	21	36	28	28.3333333333333	7.50555349946513
SLC51A	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SLC52A1	1	1	3	1	3	1	1.66666666666667	1.15470053837925
SLC52A2	7	3	12	3	12	7	7.33333333333333	4.50924975282289
SLC5A1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC5A10	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SLC5A11	0	0	0	0	0	0	0	0
SLC5A12	0	0	0	0	0	0	0	0
SLC5A3	46	27	16	16	46	27	29.6666666666667	15.1767365837763
SLC5A5	4	4	4	4	4	4	4	0
SLC5A6	2	1	6	1	6	2	3	2.64575131106459
SLC5A9	0	0	0	0	0	0	0	0
SLC6A1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
SLC6A12	0	0	0	0	0	0	0	0
SLC6A13	0	0	0	0	0	0	0	0
SLC6A14	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SLC6A15	0	0	0	0	0	0	0	0
SLC6A16	0	0	0	0	0	0	0	0
SLC6A17	0	0	0	0	0	0	0	0
SLC6A2	0	0	0	0	0	0	0	0
SLC6A20	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SLC6A4	4	4	4	4	4	4	4	0
SLC6A6	30	19	12	12	30	19	20.3333333333333	9.07377172587747
SLC6A8	10	4	4	4	10	4	6	3.46410161513775
SLC6A9	2	3	0	0	3	2	1.66666666666667	1.52752523165195
SLC7A1	33	29	25	25	33	29	29	4
SLC7A10	0	0	0	0	0	0	0	0
SLC7A11	44	27	45	27	45	44	38.6666666666667	10.1159939369957
SLC7A11-AS1	0	0	0	0	0	0	0	0
SLC7A14	5	4	4	4	5	4	4.33333333333333	0.577350269189626
SLC7A2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
SLC7A4	18	11	18	11	18	18	15.6666666666667	4.04145188432738
SLC7A5	12	11	28	11	28	12	17	9.53939201416946
SLC7A5P2	10	2	6	2	10	6	6	4
SLC7A6	10	14	9	9	14	10	11	2.64575131106459
SLC7A6OS	2	2	0	0	2	2	1.33333333333333	1.15470053837925
SLC7A7	12	13	14	12	14	13	13	1
SLC7A8	2	0	2	0	2	2	1.33333333333333	1.15470053837925
SLC7A9	0	0	0	0	0	0	0	0
SLC8A1	9	16	10	9	16	10	11.6666666666667	3.78593889720018
SLC8A1-AS1	0	0	0	0	0	0	0	0
SLC8A2	0	0	0	0	0	0	0	0
SLC8A3	0	0	0	0	0	0	0	0
SLC9A1	6	10	12	6	12	10	9.33333333333333	3.05505046330389
SLC9A2	0	0	0	0	0	0	0	0
SLC9A3R1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
SLC9A3R2	6	2	6	2	6	6	4.66666666666667	2.3094010767585
SLC9A4	8	6	4	4	8	6	6	2
SLC9A5	0	0	0	0	0	0	0	0
SLC9A6	13	6	5	5	13	6	8	4.35889894354067
SLC9A7	39	40	40	39	40	40	39.6666666666667	0.577350269189626
SLC9A7P1	2	1	3	1	3	2	2	1
SLC9A8	1	0	2	0	2	1	1	1
SLC9A9	3	2	1	1	3	2	2	1
SLC9B1	0	0	0	0	0	0	0	0
SLC9B2	7	7	4	4	7	7	6	1.73205080756888
SLC9C1	0	0	0	0	0	0	0	0
SLC9C2	0	0	0	0	0	0	0	0
SLCO1A2	0	0	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	0	0	0
SLCO2A1	0	0	0	0	0	0	0	0
SLCO3A1	11	9	7	7	11	9	9	2
SLCO4A1	0	0	0	0	0	0	0	0
SLCO4C1	0	0	0	0	0	0	0	0
SLCO6A1	2	0	7	0	7	2	3	3.60555127546399
SLED1	0	0	0	0	0	0	0	0
SLFN11	42	29	32	29	42	32	34.3333333333333	6.80685928555405
SLFN12	21	15	10	10	21	15	15.3333333333333	5.5075705472861
SLFN12L	0	0	0	0	0	0	0	0
SLFN13	5	3	7	3	7	5	5	2
SLFN14	0	0	0	0	0	0	0	0
SLFN5	43	41	64	41	64	43	49.3333333333333	12.7410099024109
SLFNL1-AS1	8	2	6	2	8	6	5.33333333333333	3.05505046330389
SLIRP	599	475	693	475	693	599	589	109.343495462693
SLIT1	0	0	0	0	0	0	0	0
SLIT2	60	34	39	34	60	39	44.3333333333333	13.7961347243833
SLIT2-IT1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SLIT3	133	98	95	95	133	98	108.666666666667	21.1266025033211
SLITRK2	0	0	0	0	0	0	0	0
SLITRK3	0	0	0	0	0	0	0	0
SLITRK4	21	15	12	12	21	15	16	4.58257569495584
SLITRK5	0	0	0	0	0	0	0	0
SLITRK6	0	0	0	0	0	0	0	0
SLK	33	15	18	15	33	18	22	9.64365076099295
SLMAP	29	27	23	23	29	27	26.3333333333333	3.05505046330389
SLMO1	1	1	1	1	1	1	1	0
SLMO2	62	51	80	51	80	62	64.3333333333333	14.6401275039985
SLMO2-ATP5E	0	0	0	0	0	0	0	0
SLN	63	34	38	34	63	38	45	15.7162336455017
SLPI	6	5	7	5	7	6	6	1
SLTM	111	69	68	68	111	69	82.6666666666667	24.5424801789333
SLU7	120	102	119	102	120	119	113.666666666667	10.1159939369957
SLX4	2	1	2	1	2	2	1.66666666666667	0.577350269189626
SLX4IP	9	7	6	6	9	7	7.33333333333333	1.52752523165195
SMA4	5	4	4	4	5	4	4.33333333333333	0.577350269189626
SMA5	1	1	1	1	1	1	1	0
SMAD1	14	3	9	3	14	9	8.66666666666667	5.5075705472861
SMAD2	91	49	55	49	91	55	65	22.7156333832011
SMAD3	38	24	24	24	38	24	28.6666666666667	8.08290376865476
SMAD4	38	22	22	22	38	22	27.3333333333333	9.23760430703401
SMAD5	88	48	48	48	88	48	61.3333333333333	23.094010767585
SMAD5-AS1	4	4	4	4	4	4	4	0
SMAD6	19	7	9	7	19	9	11.6666666666667	6.42910050732864
SMAD7	16	15	18	15	18	16	16.3333333333333	1.52752523165195
SMAD9	14	13	10	10	14	13	12.3333333333333	2.08166599946613
SMAGP	9	12	7	7	12	9	9.33333333333333	2.51661147842358
SMAP1	22	21	15	15	22	21	19.3333333333333	3.78593889720018
SMAP2	13	9	8	8	13	9	10	2.64575131106459
SMARCA1	74	60	61	60	74	61	65	7.81024967590665
SMARCA2	46	31	34	31	46	34	37	7.93725393319377
SMARCA4	54	34	32	32	54	34	40	12.1655250605964
SMARCA5	87	80	63	63	87	80	76.6666666666667	12.3423390543824
SMARCAD1	30	16	19	16	30	19	21.6666666666667	7.37111479583199
SMARCAL1	18	10	17	10	18	17	15	4.35889894354067
SMARCB1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
SMARCC1	38	24	17	17	38	24	26.3333333333333	10.6926766215636
SMARCC2	65	65	70	65	70	65	66.6666666666667	2.88675134594813
SMARCD1	5	4	2	2	5	4	3.66666666666667	1.52752523165195
SMARCD2	9	2	3	2	9	3	4.66666666666667	3.78593889720018
SMARCD3	27	15	12	12	27	15	18	7.93725393319377
SMARCE1	148	100	142	100	148	142	130	26.153393661244
SMC1A	75	49	50	49	75	50	58	14.7309198626562
SMC1B	0	0	0	0	0	0	0	0
SMC2	48	25	33	25	48	33	35.3333333333333	11.6761865920913
SMC3	89	78	97	78	97	89	88	9.53939201416946
SMC4	47	22	26	22	47	26	31.6666666666667	13.4288247189891
SMC5	137	98	134	98	137	134	123	21.7025344142107
SMC5-AS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
SMC6	38	15	28	15	38	28	27	11.5325625946708
SMCHD1	23	11	22	11	23	22	18.6666666666667	6.65832811847939
SMCO2	0	0	0	0	0	0	0	0
SMCO3	1	5	6	1	6	5	4	2.64575131106459
SMCO4	8	7	3	3	8	7	6	2.64575131106459
SMCR5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SMCR7	3	3	3	3	3	3	3	0
SMCR7L	21	12	21	12	21	21	18	5.19615242270663
SMCR8	15	14	16	14	16	15	15	1
SMDT1	42	26	42	26	42	42	36.6666666666667	9.23760430703401
SMEK1	28	22	10	10	28	22	20	9.16515138991168
SMEK2	32	22	26	22	32	26	26.6666666666667	5.03322295684717
SMG1	31	17	24	17	31	24	24	7
SMG1P1	0	0	0	0	0	0	0	0
SMG5	7	3	6	3	7	6	5.33333333333333	2.08166599946613
SMG6	28	15	14	14	28	15	19	7.81024967590665
SMG7	27	18	17	17	27	18	20.6666666666667	5.5075705472861
SMG7-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SMG8	8	12	6	6	12	8	8.66666666666667	3.05505046330389
SMG9	1	2	3	1	3	2	2	1
SMIM1	0	0	0	0	0	0	0	0
SMIM10	9	7	9	7	9	9	8.33333333333333	1.15470053837925
SMIM11	80	55	68	55	80	68	67.6666666666667	12.5033328890074
SMIM12	29	28	18	18	29	28	25	6.08276253029822
SMIM13	12	11	9	9	12	11	10.6666666666667	1.52752523165195
SMIM14	123	93	115	93	123	115	110.333333333333	15.5349069303081
SMIM15	45	26	31	26	45	31	34	9.8488578017961
SMIM17	5	2	2	2	5	2	3	1.73205080756888
SMIM19	32	25	35	25	35	32	30.6666666666667	5.13160143944688
SMIM2	0	0	0	0	0	0	0	0
SMIM20	29	33	27	27	33	29	29.6666666666667	3.05505046330389
SMIM21	0	0	0	0	0	0	0	0
SMIM22	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SMIM3	21	16	28	16	28	21	21.6666666666667	6.02771377334171
SMIM4	37	38	41	37	41	38	38.6666666666667	2.08166599946613
SMIM5	0	0	0	0	0	0	0	0
SMIM7	177	150	194	150	194	177	173.666666666667	22.1885856541902
SMIM8	16	22	22	16	22	22	20	3.46410161513775
SMKR1	0	0	0	0	0	0	0	0
SMLR1	0	0	0	0	0	0	0	0
SMN1	0	0	0	0	0	0	0	0
SMN2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SMNDC1	37	29	44	29	44	37	36.6666666666667	7.50555349946513
SMO	10	1	4	1	10	4	5	4.58257569495584
SMOC1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
SMOC2	14	14	14	14	14	14	14	0
SMOX	0	0	0	0	0	0	0	0
SMPD1	15	18	16	15	18	16	16.3333333333333	1.52752523165195
SMPD2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SMPD3	0	0	0	0	0	0	0	0
SMPD4	1	2	1	1	2	1	1.33333333333333	0.577350269189626
SMPDL3A	5	8	4	4	8	5	5.66666666666667	2.08166599946613
SMPDL3B	0	0	0	0	0	0	0	0
SMR3A	0	0	0	0	0	0	0	0
SMS	63	46	48	46	63	48	52.3333333333333	9.29157324317757
SMTN	1	2	3	1	3	2	2	1
SMTNL2	0	0	0	0	0	0	0	0
SMU1	115	114	90	90	115	114	106.333333333333	14.1539158303748
SMUG1	45	37	51	37	51	45	44.3333333333333	7.02376916856849
SMURF1	13	6	7	6	13	7	8.66666666666667	3.78593889720018
SMURF2	23	15	27	15	27	23	21.6666666666667	6.11010092660779
SMYD2	12	3	8	3	12	8	7.66666666666667	4.50924975282289
SMYD3	29	29	28	28	29	29	28.6666666666667	0.577350269189626
SMYD4	12	5	13	5	13	12	10	4.35889894354067
SMYD5	5	7	7	5	7	7	6.33333333333333	1.15470053837925
SNAI1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SNAI2	26	23	13	13	26	23	20.6666666666667	6.80685928555405
SNAI3	0	0	0	0	0	0	0	0
SNAI3-AS1	1	2	5	1	5	2	2.66666666666667	2.08166599946613
SNAP23	100	85	113	85	113	100	99.3333333333333	14.0118997046558
SNAP25	0	0	0	0	0	0	0	0
SNAP29	27	13	20	13	27	20	20	7
SNAP47	8	6	10	6	10	8	8	2
SNAP91	0	0	0	0	0	0	0	0
SNAPC1	40	22	54	22	54	40	38.6666666666667	16.0416125540213
SNAPC2	5	1	1	1	5	1	2.33333333333333	2.3094010767585
SNAPC3	22	8	16	8	22	16	15.3333333333333	7.02376916856849
SNAPC4	2	2	1	1	2	2	1.66666666666667	0.577350269189626
SNAPC5	5	8	8	5	8	8	7	1.73205080756888
SNAPIN	36	23	36	23	36	36	31.6666666666667	7.50555349946513
SNCA	1	1	3	1	3	1	1.66666666666667	1.15470053837925
SNCAIP	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SNCB	3	1	0	0	3	1	1.33333333333333	1.52752523165195
SNCG	0	0	0	0	0	0	0	0
SND1	63	54	50	50	63	54	55.6666666666667	6.65832811847939
SND1-IT1	2	1	3	1	3	2	2	1
SNED1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
SNF8	82	69	57	57	82	69	69.3333333333333	12.5033328890074
SNHG1	13	9	14	9	14	13	12	2.64575131106459
SNHG10	4	5	14	4	14	5	7.66666666666667	5.5075705472861
SNHG11	5	2	6	2	6	5	4.33333333333333	2.08166599946613
SNHG12	2	3	2	2	3	2	2.33333333333333	0.577350269189626
SNHG15	12	9	31	9	31	12	17.3333333333333	11.9303534454489
SNHG16	431	352	452	352	452	431	411.666666666667	52.7288662246149
SNHG17	88	70	111	70	111	88	89.6666666666667	20.5507501890645
SNHG3	20	14	13	13	20	14	15.6666666666667	3.78593889720018
SNHG4	1	2	4	1	4	2	2.33333333333333	1.52752523165195
SNHG5	1958	1582	2091	1582	2091	1958	1877	263.990530133185
SNHG6	204	150	180	150	204	180	178	27.0554985169374
SNHG7	16	11	13	11	16	13	13.3333333333333	2.51661147842358
SNHG8	80	56	96	56	96	80	77.3333333333333	20.1328918273887
SNIP1	13	16	21	13	21	16	16.6666666666667	4.04145188432738
SNN	1	4	2	1	4	2	2.33333333333333	1.52752523165195
SNPH	3	2	1	1	3	2	2	1
SNRK	5	7	11	5	11	7	7.66666666666667	3.05505046330389
SNRK-AS1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
SNRNP200	66	60	54	54	66	60	60	6
SNRNP25	21	11	26	11	26	21	19.3333333333333	7.63762615825973
SNRNP27	129	104	141	104	141	129	124.666666666667	18.8767935130237
SNRNP35	34	16	27	16	34	27	25.6666666666667	9.07377172587747
SNRNP40	14	14	18	14	18	14	15.3333333333333	2.3094010767585
SNRNP48	14	5	11	5	14	11	10	4.58257569495584
SNRNP70	7	11	8	7	11	8	8.66666666666667	2.08166599946613
SNRPA	2	2	3	2	3	2	2.33333333333333	0.577350269189626
SNRPA1	43	20	39	20	43	39	34	12.2882057274445
SNRPB	26	18	20	18	26	20	21.3333333333333	4.16333199893227
SNRPB2	230	208	223	208	230	223	220.333333333333	11.2398102000582
SNRPC	299	235	327	235	327	299	287	47.1593044902064
SNRPD1	226	175	235	175	235	226	212	32.3573793747269
SNRPD2	1133	864	1136	864	1136	1133	1044.33333333333	156.180451188148
SNRPD3	1	1	2	1	2	1	1.33333333333333	0.577350269189626
SNRPE	354	265	356	265	356	354	325	51.9711458407451
SNRPF	170	158	184	158	184	170	170.666666666667	13.0128141972954
SNRPG	502	357	494	357	502	494	451	81.504601097116
SNRPN	1	3	4	1	4	3	2.66666666666667	1.52752523165195
SNTA1	8	6	6	6	8	6	6.66666666666667	1.15470053837925
SNTB1	6	3	6	3	6	6	5	1.73205080756888
SNTB2	32	33	30	30	33	32	31.6666666666667	1.52752523165195
SNTG2	0	0	0	0	0	0	0	0
SNTN	4	0	1	0	4	1	1.66666666666667	2.08166599946613
SNUPN	51	39	40	39	51	40	43.3333333333333	6.65832811847939
SNURF	1	0	3	0	3	1	1.33333333333333	1.52752523165195
SNW1	133	138	156	133	156	138	142.333333333333	12.0968315410827
SNX1	31	35	28	28	35	31	31.3333333333333	3.51188458428425
SNX10	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SNX11	19	14	16	14	19	16	16.3333333333333	2.51661147842358
SNX12	21	19	15	15	21	19	18.3333333333333	3.05505046330389
SNX13	21	13	19	13	21	19	17.6666666666667	4.16333199893227
SNX14	18	19	20	18	20	19	19	1
SNX15	1	3	2	1	3	2	2	1
SNX16	6	2	7	2	7	6	5	2.64575131106459
SNX17	37	22	27	22	37	27	28.6666666666667	7.63762615825973
SNX18	30	19	18	18	30	19	22.3333333333333	6.65832811847939
SNX19	25	20	21	20	25	21	22	2.64575131106459
SNX2	139	93	161	93	161	139	131	34.6987031457949
SNX20	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SNX21	9	10	2	2	10	9	7	4.35889894354067
SNX22	2	1	6	1	6	2	3	2.64575131106459
SNX24	26	25	31	25	31	26	27.3333333333333	3.21455025366432
SNX25	8	7	4	4	8	7	6.33333333333333	2.08166599946613
SNX27	34	29	22	22	34	29	28.3333333333333	6.02771377334171
SNX29	9	10	8	8	10	9	9	1
SNX29P1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SNX3	149	116	135	116	149	135	133.333333333333	16.5630109984065
SNX30	33	23	27	23	33	27	27.6666666666667	5.03322295684717
SNX31	0	0	0	0	0	0	0	0
SNX32	0	0	0	0	0	0	0	0
SNX33	11	8	12	8	12	11	10.3333333333333	2.08166599946613
SNX4	34	13	29	13	34	29	25.3333333333333	10.9696551146029
SNX5	40	29	47	29	47	40	38.6666666666667	9.07377172587747
SNX6	206	160	201	160	206	201	189	25.2388589282479
SNX7	31	24	31	24	31	31	28.6666666666667	4.04145188432738
SNX8	3	6	4	3	6	4	4.33333333333333	1.52752523165195
SNX9	49	37	51	37	51	49	45.6666666666667	7.57187779440036
SOAT1	41	26	40	26	41	40	35.6666666666667	8.38649708360608
SOBP	1	0	2	0	2	1	1	1
SOCS1	0	0	0	0	0	0	0	0
SOCS2	1	3	0	0	3	1	1.33333333333333	1.52752523165195
SOCS2-AS1	0	0	0	0	0	0	0	0
SOCS3	7	3	2	2	7	3	4	2.64575131106459
SOCS4	40	24	29	24	40	29	31	8.18535277187245
SOCS5	24	16	14	14	24	16	18	5.29150262212918
SOCS6	16	11	11	11	16	11	12.6666666666667	2.88675134594813
SOCS7	7	6	9	6	9	7	7.33333333333333	1.52752523165195
SOD1	582	475	640	475	640	582	565.666666666667	83.7038430021784
SOD2	59	35	79	35	79	59	57.6666666666667	22.0302821891444
SOD3	0	2	1	0	2	1	1	1
SOGA1	1	1	1	1	1	1	1	0
SOGA2	2	6	5	2	6	5	4.33333333333333	2.08166599946613
SOGA3	2	1	3	1	3	2	2	1
SON	488	385	436	385	488	436	436.333333333333	51.5008090551336
SORBS1	6	3	1	1	6	3	3.33333333333333	2.51661147842358
SORBS2	74	43	43	43	74	43	53.3333333333333	17.8978583448784
SORBS3	5	4	12	4	12	5	7	4.35889894354067
SORCS1	0	0	0	0	0	0	0	0
SORCS2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SORD	6	5	10	5	10	6	7	2.64575131106459
SORL1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
SORT1	43	48	24	24	48	43	38.3333333333333	12.6622799421484
SOS1	21	9	13	9	21	13	14.3333333333333	6.11010092660779
SOS2	19	13	9	9	19	13	13.6666666666667	5.03322295684717
SOST	1	0	0	0	1	0	0.333333333333333	0.577350269189626
SOSTDC1	0	0	0	0	0	0	0	0
SOWAHA	0	0	0	0	0	0	0	0
SOWAHB	0	0	0	0	0	0	0	0
SOWAHC	15	16	14	14	16	15	15	1
SOWAHD	0	0	0	0	0	0	0	0
SOX11	0	0	0	0	0	0	0	0
SOX12	5	3	2	2	5	3	3.33333333333333	1.52752523165195
SOX13	1	0	1	0	1	1	0.666666666666667	0.577350269189626
SOX15	0	0	0	0	0	0	0	0
SOX17	1	3	1	1	3	1	1.66666666666667	1.15470053837925
SOX18	0	0	0	0	0	0	0	0
SOX2	0	0	0	0	0	0	0	0
SOX2-OT	0	1	0	0	1	0	0.333333333333333	0.577350269189626
SOX30	0	0	0	0	0	0	0	0
SOX4	267	193	278	193	278	267	246	46.2276973253049
SOX5	0	0	0	0	0	0	0	0
SOX6	8	7	4	4	8	7	6.33333333333333	2.08166599946613
SOX7	0	3	2	0	3	2	1.66666666666667	1.52752523165195
SOX8	0	0	0	0	0	0	0	0
SOX9	12	7	12	7	12	12	10.3333333333333	2.88675134594813
SP1	15	12	19	12	19	15	15.3333333333333	3.51188458428425
SP100	67	51	67	51	67	67	61.6666666666667	9.23760430703401
SP110	27	11	18	11	27	18	18.6666666666667	8.02080627701064
SP140	0	0	0	0	0	0	0	0
SP140L	12	18	31	12	31	18	20.3333333333333	9.71253485622231
SP2	8	1	4	1	8	4	4.33333333333333	3.51188458428425
SP3	22	15	15	15	22	15	17.3333333333333	4.04145188432738
SP4	7	8	3	3	8	7	6	2.64575131106459
SP6	0	0	0	0	0	0	0	0
SPA17	19	10	17	10	19	17	15.3333333333333	4.72581562625261
SPAG1	5	1	1	1	5	1	2.33333333333333	2.3094010767585
SPAG16	26	19	21	19	26	21	22	3.60555127546399
SPAG17	0	0	0	0	0	0	0	0
SPAG4	23	21	25	21	25	23	23	2
SPAG5	1	1	0	0	1	1	0.666666666666667	0.577350269189626
SPAG5-AS1	0	0	0	0	0	0	0	0
SPAG6	0	1	1	0	1	1	0.666666666666667	0.577350269189626
SPAG7	16	13	19	13	19	16	16	3
SPAG8	3	1	2	1	3	2	2	1
SPAG9	56	34	34	34	56	34	41.3333333333333	12.7017059221718
SPANXA2-OT1	0	1	2	0	2	1	1	1
SPANXN3	1	2	0	0	2	1	1	1
SPARC	15475	11207	16077	11207	16077	15475	14253	2655.03069662104
SPARCL1	7	3	8	3	8	7	6	2.64575131106459
