Gene	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	Min	Max	Median	Mean	Std
TRIM17	0	0	0	0	0	0	0	0
TRIM2	14	17	26	14	26	17	19	6.2449979983984
TRIM21	3	9	15	3	15	9	9	6
TRIM22	44	48	71	44	71	48	54.3333333333333	14.5716619962629
TRIM23	7	15	10	7	15	10	10.6666666666667	4.04145188432738
TRIM24	3	4	8	3	8	4	5	2.64575131106459
TRIM25	11	10	17	10	17	11	12.6666666666667	3.78593889720018
TRIM26	3	4	9	3	9	4	5.33333333333333	3.21455025366432
TRIM27	7	7	11	7	11	7	8.33333333333333	2.3094010767585
TRIM28	8	7	8	7	8	8	7.66666666666667	0.577350269189626
TRIM29	0	0	0	0	0	0	0	0
TRIM3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TRIM31	0	0	0	0	0	0	0	0
TRIM32	10	9	19	9	19	10	12.6666666666667	5.5075705472861
TRIM33	4	4	4	4	4	4	4	0
TRIM34	3	1	1	1	3	1	1.66666666666667	1.15470053837925
TRIM35	7	2	5	2	7	5	4.66666666666667	2.51661147842358
TRIM36	0	0	0	0	0	0	0	0
TRIM37	14	12	20	12	20	14	15.3333333333333	4.16333199893227
TRIM38	22	21	37	21	37	22	26.6666666666667	8.9628864398325
TRIM39	2	6	9	2	9	6	5.66666666666667	3.51188458428425
TRIM4	7	7	8	7	8	7	7.33333333333333	0.577350269189626
TRIM41	3	1	6	1	6	3	3.33333333333333	2.51661147842358
TRIM44	34	36	46	34	46	36	38.6666666666667	6.42910050732864
TRIM45	4	2	5	2	5	4	3.66666666666667	1.52752523165195
TRIM46	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRIM47	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRIM5	13	12	17	12	17	13	14	2.64575131106459
TRIM51	0	0	0	0	0	0	0	0
TRIM52	2	1	8	1	8	2	3.66666666666667	3.78593889720018
TRIM55	0	0	0	0	0	0	0	0
TRIM56	3	3	6	3	6	3	4	1.73205080756888
TRIM58	8	5	11	5	11	8	8	3
TRIM59	14	24	25	14	25	24	21	6.08276253029822
TRIM6	1	1	1	1	1	1	1	0
TRIM60	4	2	2	2	4	2	2.66666666666667	1.15470053837925
TRIM61	2	3	2	2	3	2	2.33333333333333	0.577350269189626
TRIM62	2	2	2	2	2	2	2	0
TRIM63	0	0	0	0	0	0	0	0
TRIM65	6	6	4	4	6	6	5.33333333333333	1.15470053837925
TRIM66	10	4	7	4	10	7	7	3
TRIM67	0	0	0	0	0	0	0	0
TRIM68	12	4	13	4	13	12	9.66666666666667	4.93288286231625
TRIM69	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TRIM7	2	1	3	1	3	2	2	1
TRIM72	3	0	0	0	3	0	1	1.73205080756888
TRIM8	18	17	17	17	18	17	17.3333333333333	0.577350269189626
TRIM9	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRIO	9	2	9	2	9	9	6.66666666666667	4.04145188432738
TRIOBP	26	14	25	14	26	25	21.6666666666667	6.65832811847939
TRIP10	8	7	12	7	12	8	9	2.64575131106459
TRIP11	57	81	109	57	109	81	82.3333333333333	26.0256283945908
TRIP12	32	14	49	14	49	32	31.6666666666667	17.5023807904334
TRIP13	2	1	8	1	8	2	3.66666666666667	3.78593889720018
TRIP4	12	6	15	6	15	12	11	4.58257569495584
TRIP6	11	9	20	9	20	11	13.3333333333333	5.85946527708231
TRIQK	35	35	47	35	47	35	39	6.92820323027551
TRIT1	20	10	31	10	31	20	20.3333333333333	10.5039675043925
TRMT1	2	0	4	0	4	2	2	2
TRMT10A	5	8	10	5	10	8	7.66666666666667	2.51661147842358
TRMT10B	11	8	16	8	16	11	11.6666666666667	4.04145188432738
TRMT10C	58	48	85	48	85	58	63.6666666666667	19.1398362932741
TRMT11	23	30	50	23	50	30	34.3333333333333	14.0118997046558
TRMT112	286	330	610	286	610	330	408.666666666667	175.742235485194
TRMT12	10	7	12	7	12	10	9.66666666666667	2.51661147842358
TRMT13	5	8	7	5	8	7	6.66666666666667	1.52752523165195
TRMT1L	4	7	13	4	13	7	8	4.58257569495584
TRMT2A	1	0	3	0	3	1	1.33333333333333	1.52752523165195
TRMT2B	7	7	15	7	15	7	9.66666666666667	4.61880215351701
TRMT44	2	2	1	1	2	2	1.66666666666667	0.577350269189626
TRMT5	12	12	9	9	12	12	11	1.73205080756888
TRMT6	4	9	14	4	14	9	9	5
TRMT61A	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TRMT61B	4	7	11	4	11	7	7.33333333333333	3.51188458428425
TRMU	4	2	7	2	7	4	4.33333333333333	2.51661147842358
TRNAU1AP	24	19	27	19	27	24	23.3333333333333	4.04145188432738
TRNP1	5	2	7	2	7	5	4.66666666666667	2.51661147842358
TRNT1	25	16	32	16	32	25	24.3333333333333	8.02080627701064
TRO	9	6	15	6	15	9	10	4.58257569495584
TROAP	0	0	0	0	0	0	0	0
TROVE2	39	46	72	39	72	46	52.3333333333333	17.3877351409933
TRPA1	1	1	1	1	1	1	1	0
TRPC1	4	2	10	2	10	4	5.33333333333333	4.16333199893227
TRPC3	0	0	0	0	0	0	0	0
TRPC4	0	0	0	0	0	0	0	0
TRPC4AP	18	12	25	12	25	18	18.3333333333333	6.50640709864771
TRPC5	0	0	0	0	0	0	0	0
TRPC6	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TRPM1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRPM3	0	4	8	0	8	4	4	4
TRPM4	1	0	4	0	4	1	1.66666666666667	2.08166599946613
TRPM6	3	0	2	0	3	2	1.66666666666667	1.52752523165195
TRPM7	35	28	56	28	56	35	39.6666666666667	14.5716619962629
TRPM8	2	1	1	1	2	1	1.33333333333333	0.577350269189626
TRPS1	35	27	50	27	50	35	37.3333333333333	11.6761865920913
TRPT1	28	12	35	12	35	28	25	11.7898261225516
TRPV1	24	16	46	16	46	24	28.6666666666667	15.5349069303081
TRPV2	0	3	10	0	10	3	4.33333333333333	5.13160143944688
TRPV3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TRPV4	0	0	0	0	0	0	0	0
TRRAP	8	2	10	2	10	8	6.66666666666667	4.16333199893227
TRUB1	8	9	11	8	11	9	9.33333333333333	1.52752523165195
TRUB2	5	6	14	5	14	6	8.33333333333333	4.93288286231625
TSACC	1	0	2	0	2	1	1	1
TSC1	16	14	15	14	16	15	15	1
TSC2	1	3	5	1	5	3	3	2
TSC22D1	51	65	82	51	82	65	66	15.52417469626
TSC22D1-AS1	5	2	3	2	5	3	3.33333333333333	1.52752523165195
TSC22D2	3	7	7	3	7	7	5.66666666666667	2.3094010767585
TSC22D3	16	17	25	16	25	17	19.3333333333333	4.93288286231625
TSC22D4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSEN15	18	13	34	13	34	18	21.6666666666667	10.9696551146029
TSEN2	6	4	9	4	9	6	6.33333333333333	2.51661147842358
TSEN34	5	10	22	5	22	10	12.3333333333333	8.7368949480541
TSEN54	1	3	1	1	3	1	1.66666666666667	1.15470053837925
TSFM	24	24	58	24	58	24	35.3333333333333	19.6299091524473
TSG1	0	0	0	0	0	0	0	0
TSG101	38	35	87	35	87	38	53.3333333333333	29.1947483861967
TSGA10	0	0	0	0	0	0	0	0
TSHR	0	0	0	0	0	0	0	0
TSHZ1	1	1	1	1	1	1	1	0
TSHZ2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
TSHZ3	12	4	15	4	15	12	10.3333333333333	5.68624070307733
TSIX	11	12	20	11	20	12	14.3333333333333	4.93288286231625
TSKS	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TSKU	15	10	17	10	17	15	14	3.60555127546399
TSLP	18	24	30	18	30	24	24	6
TSN	80	82	131	80	131	82	97.6666666666667	28.8848287745199
TSNARE1	0	0	0	0	0	0	0	0
TSNAX	33	55	97	33	97	55	61.6666666666667	32.5166623953525
TSNAX-DISC1	0	0	0	0	0	0	0	0
TSNAXIP1	0	0	0	0	0	0	0	0
TSPAN1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TSPAN10	0	0	0	0	0	0	0	0
TSPAN11	0	0	0	0	0	0	0	0
TSPAN12	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TSPAN13	4	1	4	1	4	4	3	1.73205080756888
TSPAN14	3	4	5	3	5	4	4	1
TSPAN15	0	0	0	0	0	0	0	0
TSPAN16	0	0	0	0	0	0	0	0
TSPAN17	3	1	3	1	3	3	2.33333333333333	1.15470053837925
TSPAN18	0	0	0	0	0	0	0	0
TSPAN19	0	0	0	0	0	0	0	0
TSPAN2	5	4	18	4	18	5	9	7.81024967590665
TSPAN3	58	61	73	58	73	61	64	7.93725393319377
TSPAN31	17	17	19	17	19	17	17.6666666666667	1.15470053837925
TSPAN32	0	0	0	0	0	0	0	0
TSPAN33	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TSPAN4	14	13	28	13	28	14	18.3333333333333	8.38649708360608
TSPAN5	7	10	14	7	14	10	10.3333333333333	3.51188458428425
TSPAN6	51	63	104	51	104	63	72.6666666666667	27.7908857961263
TSPAN7	0	0	3	0	3	0	1	1.73205080756888
TSPAN8	3	1	2	1	3	2	2	1
TSPAN9	2	2	3	2	3	2	2.33333333333333	0.577350269189626
TSPO	137	86	182	86	182	137	135	48.0312398340913
TSPY26P	0	0	0	0	0	0	0	0
TSPYL1	31	42	65	31	65	42	46	17.3493515728975
TSPYL2	5	3	7	3	7	5	5	2
TSPYL4	11	3	15	3	15	11	9.66666666666667	6.11010092660779
TSPYL5	2	5	4	2	5	4	3.66666666666667	1.52752523165195
TSPYL6	0	0	0	0	0	0	0	0
TSR1	9	10	23	9	23	10	14	7.81024967590665
TSR2	8	6	19	6	19	8	11	7
TSR3	7	3	12	3	12	7	7.33333333333333	4.50924975282289
TSSC1	4	5	13	4	13	5	7.33333333333333	4.93288286231625
TSSC4	3	2	5	2	5	3	3.33333333333333	1.52752523165195
TSSK3	0	0	0	0	0	0	0	0
TSSK4	0	0	0	0	0	0	0	0
TSSK6	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TST	4	3	9	3	9	4	5.33333333333333	3.21455025366432
TSTA3	11	6	17	6	17	11	11.3333333333333	5.5075705472861
TSTD1	14	8	27	8	27	14	16.3333333333333	9.71253485622231
TSTD2	13	7	16	7	16	13	12	4.58257569495584
TSTD3	10	14	32	10	32	14	18.6666666666667	11.7189305541646
TTBK2	2	2	6	2	6	2	3.33333333333333	2.3094010767585
TTC1	112	114	196	112	196	114	140.666666666667	47.9305052480498
TTC12	1	0	2	0	2	1	1	1
TTC13	1	6	8	1	8	6	5	3.60555127546399
TTC14	13	23	26	13	26	23	20.6666666666667	6.80685928555405
TTC17	14	17	23	14	23	17	18	4.58257569495584
TTC18	0	3	1	0	3	1	1.33333333333333	1.52752523165195
TTC19	6	7	8	6	8	7	7	1
TTC21A	0	0	0	0	0	0	0	0
TTC21B	8	4	12	4	12	8	8	4
TTC23	5	4	8	4	8	5	5.66666666666667	2.08166599946613
TTC23L	0	0	0	0	0	0	0	0
TTC25	1	1	1	1	1	1	1	0
TTC26	3	3	11	3	11	3	5.66666666666667	4.61880215351701
TTC27	21	14	36	14	36	21	23.6666666666667	11.2398102000582
TTC28	15	10	15	10	15	15	13.3333333333333	2.88675134594813
TTC28-AS1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
TTC29	0	0	0	0	0	0	0	0
TTC3	154	131	230	131	230	154	171.666666666667	51.8105523357292
TTC30A	2	2	3	2	3	2	2.33333333333333	0.577350269189626
TTC30B	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TTC31	0	2	9	0	9	2	3.66666666666667	4.72581562625261
TTC32	3	1	7	1	7	3	3.66666666666667	3.05505046330389
TTC33	7	10	21	7	21	10	12.6666666666667	7.37111479583199
TTC37	79	78	124	78	124	79	93.6666666666667	26.2741951985847
TTC38	3	0	4	0	4	3	2.33333333333333	2.08166599946613
TTC39A	0	0	0	0	0	0	0	0
TTC39B	4	5	7	4	7	5	5.33333333333333	1.52752523165195
TTC39C	6	8	18	6	18	8	10.6666666666667	6.42910050732864
TTC3P1	3	1	2	1	3	2	2	1
TTC4	0	1	3	0	3	1	1.33333333333333	1.52752523165195
TTC40	0	0	0	0	0	0	0	0
TTC5	21	22	31	21	31	22	24.6666666666667	5.5075705472861
TTC7A	3	1	2	1	3	2	2	1
TTC7B	3	1	5	1	5	3	3	2
TTC8	22	18	41	18	41	22	27	12.2882057274445
TTC9	0	0	0	0	0	0	0	0
TTC9C	23	17	27	17	27	23	22.3333333333333	5.03322295684717
TTF1	27	18	29	18	29	27	24.6666666666667	5.85946527708232
TTF2	5	9	10	5	10	9	8	2.64575131106459
TTI1	1	1	5	1	5	1	2.33333333333333	2.3094010767585
TTI2	8	16	18	8	18	16	14	5.29150262212918
TTK	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TTL	14	4	18	4	18	14	12	7.21110255092798
TTLL1	5	7	7	5	7	7	6.33333333333333	1.15470053837925
TTLL10	0	0	0	0	0	0	0	0
TTLL11	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TTLL12	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TTLL13	0	0	0	0	0	0	0	0
TTLL3	2	4	2	2	4	2	2.66666666666667	1.15470053837925
TTLL4	0	3	1	0	3	1	1.33333333333333	1.52752523165195
TTLL5	3	0	4	0	4	3	2.33333333333333	2.08166599946613
TTLL7	7	5	8	5	8	7	6.66666666666667	1.52752523165195
TTN	3	4	8	3	8	4	5	2.64575131106459
TTN-AS1	3	2	2	2	3	2	2.33333333333333	0.577350269189626
TTPA	0	0	0	0	0	0	0	0
TTPAL	16	13	14	13	16	14	14.3333333333333	1.52752523165195
TTR	0	0	0	0	0	0	0	0
TTTY10	0	0	0	0	0	0	0	0
TTTY14	0	2	1	0	2	1	1	1
TTTY15	13	10	24	10	24	13	15.6666666666667	7.37111479583199
TTYH1	0	0	0	0	0	0	0	0
TTYH2	0	1	2	0	2	1	1	1
TTYH3	0	1	7	0	7	1	2.66666666666667	3.78593889720018
TUB	2	4	5	2	5	4	3.66666666666667	1.52752523165195
TUBA1A	326	310	655	310	655	326	430.333333333333	194.731438995693
TUBA1B	598	522	969	522	969	598	696.333333333333	239.174273978899
TUBA1C	80	68	148	68	148	80	98.6666666666667	43.1431724996358
TUBA3D	0	0	0	0	0	0	0	0
TUBA3FP	7	6	9	6	9	7	7.33333333333333	1.52752523165195
TUBA4A	54	42	107	42	107	54	67.6666666666667	34.5880518869354
TUBA8	0	0	0	0	0	0	0	0
TUBB	887	825	1593	825	1593	887	1101.66666666667	426.634894650371
TUBB1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TUBB2A	17	6	16	6	17	16	13	6.08276253029822
TUBB2B	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TUBB3	3	1	3	1	3	3	2.33333333333333	1.15470053837925
TUBB4B	25	21	36	21	36	25	27.3333333333333	7.76745346515403
TUBB6	63	52	114	52	114	63	76.3333333333333	33.0807093837683
TUBD1	10	4	15	4	15	10	9.66666666666667	5.5075705472861
TUBE1	9	7	21	7	21	9	12.3333333333333	7.57187779440036
TUBG1	21	20	32	20	32	21	24.3333333333333	6.65832811847939
TUBG2	1	3	3	1	3	3	2.33333333333333	1.15470053837925
TUBGCP2	23	21	42	21	42	23	28.6666666666667	11.5902257671425
TUBGCP3	1	3	4	1	4	3	2.66666666666667	1.52752523165195
TUBGCP4	9	11	13	9	13	11	11	2
TUBGCP5	4	4	16	4	16	4	8	6.92820323027551
TUBGCP6	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TUFM	16	15	40	15	40	16	23.6666666666667	14.1539158303748
TUFT1	9	7	12	7	12	9	9.33333333333333	2.51661147842358
TUG1	29	29	43	29	43	29	33.6666666666667	8.08290376865476
TULP1	0	0	0	0	0	0	0	0
TULP2	0	0	0	0	0	0	0	0
TULP3	22	22	38	22	38	22	27.3333333333333	9.23760430703401
TULP4	25	23	31	23	31	25	26.3333333333333	4.16333199893227
TUSC1	2	3	2	2	3	2	2.33333333333333	0.577350269189626
TUSC2	8	9	33	8	33	9	16.6666666666667	14.1539158303748
TUSC3	12	7	25	7	25	12	14.6666666666667	9.29157324317757
TUSC5	0	0	0	0	0	0	0	0
TUT1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TVP23A	0	1	3	0	3	1	1.33333333333333	1.52752523165195
TVP23B	7	9	14	7	14	9	10	3.60555127546399
TVP23C	9	13	12	9	13	12	11.3333333333333	2.08166599946613
TVP23C-CDRT4	0	0	0	0	0	0	0	0
TWF1	58	45	110	45	110	58	71	34.3947670438397
TWF2	5	3	5	3	5	5	4.33333333333333	1.15470053837925
TWIST1	9	2	19	2	19	9	10	8.54400374531753
TWIST2	5	2	4	2	5	4	3.66666666666667	1.52752523165195
TWISTNB	18	32	37	18	37	32	29	9.8488578017961
TWSG1	23	21	26	21	26	23	23.3333333333333	2.51661147842358
TXLNA	13	11	24	11	24	13	16	7
TXLNB	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TXLNG	8	9	13	8	13	9	10	2.64575131106459
TXLNG2P	6	9	9	6	9	9	8	1.73205080756888
TXN	1009	951	2052	951	2052	1009	1337.33333333333	619.598525928954
TXN2	107	117	209	107	209	117	144.333333333333	56.2257355072687
TXNDC11	1	1	6	1	6	1	2.66666666666667	2.88675134594813
TXNDC12	90	83	144	83	144	90	105.666666666667	33.3816316757185
TXNDC15	18	22	48	18	48	22	29.3333333333333	16.2890556304942
TXNDC16	6	2	8	2	8	6	5.33333333333333	3.05505046330389
TXNDC17	219	207	449	207	449	219	291.666666666667	136.386705119426
TXNDC2	0	0	0	0	0	0	0	0
TXNDC9	61	87	158	61	158	87	102	50.2095608425328
TXNIP	94	78	157	78	157	94	109.666666666667	41.7652167878168
TXNL1	24	32	53	24	53	32	36.3333333333333	14.9777612924406
TXNL4A	38	42	38	38	42	38	39.3333333333333	2.3094010767585
TXNL4B	6	7	18	6	18	7	10.3333333333333	6.65832811847939
TXNRD1	246	200	461	200	461	246	302.333333333333	139.320972338458
TXNRD2	2	1	3	1	3	2	2	1
TXNRD3	3	1	2	1	3	2	2	1
TXNRD3NB	0	0	0	0	0	0	0	0
TYK2	5	4	4	4	5	4	4.33333333333333	0.577350269189626
TYMP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TYMS	0	0	0	0	0	0	0	0
TYR	0	0	0	0	0	0	0	0
TYRO3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TYROBP	0	0	0	0	0	0	0	0
TYRP1	2	1	0	0	2	1	1	1
TYSND1	1	1	1	1	1	1	1	0
TYW1	11	10	15	10	15	11	12	2.64575131106459
TYW1B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TYW3	15	30	45	15	45	30	30	15
TYW5	13	9	21	9	21	13	14.3333333333333	6.11010092660779
U2AF1	19	26	38	19	38	26	27.6666666666667	9.60902353693305
U2AF1L4	6	11	20	6	20	11	12.3333333333333	7.09459888459759
U2AF2	2	7	5	2	7	5	4.66666666666667	2.51661147842358
U2SURP	75	92	114	75	114	92	93.6666666666667	19.55334583475
UACA	224	221	279	221	279	224	241.333333333333	32.654759734736
UAP1	81	119	177	81	177	119	125.666666666667	48.3459753581757
UAP1L1	5	8	12	5	12	8	8.33333333333333	3.51188458428425
UBA1	32	26	48	26	48	32	35.3333333333333	11.3724814061547
UBA2	17	20	25	17	25	20	20.6666666666667	4.04145188432738
UBA3	60	86	103	60	103	86	83	21.6564078277077
UBA5	17	20	14	14	20	17	17	3
UBA52	1512	1420	2753	1420	2753	1512	1895	744.472296328077
UBA6	14	18	29	14	29	18	20.3333333333333	7.76745346515403
UBA7	4	2	7	2	7	4	4.33333333333333	2.51661147842358
UBAC1	3	4	10	3	10	4	5.66666666666667	3.78593889720018
UBAC2	17	16	35	16	35	17	22.6666666666667	10.6926766215636
UBAC2-AS1	2	3	0	0	3	2	1.66666666666667	1.52752523165195
UBALD1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
UBALD2	4	2	4	2	4	4	3.33333333333333	1.15470053837925
UBAP1	5	12	11	5	12	11	9.33333333333333	3.78593889720018
UBAP1L	0	0	0	0	0	0	0	0
UBAP2	12	16	21	12	21	16	16.3333333333333	4.50924975282289
UBAP2L	23	24	44	23	44	24	30.3333333333333	11.8462370959446
UBASH3B	5	2	10	2	10	5	5.66666666666667	4.04145188432738
UBB	1229	1341	2625	1229	2625	1341	1731.66666666667	775.673470819605
UBC	1796	1705	3274	1705	3274	1796	2258.33333333333	880.76917142537
UBD	0	0	0	0	0	0	0	0
UBE2A	54	36	98	36	98	54	62.6666666666667	31.8956632370818
UBE2B	76	74	118	74	118	76	89.3333333333333	24.8461935381123
UBE2C	0	0	0	0	0	0	0	0
UBE2D1	5	2	4	2	5	4	3.66666666666667	1.52752523165195
UBE2D2	27	28	26	26	28	27	27	1
UBE2D3	148	119	236	119	236	148	167.666666666667	60.9289203361863
UBE2D4	13	5	15	5	15	13	11	5.29150262212918
UBE2E1	28	15	40	15	40	28	27.6666666666667	12.5033328890074
UBE2E2	62	70	137	62	137	70	89.6666666666667	41.1865673895426
UBE2E3	20	14	32	14	32	20	22	9.16515138991168
UBE2F	17	13	32	13	32	17	20.6666666666667	10.0166528008778
UBE2F-SCLY	0	0	0	0	0	0	0	0
UBE2G1	9	8	15	8	15	9	10.6666666666667	3.78593889720018
UBE2G2	35	28	58	28	58	35	40.3333333333333	15.6950098226581
UBE2H	22	27	42	22	42	27	30.3333333333333	10.4083299973307
UBE2I	41	29	66	29	66	41	45.3333333333333	18.8767935130237
UBE2J1	18	15	26	15	26	18	19.6666666666667	5.68624070307733
UBE2J2	4	0	5	0	5	4	3	2.64575131106459
UBE2K	30	19	40	19	40	30	29.6666666666667	10.5039675043925
UBE2L3	219	237	437	219	437	237	297.666666666667	121.001377402628
UBE2L6	58	46	89	46	89	58	64.3333333333333	22.1885856541902
UBE2M	1	4	3	1	4	3	2.66666666666667	1.52752523165195
UBE2MP1	0	0	0	0	0	0	0	0
UBE2N	128	113	218	113	218	128	153	56.7890834580027
UBE2O	3	1	2	1	3	2	2	1
UBE2Q1	17	26	23	17	26	23	22	4.58257569495584
UBE2Q2	16	16	24	16	24	16	18.6666666666667	4.61880215351701
UBE2Q2P1	12	8	7	7	12	8	9	2.64575131106459
UBE2Q2P2	1	1	1	1	1	1	1	0
UBE2Q2P3	2	2	3	2	3	2	2.33333333333333	0.577350269189626
UBE2QL1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
UBE2R2	46	26	51	26	51	46	41	13.228756555323
UBE2S	3	3	12	3	12	3	6	5.19615242270663
UBE2T	8	4	16	4	16	8	9.33333333333333	6.11010092660779
UBE2U	0	0	0	0	0	0	0	0
UBE2V1	10	15	28	10	28	15	17.6666666666667	9.29157324317757
UBE2V2	222	228	435	222	435	228	295	121.280666225083
UBE2W	65	74	124	65	124	74	87.6666666666667	31.785741037977
UBE2Z	20	35	56	20	56	35	37	18.0831413200251
UBE3A	28	10	28	10	28	28	22	10.3923048454133
UBE3B	14	14	17	14	17	14	15	1.73205080756888
UBE3C	21	14	29	14	29	21	21.3333333333333	7.50555349946513
UBE3D	6	6	11	6	11	6	7.66666666666667	2.88675134594813
UBE4A	25	23	39	23	39	25	29	8.71779788708135
UBE4B	14	9	20	9	20	14	14.3333333333333	5.5075705472861
UBFD1	17	21	34	17	34	21	24	8.88819441731559
UBIAD1	15	17	21	15	21	17	17.6666666666667	3.05505046330389
UBL3	10	12	32	10	32	12	18	12.1655250605964
UBL4A	14	4	9	4	14	9	9	5
UBL5	446	443	841	443	841	446	576.666666666667	228.92429607478
UBL7	12	6	15	6	15	12	11	4.58257569495584
UBL7-AS1	3	3	11	3	11	3	5.66666666666667	4.61880215351701
UBLCP1	28	28	59	28	59	28	38.3333333333333	17.8978583448784
UBN1	16	10	23	10	23	16	16.3333333333333	6.50640709864771
UBN2	15	15	15	15	15	15	15	0
UBOX5	9	6	13	6	13	9	9.33333333333333	3.51188458428425
UBOX5-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UBP1	10	5	12	5	12	10	9	3.60555127546399
UBQLN1	17	12	20	12	20	17	16.3333333333333	4.04145188432738
UBQLN2	12	8	13	8	13	12	11	2.64575131106459
UBQLN4	1	2	6	1	6	2	3	2.64575131106459
UBQLNL	0	0	0	0	0	0	0	0
UBR1	13	9	25	9	25	13	15.6666666666667	8.32666399786453
UBR2	22	18	22	18	22	22	20.6666666666667	2.3094010767585
UBR3	5	5	9	5	9	5	6.33333333333333	2.3094010767585
UBR4	21	18	44	18	44	21	27.6666666666667	14.2243921955679
UBR5	16	21	22	16	22	21	19.6666666666667	3.21455025366432
UBR7	5	4	7	4	7	5	5.33333333333333	1.52752523165195
UBTD1	2	1	8	1	8	2	3.66666666666667	3.78593889720018
UBTD2	5	6	17	5	17	6	9.33333333333333	6.65832811847939
UBTF	13	12	16	12	16	13	13.6666666666667	2.08166599946613
UBXN1	30	30	32	30	32	30	30.6666666666667	1.15470053837925
UBXN10	0	0	0	0	0	0	0	0
UBXN11	1	0	2	0	2	1	1	1
UBXN2A	10	9	10	9	10	10	9.66666666666667	0.577350269189626
UBXN2B	11	10	14	10	14	11	11.6666666666667	2.08166599946613
UBXN4	95	119	163	95	163	119	125.666666666667	34.4867124170068
UBXN6	12	8	21	8	21	12	13.6666666666667	6.65832811847939
UBXN7	10	6	18	6	18	10	11.3333333333333	6.11010092660779
UBXN8	22	25	29	22	29	25	25.3333333333333	3.51188458428425
UCA1	0	0	0	0	0	0	0	0
UCHL1	227	178	490	178	490	227	298.333333333333	167.78657077768
UCHL1-AS1	0	0	0	0	0	0	0	0
UCHL3	28	32	57	28	57	32	39	15.7162336455017
UCHL5	16	16	21	16	21	16	17.6666666666667	2.88675134594813
UCK1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
UCK2	10	14	30	10	30	14	18	10.5830052442584
UCKL1	3	0	8	0	8	3	3.66666666666667	4.04145188432738
UCKL1-AS1	2	0	9	0	9	2	3.66666666666667	4.72581562625261
UCMA	0	0	0	0	0	0	0	0
UCN	1	0	2	0	2	1	1	1
UCN2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UCP1	0	0	0	0	0	0	0	0
UCP2	1	0	2	0	2	1	1	1
UCP3	0	0	0	0	0	0	0	0
UEVLD	3	4	13	3	13	4	6.66666666666667	5.5075705472861
UFC1	183	169	379	169	379	183	243.666666666667	117.410959170485
UFD1L	51	69	126	51	126	69	82	39.1535439009038
UFL1	23	39	49	23	49	39	37	13.114877048604
UFM1	122	156	343	122	343	156	207	119
UFSP1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
UFSP2	37	48	69	37	69	48	51.3333333333333	16.2583311976763
UG0898H09	2	0	1	0	2	1	1	1
UGCG	5	6	6	5	6	6	5.66666666666667	0.577350269189626
UGDH	25	30	59	25	59	30	38	18.3575597506858
UGDH-AS1	44	20	38	20	44	38	34	12.4899959967968
UGGT1	46	28	86	28	86	46	53.3333333333333	29.6872587709498
UGGT2	54	41	71	41	71	54	55.3333333333333	15.0443787951957
UGP2	122	120	186	120	186	122	142.666666666667	37.5410886008029
UGT2A1	0	0	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0	0	0
UGT2B15	0	0	0	0	0	0	0	0
UGT2B7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UGT3A2	0	0	0	0	0	0	0	0
UGT8	0	0	0	0	0	0	0	0
UHMK1	23	20	46	20	46	23	29.6666666666667	14.2243921955679
UHRF1	1	0	2	0	2	1	1	1
UHRF1BP1	9	4	6	4	9	6	6.33333333333333	2.51661147842358
