Gene	TRS.A.2.6.1.A1	TRS.A.4.4.1.A11	TRS.A.5.10.1.C6	TRS.A.5.10.1.H11	TRS.A.5.10.1.H12	Min	Max	Median	Mean	Std
SCG5	13	12	13	14	6	6	14	13	11.6	3.20936130717624
SCGB1B2P	0	0	0	3	0	0	3	0	0.6	1.34164078649987
SCGB2A2	0	0	0	0	0	0	0	0	0	0
SCGB3A1	0	0	0	0	0	0	0	0	0	0
SCGB3A2	9	3	12	8	6	3	12	8	7.6	3.36154726279432
SCGN	0	0	0	0	0	0	0	0	0	0
SCHIP1	0	2	1	1	1	0	2	1	1	0.707106781186548
SCIMP	2	3	1	0	2	0	3	2	1.6	1.14017542509914
SCIN	1	2	0	2	0	0	2	1	1	1
SCLT1	13	15	7	15	7	7	15	13	11.4	4.09878030638384
SCMH1	12	14	8	8	12	8	14	12	10.8	2.68328157299975
SCML1	4	8	7	5	2	2	8	5	5.2	2.38746727726266
SCML2	6	2	7	7	1	1	7	6	4.6	2.88097205817759
SCML4	0	1	0	0	0	0	1	0	0.2	0.447213595499958
SCN11A	2	2	1	1	1	1	2	1	1.4	0.547722557505166
SCN1A	0	0	0	0	0	0	0	0	0	0
SCN1B	0	0	0	0	1	0	1	0	0.2	0.447213595499958
SCN2A	0	0	0	2	0	0	2	0	0.4	0.894427190999916
SCN2B	4	4	3	1	2	1	4	3	2.8	1.30384048104053
SCN3A	0	0	0	0	0	0	0	0	0	0
SCN3B	0	0	1	1	0	0	1	0	0.4	0.547722557505166
SCN4B	0	0	0	0	0	0	0	0	0	0
SCN5A	0	0	0	0	0	0	0	0	0	0
SCN7A	0	0	2	1	1	0	2	1	0.8	0.836660026534076
SCN8A	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SCN9A	21	57	68	56	46	21	68	56	49.6	17.7848249921106
SCNM1	18	18	11	17	11	11	18	17	15	3.67423461417477
SCNN1A	0	0	0	0	0	0	0	0	0	0
SCNN1D	2	0	0	0	0	0	2	0	0.4	0.894427190999916
SCNN1G	0	0	0	0	0	0	0	0	0	0
SCO1	9	10	13	17	2	2	17	10	10.2	5.54075807087803
SCOC	127	167	190	248	157	127	248	167	177.8	45.2956951596948
SCP2	198	345	354	448	343	198	448	345	337.6	89.4835180354461
SCP2D1	0	0	0	0	0	0	0	0	0	0
SCPEP1	58	71	96	120	92	58	120	92	87.4	23.9332404826425
SCRG1	49	102	113	133	80	49	133	102	95.4	32.2381761270702
SCRIB	6	1	2	3	3	1	6	3	3	1.87082869338697
SCRN1	37	47	45	54	31	31	54	45	42.8	8.95544527089524
SCRN2	1	0	1	0	0	0	1	0	0.4	0.547722557505166
SCRN3	6	7	13	17	9	6	17	9	10.4	4.56070170039655
SCUBE2	2	1	1	1	0	0	2	1	1	0.707106781186548
SCUBE3	4	7	4	3	7	3	7	4	5	1.87082869338697
SCYL1	6	15	12	15	6	6	15	12	10.8	4.54972526643093
SCYL2	7	14	12	17	9	7	17	12	11.8	3.96232255123179
SCYL3	4	5	4	14	1	1	14	4	5.6	4.92950301754649
SDAD1	70	70	77	69	65	65	77	70	70.2	4.32434966208793
SDC1	0	1	2	5	0	0	5	1	1.6	2.07364413533277
SDC2	68	102	101	133	79	68	133	101	96.6	25.0059992801727
SDC3	3	6	4	5	3	3	6	4	4.2	1.30384048104053
SDC4	42	45	65	53	40	40	65	45	49	10.2225241501304
SDCBP	164	196	235	308	177	164	308	196	216	57.987067523716
SDCBP2	0	0	0	0	0	0	0	0	0	0
SDCBP2-AS1	1	0	2	2	5	0	5	2	2	1.87082869338697
SDCCAG3	2	5	3	3	4	2	5	3	3.4	1.14017542509914
SDCCAG8	41	42	41	47	40	40	47	41	42.2	2.77488738510232
SDE2	23	23	28	18	16	16	28	23	21.6	4.72228758124704
SDF2	89	128	138	221	106	89	221	128	136.4	50.9931367931019
SDF2L1	11	7	14	19	9	7	19	11	12	4.69041575982343
SDF4	19	25	28	32	17	17	32	25	24.2	6.22093240599832
SDHA	5	13	11	18	12	5	18	12	11.8	4.65832587954085
SDHAF1	0	2	5	5	0	0	5	2	2.4	2.50998007960223
SDHAF2	44	86	87	77	59	44	87	77	70.6	18.6359866924185
SDHAP1	0	2	1	1	1	0	2	1	1	0.707106781186548
SDHAP2	0	1	1	4	3	0	4	1	1.8	1.6431676725155
SDHAP3	2	1	0	0	1	0	2	1	0.8	0.836660026534076
SDHB	85	100	119	165	96	85	165	100	113	31.551545128567
SDHC	84	150	209	271	150	84	271	150	172.8	70.4960991828626
SDHD	157	221	244	330	193	157	330	221	229	65.1344762779283
SDK1	0	0	0	0	0	0	0	0	0	0
SDK2	0	0	0	0	0	0	0	0	0	0
SDPR	344	388	406	410	245	245	410	388	358.6	68.6862431641155
SDR16C5	0	0	0	0	0	0	0	0	0	0
SDR39U1	0	0	0	0	0	0	0	0	0	0
SDR42E1	0	0	0	0	0	0	0	0	0	0
SDSL	3	4	4	8	4	3	8	4	4.6	1.94935886896179
SEC11A	265	285	344	396	252	252	396	285	308.4	60.3183222578347
SEC11C	17	21	16	22	18	16	22	18	18.8	2.58843582110896
SEC13	214	353	342	491	295	214	491	342	339	101.081650164607
SEC14L1	10	12	13	15	2	2	15	12	10.4	5.02991053598372
SEC14L1P1	2	1	3	2	0	0	3	2	1.6	1.14017542509914
SEC14L2	4	5	12	9	4	4	12	5	6.8	3.56370593624109
SEC14L3	0	0	0	1	1	0	1	0	0.4	0.547722557505166
SEC14L4	4	2	6	6	1	1	6	4	3.8	2.28035085019828
SEC14L5	0	0	0	0	0	0	0	0	0	0
SEC16A	15	20	11	17	9	9	20	15	14.4	4.4497190922574
SEC16B	0	0	0	0	1	0	1	0	0.2	0.447213595499958
SEC1P	2	2	2	1	2	1	2	2	1.8	0.447213595499958
SEC22A	19	32	37	39	27	19	39	32	30.8	8.07465169527454
SEC22B	141	221	218	242	128	128	242	218	190	51.7058990831801
SEC22C	13	32	25	34	15	13	34	25	23.8	9.57601169589929
SEC23A	56	114	100	109	73	56	114	100	90.4	24.9058226123933
SEC23B	26	42	49	45	35	26	49	42	39.4	9.07193474403338
SEC23IP	16	39	31	40	22	16	40	31	29.6	10.5023806824929
SEC24A	21	32	22	32	17	17	32	22	24.8	6.83373982530795
SEC24B	16	13	14	16	13	13	16	14	14.4	1.51657508881031
SEC24B-AS1	3	3	5	5	2	2	5	3	3.6	1.34164078649987
SEC24C	16	29	20	33	23	16	33	23	24.2	6.83373982530795
SEC24D	57	82	61	77	55	55	82	61	66.4	12.280065146407
SEC31A	211	415	408	367	254	211	415	367	331	93.0188153009917
SEC31B	1	0	1	1	1	0	1	1	0.8	0.447213595499958
SEC61A1	29	40	49	45	31	29	49	40	38.8	8.67179335547152
SEC61A2	5	4	6	7	0	0	7	5	4.4	2.70185121722126
SEC61B	157	207	238	307	170	157	307	207	215.8	60.0891005091606
SEC61G	830	1267	1140	1446	794	794	1446	1140	1095.4	280.907102081809
SEC62	437	630	621	700	484	437	700	621	574.4	109.646249365858
SEC63	79	147	115	102	106	79	147	106	109.8	24.6718463030232
SECISBP2	6	10	13	15	5	5	15	10	9.8	4.32434966208793
SECISBP2L	33	36	66	49	30	30	66	36	42.8	14.8559752288431
SECTM1	0	0	0	0	0	0	0	0	0	0
SEH1L	20	24	19	21	11	11	24	20	19	4.84767985741633
SEL1L	249	301	300	229	165	165	301	249	248.8	56.4818554936008
SEL1L2	1	1	0	0	0	0	1	0	0.4	0.547722557505166
SEL1L3	7	10	6	29	7	6	29	7	11.8	9.73139250056229
SELE	0	0	0	0	0	0	0	0	0	0
SELENBP1	7	8	12	9	2	2	12	8	7.6	3.64691650576209
SELK	136	200	172	218	148	136	218	172	174.8	34.3976743399899
SELL	0	0	0	0	0	0	0	0	0	0
SELM	85	118	141	171	124	85	171	124	127.8	31.5547143862847
SELO	3	2	4	4	1	1	4	3	2.8	1.30384048104053
SELP	0	0	0	0	0	0	0	0	0	0
SELPLG	0	0	0	0	0	0	0	0	0	0
SELRC1	26	24	28	46	18	18	46	26	28.4	10.5261578935526
SELT	110	143	168	221	127	110	221	143	153.8	43.2168948444934
SEMA3A	1	4	1	4	0	0	4	1	2	1.87082869338697
SEMA3B	0	1	1	5	4	0	5	1	2.2	2.16794833886788
SEMA3C	176	194	248	246	168	168	248	194	206.4	38.2465684735245
SEMA3D	0	1	0	0	0	0	1	0	0.2	0.447213595499958
SEMA3E	18	29	15	18	12	12	29	18	18.4	6.42650760522385
SEMA3F	0	1	0	0	0	0	1	0	0.2	0.447213595499958
SEMA3G	0	0	0	0	0	0	0	0	0	0
SEMA4A	0	0	0	0	0	0	0	0	0	0
SEMA4B	1	3	3	1	0	0	3	1	1.6	1.34164078649987
SEMA4C	2	2	3	3	1	1	3	2	2.2	0.836660026534076
SEMA4D	0	0	0	1	0	0	1	0	0.2	0.447213595499958
SEMA4F	6	6	8	10	8	6	10	8	7.6	1.67332005306815
SEMA4G	0	0	3	0	0	0	3	0	0.6	1.34164078649987
SEMA5A	66	92	78	71	47	47	92	71	70.8	16.5136307334275
SEMA5B	1	1	1	1	1	1	1	1	1	0
SEMA6A	1	0	0	0	1	0	1	0	0.4	0.547722557505166
SEMA6B	0	0	0	0	0	0	0	0	0	0
SEMA6C	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SEMA6D	2	5	4	3	2	2	5	3	3.2	1.30384048104053
SEMA7A	0	0	0	0	0	0	0	0	0	0
SEMG2	3	0	0	0	1	0	3	0	0.8	1.30384048104053
SENP1	9	7	13	15	11	7	15	11	11	3.16227766016838
SENP2	21	29	34	41	21	21	41	29	29.2	8.61394218694321
SENP3	1	0	1	1	0	0	1	1	0.6	0.547722557505166
SENP5	43	38	40	51	21	21	51	40	38.6	11.0136279218067
SENP6	20	29	35	36	27	20	36	29	29.4	6.50384501660364
SENP7	20	9	12	17	10	9	20	12	13.6	4.72228758124704
SENP8	3	1	2	8	5	1	8	3	3.8	2.77488738510232
SEP15	338	466	454	585	351	338	585	454	438.8	100.268140503352
SEPHS1	10	20	16	15	8	8	20	15	13.8	4.81663783151692
SEPHS2	21	12	25	24	14	12	25	21	19.2	5.89067059000926
SEPN1	13	16	14	17	12	12	17	14	14.4	2.07364413533277
SEPP1	6	8	8	9	6	6	9	8	7.4	1.34164078649987
SEPSECS	13	4	4	6	4	4	13	4	6.2	3.89871773792359
SEPT1	0	0	1	1	0	0	1	0	0.4	0.547722557505166
SEPT10	18	28	32	28	20	18	32	28	25.2	5.93295878967653
SEPT11	539	637	684	664	410	410	684	637	586.8	113.435884974729
SEPT14	12	4	4	6	6	4	12	6	6.4	3.286335345031
SEPT2	210	307	308	398	242	210	398	307	293	72.3463889907437
SEPT3	0	1	0	0	0	0	1	0	0.2	0.447213595499958
SEPT4	4	4	2	2	4	2	4	4	3.2	1.09544511501033
SEPT5	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SEPT5-GP1BB	0	0	0	0	0	0	0	0	0	0
SEPT6	18	24	32	31	20	18	32	24	25	6.32455532033676
SEPT7	421	474	520	594	355	355	594	474	472.8	91.4860645125803
SEPT7P2	6	7	14	9	7	6	14	7	8.6	3.20936130717624
SEPT7P9	0	0	0	0	0	0	0	0	0	0
SEPT8	20	26	24	19	16	16	26	20	21	4
SEPT9	8	14	15	10	5	5	15	10	10.4	4.15932686861708
SEPW1	489	578	681	886	472	472	886	578	621.2	169.778384961102
SERAC1	10	15	6	20	8	6	20	10	11.8	5.67450438364444
SERBP1	125	149	130	131	76	76	149	130	122.2	27.3806501018511
SERF1A	1	0	0	1	1	0	1	1	0.6	0.547722557505166
SERF1B	0	0	0	0	1	0	1	0	0.2	0.447213595499958
SERF2	2660	3731	4072	5207	2840	2660	5207	3731	3702	1028.53949851233
SERF2-C15ORF63	0	0	0	0	0	0	0	0	0	0
SERGEF	4	9	8	8	11	4	11	8	8	2.54950975679639
SERHL2	0	0	0	0	0	0	0	0	0	0
SERINC1	235	267	298	362	229	229	362	267	278.2	54.3755459742705
SERINC2	1	2	3	2	0	0	3	2	1.6	1.14017542509914
SERINC3	155	198	255	275	177	155	275	198	212	51.2054684579684
SERINC4	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SERINC5	20	18	22	18	16	16	22	18	18.8	2.28035085019828
SERP1	43	61	52	77	41	41	77	52	54.8	14.7377067415524
SERP2	4	1	2	1	1	1	4	1	1.8	1.30384048104053
SERPINA1	0	0	1	2	0	0	2	0	0.6	0.894427190999916
SERPINA10	0	0	0	0	0	0	0	0	0	0
SERPINA13P	0	0	0	0	0	0	0	0	0	0
SERPINA3	64	104	116	117	71	64	117	104	94.4	25.2051582022411
SERPINA5	0	0	0	0	1	0	1	0	0.2	0.447213595499958
SERPINB1	9	12	12	16	10	9	16	12	11.8	2.68328157299975
SERPINB2	0	0	0	0	0	0	0	0	0	0
SERPINB6	113	117	113	139	81	81	139	113	112.6	20.7074865688717
SERPINB7	0	0	0	0	0	0	0	0	0	0
SERPINB8	7	4	8	10	2	2	10	7	6.2	3.19374388453426
SERPINB9	8	12	10	7	1	1	12	8	7.6	4.15932686861708
SERPINC1	0	0	0	0	0	0	0	0	0	0
SERPIND1	0	0	0	0	0	0	0	0	0	0
SERPINE1	520	587	739	959	584	520	959	587	677.8	176.608889923469
SERPINE2	1398	1880	1633	1847	1079	1079	1880	1633	1567.4	334.450743757582
SERPINE3	0	0	0	0	0	0	0	0	0	0
SERPINF1	2	6	10	9	7	2	10	7	6.8	3.11448230047949
SERPINF2	0	0	0	0	0	0	0	0	0	0
SERPING1	45	60	62	87	61	45	87	61	63	15.116216457831
SERPINH1	186	278	264	353	230	186	353	264	262.2	61.9289915952133
SERPINI1	1	4	3	3	3	1	4	3	2.8	1.09544511501033
SERTAD1	2	5	8	8	0	0	8	5	4.6	3.57770876399966
SERTAD2	11	13	23	11	13	11	23	13	14.2	5.01996015920445
SERTAD3	23	15	16	29	17	15	29	17	20	5.91607978309962
SERTAD4	23	34	18	40	25	18	40	25	28	8.86002257333467
SERTAD4-AS1	7	6	7	10	6	6	10	7	7.2	1.6431676725155
SESN1	8	16	18	15	17	8	18	16	14.8	3.96232255123179
SESN2	13	21	13	18	16	13	21	16	16.2	3.42052627529741
SESN3	113	176	148	173	111	111	176	148	144.2	31.3480461911105
SESTD1	42	58	56	55	44	42	58	55	51	7.41619848709566
SET	184	195	232	176	134	134	232	184	184.2	35.3157188798416
SETBP1	12	17	6	12	7	6	17	12	10.8	4.43846820423443
SETD1A	1	1	0	1	1	0	1	1	0.8	0.447213595499958
SETD1B	4	4	11	6	4	4	11	4	5.8	3.03315017762062
SETD2	42	38	39	30	27	27	42	38	35.2	6.37965516309463
SETD3	29	24	27	41	11	11	41	27	26.4	10.7610408418517
SETD4	11	18	15	22	17	11	22	17	16.6	4.03732584763727
SETD5	21	33	20	33	28	20	33	28	27	6.28490254498827
SETD5-AS1	13	14	24	26	21	13	26	21	19.6	5.85662018573853
SETD6	1	5	2	2	1	1	5	2	2.2	1.6431676725155
SETD7	24	16	26	28	20	16	28	24	22.8	4.81663783151692
SETD8	12	8	14	18	10	8	18	12	12.4	3.84707681233427
SETD9	5	19	12	14	11	5	19	12	12.2	5.06951674225463
SETDB1	4	7	8	7	6	4	8	7	6.4	1.51657508881031
SETDB2	5	2	5	13	1	1	13	5	5.2	4.7116875957559
SETMAR	7	2	2	10	1	1	10	2	4.4	3.91152144312159
SETX	54	90	66	56	52	52	90	56	63.6	15.7098695093244
SEZ6	0	2	0	0	0	0	2	0	0.4	0.894427190999916
SEZ6L2	5	5	4	4	2	2	5	4	4	1.22474487139159
SF1	13	15	22	21	17	13	22	17	17.6	3.84707681233427
SF3A1	8	11	10	15	13	8	15	11	11.4	2.70185121722126
SF3A2	3	0	0	0	0	0	3	0	0.6	1.34164078649987
SF3A3	58	89	91	92	75	58	92	89	81	14.5773797371133
SF3B1	149	243	218	265	154	149	265	218	205.8	52.3134781867924
SF3B14	311	477	452	571	305	305	571	452	423.2	114.158661519834
SF3B2	45	84	69	80	57	45	84	69	67	16.1709616287962
SF3B3	42	31	31	43	23	23	43	31	34	8.42614977317636
SF3B4	6	1	3	4	4	1	6	4	3.6	1.81659021245849
SF3B5	222	260	291	333	217	217	333	260	264.6	48.6754558273469
SFI1	2	3	1	0	0	0	3	1	1.2	1.30384048104053
SFMBT1	1	1	0	1	2	0	2	1	1	0.707106781186548
SFMBT2	1	2	2	2	0	0	2	2	1.4	0.894427190999916
SFN	0	0	0	0	0	0	0	0	0	0
SFPQ	28	53	55	51	30	28	55	51	43.4	13.2400906341309
SFR1	10	20	32	25	18	10	32	20	21	8.18535277187245
SFRP1	39	115	109	146	74	39	146	109	96.6	41.1132582021907
SFRP2	0	2	0	1	0	0	2	0	0.6	0.894427190999916
SFRP4	764	721	772	1055	540	540	1055	764	770.4	184.7736453069
SFSWAP	11	9	12	11	7	7	12	11	10	2
SFT2D1	7	9	24	32	25	7	32	24	19.4	10.876580344943
SFT2D2	1	2	10	12	4	1	12	4	5.8	4.91934955049954
SFT2D3	2	5	2	3	3	2	5	3	3	1.22474487139159
SFTA1P	3	6	5	9	3	3	9	5	5.2	2.48997991959775
SFTPB	2	2	3	1	4	1	4	2	2.4	1.14017542509914
SFTPD	0	0	0	0	0	0	0	0	0	0
SFXN1	23	34	27	34	25	23	34	27	28.6	5.12835256198323
SFXN2	0	0	1	1	0	0	1	0	0.4	0.547722557505166
SFXN3	17	18	19	28	16	16	28	18	19.6	4.82700735445887
SFXN4	18	17	15	33	9	9	33	17	18.4	8.87693640846886
SFXN5	5	0	0	0	3	0	5	0	1.6	2.30217288664427
SGCA	1	2	2	1	0	0	2	1	1.2	0.836660026534076
SGCB	131	160	161	189	129	129	189	160	154	24.8193472919817
SGCD	17	12	14	15	8	8	17	14	13.2	3.42052627529741
SGCE	39	38	49	58	40	38	58	40	44.8	8.5848704125339
SGCG	13	4	3	7	2	2	13	4	5.8	4.43846820423443
SGIP1	4	8	7	10	4	4	10	7	6.6	2.60768096208106
SGK1	105	162	188	274	163	105	274	163	178.4	61.4922759377143
SGK196	1	1	4	6	1	1	6	1	2.6	2.30217288664427
SGK2	0	0	0	0	0	0	0	0	0	0
SGK223	6	4	4	10	3	3	10	4	5.4	2.79284800875379
SGK3	5	7	1	5	3	1	7	5	4.2	2.28035085019828
SGK494	8	11	6	5	4	4	11	6	6.8	2.77488738510232
SGMS1	16	13	16	20	6	6	20	16	14.2	5.21536192416212
SGMS2	17	31	28	35	22	17	35	28	26.6	7.16240183178799
SGOL1	11	13	10	13	9	9	13	11	11.2	1.78885438199983
SGOL2	4	12	5	8	3	3	12	5	6.4	3.64691650576209
SGPL1	28	27	41	30	15	15	41	28	28.2	9.25742944882649
SGPP1	4	6	4	9	1	1	9	4	4.8	2.94957624075052
SGPP2	0	0	0	0	0	0	0	0	0	0
SGSH	2	2	3	3	0	0	3	2	2	1.22474487139159
SGSM1	7	9	4	11	9	4	11	9	8	2.64575131106459
SGSM2	7	6	7	9	2	2	9	7	6.2	2.58843582110896
SGSM3	3	6	7	7	4	3	7	6	5.4	1.81659021245849
SGTA	4	4	3	3	4	3	4	4	3.6	0.547722557505166
SGTB	9	14	13	17	7	7	17	13	12	4
SH2B1	24	24	34	42	12	12	42	24	27.2	11.3666177907063
SH2B2	0	0	0	0	0	0	0	0	0	0
SH2B3	17	24	14	9	16	9	24	16	16	5.43139024560011
SH2D1A	0	0	0	0	0	0	0	0	0	0
SH2D2A	0	0	0	0	0	0	0	0	0	0
SH2D3A	0	0	0	0	0	0	0	0	0	0
SH2D3C	0	0	0	0	0	0	0	0	0	0
SH2D4A	32	28	37	37	27	27	37	32	32.2	4.76445169982864
SH2D4B	0	0	0	0	0	0	0	0	0	0
SH2D5	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SH2D7	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SH3BGR	440	461	424	499	297	297	499	440	424.2	76.4506376690214
SH3BGRL	213	321	320	376	228	213	376	320	291.6	68.9514321823702
SH3BGRL2	2	0	0	1	1	0	2	1	0.8	0.836660026534076
SH3BGRL3	554	761	839	1103	681	554	1103	761	787.6	205.401557929827
SH3BP1	0	0	0	0	0	0	0	0	0	0
SH3BP2	15	29	14	22	13	13	29	15	18.6	6.8044103344816
SH3BP4	27	16	23	36	23	16	36	23	25	7.3143694191639
SH3BP5	1	0	1	1	0	0	1	1	0.6	0.547722557505166
SH3BP5-AS1	0	1	0	1	2	0	2	1	0.8	0.836660026534076
SH3BP5L	8	3	10	11	0	0	11	8	6.4	4.72228758124704
SH3D19	24	30	36	29	23	23	36	29	28.4	5.22494019104525
SH3D21	2	2	2	1	2	1	2	2	1.8	0.447213595499958
SH3GL1	10	7	5	6	6	5	10	6	6.8	1.92353840616713
SH3GL1P1	0	0	0	0	0	0	0	0	0	0
SH3GL1P2	0	0	0	0	0	0	0	0	0	0
SH3GL2	0	0	0	0	0	0	0	0	0	0
SH3GL3	0	0	0	0	0	0	0	0	0	0
SH3GLB1	95	125	111	139	94	94	139	111	112.8	19.4216374180963
SH3GLB2	2	5	1	2	1	1	5	2	2.2	1.6431676725155
SH3KBP1	13	13	9	10	2	2	13	10	9.4	4.50555213042752
SH3PXD2A	190	211	192	224	155	155	224	192	194.4	26.1208728797489
SH3PXD2A-AS1	0	0	0	0	0	0	0	0	0	0
SH3PXD2B	9	7	9	12	6	6	12	9	8.6	2.30217288664427
SH3RF1	26	19	17	26	9	9	26	19	19.4	7.09224929059886
SH3RF2	0	0	1	0	2	0	2	0	0.6	0.894427190999916
SH3RF3	3	1	1	2	1	1	3	1	1.6	0.894427190999916
SH3RF3-AS1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SH3TC1	0	0	1	1	1	0	1	1	0.6	0.547722557505166
SH3TC2	0	1	0	0	0	0	1	0	0.2	0.447213595499958
SH3YL1	18	29	40	56	35	18	56	35	35.6	14.0463518395347
SHANK2	1	0	1	0	0	0	1	0	0.4	0.547722557505166
SHANK2-AS1	0	2	4	2	2	0	4	2	2	1.4142135623731
SHANK2-AS3	1	0	1	0	0	0	1	0	0.4	0.547722557505166
SHANK3	1	0	0	0	1	0	1	0	0.4	0.547722557505166
SHARPIN	6	11	12	13	4	4	13	11	9.2	3.96232255123179
SHB	9	16	13	11	5	5	16	11	10.8	4.14728827066554
SHBG	0	0	0	0	0	0	0	0	0	0
SHC1	15	17	17	36	12	12	36	17	19.4	9.50263121456368
SHC2	0	0	0	0	1	0	1	0	0.2	0.447213595499958
SHC3	0	2	1	0	1	0	2	1	0.8	0.836660026534076
SHC4	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SHCBP1	0	1	0	1	0	0	1	0	0.4	0.547722557505166
SHCBP1L	0	0	0	0	0	0	0	0	0	0
SHE	0	0	0	0	1	0	1	0	0.2	0.447213595499958
SHF	0	1	0	0	0	0	1	0	0.2	0.447213595499958
SHFM1	560	702	701	915	457	457	915	701	667	172.796122641684
SHISA2	2	0	1	0	0	0	2	0	0.6	0.894427190999916
SHISA3	1	0	5	1	3	0	5	1	2	2
SHISA4	2	6	4	5	2	2	6	4	3.8	1.78885438199983
SHISA5	30	35	36	48	26	26	48	35	35	8.30662386291807
SHISA9	4	5	3	9	4	3	9	4	5	2.34520787991171
SHKBP1	4	0	3	11	2	0	11	3	4	4.18330013267038
SHMT1	2	1	2	4	0	0	4	2	1.8	1.48323969741913
SHMT2	112	108	125	209	112	108	209	112	133.2	42.8567380933267
SHOC2	110	109	140	152	84	84	152	110	119	27.0924343682881
SHOX	0	3	0	3	2	0	3	2	1.6	1.51657508881031
SHOX2	1	1	0	4	0	0	4	1	1.2	1.6431676725155
SHPK	1	3	2	2	3	1	3	2	2.2	0.836660026534076
SHPRH	25	27	37	31	26	25	37	27	29.2	4.91934955049954
SHQ1	5	13	1	22	13	1	22	13	10.8	8.1363382427232
SHROOM1	7	8	10	5	11	5	11	8	8.2	2.38746727726266
SHROOM2	0	0	0	0	0	0	0	0	0	0
SHROOM3	4	16	10	16	5	4	16	10	10.2	5.76194411635517
SHROOM4	6	8	8	9	3	3	9	8	6.8	2.38746727726266
SIAE	2	8	10	13	8	2	13	8	8.2	4.02492235949962
SIAH1	20	26	33	31	20	20	33	26	26	6.04152298679729
SIAH2	13	17	12	19	7	7	19	13	13.6	4.6690470119715
SIAH3	0	0	0	0	0	0	0	0	0	0
SIDT1	0	2	3	0	0	0	3	0	1	1.4142135623731
SIDT2	2	8	6	8	7	2	8	7	6.2	2.48997991959775
SIGIRR	3	2	8	6	3	2	8	3	4.4	2.50998007960223
SIGLEC1	0	0	0	0	0	0	0	0	0	0
SIGLEC10	6	6	6	0	1	0	6	6	3.8	3.03315017762062
SIGLEC11	5	1	2	3	0	0	5	2	2.2	1.92353840616713
SIGLEC12	0	0	0	0	0	0	0	0	0	0
SIGLEC14	3	4	3	3	2	2	4	3	3	0.707106781186548
SIGLEC15	0	0	0	0	0	0	0	0	0	0
SIGLEC16	0	0	0	0	1	0	1	0	0.2	0.447213595499958
SIGLEC7	0	1	0	0	0	0	1	0	0.2	0.447213595499958
SIGLEC8	2	2	2	0	0	0	2	2	1.2	1.09544511501033
SIGMAR1	12	11	12	10	7	7	12	11	10.4	2.07364413533277
SIK1	9	17	17	22	12	9	22	17	15.4	5.02991053598372
SIK2	3	7	6	5	3	3	7	5	4.8	1.78885438199983
SIK3	10	7	9	5	7	5	10	7	7.6	1.94935886896179
SIKE1	31	18	43	31	15	15	43	31	27.6	11.3048662088501
SIL1	29	21	23	26	16	16	29	23	23	4.94974746830583
SIM2	1	2	3	1	2	1	3	2	1.8	0.836660026534076
SIMC1	0	4	3	3	0	0	4	3	2	1.87082869338697
SIN3A	6	14	19	17	15	6	19	15	14.2	4.96990945591567
SIN3B	4	1	1	2	1	1	4	1	1.8	1.30384048104053
SIPA1	0	0	0	1	1	0	1	0	0.4	0.547722557505166
SIPA1L1	31	38	33	43	28	28	43	33	34.6	5.94138031100518
SIPA1L2	11	11	22	15	13	11	22	13	14.4	4.56070170039655
SIPA1L3	2	3	0	2	2	0	3	2	1.8	1.09544511501033
SIRPA	7	22	14	17	11	7	22	14	14.2	5.71839138219832
SIRPB2	2	1	2	1	0	0	2	1	1.2	0.836660026534076
SIRT1	4	5	3	5	2	2	5	4	3.8	1.30384048104053
SIRT2	7	5	12	14	6	5	14	7	8.8	3.96232255123179
SIRT3	10	14	15	14	8	8	15	14	12.2	3.03315017762062
SIRT4	4	2	0	2	1	0	4	2	1.8	1.48323969741913
SIRT5	6	8	7	5	8	5	8	7	6.8	1.30384048104053
SIRT6	1	0	1	0	0	0	1	0	0.4	0.547722557505166
SIRT7	2	4	3	2	0	0	4	2	2.2	1.48323969741913
SIVA1	27	36	15	50	15	15	50	27	28.6	14.8761554173113
SIX1	2	4	4	2	0	0	4	2	2.4	1.67332005306815
SIX2	0	2	0	2	0	0	2	0	0.8	1.09544511501033
SIX4	11	19	10	12	5	5	19	11	11.4	5.02991053598372
SIX5	1	0	1	2	0	0	2	1	0.8	0.836660026534076
SKA1	12	16	13	15	12	12	16	13	13.6	1.81659021245849
SKA2	55	54	55	52	41	41	55	54	51.4	5.94138031100518
SKA3	0	0	0	0	0	0	0	0	0	0
SKAP1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
SKAP2	19	11	24	31	18	11	31	19	20.6	7.43639697703128
SKI	5	5	5	8	6	5	8	5	5.8	1.30384048104053
SKIDA1	3	1	4	3	3	1	4	3	2.8	1.09544511501033
SKIL	124	110	150	117	83	83	150	117	116.8	24.2012396376715
SKIV2L	4	2	7	5	6	2	7	5	4.8	1.92353840616713
SKIV2L2	22	18	27	24	15	15	27	22	21.2	4.76445169982864
SKP1	1064	1397	1485	1843	1106	1064	1843	1397	1379	316.468797830055
