Gene	SOR.A.6.5.1.C12	SOR.A.7.3.1.E5	SOR.A.7.4.1.E6	SOR.A.8.2.1.F12	Min	Max	Median	Mean	Std
TBC1D22B	15	6	16	11	6	16	13	12	4.54606056566195
TBC1D23	188	137	152	140	137	188	146	154.25	23.4147389479362
TBC1D24	25	6	9	17	6	25	13	14.25	8.53912563829967
TBC1D25	2	1	1	4	1	4	1.5	2	1.4142135623731
TBC1D26	0	0	0	0	0	0	0	0	0
TBC1D2B	18	10	4	13	4	18	11.5	11.25	5.85234995535981
TBC1D30	4	0	1	0	0	4	0.5	1.25	1.89296944860009
TBC1D3P1-DHX40P1	0	0	0	0	0	0	0	0	0
TBC1D3P5	0	0	0	0	0	0	0	0	0
TBC1D4	11	2	4	9	2	11	6.5	6.5	4.20317340430616
TBC1D5	67	23	36	56	23	67	46	45.5	19.7399763593239
TBC1D7	24	10	20	16	10	24	18	17.5	5.97215762238964
TBC1D8	8	2	2	4	2	8	3	4	2.82842712474619
TBC1D8B	21	7	11	16	7	21	13.5	13.75	6.07590871118606
TBC1D9	27	4	6	13	4	27	9.5	12.5	10.4083299973307
TBC1D9B	31	15	23	15	15	31	19	21	7.6594168620507
TBCA	466	623	402	401	401	623	434	473	104.521130240094
TBCB	44	38	36	22	22	44	37	35	9.30949336251263
TBCC	6	6	1	11	1	11	6	6	4.08248290463863
TBCCD1	30	8	11	22	8	30	16.5	17.75	10.1447851956888
TBCD	27	7	7	17	7	27	12	14.5	9.57427107756338
TBCE	19	25	13	22	13	25	20.5	19.75	5.1234753829798
TBCEL	5	4	3	5	3	5	4.5	4.25	0.957427107756338
TBCK	30	11	17	23	11	30	20	20.25	8.13941029804985
TBK1	53	24	31	48	24	53	39.5	39	13.735598518691
TBKBP1	0	0	3	0	0	3	0	0.75	1.5
TBL1X	24	14	10	28	10	28	19	19	8.40634680861233
TBL1XR1	92	35	42	44	35	92	43	53.25	26.119915773218
TBL2	43	23	31	50	23	50	37	36.75	12.0657918651588
TBL3	3	1	1	4	1	4	2	2.25	1.5
TBP	80	71	52	55	52	80	63	64.5	13.2790561913614
TBPL1	51	20	32	22	20	51	27	31.25	14.1745076340121
TBR1	0	0	0	0	0	0	0	0	0
TBRG1	107	38	50	85	38	107	67.5	70	31.7175030543074
TBRG4	14	7	5	10	5	14	8.5	9	3.91578004149024
TBX1	0	0	0	0	0	0	0	0	0
TBX15	5	3	8	10	3	10	6.5	6.5	3.1091263510296
TBX18	25	11	15	9	9	25	13	15	7.11805216802087
TBX19	10	2	1	5	1	10	3.5	4.5	4.04145188432738
TBX2	13	1	4	5	1	13	4.5	5.75	5.1234753829798
TBX20	0	1	0	0	0	1	0	0.25	0.5
TBX21	0	0	0	0	0	0	0	0	0
TBX3	27	8	8	15	8	27	11.5	14.5	8.9628864398325
TBX4	1	0	0	0	0	1	0	0.25	0.5
TBX5	0	0	0	0	0	0	0	0	0
TBX5-AS1	0	0	0	0	0	0	0	0	0
TBX6	0	0	0	0	0	0	0	0	0
TBXA2R	9	4	11	5	4	11	7	7.25	3.30403793359983
TBXAS1	0	0	0	0	0	0	0	0	0
TC2N	0	1	0	0	0	1	0	0.25	0.5
TCAIM	47	55	46	47	46	55	47	48.75	4.19324854180304
TCAM1P	4	2	3	1	1	4	2.5	2.5	1.29099444873581
TCAP	0	0	0	0	0	0	0	0	0
TCEA1	451	325	359	320	320	451	342	363.75	60.6925311165495
TCEA2	25	28	25	14	14	28	25	23	6.16441400296898
TCEA3	11	8	6	11	6	11	9.5	9	2.44948974278318
TCEAL1	26	20	20	20	20	26	20	21.5	3
TCEAL2	0	0	0	0	0	0	0	0	0
TCEAL3	13	24	10	17	10	24	15	16	6.05530070819498
TCEAL4	220	284	201	204	201	284	212	227.25	38.7416657704166
TCEAL7	29	43	42	48	29	48	42.5	40.5	8.10349718742881
TCEAL8	265	213	224	222	213	265	223	231	23.1660671385254
TCEANC	0	1	5	0	0	5	0.5	1.5	2.38047614284762
TCEANC2	13	10	4	12	4	13	11	9.75	4.03112887414927
TCEB1	342	274	284	315	274	342	299.5	303.75	30.9017259496402
TCEB2	1040	1411	1152	934	934	1411	1096	1134.25	204.848521270393
TCEB3	72	25	49	62	25	72	55.5	52	20.3141986469235
TCERG1	65	43	53	67	43	67	59	57	11.1952370824978
TCERG1L	0	0	0	0	0	0	0	0	0
TCF12	56	41	52	43	41	56	47.5	48	7.16472842006823
TCF15	0	0	0	0	0	0	0	0	0
TCF19	5	1	4	7	1	7	4.5	4.25	2.5
TCF20	7	1	4	5	1	7	4.5	4.25	2.5
TCF21	57	34	28	60	28	60	45.5	44.75	16.111590031196
TCF25	51	51	44	68	44	68	51	53.5	10.2143689640297
TCF3	24	13	13	15	13	24	14	16.25	5.25198375219624
TCF4	52	25	38	30	25	52	34	36.25	11.7862914721581
TCF7	3	1	0	2	0	3	1.5	1.5	1.29099444873581
TCF7L1	14	10	12	10	10	14	11	11.5	1.91485421551268
TCF7L2	45	28	25	28	25	45	28	31.5	9.1104335791443
TCFL5	19	2	3	7	2	19	5	7.75	7.8049129826454
TCHH	1	0	0	0	0	1	0	0.25	0.5
TCHP	29	16	16	36	16	36	22.5	24.25	9.94568583189046
TCIRG1	7	1	4	3	1	7	3.5	3.75	2.5
TCL1A	0	0	0	0	0	0	0	0	0
TCL1B	1	0	0	0	0	1	0	0.25	0.5
TCL6	0	0	0	0	0	0	0	0	0
TCN2	1	2	2	2	1	2	2	1.75	0.5
TCOF1	10	6	6	16	6	16	8	9.5	4.72581562625261
TCP1	281	159	154	238	154	281	198.5	208	62.0376229933632
TCP10L	6	5	1	9	1	9	5.5	5.25	3.30403793359983
TCP11	0	0	2	0	0	2	0	0.5	1
TCP11L1	15	12	6	9	6	15	10.5	10.5	3.87298334620742
TCP11L2	48	14	19	19	14	48	19	25	15.5134350376268
TCTA	10	3	8	5	3	10	6.5	6.5	3.1091263510296
TCTE1	0	0	0	0	0	0	0	0	0
TCTE3	0	0	0	0	0	0	0	0	0
TCTEX1D1	0	0	0	0	0	0	0	0	0
TCTEX1D2	22	17	15	17	15	22	17	17.75	2.98607881119482
TCTEX1D4	0	0	0	0	0	0	0	0	0
TCTN1	18	18	22	7	7	22	18	16.25	6.4485140407177
TCTN2	8	5	14	6	5	14	7	8.25	4.03112887414927
TCTN3	81	74	67	63	63	81	70.5	71.25	7.9320026895272
TDG	44	22	19	42	19	44	32	31.75	13.0735101126923
TDGF1	1	0	0	1	0	1	0.5	0.5	0.577350269189626
TDGF1P3	1	0	0	3	0	3	0.5	1	1.4142135623731
TDH	0	0	0	0	0	0	0	0	0
TDO2	0	0	0	0	0	0	0	0	0
TDP1	23	9	9	19	9	23	14	15	7.11805216802087
TDP2	87	45	50	105	45	105	68.5	71.75	29.0215437218629
TDRD1	1	1	1	3	1	3	1	1.5	1
TDRD10	0	0	0	0	0	0	0	0	0
TDRD3	28	16	15	14	14	28	15.5	18.25	6.55108133567785
TDRD6	0	0	0	0	0	0	0	0	0
TDRD7	14	10	7	12	7	14	11	10.75	2.98607881119482
TDRD9	0	0	0	0	0	0	0	0	0
TDRKH	1	0	1	1	0	1	1	0.75	0.5
TDRP	0	0	0	3	0	3	0	0.75	1.5
TEAD1	66	35	62	51	35	66	56.5	53.5	13.8684293751431
TEAD2	3	3	1	1	1	3	2	2	1.15470053837925
TEAD3	8	4	9	7	4	9	7.5	7	2.16024689946929
TEAD4	4	1	0	0	0	4	0.5	1.25	1.89296944860009
TEC	1	0	1	2	0	2	1	1	0.816496580927726
TECPR1	17	5	4	9	4	17	7	8.75	5.90903263374528
TECPR2	8	4	2	9	2	9	6	5.75	3.30403793359983
TECR	221	248	206	155	155	248	213.5	207.5	39.0768473651598
TECRL	0	0	0	0	0	0	0	0	0
TECTA	0	0	0	0	0	0	0	0	0
TEDDM1	2	1	0	0	0	2	0.5	0.75	0.957427107756338
TEF	8	1	2	4	1	8	3	3.75	3.09569593683445
TEFM	9	17	10	7	7	17	9.5	10.75	4.3493294502333
TEK	2	1	3	5	1	5	2.5	2.75	1.70782512765993
TEKT2	0	1	0	0	0	1	0	0.25	0.5
TEKT3	1	2	3	4	1	4	2.5	2.5	1.29099444873581
TEKT4P2	8	6	4	5	4	8	5.5	5.75	1.70782512765993
TELO2	1	0	0	1	0	1	0.5	0.5	0.577350269189626
TENC1	2	2	2	6	2	6	2	3	2
TENM2	3	0	3	6	0	6	3	3	2.44948974278318
TENM3	3	1	5	4	1	5	3.5	3.25	1.70782512765993
TENM4	8	1	3	10	1	10	5.5	5.5	4.20317340430616
TEP1	14	1	4	3	1	14	3.5	5.5	5.8022983951764
TEPP	0	0	0	0	0	0	0	0	0
TERC	0	0	0	0	0	0	0	0	0
TERF1	79	66	60	116	60	116	72.5	80.25	25.1180545955826
TERF2	28	24	26	30	24	30	27	27	2.58198889747161
TERF2IP	76	43	49	59	43	76	54	56.75	14.4308696896618
TES	61	18	15	47	15	61	32.5	35.25	22.4258035902098
TESK1	4	7	7	9	4	9	7	6.75	2.06155281280883
TESK2	15	3	2	3	2	15	3	5.75	6.18465843842649
TESPA1	0	0	1	0	0	1	0	0.25	0.5
TET1	4	9	1	5	1	9	4.5	4.75	3.30403793359983
TET2	19	6	6	13	6	19	9.5	11	6.27162924074226
TET3	6	1	4	2	1	6	3	3.25	2.21735578260835
TEX10	39	23	29	28	23	39	28.5	29.75	6.70198975429437
TEX101	6	1	2	5	1	6	3.5	3.5	2.38047614284762
TEX11	1	0	0	2	0	2	0.5	0.75	0.957427107756338
TEX12	1	3	0	2	0	3	1.5	1.5	1.29099444873581
TEX14	0	1	0	0	0	1	0	0.25	0.5
TEX15	0	0	0	1	0	1	0	0.25	0.5
TEX2	29	16	16	25	16	29	20.5	21.5	6.557438524302
TEX21P	0	0	0	0	0	0	0	0	0
TEX22	1	0	0	0	0	1	0	0.25	0.5
TEX26	0	0	0	0	0	0	0	0	0
TEX26-AS1	0	0	0	0	0	0	0	0	0
TEX261	22	11	26	8	8	26	16.5	16.75	8.61684396980704
TEX264	44	30	20	37	20	44	33.5	32.75	10.2428837085396
TEX29	0	0	0	3	0	3	0	0.75	1.5
TEX30	99	64	65	95	64	99	80	80.75	18.8392321145706
TEX35	1	0	0	0	0	1	0	0.25	0.5
TEX38	0	0	0	0	0	0	0	0	0
TEX40	0	0	0	0	0	0	0	0	0
TEX41	0	0	0	0	0	0	0	0	0
TEX9	4	2	4	4	2	4	4	3.5	1
TF	0	0	0	1	0	1	0	0.25	0.5
TFAM	53	47	34	56	34	56	50	47.5	9.74679434480896
TFAMP1	2	2	0	1	0	2	1.5	1.25	0.957427107756338
TFAP2A	5	8	5	5	5	8	5	5.75	1.5
TFAP2C	0	0	0	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0	0	0	0
TFAP2E	4	0	0	3	0	4	1.5	1.75	2.06155281280883
TFAP4	1	0	0	0	0	1	0	0.25	0.5
TFB1M	39	28	25	39	25	39	33.5	32.75	7.32006375199925
TFB2M	103	51	51	62	51	103	56.5	66.75	24.7167284782324
TFCP2	25	13	12	11	11	25	12.5	15.25	6.55108133567785
TFDP1	23	23	16	10	10	23	19.5	18	6.27162924074226
TFDP2	90	48	49	48	48	90	48.5	58.75	20.8386659841747
TFE3	23	3	11	9	3	23	10	11.5	8.38649708360608
TFEB	2	0	0	1	0	2	0.5	0.75	0.957427107756338
TFEC	0	0	0	0	0	0	0	0	0
TFF3	0	0	0	0	0	0	0	0	0
TFG	120	117	96	119	96	120	118	113	11.4017542509914
TFIP11	41	20	21	32	20	41	26.5	28.5	9.9498743710662
TFPI	287	194	209	191	191	287	201.5	220.25	45.1912602169933
TFPI2	14	6	3	9	3	14	7.5	8	4.69041575982343
TFPT	6	6	4	7	4	7	6	5.75	1.25830573921179
TFR2	0	0	1	2	0	2	0.5	0.75	0.957427107756338
TFRC	87	61	59	51	51	87	60	64.5	15.6098259652908
TG	1	0	0	0	0	1	0	0.25	0.5
TGDS	87	40	39	82	39	87	61	62	26.0640237364328
TGFA	0	0	0	0	0	0	0	0	0
TGFB1	3	3	1	2	1	3	2.5	2.25	0.957427107756338
TGFB1I1	13	6	7	10	6	13	8.5	9	3.16227766016838
TGFB2	40	26	25	20	20	40	25.5	27.75	8.57807282163851
TGFB3	5	8	3	0	0	8	4	4	3.36650164612069
TGFBI	93	72	64	43	43	93	68	68	20.6720423116182
TGFBR1	61	16	20	46	16	61	33	35.75	21.4534379529249
TGFBR2	48	19	21	28	19	48	24.5	29	13.2413493773608
TGFBR3	28	12	19	14	12	28	16.5	18.25	7.13559154286922
TGFBR3L	1	2	0	1	0	2	1	1	0.816496580927726
TGFBRAP1	8	1	0	6	0	8	3.5	3.75	3.86221007541882
TGIF1	1	0	0	0	0	1	0	0.25	0.5
TGIF2	13	3	5	7	3	13	6	7	4.32049379893857
TGM1	1	0	0	1	0	1	0.5	0.5	0.577350269189626
TGM2	4	0	2	3	0	4	2.5	2.25	1.70782512765993
TGM4	0	0	0	0	0	0	0	0	0
TGM5	0	0	0	0	0	0	0	0	0
TGM7	0	0	0	0	0	0	0	0	0
TGOLN2	91	112	93	72	72	112	92	92	16.350331291241
TGS1	54	26	27	60	26	60	40.5	41.75	17.7834192437787
TH	1	0	0	1	0	1	0.5	0.5	0.577350269189626
THADA	31	20	24	30	20	31	27	26.25	5.18812747209113
THAP1	64	39	44	49	39	64	46.5	49	10.8012344973464
THAP10	4	2	6	3	2	6	3.5	3.75	1.70782512765993
THAP11	41	13	20	32	13	41	26	26.5	12.4498995979887
THAP2	22	29	18	13	13	29	20	20.5	6.75771164423776
THAP3	17	13	7	14	7	17	13.5	12.75	4.19324854180304
THAP4	26	12	20	19	12	26	19.5	19.25	5.7373048260195
THAP5	122	67	54	116	54	122	91.5	89.75	34.2770574388565
THAP6	40	31	28	39	28	40	35	34.5	5.91607978309962
THAP7	5	5	0	5	0	5	5	3.75	2.5
THAP7-AS1	1	5	1	2	1	5	1.5	2.25	1.89296944860009
THAP8	6	4	2	5	2	6	4.5	4.25	1.70782512765993
THAP9	13	6	10	6	6	13	8	8.75	3.40342964277702
THAP9-AS1	127	82	101	117	82	127	109	106.75	19.6701974231747
THBD	4	2	2	1	1	4	2	2.25	1.25830573921179
THBS1	282	106	113	198	106	282	155.5	174.75	82.8306505266418
THBS2	1299	848	930	859	848	1299	894.5	984	213.12124874509
THBS3	45	43	38	27	27	45	40.5	38.25	8.05708797684788
THBS4	1	2	2	1	1	2	1.5	1.5	0.577350269189626
THEM4	6	9	10	11	6	11	9.5	9	2.16024689946929
THEM5	1	0	0	0	0	1	0	0.25	0.5
THEM6	9	3	6	8	3	9	7	6.5	2.64575131106459
THEMIS	0	0	0	0	0	0	0	0	0
THEMIS2	15	8	10	10	8	15	10	10.75	2.98607881119482
THG1L	14	12	8	13	8	14	12.5	11.75	2.62995563967658
THNSL1	13	8	8	5	5	13	8	8.5	3.3166247903554
THNSL2	2	0	2	3	0	3	2	1.75	1.25830573921179
THOC1	60	36	39	66	36	66	49.5	50.25	14.9749791318719
THOC2	136	101	88	105	88	136	103	107.5	20.3387970801291
THOC3	0	0	0	0	0	0	0	0	0
THOC5	48	21	26	43	21	48	34.5	34.5	13.0256157883866
THOC6	3	0	2	2	0	3	2	1.75	1.25830573921179
THOC7	107	143	132	130	107	143	131	128	15.121728296285
THOP1	7	1	3	3	1	7	3	3.5	2.51661147842358
THPO	0	0	0	1	0	1	0	0.25	0.5
THRA	4	2	2	7	2	7	3	3.75	2.3629078131263
THRAP3	299	118	112	212	112	299	165	185.25	88.5865866445555
THRB	0	1	0	0	0	1	0	0.25	0.5
THRSP	0	0	0	0	0	0	0	0	0
THSD1	2	0	0	1	0	2	0.5	0.75	0.957427107756338
THSD4	3	1	2	3	1	3	2.5	2.25	0.957427107756338
THSD7A	1	0	0	1	0	1	0.5	0.5	0.577350269189626
THTPA	8	3	3	3	3	8	3	4.25	2.5
THUMPD1	87	39	57	89	39	89	72	68	24.2487113059643
THUMPD2	42	54	43	27	27	54	42.5	41.5	11.0905365064094
THUMPD3	122	86	96	111	86	122	103.5	103.75	15.9243000892766
THY1	3	12	9	5	3	12	7	7.25	4.03112887414927
THYN1	193	212	164	171	164	212	182	185	21.8326971917504
TIA1	31	24	32	19	19	32	27.5	26.5	6.13731754650732
TIAL1	54	20	47	48	20	54	47.5	42.25	15.1520075677559
TIAM1	1	3	2	0	0	3	1.5	1.5	1.29099444873581
TIAM2	0	0	0	0	0	0	0	0	0
TICAM1	9	0	1	5	0	9	3	3.75	4.11298755975102
TICAM2	0	0	1	0	0	1	0	0.25	0.5
TICRR	0	0	0	0	0	0	0	0	0
TIFA	49	20	21	46	20	49	33.5	34	15.6418242755334
TIFAB	0	0	0	0	0	0	0	0	0
TIGD1	8	6	1	6	1	8	6	5.25	2.98607881119482
TIGD2	5	2	9	1	1	9	3.5	4.25	3.5939764421413
TIGD3	0	0	0	0	0	0	0	0	0
TIGD4	0	0	0	0	0	0	0	0	0
TIGD5	2	0	2	1	0	2	1.5	1.25	0.957427107756338
TIGD6	1	1	2	0	0	2	1	1	0.816496580927726
TIGD7	16	8	5	14	5	16	11	10.75	5.1234753829798
TIGIT	0	0	0	0	0	0	0	0	0
TIMELESS	5	2	4	2	2	5	3	3.25	1.5
TIMM10	45	71	50	54	45	71	52	55	11.2842072532072
TIMM10B	44	45	34	52	34	52	44.5	43.75	7.41057802513857
TIMM13	57	87	70	75	57	87	72.5	72.25	12.4197423483742
TIMM17A	249	209	220	217	209	249	218.5	223.75	17.4618632071915
TIMM17B	22	22	21	33	21	33	22	24.5	5.68624070307733
TIMM21	81	63	69	83	63	83	75	74	9.59166304662544
TIMM22	20	15	8	13	8	20	14	14	4.96655480858378
TIMM23	128	131	135	178	128	178	133	143	23.5088635766739
TIMM44	34	19	20	24	19	34	22	24.25	6.84957419601151
TIMM50	29	39	23	28	23	39	28.5	29.75	6.70198975429437
TIMM8A	27	26	24	33	24	33	26.5	27.5	3.87298334620742
TIMM8B	118	167	120	113	113	167	119	129.5	25.1727365748475
TIMM9	139	161	154	142	139	161	148	149	10.295630140987
TIMMDC1	151	135	137	143	135	151	140	141.5	7.18795288428261
TIMP1	1285	3751	3150	1491	1285	3751	2320.5	2419.25	1218.70487950666
TIMP2	412	157	232	260	157	412	246	265.25	107.061897984297
TIMP3	207	245	219	134	134	245	213	201.25	47.5561072138304
TIMP4	0	0	1	0	0	1	0	0.25	0.5
TINAGL1	6	5	4	3	3	6	4.5	4.5	1.29099444873581
TINCR	11	2	7	7	2	11	7	6.75	3.685557397916
TINF2	87	32	34	45	32	87	39.5	49.5	25.6450125105578
TIPARP	28	8	21	15	8	28	18	18	8.52447456836295
TIPARP-AS1	1	0	3	1	0	3	1	1.25	1.25830573921179
TIPIN	9	18	15	17	9	18	16	14.75	4.03112887414927
TIPRL	155	117	106	146	106	155	131.5	131	23.2522400354604
TIRAP	4	2	3	1	1	4	2.5	2.5	1.29099444873581
TJAP1	2	0	2	5	0	5	2	2.25	2.06155281280883
TJP1	126	88	93	110	88	126	101.5	104.25	17.2892066523212
TJP2	26	8	8	10	8	26	9	13	8.71779788708135
TK1	0	0	0	0	0	0	0	0	0
TK2	11	7	8	10	7	11	9	9	1.82574185835055
TKT	202	102	138	133	102	202	135.5	143.75	41.9712202983584
TKTL1	0	0	0	0	0	0	0	0	0
TKTL2	0	0	0	0	0	0	0	0	0
TLCD1	3	2	2	5	2	5	2.5	3	1.4142135623731
TLCD2	40	18	27	21	18	40	24	26.5	9.74679434480896
TLDC1	13	7	5	12	5	13	9.5	9.25	3.86221007541882
TLDC2	0	0	0	0	0	0	0	0	0
TLE1	21	2	9	21	2	21	15	13.25	9.39414711402797
TLE2	4	2	2	2	2	4	2	2.5	1
TLE3	8	1	1	5	1	8	3	3.75	3.40342964277702
TLE4	25	15	14	24	14	25	19.5	19.5	5.8022983951764
TLE6	0	1	0	0	0	1	0	0.25	0.5
TLK1	154	103	107	106	103	154	106.5	117.5	24.3926218353009
TLK2	58	17	31	43	17	58	37	37.25	17.4427635425124
TLL2	2	1	0	4	0	4	1.5	1.75	1.70782512765993
TLN1	46	24	26	66	24	66	36	40.5	19.6892525674965
TLN2	29	7	13	33	7	33	21	20.5	12.4766448481419
TLR1	0	2	1	0	0	2	0.5	0.75	0.957427107756338
TLR10	14	6	10	12	6	14	11	10.5	3.41565025531987
TLR2	0	0	1	3	0	3	0.5	1	1.4142135623731
TLR3	0	3	1	2	0	3	1.5	1.5	1.29099444873581
TLR4	31	13	8	24	8	31	18.5	19	10.4243305140746
TLR5	0	0	0	0	0	0	0	0	0
TLR6	5	2	3	8	2	8	4	4.5	2.64575131106459
TLR7	9	2	1	1	1	9	1.5	3.25	3.86221007541882
TLR8	0	0	0	0	0	0	0	0	0
TLR8-AS1	0	0	0	0	0	0	0	0	0
TLR9	0	0	0	1	0	1	0	0.25	0.5
TM2D1	113	80	92	141	80	141	102.5	106.5	26.7394839142419
TM2D2	42	28	28	27	27	42	28	31.25	7.18215380880508
TM2D3	44	57	48	43	43	57	46	48	6.37704215656966
TM4SF1	220	139	115	117	115	220	128	147.75	49.378639106399
TM4SF18	0	0	0	0	0	0	0	0	0
TM4SF19	1	0	0	1	0	1	0.5	0.5	0.577350269189626
TM4SF20	5	5	3	3	3	5	4	4	1.15470053837925
TM4SF4	0	0	0	0	0	0	0	0	0
TM6SF1	11	9	12	8	8	12	10	10	1.82574185835055
TM6SF2	2	1	1	1	1	2	1	1.25	0.5
TM7SF2	3	1	1	0	0	3	1	1.25	1.25830573921179
TM7SF3	40	27	27	15	15	40	27	27.25	10.2102889283311
TM9SF1	67	23	27	56	23	67	41.5	43.25	21.6082545955629
TM9SF2	232	137	160	186	137	232	173	178.75	40.7543453715879
TM9SF3	77	46	61	62	46	77	61.5	61.5	12.6622799421484
TM9SF4	94	74	68	76	68	94	75	78	11.1952370824978
TMA16	87	49	69	80	49	87	74.5	71.25	16.5806111668619
TMA7	1423	1655	1457	1163	1163	1655	1440	1424.5	202.131145546648
TMBIM1	60	31	40	42	31	60	41	43.25	12.1483880960946
TMBIM4	268	298	291	223	223	298	279.5	270	33.8526217596215
TMBIM6	697	652	648	750	648	750	674.5	686.75	47.6611302146029
TMC1	0	0	0	0	0	0	0	0	0
TMC3	4	1	3	2	1	4	2.5	2.5	1.29099444873581
TMC4	2	0	2	1	0	2	1.5	1.25	0.957427107756338
TMC5	6	1	1	3	1	6	2	2.75	2.3629078131263
TMC6	0	0	0	0	0	0	0	0	0
TMC7	7	1	3	7	1	7	5	4.5	3
TMC8	0	0	0	0	0	0	0	0	0
TMCC1	35	22	34	29	22	35	31.5	30	5.94418483337567
TMCC2	1	2	5	7	1	7	3.5	3.75	2.75378527364305
TMCC3	11	2	4	6	2	11	5	5.75	3.86221007541882
TMCO1	319	301	238	345	238	345	310	300.75	45.5658863624971
TMCO3	163	65	59	133	59	163	99	105	51.1989583227367
TMCO4	5	9	5	8	5	9	6.5	6.75	2.06155281280883
TMCO6	0	2	0	1	0	2	0.5	0.75	0.957427107756338
TMED1	14	9	15	10	9	15	12	12	2.94392028877595
TMED10	425	474	474	328	328	474	449.5	425.25	68.8252618350753
TMED10P1	1	0	0	1	0	1	0.5	0.5	0.577350269189626
TMED11P	0	0	0	0	0	0	0	0	0
TMED2	343	171	211	239	171	343	225	241	73.5028344124678
TMED3	78	73	72	57	57	78	72.5	70	9.05538513813742
TMED4	12	14	12	14	12	14	13	13	1.15470053837925
TMED5	119	74	73	100	73	119	87	91.5	22.1885856541902
TMED6	0	0	0	0	0	0	0	0	0
TMED7	101	40	57	59	40	101	58	64.25	25.9406373604556
TMED7-TICAM2	0	0	0	1	0	1	0	0.25	0.5
TMED8	0	0	0	0	0	0	0	0	0
TMED9	159	84	139	93	84	159	116	118.75	36.0589794642056
TMEFF2	1	1	0	0	0	1	0.5	0.5	0.577350269189626
TMEM100	0	0	1	0	0	1	0	0.25	0.5
TMEM101	43	37	30	53	30	53	40	40.75	9.74251849711699
TMEM102	0	0	0	0	0	0	0	0	0
TMEM104	1	1	1	0	0	1	1	0.75	0.5
TMEM105	2	0	2	2	0	2	2	1.5	1
TMEM106A	0	2	2	1	0	2	1.5	1.25	0.957427107756338
TMEM106B	62	54	55	45	45	62	54.5	54	6.97614984548545
TMEM106C	72	117	79	73	72	117	76	85.25	21.3911975666005
TMEM107	43	50	31	23	23	50	37	36.75	12.0657918651588
TMEM108	0	0	0	0	0	0	0	0	0
TMEM109	45	26	29	35	26	45	32	33.75	8.38152730712011
TMEM11	104	74	87	81	74	104	84	86.5	12.8192563486863
TMEM110	13	7	4	11	4	13	9	8.75	4.03112887414927
TMEM115	42	12	17	22	12	42	19.5	23.25	13.1497781983829
TMEM116	34	25	20	13	13	34	22.5	23	8.83176086632785
TMEM117	10	1	3	12	1	12	6.5	6.5	5.32290647422377
TMEM119	7	2	3	2	2	7	2.5	3.5	2.38047614284762
TMEM120A	20	21	19	20	19	21	20	20	0.816496580927726
TMEM120B	23	9	10	10	9	23	10	13	6.68331255192114
TMEM121	0	0	0	0	0	0	0	0	0
TMEM123	64	60	62	58	58	64	61	61	2.58198889747161
TMEM125	0	0	0	0	0	0	0	0	0
TMEM126A	68	91	74	61	61	91	71	73.5	12.8192563486863
TMEM126B	87	130	109	83	83	130	98	102.25	21.7466472511665
TMEM127	42	12	13	22	12	42	17.5	22.25	13.9134227756269
TMEM128	31	14	19	41	14	41	25	26.25	12.1483880960946
TMEM129	10	3	5	6	3	10	5.5	6	2.94392028877595
TMEM130	8	7	10	7	7	10	7.5	8	1.4142135623731
TMEM131	36	25	42	29	25	42	32.5	33	7.52772652709081
TMEM132A	2	2	2	0	0	2	2	1.5	1
TMEM132B	0	0	0	1	0	1	0	0.25	0.5
TMEM132C	0	0	0	0	0	0	0	0	0
TMEM132E	0	0	0	0	0	0	0	0	0
TMEM133	1	2	1	0	0	2	1	1	0.816496580927726
TMEM134	28	22	27	30	22	30	27.5	26.75	3.40342964277702
TMEM135	16	14	11	8	8	16	12.5	12.25	3.5
TMEM136	28	15	16	17	15	28	16.5	19	6.05530070819498
TMEM138	47	34	30	47	30	47	40.5	39.5	8.81286937760152
TMEM139	0	0	0	0	0	0	0	0	0
TMEM140	16	19	10	32	10	32	17.5	19.25	9.28708781050335
TMEM141	16	12	6	9	6	16	10.5	10.75	4.27200187265877
TMEM143	2	2	0	1	0	2	1.5	1.25	0.957427107756338
TMEM144	7	4	3	2	2	7	3.5	4	2.16024689946929
TMEM147	80	100	88	100	80	100	94	92	9.79795897113271
TMEM14A	65	78	60	51	51	78	62.5	63.5	11.2694276695846
TMEM14B	167	213	158	177	158	213	172	178.75	24.1160389229519
TMEM14C	429	516	410	397	397	516	419.5	438	53.6345659688476
TMEM14E	4	0	0	0	0	4	0	1	2
TMEM150A	6	3	4	9	3	9	5	5.5	2.64575131106459
TMEM150C	0	0	0	0	0	0	0	0	0
TMEM151A	0	0	0	1	0	1	0	0.25	0.5
TMEM151B	0	0	0	0	0	0	0	0	0
TMEM154	1	1	4	2	1	4	1.5	2	1.4142135623731
TMEM155	0	0	0	2	0	2	0	0.5	1
TMEM156	5	0	2	5	0	5	3.5	3	2.44948974278318
TMEM158	10	1	3	4	1	10	3.5	4.5	3.87298334620742
TMEM159	192	194	144	146	144	194	169	169	27.7368587502863
TMEM160	1	2	1	3	1	3	1.5	1.75	0.957427107756338
TMEM161A	2	1	1	5	1	5	1.5	2.25	1.89296944860009
TMEM161B	22	11	16	21	11	22	18.5	17.5	5.06622805119022
TMEM161B-AS1	19	29	21	14	14	29	20	20.75	6.23832242407097
TMEM163	0	0	1	0	0	1	0	0.25	0.5
TMEM164	3	1	5	5	1	5	4	3.5	1.91485421551268
