Gene	SUN+URS.A.6.19.1.D9	SUN+URS.A.6.20.1.D10	SUN+URS.A.6.21.1.D11	Min	Max	Median	Mean	Std
TUBB1	0	0	0	0	0	0	0	0
TUBB2A	20	10	13	10	20	13	14.3333333333333	5.13160143944688
TUBB2B	0	0	0	0	0	0	0	0
TUBB3	4	1	4	1	4	4	3	1.73205080756888
TUBB4B	46	18	41	18	46	41	35	14.9331845230681
TUBB6	142	67	151	67	151	142	120	46.1194102304008
TUBD1	30	13	31	13	31	30	24.6666666666667	10.1159939369957
TUBE1	23	12	22	12	23	22	19	6.08276253029822
TUBG1	43	25	37	25	43	37	35	9.16515138991168
TUBG2	9	1	7	1	9	7	5.66666666666667	4.16333199893227
TUBGCP2	61	16	33	16	61	33	36.6666666666667	22.722969289539
TUBGCP3	7	7	7	7	7	7	7	0
TUBGCP4	13	11	11	11	13	11	11.6666666666667	1.15470053837925
TUBGCP5	17	7	19	7	19	17	14.3333333333333	6.42910050732864
TUBGCP6	5	1	3	1	5	3	3	2
TUFM	43	23	29	23	43	29	31.6666666666667	10.2632028788938
TUFT1	12	4	10	4	12	10	8.66666666666667	4.16333199893227
TUG1	51	29	46	29	51	46	42	11.5325625946708
TULP1	0	0	0	0	0	0	0	0
TULP2	0	0	0	0	0	0	0	0
TULP3	64	36	46	36	64	46	48.6666666666667	14.1891977691952
TULP4	67	32	50	32	67	50	49.6666666666667	17.5023807904334
TUSC1	1	3	2	1	3	2	2	1
TUSC2	33	9	22	9	33	22	21.3333333333333	12.0138808606267
TUSC3	40	11	22	11	40	22	24.3333333333333	14.6401275039985
TUSC5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TUT1	7	1	3	1	7	3	3.66666666666667	3.05505046330389
TVP23A	3	0	2	0	3	2	1.66666666666667	1.52752523165195
TVP23B	12	4	21	4	21	12	12.3333333333333	8.50490054811538
TVP23C	17	11	11	11	17	11	13	3.46410161513775
TVP23C-CDRT4	0	0	0	0	0	0	0	0
TWF1	117	65	121	65	121	117	101	31.2409987036266
TWF2	7	2	14	2	14	7	7.66666666666667	6.02771377334171
TWIST1	20	13	16	13	20	16	16.3333333333333	3.51188458428425
TWIST2	7	5	6	5	7	6	6	1
TWISTNB	40	31	53	31	53	40	41.3333333333333	11.060440015358
TWSG1	45	29	49	29	49	45	41	10.5830052442584
TXLNA	33	25	25	25	33	25	27.6666666666667	4.61880215351701
TXLNB	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TXLNG	18	21	22	18	22	21	20.3333333333333	2.08166599946613
TXLNG2P	19	7	6	6	19	7	10.6666666666667	7.23417813807024
TXN	2542	1039	2226	1039	2542	2226	1935.66666666667	792.447053962177
TXN2	261	113	218	113	261	218	197.333333333333	76.1336544067952
TXNDC11	6	2	11	2	11	6	6.33333333333333	4.50924975282289
TXNDC12	175	84	127	84	175	127	128.666666666667	45.5228880161764
TXNDC15	64	29	53	29	64	53	48.6666666666667	17.8978583448784
TXNDC16	11	2	9	2	11	9	7.33333333333333	4.72581562625261
TXNDC17	526	219	416	219	526	416	387	155.540991381693
TXNDC2	0	0	0	0	0	0	0	0
TXNDC9	192	83	155	83	192	155	143.333333333333	55.4286327932895
TXNIP	257	152	203	152	257	203	204	52.5071423713003
TXNL1	71	25	73	25	73	71	56.3333333333333	27.1538824725551
TXNL4A	54	28	55	28	55	54	45.6666666666667	15.3079500042734
TXNL4B	22	11	12	11	22	12	15	6.08276253029822
TXNRD1	694	328	583	328	694	583	535	187.661930076401
TXNRD2	3	3	1	1	3	3	2.33333333333333	1.15470053837925
TXNRD3	2	1	0	0	2	1	1	1
TXNRD3NB	0	0	0	0	0	0	0	0
TYK2	10	5	5	5	10	5	6.66666666666667	2.88675134594813
TYMP	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TYMS	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TYR	0	0	0	0	0	0	0	0
TYRO3	0	0	0	0	0	0	0	0
TYROBP	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TYRP1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TYSND1	5	1	3	1	5	3	3	2
TYW1	18	11	14	11	18	14	14.3333333333333	3.51188458428425
TYW1B	2	1	0	0	2	1	1	1
TYW3	53	20	49	20	53	49	40.6666666666667	18.0092568789868
TYW5	27	11	13	11	27	13	17	8.71779788708135
U2AF1	65	18	43	18	65	43	42	23.5159520326097
U2AF1L4	24	13	19	13	24	19	18.6666666666667	5.5075705472861
U2AF2	11	3	12	3	12	11	8.66666666666667	4.93288286231625
U2SURP	168	78	148	78	168	148	131.333333333333	47.2581562625261
UACA	638	251	473	251	638	473	454	194.198352207221
UAP1	208	75	137	75	208	137	140	66.5507325278993
UAP1L1	7	6	8	6	8	7	7	1
UBA1	60	32	38	32	60	38	43.3333333333333	14.742229591664
UBA2	39	15	35	15	39	35	29.6666666666667	12.8582010146573
UBA3	143	49	108	49	143	108	100	47.5078940808788
UBA5	26	16	26	16	26	26	22.6666666666667	5.77350269189626
UBA52	3625	1605	3247	1605	3625	3247	2825.66666666667	1073.89074552923
UBA6	38	20	22	20	38	22	26.6666666666667	9.8657657246325
UBA7	12	4	4	4	12	4	6.66666666666667	4.61880215351701
UBAC1	14	6	11	6	14	11	10.3333333333333	4.04145188432738
UBAC2	33	10	35	10	35	33	26	13.8924439894498
UBAC2-AS1	3	0	1	0	3	1	1.33333333333333	1.52752523165195
UBALD1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
UBALD2	5	1	4	1	5	4	3.33333333333333	2.08166599946613
UBAP1	12	9	21	9	21	12	14	6.2449979983984
UBAP1L	0	0	0	0	0	0	0	0
UBAP2	37	11	27	11	37	27	25	13.114877048604
UBAP2L	90	25	43	25	90	43	52.6666666666667	33.5608899365516
UBASH3B	6	4	7	4	7	6	5.66666666666667	1.52752523165195
UBB	3205	1326	2664	1326	3205	2664	2398.33333333333	967.261253919195
UBC	3891	1680	3527	1680	3891	3527	3032.66666666667	1185.49750456647
UBD	0	0	0	0	0	0	0	0
UBE2A	95	56	98	56	98	95	83	23.43074902772
UBE2B	185	75	133	75	185	133	131	55.0272659687904
UBE2C	0	0	0	0	0	0	0	0
UBE2D1	19	16	14	14	19	16	16.3333333333333	2.51661147842358
UBE2D2	52	19	59	19	59	52	43.3333333333333	21.3619599600162
UBE2D3	271	130	219	130	271	219	206.666666666667	71.30451131123
UBE2D4	26	8	17	8	26	17	17	9
UBE2E1	58	17	35	17	58	35	36.6666666666667	20.5507501890645
UBE2E2	138	71	136	71	138	136	115	38.1182371050918
UBE2E3	47	27	52	27	52	47	42	13.228756555323
UBE2F	43	24	46	24	46	43	37.6666666666667	11.9303534454489
UBE2F-SCLY	0	0	0	0	0	0	0	0
UBE2G1	21	14	17	14	21	17	17.3333333333333	3.51188458428425
UBE2G2	58	35	53	35	58	53	48.6666666666667	12.0968315410827
UBE2H	58	32	31	31	58	32	40.3333333333333	15.3079500042734
UBE2I	78	46	62	46	78	62	62	16
UBE2J1	34	18	38	18	38	34	30	10.5830052442584
UBE2J2	7	2	1	1	7	2	3.33333333333333	3.21455025366432
UBE2K	70	27	39	27	70	39	45.3333333333333	22.1885856541902
UBE2L3	512	221	473	221	512	473	402	157.958855402285
UBE2L6	119	44	97	44	119	97	86.6666666666667	38.5529938310027
UBE2M	2	3	3	2	3	3	2.66666666666667	0.577350269189626
UBE2MP1	0	0	0	0	0	0	0	0
UBE2N	269	99	214	99	269	214	194	86.7467578644874
UBE2O	6	3	3	3	6	3	4	1.73205080756888
UBE2Q1	35	22	35	22	35	35	30.6666666666667	7.50555349946513
UBE2Q2	37	18	31	18	37	31	28.6666666666667	9.71253485622231
UBE2Q2P1	14	5	13	5	14	13	10.6666666666667	4.93288286231625
UBE2Q2P2	3	0	3	0	3	3	2	1.73205080756888
UBE2Q2P3	1	2	1	1	2	1	1.33333333333333	0.577350269189626
UBE2QL1	6	0	1	0	6	1	2.33333333333333	3.21455025366432
UBE2R2	99	48	72	48	99	72	73	25.5147016443461
UBE2S	6	10	5	5	10	6	7	2.64575131106459
UBE2T	16	3	12	3	16	12	10.3333333333333	6.65832811847939
UBE2U	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UBE2V1	22	9	25	9	25	22	18.6666666666667	8.50490054811538
UBE2V2	521	195	425	195	521	425	380.333333333333	167.527112233612
UBE2W	143	59	133	59	143	133	111.666666666667	45.8839114868527
UBE2Z	57	38	53	38	57	53	49.3333333333333	10.0166528008778
UBE3A	49	29	38	29	49	38	38.6666666666667	10.0166528008778
UBE3B	20	15	17	15	20	17	17.3333333333333	2.51661147842358
UBE3C	34	21	29	21	34	29	28	6.557438524302
UBE3D	5	4	11	4	11	5	6.66666666666667	3.78593889720018
UBE4A	53	27	47	27	53	47	42.3333333333333	13.6137185711081
UBE4B	26	16	24	16	26	24	22	5.29150262212918
UBFD1	32	19	30	19	32	30	27	7
UBIAD1	19	15	21	15	21	19	18.3333333333333	3.05505046330389
UBL3	42	14	37	14	42	37	31	14.9331845230681
UBL4A	15	12	20	12	20	15	15.6666666666667	4.04145188432738
UBL5	1097	443	951	443	1097	951	830.333333333333	343.291906885865
UBL7	14	10	20	10	20	14	14.6666666666667	5.03322295684717
UBL7-AS1	4	3	6	3	6	4	4.33333333333333	1.52752523165195
UBLCP1	82	25	74	25	82	74	60.3333333333333	30.8598984660244
UBN1	29	15	29	15	29	29	24.3333333333333	8.08290376865476
UBN2	16	13	15	13	16	15	14.6666666666667	1.52752523165195
UBOX5	12	9	6	6	12	9	9	3
UBOX5-AS1	0	0	0	0	0	0	0	0
UBP1	12	12	16	12	16	12	13.3333333333333	2.3094010767585
UBQLN1	28	12	14	12	28	14	18	8.71779788708135
UBQLN2	15	5	17	5	17	15	12.3333333333333	6.42910050732864
UBQLN4	7	2	3	2	7	3	4	2.64575131106459
UBQLNL	0	0	0	0	0	0	0	0
UBR1	34	14	27	14	34	27	25	10.1488915650922
UBR2	46	10	28	10	46	28	28	18
UBR3	14	15	18	14	18	15	15.6666666666667	2.08166599946613
UBR4	36	24	45	24	45	36	35	10.5356537528527
UBR5	29	21	28	21	29	28	26	4.35889894354067
UBR7	14	3	18	3	18	14	11.6666666666667	7.76745346515403
UBTD1	9	4	4	4	9	4	5.66666666666667	2.88675134594813
UBTD2	18	6	17	6	18	17	13.6666666666667	6.65832811847939
UBTF	17	11	20	11	20	17	16	4.58257569495584
UBXN1	58	35	69	35	69	58	54	17.3493515728975
UBXN10	0	0	0	0	0	0	0	0
UBXN11	1	1	2	1	2	1	1.33333333333333	0.577350269189626
UBXN2A	18	6	16	6	18	16	13.3333333333333	6.42910050732864
UBXN2B	25	14	13	13	25	14	17.3333333333333	6.65832811847939
UBXN4	214	132	224	132	224	214	190	50.4777178564959
UBXN6	18	10	22	10	22	18	16.6666666666667	6.11010092660779
UBXN7	20	14	22	14	22	20	18.6666666666667	4.16333199893227
UBXN8	26	17	22	17	26	22	21.6666666666667	4.50924975282289
UCA1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
UCHL1	544	240	471	240	544	471	418.333333333333	158.695725630319
UCHL1-AS1	0	0	0	0	0	0	0	0
UCHL3	61	27	63	27	63	61	50.3333333333333	20.2319878739914
UCHL5	29	16	26	16	29	26	23.6666666666667	6.80685928555405
UCK1	5	4	2	2	5	4	3.66666666666667	1.52752523165195
UCK2	31	20	34	20	34	31	28.3333333333333	7.37111479583199
UCKL1	9	4	14	4	14	9	9	5
UCKL1-AS1	5	5	7	5	7	5	5.66666666666667	1.15470053837925
UCMA	0	0	0	0	0	0	0	0
UCN	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UCN2	0	0	0	0	0	0	0	0
UCP1	0	0	0	0	0	0	0	0
UCP2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
UCP3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
UEVLD	11	13	11	11	13	11	11.6666666666667	1.15470053837925
UFC1	456	165	344	165	456	344	321.666666666667	146.779880546802
UFD1L	167	73	153	73	167	153	131	50.7148893324239
UFL1	108	40	79	40	108	79	75.6666666666667	34.1223289552946
UFM1	459	172	327	172	459	327	319.333333333333	143.653518346518
UFSP1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
UFSP2	87	33	69	33	87	69	63	27.495454169735
UG0898H09	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UGCG	13	3	7	3	13	7	7.66666666666667	5.03322295684717
UGDH	101	37	81	37	101	81	73	32.7414110874898
UGDH-AS1	48	32	35	32	48	35	38.3333333333333	8.50490054811538
UGGT1	93	54	82	54	93	82	76.3333333333333	20.1080415091409
UGGT2	103	51	88	51	103	88	80.6666666666667	26.7644042215278
UGP2	232	115	220	115	232	220	189	64.3661401670164
UGT2A1	0	0	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0	0	0
UGT2B15	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UGT2B7	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UGT3A2	0	0	0	0	0	0	0	0
UGT8	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UHMK1	49	22	48	22	49	48	39.6666666666667	15.3079500042734
UHRF1	1	0	3	0	3	1	1.33333333333333	1.52752523165195
UHRF1BP1	11	7	6	6	11	7	8	2.64575131106459
UHRF1BP1L	13	18	27	13	27	18	19.3333333333333	7.09459888459759
UHRF2	15	9	9	9	15	9	11	3.46410161513775
UIMC1	27	8	29	8	29	27	21.3333333333333	11.5902257671425
ULBP1	3	1	9	1	9	3	4.33333333333333	4.16333199893227
ULBP2	13	7	14	7	14	13	11.3333333333333	3.78593889720018
ULBP3	0	0	0	0	0	0	0	0
ULK1	3	3	10	3	10	3	5.33333333333333	4.04145188432738
ULK2	7	1	10	1	10	7	6	4.58257569495584
ULK3	1	3	6	1	6	3	3.33333333333333	2.51661147842358
ULK4	14	2	11	2	14	11	9	6.2449979983984
ULK4P3	0	0	0	0	0	0	0	0
UMPS	34	10	47	10	47	34	30.3333333333333	18.7705443004015
UNC119	7	6	12	6	12	7	8.33333333333333	3.21455025366432
UNC119B	19	4	16	4	19	16	13	7.93725393319377
UNC13A	2	0	2	0	2	2	1.33333333333333	1.15470053837925
UNC13B	5	7	6	5	7	6	6	1
UNC13D	0	0	0	0	0	0	0	0
UNC45A	8	11	12	8	12	11	10.3333333333333	2.08166599946613
UNC50	59	12	31	12	59	31	34	23.6431808350738
UNC5B	87	47	66	47	87	66	66.6666666666667	20.0083315979452
UNC5B-AS1	20	7	17	7	20	17	14.6666666666667	6.80685928555405
UNC5C	1	2	0	0	2	1	1	1
UNC5CL	0	0	0	0	0	0	0	0
UNC79	0	0	0	0	0	0	0	0
UNC80	0	0	0	0	0	0	0	0
UNC93B1	7	3	5	3	7	5	5	2
UNG	8	6	10	6	10	8	8	2
UNK	3	9	1	1	9	3	4.33333333333333	4.16333199893227
UNKL	9	6	9	6	9	9	8	1.73205080756888
UNQ6975	0	0	0	0	0	0	0	0
UOX	0	0	0	0	0	0	0	0
UPF1	15	8	8	8	15	8	10.3333333333333	4.04145188432738
UPF2	98	42	77	42	98	77	72.3333333333333	28.2901631902917
UPF3A	82	38	66	38	82	66	62	22.2710574513201
UPF3B	19	8	11	8	19	11	12.6666666666667	5.68624070307733
UPK1A	2	2	3	2	3	2	2.33333333333333	0.577350269189626
UPK1A-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UPK1B	6	2	5	2	6	5	4.33333333333333	2.08166599946613
UPK2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UPK3B	1	1	0	0	1	1	0.666666666666667	0.577350269189626
UPK3BL	2	1	2	1	2	2	1.66666666666667	0.577350269189626
UPP1	14	14	32	14	32	14	20	10.3923048454133
UPP2	0	0	0	0	0	0	0	0
UPRT	23	9	14	9	23	14	15.3333333333333	7.09459888459759
UQCC	15	6	10	6	15	10	10.3333333333333	4.50924975282289
UQCR10	1039	456	927	456	1039	927	807.333333333333	309.374099325288
UQCR11	442	230	485	230	485	442	385.666666666667	136.514956445561
UQCRB	1708	717	1479	717	1708	1479	1301.33333333333	518.839409965486
UQCRBP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UQCRC1	56	34	66	34	66	56	52	16.3707055437449
UQCRC2	245	135	224	135	245	224	201.333333333333	58.3980593284857
UQCRFS1	57	44	85	44	85	57	62	20.952326839757
UQCRH	623	330	581	330	623	581	511.333333333333	158.437158941119
UQCRHL	1	0	2	0	2	1	1	1
UQCRQ	1960	836	1811	836	1960	1811	1535.66666666667	610.491878187854
URB1	15	7	8	7	15	8	10	4.35889894354067
URB2	3	5	1	1	5	3	3	2
URGCP	14	5	8	5	14	8	9	4.58257569495584
URI1	28	18	28	18	28	28	24.6666666666667	5.77350269189626
URM1	15	10	19	10	19	15	14.6666666666667	4.50924975282289
UROD	247	131	247	131	247	247	208.333333333333	66.9726312259966
UROS	27	13	22	13	27	22	20.6666666666667	7.09459888459759
USB1	16	4	16	4	16	16	12	6.92820323027551
USE1	34	13	31	13	34	31	26	11.3578166916005
USF1	25	14	20	14	25	20	19.6666666666667	5.5075705472861
USF2	3	4	6	3	6	4	4.33333333333333	1.52752523165195
USH2A	0	0	0	0	0	0	0	0
USMG5	1289	529	1052	529	1289	1052	956.666666666667	388.865443737719
USO1	120	56	107	56	120	107	94.3333333333333	33.8279962949823
USP1	27	19	25	19	27	25	23.6666666666667	4.16333199893227
USP10	39	22	22	22	39	22	27.6666666666667	9.81495457622364
USP11	19	6	28	6	28	19	17.6666666666667	11.060440015358
USP12	20	7	12	7	20	12	13	6.557438524302
USP13	7	7	6	6	7	7	6.66666666666667	0.577350269189626
USP14	41	24	42	24	42	41	35.6666666666667	10.1159939369957
USP15	121	68	95	68	121	95	94.6666666666667	26.5015722804013
USP16	100	49	126	49	126	100	91.6666666666667	39.170567181665
USP17L2	0	0	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0
USP18	3	0	1	0	3	1	1.33333333333333	1.52752523165195
USP19	4	0	3	0	4	3	2.33333333333333	2.08166599946613
USP2	0	0	0	0	0	0	0	0
USP2-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USP20	5	3	1	1	5	3	3	2
USP21	3	2	2	2	3	2	2.33333333333333	0.577350269189626
USP22	105	53	79	53	105	79	79	26
USP24	5	4	14	4	14	5	7.66666666666667	5.5075705472861
USP25	7	14	11	7	14	11	10.6666666666667	3.51188458428425
USP27X	0	2	1	0	2	1	1	1
USP27X-AS1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
USP28	5	4	5	4	5	5	4.66666666666667	0.577350269189626
USP29	0	0	0	0	0	0	0	0
USP3	32	20	43	20	43	32	31.6666666666667	11.5036226178249
USP3-AS1	0	0	0	0	0	0	0	0
USP30	7	1	4	1	7	4	4	3
USP30-AS1	0	0	0	0	0	0	0	0
USP31	13	7	4	4	13	7	8	4.58257569495584
USP32	7	3	6	3	7	6	5.33333333333333	2.08166599946613
USP32P1	1	0	2	0	2	1	1	1
USP32P2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USP33	67	47	55	47	67	55	56.3333333333333	10.0664459136943
USP34	83	45	83	45	83	83	70.3333333333333	21.9393102292058
USP35	5	2	0	0	5	2	2.33333333333333	2.51661147842358
USP36	4	5	6	4	6	5	5	1
USP37	11	9	7	7	11	9	9	2
USP38	11	5	12	5	12	11	9.33333333333333	3.78593889720018
USP39	30	18	42	18	42	30	30	12
USP4	43	25	28	25	43	28	32	9.64365076099295
USP40	43	12	21	12	43	21	25.3333333333333	15.9478316185409
USP42	14	1	9	1	14	9	8	6.557438524302
USP44	2	0	2	0	2	2	1.33333333333333	1.15470053837925
USP45	9	2	13	2	13	9	8	5.56776436283002
USP46	13	14	19	13	19	14	15.3333333333333	3.21455025366432
USP47	79	37	62	37	79	62	59.3333333333333	21.1266025033211
USP48	37	19	40	19	40	37	32	11.3578166916005
USP49	0	1	0	0	1	0	0.333333333333333	0.577350269189626
USP5	4	4	1	1	4	4	3	1.73205080756888
USP50	0	0	0	0	0	0	0	0
USP51	0	1	0	0	1	0	0.333333333333333	0.577350269189626
USP53	54	27	48	27	54	48	43	14.1774468787578
USP54	12	12	10	10	12	12	11.3333333333333	1.15470053837925
USP6	1	0	1	0	1	1	0.666666666666667	0.577350269189626
USP6NL	6	5	0	0	6	5	3.66666666666667	3.21455025366432
USP7	63	29	35	29	63	35	42.3333333333333	18.1475434517549
USP8	156	66	171	66	171	156	131	56.7890834580027
USP9X	74	46	85	46	85	74	68.3333333333333	20.1080415091409
USP9Y	15	12	10	10	15	12	12.3333333333333	2.51661147842358
USPL1	25	11	21	11	25	21	19	7.21110255092798
UST	11	8	8	8	11	8	9	1.73205080756888
UTP11L	178	102	151	102	178	151	143.666666666667	38.527046776691
UTP14A	36	13	29	13	36	29	26	11.7898261225516
UTP14C	43	24	30	24	43	30	32.3333333333333	9.71253485622231
UTP15	24	11	18	11	24	18	17.6666666666667	6.50640709864771
UTP18	10	5	15	5	15	10	10	5
UTP20	18	8	11	8	18	11	12.3333333333333	5.13160143944688
UTP23	65	24	64	24	65	64	51	23.388031127053
UTP3	47	8	37	8	47	37	30.6666666666667	20.2566861389847
UTP6	86	35	67	35	86	67	62.6666666666667	25.7746645629644
UTRN	119	73	105	73	119	105	99	23.5796522451032
UTS2	0	0	0	0	0	0	0	0
UTS2B	5	3	4	3	5	4	4	1
UTY	4	1	1	1	4	1	2	1.73205080756888
UVRAG	13	16	6	6	16	13	11.6666666666667	5.13160143944688
UVSSA	7	2	8	2	8	7	5.66666666666667	3.21455025366432
UXS1	32	9	18	9	32	18	19.6666666666667	11.5902257671425
UXT	130	53	105	53	130	105	96	39.2810386828047
VAC14	4	0	3	0	4	3	2.33333333333333	2.08166599946613
VAC14-AS1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
VAMP1	7	3	5	3	7	5	5	2
VAMP2	18	6	9	6	18	9	11	6.2449979983984
VAMP3	215	82	187	82	215	187	161.333333333333	70.1165696061447
VAMP4	20	8	19	8	20	19	15.6666666666667	6.65832811847939
VAMP5	109	53	91	53	109	91	84.3333333333333	28.5890421898554
VAMP7	65	25	57	25	65	57	49	21.1660104885167
VAMP8	3	0	1	0	3	1	1.33333333333333	1.52752523165195
VANGL1	11	5	8	5	11	8	8	3
VANGL2	2	2	0	0	2	2	1.33333333333333	1.15470053837925
VAPA	200	81	149	81	200	149	143.333333333333	59.7020379328322
VAPB	24	5	25	5	25	24	18	11.2694276695846
VARS	6	3	0	0	6	3	3	3
VARS2	5	3	3	3	5	3	3.66666666666667	1.15470053837925
VASH1	7	10	11	7	11	10	9.33333333333333	2.08166599946613
VASH2	0	0	0	0	0	0	0	0
VASN	38	28	41	28	41	38	35.6666666666667	6.80685928555405
VASP	18	12	19	12	19	18	16.3333333333333	3.78593889720018
VAT1	50	39	47	39	50	47	45.3333333333333	5.68624070307733
VAT1L	0	0	0	0	0	0	0	0
VAV1	0	0	0	0	0	0	0	0
VAV2	5	1	1	1	5	1	2.33333333333333	2.3094010767585
VAV3	0	0	0	0	0	0	0	0
VAX2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
VBP1	97	40	85	40	97	85	74	30.0499584026334
VCAM1	38	14	20	14	38	20	24	12.4899959967968
VCAN	1062	562	901	562	1062	901	841.666666666667	255.226043603182
VCL	227	135	186	135	227	186	182.666666666667	46.0904907039764
VCP	57	20	40	20	57	40	39	18.5202591774521
VCPIP1	24	12	14	12	24	14	16.6666666666667	6.42910050732864
VCX3B	0	0	0	0	0	0	0	0
VDAC1	392	182	336	182	392	336	303.333333333333	108.744348512156
VDAC2	141	64	126	64	141	126	110.333333333333	40.8207463593371
VDAC3	200	112	192	112	200	192	168	48.6621002423858
VDR	15	3	11	3	15	11	9.66666666666667	6.11010092660779
VEGFA	120	80	105	80	120	105	101.666666666667	20.2072594216369
VEGFB	67	27	61	27	67	61	51.6666666666667	21.5715862498179
VEGFC	13	12	4	4	13	12	9.66666666666667	4.93288286231625
VENTX	6	2	3	2	6	3	3.66666666666667	2.08166599946613
VEPH1	280	115	245	115	280	245	213.333333333333	86.9386757049665
VEZF1	15	10	24	10	24	15	16.3333333333333	7.09459888459759
VEZT	71	28	64	28	71	64	54.3333333333333	23.0723499742296
VGLL3	121	87	88	87	121	88	98.6666666666667	19.3476958145753
VGLL4	29	9	10	9	29	10	16	11.2694276695846
VHL	60	32	61	32	61	60	51	16.4620776331543
VILL	0	0	0	0	0	0	0	0
VIM	7148	2478	5973	2478	7148	5973	5199.66666666667	2429.14765572893
VIMP	214	95	186	95	214	186	165	62.2173609212091
VIP	0	0	2	0	2	0	0.666666666666667	1.15470053837925
VIPAS39	28	14	27	14	28	27	23	7.81024967590665
VIPR1	0	0	0	0	0	0	0	0
VIPR2	7	4	2	2	7	4	4.33333333333333	2.51661147842358
VIT	9	6	16	6	16	9	10.3333333333333	5.13160143944688
VKORC1	239	106	213	106	239	213	186	70.4911341943084
VKORC1L1	6	2	13	2	13	6	7	5.56776436283002
VLDLR	16	23	33	16	33	23	24	8.54400374531753
VMA21	35	26	40	26	40	35	33.6666666666667	7.09459888459759
VMAC	2	1	1	1	2	1	1.33333333333333	0.577350269189626
VMO1	0	0	0	0	0	0	0	0
VMP1	241	101	195	101	241	195	179	71.3582510996451
VN1R1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VN1R2	1	1	1	1	1	1	1	0
VN1R5	0	0	0	0	0	0	0	0
VNN1	0	0	4	0	4	0	1.33333333333333	2.3094010767585
VNN2	2	0	1	0	2	1	1	1
VNN3	0	0	0	0	0	0	0	0
VOPP1	55	32	51	32	55	51	46	12.2882057274445
VPRBP	0	1	1	0	1	1	0.666666666666667	0.577350269189626
VPS11	27	17	24	17	27	24	22.6666666666667	5.13160143944688
VPS13A	28	25	34	25	34	28	29	4.58257569495584
VPS13B	37	22	40	22	40	37	33	9.64365076099295
VPS13C	111	58	90	58	111	90	86.3333333333333	26.6895734947813
VPS13D	23	17	8	8	23	17	16	7.54983443527075
VPS16	15	8	8	8	15	8	10.3333333333333	4.04145188432738
VPS18	12	3	4	3	12	4	6.33333333333333	4.93288286231625
VPS25	218	76	185	76	218	185	159.666666666667	74.3124036304393
VPS26A	119	53	90	53	119	90	87.3333333333333	33.0807093837683
VPS26B	45	20	42	20	45	42	35.6666666666667	13.6503968196288
VPS28	304	151	260	151	304	260	238.333333333333	78.7675906279565
VPS29	464	196	376	196	464	376	345.333333333333	136.606490816993
VPS33A	23	7	19	7	23	19	16.3333333333333	8.32666399786453
VPS33B	5	2	5	2	5	5	4	1.73205080756888
VPS35	192	87	152	87	192	152	143.666666666667	52.9937103186155
VPS36	106	42	103	42	106	103	83.6666666666667	36.1155552820849
VPS37A	39	13	34	13	39	34	28.6666666666667	13.7961347243833
VPS37B	1	2	1	1	2	1	1.33333333333333	0.577350269189626
VPS37C	3	0	3	0	3	3	2	1.73205080756888
VPS37D	1	1	1	1	1	1	1	0
VPS39	79	38	77	38	79	77	64.6666666666667	23.1156512634477
VPS41	122	60	113	60	122	113	98.3333333333333	33.501243758006
VPS45	51	18	43	18	51	43	37.3333333333333	17.2143351115671
VPS4A	10	7	10	7	10	10	9	1.73205080756888
VPS4B	106	66	131	66	131	106	101	32.78719262151
VPS51	10	9	9	9	10	9	9.33333333333333	0.577350269189626
VPS52	16	5	16	5	16	16	12.3333333333333	6.35085296108588
VPS53	34	21	34	21	34	34	29.6666666666667	7.50555349946513
VPS54	9	3	6	3	9	6	6	3
VPS72	13	5	13	5	13	13	10.3333333333333	4.61880215351701
VPS8	17	11	24	11	24	17	17.3333333333333	6.50640709864771
VPS9D1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VRK1	25	17	40	17	40	25	27.3333333333333	11.6761865920913
