Gene	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	Min	Max	Median	Mean	Std
UBA6	22	18	36	18	36	22	25.3333333333333	9.45163125250522
UBA7	3	12	9	3	12	9	8	4.58257569495584
UBAC1	9	7	12	7	12	9	9.33333333333333	2.51661147842358
UBAC2	21	17	15	15	21	17	17.6666666666667	3.05505046330389
UBAC2-AS1	2	2	2	2	2	2	2	0
UBALD1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
UBALD2	4	5	2	2	5	4	3.66666666666667	1.52752523165195
UBAP1	9	9	11	9	11	9	9.66666666666667	1.15470053837925
UBAP1L	0	0	0	0	0	0	0	0
UBAP2	28	29	23	23	29	28	26.6666666666667	3.21455025366432
UBAP2L	52	38	60	38	60	52	50	11.13552872566
UBASH3B	2	3	3	2	3	3	2.66666666666667	0.577350269189626
UBB	1688	1843	1884	1688	1884	1843	1805	103.377947358225
UBC	2193	2453	2247	2193	2453	2247	2297.66666666667	137.20544206894
UBD	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UBE2A	74	76	63	63	76	74	71	7
UBE2B	123	133	104	104	133	123	120	14.7309198626562
UBE2C	1	0	1	0	1	1	0.666666666666667	0.577350269189626
UBE2D1	4	12	5	4	12	5	7	4.35889894354067
UBE2D2	28	20	28	20	28	28	25.3333333333333	4.61880215351701
UBE2D3	166	195	212	166	212	195	191	23.259406699226
UBE2D4	16	16	8	8	16	16	13.3333333333333	4.61880215351701
UBE2E1	30	47	39	30	47	39	38.6666666666667	8.50490054811538
UBE2E2	81	106	86	81	106	86	91	13.228756555323
UBE2E3	23	26	25	23	26	25	24.6666666666667	1.52752523165195
UBE2F	26	32	32	26	32	32	30	3.46410161513775
UBE2F-SCLY	0	0	0	0	0	0	0	0
UBE2G1	19	15	15	15	19	15	16.3333333333333	2.3094010767585
UBE2G2	47	48	42	42	48	47	45.6666666666667	3.21455025366432
UBE2H	29	38	34	29	38	34	33.6666666666667	4.50924975282289
UBE2I	73	58	66	58	73	66	65.6666666666667	7.50555349946513
UBE2J1	27	36	25	25	36	27	29.3333333333333	5.85946527708232
UBE2J2	5	2	6	2	6	5	4.33333333333333	2.08166599946613
UBE2K	46	34	36	34	46	36	38.6666666666667	6.42910050732864
UBE2L3	325	331	295	295	331	325	317	19.2873015219859
UBE2L6	58	52	66	52	66	58	58.6666666666667	7.02376916856849
UBE2M	4	1	0	0	4	1	1.66666666666667	2.08166599946613
UBE2MP1	0	0	0	0	0	0	0	0
UBE2N	153	181	185	153	185	181	173	17.4355957741627
UBE2O	10	3	2	2	10	3	5	4.35889894354067
UBE2Q1	23	27	40	23	40	27	30	8.88819441731559
UBE2Q2	17	29	22	17	29	22	22.6666666666667	6.02771377334171
UBE2Q2P1	11	11	9	9	11	11	10.3333333333333	1.15470053837925
UBE2Q2P2	2	1	0	0	2	1	1	1
UBE2Q2P3	2	3	1	1	3	2	2	1
UBE2QL1	1	1	2	1	2	1	1.33333333333333	0.577350269189626
UBE2R2	61	49	61	49	61	61	57	6.92820323027551
UBE2S	3	2	1	1	3	2	2	1
UBE2T	5	9	10	5	10	9	8	2.64575131106459
UBE2U	0	0	0	0	0	0	0	0
UBE2V1	15	18	18	15	18	18	17	1.73205080756888
UBE2V2	252	294	293	252	294	293	279.666666666667	23.9652526240249
UBE2W	87	91	78	78	91	87	85.3333333333333	6.65832811847939
UBE2Z	37	29	49	29	49	37	38.3333333333333	10.0664459136943
UBE3A	29	30	42	29	42	30	33.6666666666667	7.23417813807024
UBE3B	13	9	14	9	14	13	12	2.64575131106459
UBE3C	34	28	25	25	34	28	29	4.58257569495584
UBE3D	3	6	12	3	12	6	7	4.58257569495584
UBE4A	42	37	45	37	45	42	41.3333333333333	4.04145188432738
UBE4B	25	19	26	19	26	25	23.3333333333333	3.78593889720018
UBFD1	20	29	35	20	35	29	28	7.54983443527075
UBIAD1	10	23	24	10	24	23	19	7.81024967590665
UBL3	22	18	18	18	22	18	19.3333333333333	2.3094010767585
UBL4A	6	13	15	6	15	13	11.3333333333333	4.72581562625261
UBL5	563	647	615	563	647	615	608.333333333333	42.3949682548924
UBL7	14	14	14	14	14	14	14	0
UBL7-AS1	3	10	3	3	10	3	5.33333333333333	4.04145188432738
UBLCP1	37	44	44	37	44	44	41.6666666666667	4.04145188432738
UBN1	35	26	28	26	35	28	29.6666666666667	4.72581562625261
UBN2	20	21	21	20	21	21	20.6666666666667	0.577350269189626
UBOX5	7	3	6	3	7	6	5.33333333333333	2.08166599946613
UBOX5-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
UBP1	16	15	17	15	17	16	16	1
UBQLN1	17	19	18	17	19	18	18	1
UBQLN2	11	8	11	8	11	11	10	1.73205080756888
UBQLN4	4	6	2	2	6	4	4	2
UBQLNL	0	0	0	0	0	0	0	0
UBR1	15	15	27	15	27	15	19	6.92820323027551
UBR2	29	33	32	29	33	32	31.3333333333333	2.08166599946613
UBR3	10	12	10	10	12	10	10.6666666666667	1.15470053837925
UBR4	31	30	37	30	37	31	32.6666666666667	3.78593889720018
UBR5	31	24	35	24	35	31	30	5.56776436283002
UBR7	12	3	6	3	12	6	7	4.58257569495584
UBTD1	8	6	1	1	8	6	5	3.60555127546399
UBTD2	12	12	12	12	12	12	12	0
UBTF	13	13	17	13	17	13	14.3333333333333	2.3094010767585
UBXN1	41	40	39	39	41	40	40	1
UBXN10	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UBXN11	2	1	0	0	2	1	1	1
UBXN2A	17	21	24	17	24	21	20.6666666666667	3.51188458428425
UBXN2B	20	11	20	11	20	20	17	5.19615242270663
UBXN4	148	158	142	142	158	148	149.333333333333	8.08290376865476
UBXN6	17	16	12	12	17	16	15	2.64575131106459
UBXN7	8	12	17	8	17	12	12.3333333333333	4.50924975282289
UBXN8	12	19	20	12	20	19	17	4.35889894354067
UCA1	0	0	0	0	0	0	0	0
UCHL1	315	334	313	313	334	315	320.666666666667	11.5902257671425
UCHL1-AS1	0	0	0	0	0	0	0	0
UCHL3	44	39	51	39	51	44	44.6666666666667	6.02771377334171
UCHL5	22	21	25	21	25	22	22.6666666666667	2.08166599946613
UCK1	3	4	5	3	5	4	4	1
UCK2	19	19	20	19	20	19	19.3333333333333	0.577350269189626
UCKL1	10	7	13	7	13	10	10	3
UCKL1-AS1	4	6	3	3	6	4	4.33333333333333	1.52752523165195
UCMA	0	0	0	0	0	0	0	0
UCN	0	0	0	0	0	0	0	0
UCN2	0	0	0	0	0	0	0	0
UCP1	0	0	0	0	0	0	0	0
UCP2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UCP3	0	0	0	0	0	0	0	0
UEVLD	17	5	12	5	17	12	11.3333333333333	6.02771377334171
UFC1	245	272	266	245	272	266	261	14.1774468787578
UFD1L	88	102	89	88	102	89	93	7.81024967590665
UFL1	62	55	54	54	62	55	57	4.35889894354067
UFM1	259	290	239	239	290	259	262.666666666667	25.6969518296107
UFSP1	0	0	0	0	0	0	0	0
UFSP2	58	43	53	43	58	53	51.3333333333333	7.63762615825973
UG0898H09	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UGCG	5	6	8	5	8	6	6.33333333333333	1.52752523165195
UGDH	61	78	47	47	78	61	62	15.52417469626
UGDH-AS1	40	36	32	32	40	36	36	4
UGGT1	80	63	81	63	81	80	74.6666666666667	10.1159939369957
UGGT2	59	66	72	59	72	66	65.6666666666667	6.50640709864771
UGP2	153	135	145	135	153	145	144.333333333333	9.01849950564579
UGT2A1	0	0	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0	0	0
UGT2B15	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UGT2B7	0	0	0	0	0	0	0	0
UGT3A2	0	0	0	0	0	0	0	0
UGT8	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UHMK1	31	34	40	31	40	34	35	4.58257569495584
UHRF1	0	3	0	0	3	0	1	1.73205080756888
UHRF1BP1	6	9	10	6	10	9	8.33333333333333	2.08166599946613
UHRF1BP1L	20	20	19	19	20	20	19.6666666666667	0.577350269189626
UHRF2	12	12	15	12	15	12	13	1.73205080756888
UIMC1	13	18	11	11	18	13	14	3.60555127546399
ULBP1	1	5	6	1	6	5	4	2.64575131106459
ULBP2	8	9	14	8	14	9	10.3333333333333	3.21455025366432
ULBP3	0	0	0	0	0	0	0	0
ULK1	6	2	4	2	6	4	4	2
ULK2	8	9	5	5	9	8	7.33333333333333	2.08166599946613
ULK3	3	0	3	0	3	3	2	1.73205080756888
ULK4	4	7	4	4	7	4	5	1.73205080756888
ULK4P3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
UMPS	25	35	24	24	35	25	28	6.08276253029822
UNC119	10	8	8	8	10	8	8.66666666666667	1.15470053837925
UNC119B	12	17	17	12	17	17	15.3333333333333	2.88675134594813
UNC13A	0	0	0	0	0	0	0	0
UNC13B	3	5	3	3	5	3	3.66666666666667	1.15470053837925
UNC13D	1	0	0	0	1	0	0.333333333333333	0.577350269189626
UNC45A	6	9	9	6	9	9	8	1.73205080756888
UNC50	27	16	34	16	34	27	25.6666666666667	9.07377172587747
UNC5B	63	48	66	48	66	63	59	9.64365076099295
UNC5B-AS1	14	4	15	4	15	14	11	6.08276253029822
UNC5C	0	2	0	0	2	0	0.666666666666667	1.15470053837925
UNC5CL	0	0	0	0	0	0	0	0
UNC79	0	0	0	0	0	0	0	0
UNC80	0	0	0	0	0	0	0	0
UNC93B1	1	7	3	1	7	3	3.66666666666667	3.05505046330389
UNG	7	5	15	5	15	7	9	5.29150262212918
UNK	1	6	7	1	7	6	4.66666666666667	3.21455025366432
UNKL	6	7	1	1	7	6	4.66666666666667	3.21455025366432
UNQ6975	0	0	0	0	0	0	0	0
UOX	0	0	0	0	0	0	0	0
UPF1	9	11	8	8	11	9	9.33333333333333	1.52752523165195
UPF2	60	62	51	51	62	60	57.6666666666667	5.85946527708232
UPF3A	51	65	78	51	78	65	64.6666666666667	13.5030860670194
UPF3B	8	11	17	8	17	11	12	4.58257569495584
UPK1A	4	1	2	1	4	2	2.33333333333333	1.52752523165195
UPK1A-AS1	3	2	0	0	3	2	1.66666666666667	1.52752523165195
UPK1B	2	3	4	2	4	3	3	1
UPK2	0	0	0	0	0	0	0	0
UPK3B	0	0	0	0	0	0	0	0
UPK3BL	0	2	2	0	2	2	1.33333333333333	1.15470053837925
UPP1	21	29	7	7	29	21	19	11.13552872566
UPP2	0	0	0	0	0	0	0	0
UPRT	15	14	13	13	15	14	14	1
UQCC	12	11	12	11	12	12	11.6666666666667	0.577350269189626
UQCR10	591	664	637	591	664	637	630.666666666667	36.909799963334
UQCR11	272	303	277	272	303	277	284	16.6433169770932
UQCRB	1038	1093	1044	1038	1093	1044	1058.33333333333	30.171730698343
UQCRBP1	0	0	0	0	0	0	0	0
UQCRC1	38	49	38	38	49	38	41.6666666666667	6.35085296108588
UQCRC2	142	160	165	142	165	160	155.666666666667	12.0968315410827
UQCRFS1	65	69	49	49	69	65	61	10.5830052442584
UQCRH	382	451	393	382	451	393	408.666666666667	37.0720020140986
UQCRHL	0	0	2	0	2	0	0.666666666666667	1.15470053837925
UQCRQ	1083	1206	1265	1083	1265	1206	1184.66666666667	92.8565201444321
URB1	3	13	8	3	13	8	8	5
URB2	0	2	4	0	4	2	2	2
URGCP	5	8	9	5	9	8	7.33333333333333	2.08166599946613
URI1	25	22	34	22	34	25	27	6.2449979983984
URM1	11	8	14	8	14	11	11	3
UROD	144	169	169	144	169	169	160.666666666667	14.4337567297406
UROS	14	14	17	14	17	14	15	1.73205080756888
USB1	13	10	13	10	13	13	12	1.73205080756888
USE1	29	20	32	20	32	29	27	6.2449979983984
USF1	14	10	14	10	14	14	12.6666666666667	2.3094010767585
USF2	11	7	5	5	11	7	7.66666666666667	3.05505046330389
USH2A	0	0	0	0	0	0	0	0
USMG5	686	780	758	686	780	758	741.333333333333	49.1663841799795
USO1	90	112	88	88	112	90	96.6666666666667	13.3166562369588
USP1	20	25	14	14	25	20	19.6666666666667	5.5075705472861
USP10	23	22	19	19	23	22	21.3333333333333	2.08166599946613
USP11	20	19	17	17	20	19	18.6666666666667	1.52752523165195
USP12	21	10	8	8	21	10	13	7
USP13	5	6	9	5	9	6	6.66666666666667	2.08166599946613
USP14	34	37	36	34	37	36	35.6666666666667	1.52752523165195
USP15	72	78	85	72	85	78	78.3333333333333	6.50640709864771
USP16	70	93	65	65	93	70	76	14.9331845230681
USP17L2	0	0	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0
USP18	2	0	1	0	2	1	1	1
USP19	1	2	2	1	2	2	1.66666666666667	0.577350269189626
USP2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
USP2-AS1	0	0	0	0	0	0	0	0
USP20	3	0	2	0	3	2	1.66666666666667	1.52752523165195
USP21	1	7	4	1	7	4	4	3
USP22	90	103	73	73	103	90	88.6666666666667	15.0443787951957
USP24	8	10	4	4	10	8	7.33333333333333	3.05505046330389
USP25	14	7	9	7	14	9	10	3.60555127546399
USP27X	1	3	0	0	3	1	1.33333333333333	1.52752523165195
USP27X-AS1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
USP28	9	10	8	8	10	9	9	1
USP29	1	0	1	0	1	1	0.666666666666667	0.577350269189626
USP3	25	22	23	22	25	23	23.3333333333333	1.52752523165195
USP3-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USP30	5	6	7	5	7	6	6	1
USP30-AS1	0	0	0	0	0	0	0	0
USP31	6	5	2	2	6	5	4.33333333333333	2.08166599946613
USP32	9	8	6	6	9	8	7.66666666666667	1.52752523165195
USP32P1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
USP32P2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USP33	53	32	55	32	55	53	46.6666666666667	12.7410099024109
USP34	62	59	83	59	83	62	68	13.076696830622
USP35	3	3	2	2	3	3	2.66666666666667	0.577350269189626
USP36	3	5	2	2	5	3	3.33333333333333	1.52752523165195
USP37	6	7	4	4	7	6	5.66666666666667	1.52752523165195
USP38	10	10	12	10	12	10	10.6666666666667	1.15470053837925
USP39	13	25	22	13	25	22	20	6.2449979983984
USP4	24	24	30	24	30	24	26	3.46410161513775
USP40	13	26	23	13	26	23	20.6666666666667	6.80685928555405
USP42	5	9	8	5	9	8	7.33333333333333	2.08166599946613
USP44	0	1	0	0	1	0	0.333333333333333	0.577350269189626
USP45	8	14	7	7	14	8	9.66666666666667	3.78593889720018
USP46	20	17	11	11	20	17	16	4.58257569495584
USP47	59	55	67	55	67	59	60.3333333333333	6.11010092660779
USP48	26	28	22	22	28	26	25.3333333333333	3.05505046330389
USP49	0	1	1	0	1	1	0.666666666666667	0.577350269189626
USP5	7	4	4	4	7	4	5	1.73205080756888
USP50	0	0	0	0	0	0	0	0
USP51	0	0	0	0	0	0	0	0
USP53	55	42	47	42	55	47	48	6.557438524302
USP54	11	11	10	10	11	11	10.6666666666667	0.577350269189626
USP6	1	0	0	0	1	0	0.333333333333333	0.577350269189626
USP6NL	5	1	0	0	5	1	2	2.64575131106459
USP7	38	37	27	27	38	37	34	6.08276253029822
USP8	117	115	93	93	117	115	108.333333333333	13.3166562369588
USP9X	65	58	75	58	75	65	66	8.54400374531753
USP9Y	8	11	5	5	11	8	8	3
USPL1	9	10	5	5	10	9	8	2.64575131106459
UST	13	8	4	4	13	8	8.33333333333333	4.50924975282289
UTP11L	137	114	124	114	137	124	125	11.5325625946708
UTP14A	41	44	31	31	44	41	38.6666666666667	6.80685928555405
UTP14C	20	25	20	20	25	20	21.6666666666667	2.88675134594813
UTP15	8	14	10	8	14	10	10.6666666666667	3.05505046330389
UTP18	4	9	7	4	9	7	6.66666666666667	2.51661147842358
UTP20	15	5	10	5	15	10	10	5
UTP23	52	39	45	39	52	45	45.3333333333333	6.50640709864771
UTP3	21	24	22	21	24	22	22.3333333333333	1.52752523165195
UTP6	49	74	49	49	74	49	57.3333333333333	14.4337567297406
UTRN	97	88	81	81	97	88	88.6666666666667	8.02080627701064
UTS2	0	0	0	0	0	0	0	0
UTS2B	5	0	1	0	5	1	2	2.64575131106459
UTY	3	3	7	3	7	3	4.33333333333333	2.3094010767585
UVRAG	7	16	9	7	16	9	10.6666666666667	4.72581562625261
UVSSA	8	6	5	5	8	6	6.33333333333333	1.52752523165195
UXS1	8	15	12	8	15	12	11.6666666666667	3.51188458428425
UXT	77	105	93	77	105	93	91.6666666666667	14.047538337137
VAC14	4	1	4	1	4	4	3	1.73205080756888
VAC14-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
VAMP1	1	2	5	1	5	2	2.66666666666667	2.08166599946613
VAMP2	12	9	9	9	12	9	10	1.73205080756888
VAMP3	106	130	105	105	130	106	113.666666666667	14.1539158303748
VAMP4	8	16	11	8	16	11	11.6666666666667	4.04145188432738
VAMP5	54	68	74	54	74	68	65.3333333333333	10.2632028788938
VAMP7	38	38	38	38	38	38	38	0
VAMP8	2	3	2	2	3	2	2.33333333333333	0.577350269189626
VANGL1	5	5	17	5	17	5	9	6.92820323027551
VANGL2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
VAPA	111	116	113	111	116	113	113.333333333333	2.51661147842358
VAPB	22	21	20	20	22	21	21	1
VARS	5	3	7	3	7	5	5	2
VARS2	2	2	1	1	2	2	1.66666666666667	0.577350269189626
VASH1	5	7	5	5	7	5	5.66666666666667	1.15470053837925
VASH2	0	0	0	0	0	0	0	0
VASN	38	38	36	36	38	38	37.3333333333333	1.15470053837925
VASP	22	15	18	15	22	18	18.3333333333333	3.51188458428425
VAT1	54	36	43	36	54	43	44.3333333333333	9.07377172587747
VAT1L	0	0	0	0	0	0	0	0
VAV1	0	0	0	0	0	0	0	0
VAV2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
VAV3	0	0	0	0	0	0	0	0
VAX2	0	0	0	0	0	0	0	0
VBP1	62	76	78	62	78	76	72	8.71779788708135
VCAM1	38	44	52	38	52	44	44.6666666666667	7.02376916856849
VCAN	880	936	963	880	963	936	926.333333333333	42.3359579238894
VCL	217	218	175	175	218	217	203.333333333333	24.5424801789333
VCP	36	36	32	32	36	36	34.6666666666667	2.3094010767585
VCPIP1	11	15	15	11	15	15	13.6666666666667	2.3094010767585
VCX3B	0	0	0	0	0	0	0	0
VDAC1	237	235	230	230	237	235	234	3.60555127546399
VDAC2	95	99	101	95	101	99	98.3333333333333	3.05505046330389
VDAC3	130	153	138	130	153	138	140.333333333333	11.6761865920913
VDR	11	9	5	5	11	9	8.33333333333333	3.05505046330389
VEGFA	84	65	83	65	84	83	77.3333333333333	10.6926766215636
VEGFB	45	39	31	31	45	39	38.3333333333333	7.02376916856849
VEGFC	8	10	6	6	10	8	8	2
VENTX	3	0	9	0	9	3	4	4.58257569495584
VEPH1	199	266	194	194	266	199	219.666666666667	40.2036482589993
VEZF1	24	21	17	17	24	21	20.6666666666667	3.51188458428425
VEZT	44	56	42	42	56	44	47.3333333333333	7.57187779440036
VGLL3	101	105	113	101	113	105	106.333333333333	6.11010092660779
VGLL4	7	8	14	7	14	8	9.66666666666667	3.78593889720018
VHL	44	39	47	39	47	44	43.3333333333333	4.04145188432738
VILL	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VIM	3607	3622	2583	2583	3622	3607	3270.66666666667	595.584027097213
VIMP	121	114	111	111	121	114	115.333333333333	5.13160143944688
VIP	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VIPAS39	15	18	21	15	21	18	18	3
VIPR1	0	0	0	0	0	0	0	0
VIPR2	5	6	2	2	6	5	4.33333333333333	2.08166599946613
VIT	7	5	6	5	7	6	6	1
VKORC1	151	170	150	150	170	151	157	11.2694276695846
VKORC1L1	6	3	6	3	6	6	5	1.73205080756888
VLDLR	15	9	15	9	15	15	13	3.46410161513775
VMA21	22	27	29	22	29	27	26	3.60555127546399
VMAC	0	2	1	0	2	1	1	1
VMO1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
VMP1	125	127	157	125	157	127	136.333333333333	17.925772879665
VN1R1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VN1R2	0	0	0	0	0	0	0	0
VN1R5	0	0	0	0	0	0	0	0
VNN1	2	0	4	0	4	2	2	2
VNN2	0	1	3	0	3	1	1.33333333333333	1.52752523165195
VNN3	0	0	0	0	0	0	0	0
VOPP1	59	32	60	32	60	59	50.3333333333333	15.8850034099251
VPRBP	2	2	4	2	4	2	2.66666666666667	1.15470053837925
VPS11	25	24	23	23	25	24	24	1
VPS13A	26	24	33	24	33	26	27.6666666666667	4.72581562625261
VPS13B	32	41	23	23	41	32	32	9
VPS13C	94	85	67	67	94	85	82	13.7477270848675
VPS13D	19	11	10	10	19	11	13.3333333333333	4.93288286231625
VPS16	9	9	6	6	9	9	8	1.73205080756888
VPS18	5	2	1	1	5	2	2.66666666666667	2.08166599946613
VPS25	139	134	141	134	141	139	138	3.60555127546399
VPS26A	79	80	83	79	83	80	80.6666666666667	2.08166599946613
VPS26B	37	20	37	20	37	37	31.3333333333333	9.81495457622364
VPS28	168	214	204	168	214	204	195.333333333333	24.1936630821654
VPS29	293	287	306	287	306	293	295.333333333333	9.71253485622231
VPS33A	17	12	16	12	17	16	15	2.64575131106459
VPS33B	4	2	2	2	4	2	2.66666666666667	1.15470053837925
VPS35	133	133	134	133	134	133	133.333333333333	0.577350269189626
VPS36	64	69	58	58	69	64	63.6666666666667	5.5075705472861
VPS37A	23	20	23	20	23	23	22	1.73205080756888
VPS37B	2	0	5	0	5	2	2.33333333333333	2.51661147842358
VPS37C	5	4	1	1	5	4	3.33333333333333	2.08166599946613
VPS37D	0	2	0	0	2	0	0.666666666666667	1.15470053837925
VPS39	46	47	54	46	54	47	49	4.35889894354067
VPS41	81	89	95	81	95	89	88.3333333333333	7.02376916856849
VPS45	37	31	34	31	37	34	34	3
VPS4A	12	8	5	5	12	8	8.33333333333333	3.51188458428425
VPS4B	82	102	110	82	110	102	98	14.422205101856
VPS51	12	10	6	6	12	10	9.33333333333333	3.05505046330389
VPS52	8	10	9	8	10	9	9	1
VPS53	38	25	28	25	38	28	30.3333333333333	6.80685928555405
VPS54	2	6	5	2	6	5	4.33333333333333	2.08166599946613
VPS72	14	13	19	13	19	14	15.3333333333333	3.21455025366432
VPS8	17	26	13	13	26	17	18.6666666666667	6.65832811847939
VPS9D1	0	2	4	0	4	2	2	2
VRK1	28	22	18	18	28	22	22.6666666666667	5.03322295684717
VRK2	7	1	4	1	7	4	4	3
VRK3	10	10	8	8	10	10	9.33333333333333	1.15470053837925
VRTN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VSIG1	9	8	7	7	9	8	8	1
VSIG10	2	3	7	2	7	3	4	2.64575131106459
VSIG10L	0	0	0	0	0	0	0	0
VSIG4	0	0	0	0	0	0	0	0
VSNL1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
VSTM2L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
VSTM4	26	9	16	9	26	16	17	8.54400374531753
VSX1	0	0	0	0	0	0	0	0
VTA1	97	111	121	97	121	111	109.666666666667	12.0554275466834
VTCN1	0	0	0	0	0	0	0	0
VTI1A	21	14	7	7	21	14	14	7
VTI1B	34	41	33	33	41	34	36	4.35889894354067
VTN	2	1	2	1	2	2	1.66666666666667	0.577350269189626
VWA1	4	3	1	1	4	3	2.66666666666667	1.52752523165195
VWA2	0	0	0	0	0	0	0	0
VWA3A	0	0	0	0	0	0	0	0
VWA3B	0	0	0	0	0	0	0	0
VWA5A	9	11	6	6	11	9	8.66666666666667	2.51661147842358
VWA8	5	1	5	1	5	5	3.66666666666667	2.3094010767585
VWA8-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
VWA9	28	29	30	28	30	29	29	1
VWCE	0	0	1	0	1	0	0.333333333333333	0.577350269189626
VWDE	0	0	0	0	0	0	0	0
VWF	0	0	0	0	0	0	0	0
WAC	39	55	48	39	55	48	47.3333333333333	8.02080627701064
WAC-AS1	87	89	89	87	89	89	88.3333333333333	1.15470053837925
WAPAL	34	28	32	28	34	32	31.3333333333333	3.05505046330389
WARS	303	349	323	303	349	323	325	23.0651251893416
WARS2	12	16	15	12	16	15	14.3333333333333	2.08166599946613
WAS	0	0	0	0	0	0	0	0
WASF1	2	1	6	1	6	2	3	2.64575131106459
WASF2	109	123	119	109	123	119	117	7.21110255092798
WASF3	11	15	8	8	15	11	11.3333333333333	3.51188458428425
WASH1	0	0	0	0	0	0	0	0
WASH2P	0	0	0	0	0	0	0	0
WASH3P	0	0	0	0	0	0	0	0
WASH5P	0	0	0	0	0	0	0	0
WASL	30	35	29	29	35	30	31.3333333333333	3.21455025366432
WBP1	0	0	0	0	0	0	0	0
WBP11	35	33	45	33	45	35	37.6666666666667	6.42910050732864
WBP11P1	0	0	0	0	0	0	0	0
WBP1L	43	48	29	29	48	43	40	9.8488578017961
WBP2	13	13	8	8	13	13	11.3333333333333	2.88675134594813
WBP2NL	0	0	0	0	0	0	0	0
WBP4	42	52	58	42	58	52	50.6666666666667	8.08290376865476
WBP5	570	645	534	534	645	570	583	56.6303805390711
WBSCR16	5	10	10	5	10	10	8.33333333333333	2.88675134594813
WBSCR17	0	0	0	0	0	0	0	0
WBSCR22	26	33	36	26	36	33	31.6666666666667	5.13160143944688
WBSCR27	0	2	0	0	2	0	0.666666666666667	1.15470053837925
WDFY1	21	29	22	21	29	22	24	4.35889894354067
WDFY2	5	1	3	1	5	3	3	2
WDFY3	17	13	15	13	17	15	15	2
WDFY3-AS2	1	3	3	1	3	3	2.33333333333333	1.15470053837925
WDHD1	9	12	9	9	12	9	10	1.73205080756888
WDPCP	5	6	7	5	7	6	6	1
WDR1	72	56	70	56	72	70	66	8.71779788708135
WDR11	16	13	13	13	16	13	14	1.73205080756888
WDR11-AS1	3	1	4	1	4	3	2.66666666666667	1.52752523165195
WDR12	25	22	30	22	30	25	25.6666666666667	4.04145188432738
WDR13	15	12	19	12	19	15	15.3333333333333	3.51188458428425
WDR16	1	0	0	0	1	0	0.333333333333333	0.577350269189626
WDR17	3	3	5	3	5	3	3.66666666666667	1.15470053837925
WDR18	4	4	7	4	7	4	5	1.73205080756888
WDR19	9	7	12	7	12	9	9.33333333333333	2.51661147842358
WDR20	24	11	22	11	24	22	19	7
WDR24	1	1	2	1	2	1	1.33333333333333	0.577350269189626
WDR25	4	7	4	4	7	4	5	1.73205080756888
WDR26	37	30	41	30	41	37	36	5.56776436283002
WDR27	0	0	1	0	1	0	0.333333333333333	0.577350269189626
WDR3	34	21	19	19	34	21	24.6666666666667	8.14452781524708
WDR31	2	1	3	1	3	2	2	1
WDR33	45	35	59	35	59	45	46.3333333333333	12.0554275466834
WDR34	8	4	5	4	8	5	5.66666666666667	2.08166599946613
WDR35	10	15	11	10	15	11	12	2.64575131106459
WDR36	33	30	38	30	38	33	33.6666666666667	4.04145188432738
WDR37	4	3	3	3	4	3	3.33333333333333	0.577350269189626
WDR38	0	0	0	0	0	0	0	0
WDR4	3	1	3	1	3	3	2.33333333333333	1.15470053837925
WDR41	74	69	69	69	74	69	70.6666666666667	2.88675134594813
WDR43	44	38	27	27	44	38	36.3333333333333	8.62167810425171
WDR44	12	17	14	12	17	14	14.3333333333333	2.51661147842358
WDR45	21	33	27	21	33	27	27	6
WDR45B	23	37	36	23	37	36	32	7.81024967590665
WDR46	12	20	8	8	20	12	13.3333333333333	6.11010092660779
WDR47	4	11	4	4	11	4	6.33333333333333	4.04145188432738
WDR48	35	25	41	25	41	35	33.6666666666667	8.08290376865476
WDR5	3	3	0	0	3	3	2	1.73205080756888
WDR52	0	4	1	0	4	1	1.66666666666667	2.08166599946613
WDR52-AS1	0	0	0	0	0	0	0	0
