Gene	SOR+URS.A.5.7.1.C3	SOR+URS.A.5.8.1.C4	SOR+URS.A.5.9.1.C5	Min	Max	Median	Mean	Std
TADA2B	4	6	11	4	11	6	7	3.60555127546399
TADA3	5	16	8	5	16	8	9.66666666666667	5.68624070307733
TAF1	4	3	6	3	6	4	4.33333333333333	1.52752523165195
TAF10	0	5	10	0	10	5	5	5
TAF11	8	5	9	5	9	8	7.33333333333333	2.08166599946613
TAF12	2	8	9	2	9	8	6.33333333333333	3.78593889720018
TAF13	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TAF15	13	5	21	5	21	13	13	8
TAF1A	0	1	3	0	3	1	1.33333333333333	1.52752523165195
TAF1B	2	3	3	2	3	3	2.66666666666667	0.577350269189626
TAF1C	1	1	1	1	1	1	1	0
TAF1D	11	12	41	11	41	12	21.3333333333333	17.0391705588427
TAF1L	0	0	0	0	0	0	0	0
TAF2	3	5	9	3	9	5	5.66666666666667	3.05505046330389
TAF3	3	4	8	3	8	4	5	2.64575131106459
TAF4	0	0	0	0	0	0	0	0
TAF4B	0	0	0	0	0	0	0	0
TAF5	0	0	0	0	0	0	0	0
TAF5L	1	1	3	1	3	1	1.66666666666667	1.15470053837925
TAF6	1	1	3	1	3	1	1.66666666666667	1.15470053837925
TAF6L	0	0	0	0	0	0	0	0
TAF7	17	21	58	17	58	21	32	22.6053091109146
TAF7L	0	0	0	0	0	0	0	0
TAF8	6	3	13	3	13	6	7.33333333333333	5.13160143944688
TAF9	27	31	62	27	62	31	40	19.157244060668
TAF9B	3	2	4	2	4	3	3	1
TAGAP	0	0	0	0	0	0	0	0
TAGLN	302	362	676	302	676	362	446.666666666667	200.86147797259
TAGLN2	36	36	74	36	74	36	48.6666666666667	21.9393102292058
TAGLN3	0	0	0	0	0	0	0	0
TAL1	0	0	0	0	0	0	0	0
TAL2	0	0	0	0	0	0	0	0
TALDO1	30	47	49	30	49	47	42	10.4403065089106
TAMM41	0	2	10	0	10	2	4	5.29150262212918
TANC1	4	3	11	3	11	4	6	4.35889894354067
TANC2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
TANGO2	4	6	9	4	9	6	6.33333333333333	2.51661147842358
TANGO6	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TANK	12	13	37	12	37	13	20.6666666666667	14.1539158303748
TAOK1	23	26	36	23	36	26	28.3333333333333	6.80685928555405
TAOK2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TAOK3	7	15	22	7	22	15	14.6666666666667	7.50555349946513
TAP1	1	0	2	0	2	1	1	1
TAP2	0	0	0	0	0	0	0	0
TAPBP	11	18	32	11	32	18	20.3333333333333	10.6926766215636
TAPBPL	0	0	0	0	0	0	0	0
TAPT1	3	4	4	3	4	4	3.66666666666667	0.577350269189626
TAPT1-AS1	0	0	0	0	0	0	0	0
TARBP1	1	1	6	1	6	1	2.66666666666667	2.88675134594813
TARBP2	0	2	1	0	2	1	1	1
TARDBP	7	4	9	4	9	7	6.66666666666667	2.51661147842358
TARS	34	29	67	29	67	34	43.3333333333333	20.6478408879314
TARS2	3	7	9	3	9	7	6.33333333333333	3.05505046330389
TARSL2	2	0	1	0	2	1	1	1
TAS2R10	0	0	0	0	0	0	0	0
TAS2R13	0	0	0	0	0	0	0	0
TAS2R14	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TAS2R19	0	0	0	0	0	0	0	0
TAS2R20	1	2	0	0	2	1	1	1
TAS2R3	0	0	0	0	0	0	0	0
TAS2R30	0	0	0	0	0	0	0	0
TAS2R31	0	0	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0	0	0
TAS2R4	0	0	0	0	0	0	0	0
TAS2R42	0	0	0	0	0	0	0	0
TAS2R43	0	0	0	0	0	0	0	0
TAS2R46	0	0	0	0	0	0	0	0
TAS2R5	0	0	0	0	0	0	0	0
TASP1	2	0	4	0	4	2	2	2
TAT	0	2	3	0	3	2	1.66666666666667	1.52752523165195
TATDN1	10	8	20	8	20	10	12.6666666666667	6.42910050732864
TATDN2	0	5	5	0	5	5	3.33333333333333	2.88675134594813
TATDN3	21	27	47	21	47	27	31.6666666666667	13.6137185711081
TAX1BP1	79	98	193	79	193	98	123.333333333333	61.0764548196221
TAX1BP3	1	1	1	1	1	1	1	0
TAZ	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TBATA	0	0	0	0	0	0	0	0
TBC1D1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TBC1D10A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TBC1D10B	2	2	7	2	7	2	3.66666666666667	2.88675134594813
TBC1D12	2	5	3	2	5	3	3.33333333333333	1.52752523165195
TBC1D13	3	3	5	3	5	3	3.66666666666667	1.15470053837925
TBC1D14	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TBC1D15	10	14	29	10	29	14	17.6666666666667	10.0166528008778
TBC1D16	0	0	0	0	0	0	0	0
TBC1D17	0	0	0	0	0	0	0	0
TBC1D19	0	0	4	0	4	0	1.33333333333333	2.3094010767585
TBC1D2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TBC1D20	11	10	10	10	11	10	10.3333333333333	0.577350269189626
TBC1D21	0	0	0	0	0	0	0	0
TBC1D22A	4	1	1	1	4	1	2	1.73205080756888
TBC1D22B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TBC1D23	11	9	16	9	16	11	12	3.60555127546399
TBC1D24	3	2	15	2	15	3	6.66666666666667	7.23417813807023
TBC1D25	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TBC1D26	0	0	0	0	0	0	0	0
TBC1D2B	5	3	11	3	11	5	6.33333333333333	4.16333199893227
TBC1D30	0	0	0	0	0	0	0	0
TBC1D3P1-DHX40P1	0	0	0	0	0	0	0	0
TBC1D3P5	0	0	0	0	0	0	0	0
TBC1D4	0	1	4	0	4	1	1.66666666666667	2.08166599946613
TBC1D5	12	6	7	6	12	7	8.33333333333333	3.21455025366432
TBC1D7	2	0	1	0	2	1	1	1
TBC1D8	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TBC1D8B	4	3	5	3	5	4	4	1
TBC1D9	2	3	16	2	16	3	7	7.81024967590665
TBC1D9B	5	7	12	5	12	7	8	3.60555127546399
TBCA	53	49	104	49	104	53	68.6666666666667	30.6648550189518
TBCB	5	7	5	5	7	5	5.66666666666667	1.15470053837925
TBCC	1	1	5	1	5	1	2.33333333333333	2.3094010767585
TBCCD1	3	4	11	3	11	4	6	4.35889894354067
TBCD	3	4	7	3	7	4	4.66666666666667	2.08166599946613
TBCE	2	3	2	2	3	2	2.33333333333333	0.577350269189626
TBCEL	1	3	4	1	4	3	2.66666666666667	1.52752523165195
TBCK	4	3	2	2	4	3	3	1
TBK1	3	3	5	3	5	3	3.66666666666667	1.15470053837925
TBKBP1	0	0	0	0	0	0	0	0
TBL1X	0	0	8	0	8	0	2.66666666666667	4.61880215351701
TBL1XR1	12	25	35	12	35	25	24	11.5325625946708
TBL2	1	2	9	1	9	2	4	4.35889894354067
TBL3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TBP	1	2	6	1	6	2	3	2.64575131106459
TBPL1	5	6	6	5	6	6	5.66666666666667	0.577350269189626
TBR1	0	0	0	0	0	0	0	0
TBRG1	9	8	23	8	23	9	13.3333333333333	8.38649708360608
TBRG4	1	4	0	0	4	1	1.66666666666667	2.08166599946613
TBX1	0	0	0	0	0	0	0	0
TBX15	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TBX18	2	3	8	2	8	3	4.33333333333333	3.21455025366432
TBX19	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TBX2	0	0	0	0	0	0	0	0
TBX20	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TBX21	0	0	0	0	0	0	0	0
TBX3	1	0	5	0	5	1	2	2.64575131106459
TBX4	0	0	0	0	0	0	0	0
TBX5	0	0	0	0	0	0	0	0
TBX5-AS1	0	0	0	0	0	0	0	0
TBX6	0	0	0	0	0	0	0	0
TBXA2R	3	5	3	3	5	3	3.66666666666667	1.15470053837925
TBXAS1	0	0	0	0	0	0	0	0
TC2N	0	0	0	0	0	0	0	0
TCAIM	4	4	9	4	9	4	5.66666666666667	2.88675134594813
TCAM1P	1	1	4	1	4	1	2	1.73205080756888
TCAP	0	0	0	0	0	0	0	0
TCEA1	50	57	128	50	128	57	78.3333333333333	43.1547602627258
TCEA2	4	3	3	3	4	3	3.33333333333333	0.577350269189626
TCEA3	2	2	0	0	2	2	1.33333333333333	1.15470053837925
TCEAL1	5	6	15	5	15	6	8.66666666666667	5.5075705472861
TCEAL2	0	0	0	0	0	0	0	0
TCEAL3	4	5	5	4	5	5	4.66666666666667	0.577350269189626
TCEAL4	52	45	92	45	92	52	63	25.3574446662119
TCEAL7	1	2	3	1	3	2	2	1
TCEAL8	23	23	48	23	48	23	31.3333333333333	14.4337567297406
TCEANC	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TCEANC2	0	0	3	0	3	0	1	1.73205080756888
TCEB1	33	23	52	23	52	33	36	14.7309198626562
TCEB2	107	120	202	107	202	120	143	51.5072810387036
TCEB3	13	11	20	11	20	13	14.6666666666667	4.72581562625261
TCERG1	6	9	18	6	18	9	11	6.2449979983984
TCERG1L	0	0	0	0	0	0	0	0
TCF12	8	8	7	7	8	8	7.66666666666667	0.577350269189626
TCF15	0	0	0	0	0	0	0	0
TCF19	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TCF20	1	1	1	1	1	1	1	0
TCF21	4	4	7	4	7	4	5	1.73205080756888
TCF25	4	6	13	4	13	6	7.66666666666667	4.72581562625261
TCF3	2	1	4	1	4	2	2.33333333333333	1.52752523165195
TCF4	6	11	21	6	21	11	12.6666666666667	7.63762615825973
TCF7	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TCF7L1	5	4	3	3	5	4	4	1
TCF7L2	7	14	21	7	21	14	14	7
TCFL5	1	2	4	1	4	2	2.33333333333333	1.52752523165195
TCHH	1	6	6	1	6	6	4.33333333333333	2.88675134594813
TCHP	5	6	4	4	6	5	5	1
TCIRG1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
TCL1A	0	0	0	0	0	0	0	0
TCL1B	0	0	0	0	0	0	0	0
TCL6	0	0	0	0	0	0	0	0
TCN2	3	0	0	0	3	0	1	1.73205080756888
TCOF1	4	2	4	2	4	4	3.33333333333333	1.15470053837925
TCP1	19	22	56	19	56	22	32.3333333333333	20.5507501890645
TCP10L	0	0	0	0	0	0	0	0
TCP11	0	0	0	0	0	0	0	0
TCP11L1	2	5	5	2	5	5	4	1.73205080756888
TCP11L2	1	2	10	1	10	2	4.33333333333333	4.93288286231625
TCTA	4	2	6	2	6	4	4	2
TCTE1	0	0	0	0	0	0	0	0
TCTE3	0	0	0	0	0	0	0	0
TCTEX1D1	0	0	0	0	0	0	0	0
TCTEX1D2	2	5	3	2	5	3	3.33333333333333	1.52752523165195
TCTEX1D4	0	0	0	0	0	0	0	0
TCTN1	6	3	7	3	7	6	5.33333333333333	2.08166599946613
TCTN2	1	2	4	1	4	2	2.33333333333333	1.52752523165195
TCTN3	7	9	16	7	16	9	10.6666666666667	4.72581562625261
TDG	1	6	12	1	12	6	6.33333333333333	5.5075705472861
TDGF1	0	0	0	0	0	0	0	0
TDGF1P3	0	0	0	0	0	0	0	0
TDH	0	0	0	0	0	0	0	0
TDO2	0	0	0	0	0	0	0	0
TDP1	2	0	1	0	2	1	1	1
TDP2	2	4	6	2	6	4	4	2
TDRD1	0	0	0	0	0	0	0	0
TDRD10	0	0	0	0	0	0	0	0
TDRD3	1	3	9	1	9	3	4.33333333333333	4.16333199893227
TDRD6	0	0	0	0	0	0	0	0
TDRD7	1	0	7	0	7	1	2.66666666666667	3.78593889720018
TDRD9	0	0	0	0	0	0	0	0
TDRKH	0	0	0	0	0	0	0	0
TDRP	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TEAD1	20	34	63	20	63	34	39	21.9317121994613
TEAD2	1	3	1	1	3	1	1.66666666666667	1.15470053837925
TEAD3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TEAD4	0	0	0	0	0	0	0	0
TEC	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TECPR1	1	3	4	1	4	3	2.66666666666667	1.52752523165195
TECPR2	0	0	0	0	0	0	0	0
TECR	15	18	30	15	30	18	21	7.93725393319377
TECRL	0	0	0	0	0	0	0	0
TECTA	0	0	0	0	0	0	0	0
TEDDM1	0	0	0	0	0	0	0	0
TEF	0	0	4	0	4	0	1.33333333333333	2.3094010767585
TEFM	1	3	4	1	4	3	2.66666666666667	1.52752523165195
TEK	0	0	2	0	2	0	0.666666666666667	1.15470053837925
TEKT2	0	0	0	0	0	0	0	0
TEKT3	0	0	0	0	0	0	0	0
TEKT4P2	1	0	2	0	2	1	1	1
TELO2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TENC1	1	1	1	1	1	1	1	0
TENM2	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TENM3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TENM4	0	1	3	0	3	1	1.33333333333333	1.52752523165195
TEP1	2	1	3	1	3	2	2	1
TEPP	0	0	0	0	0	0	0	0
TERC	0	0	0	0	0	0	0	0
TERF1	7	9	25	7	25	9	13.6666666666667	9.86576572463249
TERF2	2	7	8	2	8	7	5.66666666666667	3.21455025366432
TERF2IP	6	22	16	6	22	16	14.6666666666667	8.08290376865476
TES	5	7	17	5	17	7	9.66666666666667	6.42910050732864
TESK1	1	1	3	1	3	1	1.66666666666667	1.15470053837925
TESK2	2	0	1	0	2	1	1	1
TESPA1	0	0	0	0	0	0	0	0
TET1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
TET2	0	7	5	0	7	5	4	3.60555127546399
TET3	0	2	3	0	3	2	1.66666666666667	1.52752523165195
TEX10	4	2	6	2	6	4	4	2
TEX101	0	0	5	0	5	0	1.66666666666667	2.88675134594813
TEX11	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TEX12	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TEX14	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TEX15	0	0	0	0	0	0	0	0
TEX2	8	7	21	7	21	8	12	7.81024967590665
TEX21P	0	0	0	0	0	0	0	0
TEX22	0	0	0	0	0	0	0	0
TEX26	0	0	0	0	0	0	0	0
TEX26-AS1	0	0	0	0	0	0	0	0
TEX261	5	10	3	3	10	5	6	3.60555127546399
TEX264	3	4	7	3	7	4	4.66666666666667	2.08166599946613
TEX29	0	0	0	0	0	0	0	0
TEX30	4	4	8	4	8	4	5.33333333333333	2.3094010767585
TEX35	0	0	0	0	0	0	0	0
TEX38	0	0	0	0	0	0	0	0
TEX40	0	0	0	0	0	0	0	0
TEX41	0	0	0	0	0	0	0	0
TEX9	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TF	0	0	0	0	0	0	0	0
TFAM	3	7	19	3	19	7	9.66666666666667	8.32666399786453
TFAMP1	0	0	0	0	0	0	0	0
TFAP2A	0	0	3	0	3	0	1	1.73205080756888
TFAP2C	0	0	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0	0	0
TFAP2E	0	0	0	0	0	0	0	0
TFAP4	0	0	0	0	0	0	0	0
TFB1M	5	3	9	3	9	5	5.66666666666667	3.05505046330389
TFB2M	4	4	5	4	5	4	4.33333333333333	0.577350269189626
TFCP2	2	2	6	2	6	2	3.33333333333333	2.3094010767585
TFDP1	4	12	7	4	12	7	7.66666666666667	4.04145188432738
TFDP2	11	23	42	11	42	23	25.3333333333333	15.6311654502578
TFE3	2	2	6	2	6	2	3.33333333333333	2.3094010767585
TFEB	0	0	0	0	0	0	0	0
TFEC	0	0	0	0	0	0	0	0
TFF3	0	0	0	0	0	0	0	0
TFG	20	18	33	18	33	20	23.6666666666667	8.14452781524708
TFIP11	2	4	6	2	6	4	4	2
TFPI	20	32	57	20	57	32	36.3333333333333	18.8767935130237
TFPI2	4	2	3	2	4	3	3	1
TFPT	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TFR2	0	0	0	0	0	0	0	0
TFRC	8	16	15	8	16	15	13	4.35889894354067
TG	0	0	0	0	0	0	0	0
TGDS	3	6	6	3	6	6	5	1.73205080756888
TGFA	0	0	0	0	0	0	0	0
TGFB1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TGFB1I1	1	3	7	1	7	3	3.66666666666667	3.05505046330389
TGFB2	5	5	11	5	11	5	7	3.46410161513775
TGFB3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
TGFBI	12	19	32	12	32	19	21	10.1488915650922
TGFBR1	6	9	11	6	11	9	8.66666666666667	2.51661147842358
TGFBR2	3	5	14	3	14	5	7.33333333333333	5.85946527708232
TGFBR3	0	2	1	0	2	1	1	1
TGFBR3L	0	0	0	0	0	0	0	0
TGFBRAP1	0	3	2	0	3	2	1.66666666666667	1.52752523165195
TGIF1	0	0	0	0	0	0	0	0
TGIF2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TGM1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TGM2	0	2	1	0	2	1	1	1
TGM4	0	0	0	0	0	0	0	0
TGM5	0	0	0	0	0	0	0	0
TGM7	0	0	0	0	0	0	0	0
TGOLN2	32	43	57	32	57	43	44	12.5299640861417
TGS1	3	11	12	3	12	11	8.66666666666667	4.93288286231625
TH	0	0	0	0	0	0	0	0
THADA	3	1	6	1	6	3	3.33333333333333	2.51661147842358
THAP1	8	4	14	4	14	8	8.66666666666667	5.03322295684717
THAP10	1	0	1	0	1	1	0.666666666666667	0.577350269189626
THAP11	1	4	9	1	9	4	4.66666666666667	4.04145188432738
THAP2	2	2	2	2	2	2	2	0
THAP3	1	1	3	1	3	1	1.66666666666667	1.15470053837925
THAP4	3	0	4	0	4	3	2.33333333333333	2.08166599946613
THAP5	7	7	10	7	10	7	8	1.73205080756888
THAP6	2	5	5	2	5	5	4	1.73205080756888
THAP7	0	0	1	0	1	0	0.333333333333333	0.577350269189626
THAP7-AS1	0	0	0	0	0	0	0	0
THAP8	2	1	1	1	2	1	1.33333333333333	0.577350269189626
THAP9	1	1	0	0	1	1	0.666666666666667	0.577350269189626
THAP9-AS1	8	15	12	8	15	12	11.6666666666667	3.51188458428425
THBD	0	0	0	0	0	0	0	0
THBS1	131	208	422	131	422	208	253.666666666667	150.77908785151
THBS2	180	216	386	180	386	216	260.666666666667	110.024239753489
THBS3	7	12	14	7	14	12	11	3.60555127546399
THBS4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
THEM4	0	2	5	0	5	2	2.33333333333333	2.51661147842358
THEM5	0	0	0	0	0	0	0	0
THEM6	0	0	2	0	2	0	0.666666666666667	1.15470053837925
THEMIS	0	0	0	0	0	0	0	0
THEMIS2	0	1	2	0	2	1	1	1
THG1L	2	0	5	0	5	2	2.33333333333333	2.51661147842358
THNSL1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
THNSL2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
THOC1	3	5	6	3	6	5	4.66666666666667	1.52752523165195
THOC2	16	9	29	9	29	16	18	10.1488915650922
THOC3	0	0	0	0	0	0	0	0
THOC5	3	6	6	3	6	6	5	1.73205080756888
THOC6	1	4	1	1	4	1	2	1.73205080756888
THOC7	19	23	29	19	29	23	23.6666666666667	5.03322295684717
THOP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
THPO	0	0	0	0	0	0	0	0
THRA	0	1	1	0	1	1	0.666666666666667	0.577350269189626
THRAP3	24	26	57	24	57	26	35.6666666666667	18.5022521151706
THRB	0	1	1	0	1	1	0.666666666666667	0.577350269189626
THRSP	1	0	1	0	1	1	0.666666666666667	0.577350269189626
THSD1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
THSD4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
THSD7A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
THTPA	0	3	5	0	5	3	2.66666666666667	2.51661147842358
THUMPD1	4	7	18	4	18	7	9.66666666666667	7.37111479583199
THUMPD2	2	9	16	2	16	9	9	7
THUMPD3	11	10	18	10	18	11	13	4.35889894354067
THY1	0	1	6	0	6	1	2.33333333333333	3.21455025366432
THYN1	9	12	23	9	23	12	14.6666666666667	7.37111479583199
TIA1	6	4	14	4	14	6	8	5.29150262212918
TIAL1	10	13	27	10	27	13	16.6666666666667	9.07377172587747
TIAM1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TIAM2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TICAM1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TICAM2	0	0	0	0	0	0	0	0
TICRR	0	0	0	0	0	0	0	0
TIFA	7	4	7	4	7	7	6	1.73205080756888
TIFAB	0	0	0	0	0	0	0	0
TIGD1	0	0	0	0	0	0	0	0
TIGD2	1	1	1	1	1	1	1	0
TIGD3	0	0	0	0	0	0	0	0
TIGD4	0	0	0	0	0	0	0	0
TIGD5	0	0	0	0	0	0	0	0
TIGD6	2	0	3	0	3	2	1.66666666666667	1.52752523165195
TIGD7	1	2	2	1	2	2	1.66666666666667	0.577350269189626
TIGIT	0	0	0	0	0	0	0	0
TIMELESS	0	1	4	0	4	1	1.66666666666667	2.08166599946613
TIMM10	8	4	15	4	15	8	9	5.56776436283002
TIMM10B	2	4	8	2	8	4	4.66666666666667	3.05505046330389
TIMM13	9	10	19	9	19	10	12.6666666666667	5.5075705472861
TIMM17A	21	21	32	21	32	21	24.6666666666667	6.35085296108588
TIMM17B	1	3	2	1	3	2	2	1
TIMM21	6	9	7	6	9	7	7.33333333333333	1.52752523165195
TIMM22	2	3	4	2	4	3	3	1
TIMM23	13	9	22	9	22	13	14.6666666666667	6.65832811847939
TIMM44	1	2	5	1	5	2	2.66666666666667	2.08166599946613
TIMM50	5	7	13	5	13	7	8.33333333333333	4.16333199893227
TIMM8A	1	4	1	1	4	1	2	1.73205080756888
TIMM8B	24	30	46	24	46	30	33.3333333333333	11.3724814061547
TIMM9	9	6	16	6	16	9	10.3333333333333	5.13160143944688
TIMMDC1	8	13	24	8	24	13	15	8.18535277187245
TIMP1	623	692	1065	623	1065	692	793.333333333333	237.786318642039
TIMP2	83	100	172	83	172	100	118.333333333333	47.247574893674
TIMP3	199	250	361	199	361	250	270	82.8311535595153
TIMP4	0	0	0	0	0	0	0	0
TINAGL1	3	1	5	1	5	3	3	2
TINCR	3	3	0	0	3	3	2	1.73205080756888
TINF2	6	5	8	5	8	6	6.33333333333333	1.52752523165195
TIPARP	9	7	15	7	15	9	10.3333333333333	4.16333199893227
TIPARP-AS1	0	0	0	0	0	0	0	0
TIPIN	1	1	4	1	4	1	2	1.73205080756888
TIPRL	14	9	24	9	24	14	15.6666666666667	7.63762615825973
TIRAP	0	3	0	0	3	0	1	1.73205080756888
TJAP1	1	1	1	1	1	1	1	0
TJP1	21	22	42	21	42	22	28.3333333333333	11.8462370959446
TJP2	4	1	12	1	12	4	5.66666666666667	5.68624070307733
TK1	0	0	0	0	0	0	0	0
TK2	1	7	3	1	7	3	3.66666666666667	3.05505046330389
TKT	6	9	20	6	20	9	11.6666666666667	7.37111479583199
TKTL1	0	0	0	0	0	0	0	0
TKTL2	0	0	0	0	0	0	0	0
TLCD1	0	1	2	0	2	1	1	1
TLCD2	9	17	22	9	22	17	16	6.557438524302
TLDC1	0	3	2	0	3	2	1.66666666666667	1.52752523165195
TLDC2	0	0	0	0	0	0	0	0
TLE1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
TLE2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
TLE3	1	2	0	0	2	1	1	1
TLE4	5	5	19	5	19	5	9.66666666666667	8.08290376865476
TLE6	0	0	0	0	0	0	0	0
TLK1	7	11	41	7	41	11	19.6666666666667	18.5831464863551
TLK2	11	9	23	9	23	11	14.3333333333333	7.57187779440036
TLL2	0	0	0	0	0	0	0	0
TLN1	10	19	36	10	36	19	21.6666666666667	13.2035348802256
TLN2	1	1	6	1	6	1	2.66666666666667	2.88675134594813
TLR1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
TLR10	6	1	1	1	6	1	2.66666666666667	2.88675134594813
TLR2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
TLR3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TLR4	5	0	6	0	6	5	3.66666666666667	3.21455025366432
TLR5	0	0	0	0	0	0	0	0
TLR6	1	1	1	1	1	1	1	0
TLR7	2	2	3	2	3	2	2.33333333333333	0.577350269189626
TLR8	0	0	0	0	0	0	0	0
TLR8-AS1	0	0	0	0	0	0	0	0
TLR9	0	0	0	0	0	0	0	0
TM2D1	14	17	30	14	30	17	20.3333333333333	8.50490054811538
TM2D2	3	7	16	3	16	7	8.66666666666667	6.65832811847939
TM2D3	3	6	6	3	6	6	5	1.73205080756888
TM4SF1	21	29	42	21	42	29	30.6666666666667	10.5987420637231
TM4SF18	0	0	0	0	0	0	0	0
TM4SF19	0	0	0	0	0	0	0	0
TM4SF20	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TM4SF4	0	0	0	0	0	0	0	0
TM6SF1	1	1	4	1	4	1	2	1.73205080756888
TM6SF2	0	0	0	0	0	0	0	0
TM7SF2	1	3	1	1	3	1	1.66666666666667	1.15470053837925
TM7SF3	4	6	13	4	13	6	7.66666666666667	4.72581562625261
TM9SF1	7	4	9	4	9	7	6.66666666666667	2.51661147842358
TM9SF2	22	16	22	16	22	22	20	3.46410161513775
TM9SF3	20	9	24	9	24	20	17.6666666666667	7.76745346515403
TM9SF4	1	10	13	1	13	10	8	6.2449979983984
TMA16	10	8	18	8	18	10	12	5.29150262212918
TMA7	114	163	271	114	271	163	182.666666666667	80.3264174063137
TMBIM1	6	3	3	3	6	3	4	1.73205080756888
TMBIM4	30	28	46	28	46	30	34.6666666666667	9.86576572463249
TMBIM6	61	79	118	61	118	79	86	29.1376045686669
TMC1	0	0	0	0	0	0	0	0
TMC3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
TMC4	2	1	0	0	2	1	1	1
TMC5	2	0	3	0	3	2	1.66666666666667	1.52752523165195
TMC6	0	0	0	0	0	0	0	0
TMC7	1	1	3	1	3	1	1.66666666666667	1.15470053837925
TMC8	0	0	0	0	0	0	0	0
TMCC1	4	9	12	4	12	9	8.33333333333333	4.04145188432738
TMCC2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
TMCC3	0	0	0	0	0	0	0	0
TMCO1	16	34	54	16	54	34	34.6666666666667	19.0087699058443
TMCO3	10	13	17	10	17	13	13.3333333333333	3.51188458428425
TMCO4	0	0	0	0	0	0	0	0
TMCO6	0	0	0	0	0	0	0	0
TMED1	0	1	2	0	2	1	1	1
TMED10	65	55	112	55	112	65	77.3333333333333	30.4357246231026
TMED10P1	0	0	3	0	3	0	1	1.73205080756888
TMED11P	0	0	0	0	0	0	0	0
TMED2	28	35	53	28	53	35	38.6666666666667	12.8970280814354
TMED3	8	12	27	8	27	12	15.6666666666667	10.0166528008778
TMED4	3	4	3	3	4	3	3.33333333333333	0.577350269189626
TMED5	11	6	20	6	20	11	12.3333333333333	7.09459888459759
TMED6	0	0	0	0	0	0	0	0
TMED7	17	22	25	17	25	22	21.3333333333333	4.04145188432738
TMED7-TICAM2	0	0	0	0	0	0	0	0
TMED8	0	0	0	0	0	0	0	0
TMED9	15	19	31	15	31	19	21.6666666666667	8.32666399786453
TMEFF2	0	0	0	0	0	0	0	0
TMEM100	0	0	0	0	0	0	0	0
TMEM101	1	4	7	1	7	4	4	3
TMEM102	0	0	0	0	0	0	0	0
TMEM104	0	0	1	0	1	0	0.333333333333333	0.577350269189626
TMEM105	1	0	1	0	1	1	0.666666666666667	0.577350269189626
